NQUEST,ENTEPEN,TIPOPEN,DECOR,TPENS,MESIPEN,ARRET,TARRET,QUOTAPE,NORD
501094,1,3,1995,1700,13,2,0,,1
501094,1,1,1995,500,13,2,0,80,1
501096,1,1,1989,1450,13,2,0,,1
501097,5,1,1997,3500,13,2,0,80,1
501108,2,1,1994,2300,13,2,0,90,1
501113,1,3,1982,1400,13,2,0,,2
501115,1,1,1994,1000,12,2,0,50,1
501116,1,1,1995,1400,13,2,0,80,1
501122,2,1,1987,1900,12,2,0,80,1
501132,4,4,1993,650,13,2,0,,1
501135,1,1,1990,1200,13,2,0,80,1
501135,1,1,1988,800,13,2,0,50,2
501152,1,1,1987,758,13,2,0,50,1
501215,1,1,1997,1700,13,2,0,90,1
501215,1,1,1997,850,13,2,0,70,2
501219,3,1,1986,1800,13,2,0,10,1
501219,1,1,1987,1250,13,2,0,50,2
501221,1,1,1992,1730,13,2,0,90,1
501222,1,1,1971,800,12,2,0,35,1
501222,1,3,1973,1100,12,2,0,,2
501223,1,1,1982,900,13,2,0,20,1
501224,1,1,1975,1600,13,2,0,100,1
501224,4,3,1950,235,13,2,0,,1
501226,3,7,1998,1400,13,2,0,,1
501288,1,1,1997,850,13,2,0,90,1
501288,2,1,1972,350,13,2,0,30,1
501297,1,1,1986,1500,13,2,0,80,1
501297,1,1,1986,700,13,2,0,50,2
501310,1,1,1986,690,13,2,0,25,1
501310,1,1,1988,690,13,2,0,25,2
501315,1,1,1994,1400,13,2,0,80,2
501317,1,3,1985,300,12,2,0,,1
501317,1,1,1989,800,12,2,0,30,2
501348,2,1,1998,1578,4,2,0,88,1
501389,1,1,1997,700,13,2,0,50,1
501397,1,1,1995,3500,13,2,0,95,2
501397,1,1,1994,800,13,2,0,80,3
501430,1,2,1993,725,13,2,0,,1
501439,1,1,1990,1500,13,2,0,60,1
501439,1,1,1987,900,13,2,0,60,2
501448,1,1,1990,700,13,2,0,30,1
501448,1,1,1990,700,13,2,0,50,2
501449,1,1,1996,1150,13,2,0,60,1
501451,1,1,1994,1800,13,2,0,85,1
501459,1,1,1990,1800,13,2,0,50,2
501481,1,1,1982,800,13,2,0,70,1
501485,3,3,1990,700,12,2,0,,3
501487,1,4,1980,730,13,2,0,,1
501499,1,1,1982,854,13,2,0,70,1
501508,1,1,1975,1000,12,2,0,50,1
501508,5,1,1986,750,12,2,0,50,2
501521,1,1,1992,1700,13,2,0,80,1
501528,1,1,1998,2800,13,2,0,70,1
501531,3,1,1992,1800,13,2,0,20,1
501535,1,1,1975,2200,13,2,0,30,1
501536,3,4,1990,1200,13,2,0,,1
501538,1,4,1996,1500,13,2,0,,1
501539,1,1,1994,1600,13,2,0,80,1
501540,3,3,1995,130,13,2,0,,1
501548,1,4,1925,790,13,2,0,,1
501564,1,1,1983,1400,13,2,0,80,1
501564,1,1,1986,700,12,2,0,50,2
501567,1,1,1977,1000,12,2,0,,1
501570,2,1,1996,2000,13,2,0,75,1
501572,1,1,1983,1800,13,2,0,70,1
501573,1,1,1984,1400,13,2,0,80,1
501573,1,1,1995,696,13,2,0,1,2
501577,1,1,1987,1000,12,2,0,1,1
501582,1,4,1980,650,12,2,0,,1
501585,1,4,1994,1000,13,2,0,,1
501586,1,1,1994,2500,13,2,0,80,1
501588,1,1,1972,1250,13,2,0,50,1
501589,1,4,1987,1300,13,2,0,,1
501592,1,1,1976,1700,13,2,0,80,1
501595,1,1,1977,600,13,2,0,1,1
501595,1,4,1977,370,13,2,0,,1
501596,1,4,1986,1200,13,2,0,,1
501599,1,1,1980,1800,13,2,0,,1
501600,1,4,1989,350,13,2,0,,1
501601,1,1,1989,1000,13,2,0,80,1
501603,1,1,1994,1500,13,2,0,20,1
501607,1,1,1960,1800,13,2,0,80,1
501608,1,1,1997,1500,13,2,0,,1
501609,1,1,1980,1200,13,2,0,70,1
501617,1,1,1981,1700,13,2,0,,1
501617,1,1,1982,1100,13,2,0,,2
501622,1,1,1969,1450,13,2,0,80,1
501623,1,4,1996,800,13,2,0,,1
501625,1,1,1986,800,13,2,0,70,1
501627,1,1,1989,1200,13,2,0,1,1
501638,2,1,1980,2000,13,2,0,60,1
501641,1,1,1985,800,13,2,0,80,4
501643,1,1,1987,1000,13,2,0,1,1
501646,1,1,1970,800,13,2,0,70,1
501650,1,4,1985,1200,13,2,0,,1
501651,1,1,1995,3000,13,2,0,80,1
501657,1,1,1990,2500,13,2,0,80,1
501667,1,1,1995,2000,13,2,0,75,1
501670,1,1,1978,2500,13,2,0,,2
501671,1,1,1993,1800,12,2,0,80,1
501671,3,3,1992,800,12,2,0,,3
501680,1,1,1988,1800,13,2,0,80,1
501680,1,1,1986,1700,13,2,0,80,2
501684,1,4,1979,1530,13,2,0,,1
501685,1,1,1997,1200,13,2,0,80,1
501688,1,1,1993,3000,13,2,0,50,1
501688,1,1,1985,1500,13,2,0,30,2
501691,1,4,1988,1100,13,2,0,,1
501692,1,4,1987,800,13,2,0,,1
501696,1,1,1997,316,13,1,3000,,1
501698,1,1,1988,1200,13,2,0,60,1
501698,1,4,1989,900,13,2,0,,1
501711,1,1,1988,1500,13,2,0,40,1
501716,3,1,1981,1230,12,2,0,,1
501716,1,3,1981,705,12,2,0,,1
501719,1,1,1980,1000,13,2,0,50,1
501769,1,1,1992,800,13,2,0,50,1
501773,1,4,1988,250,13,2,0,,1
501773,1,2,1990,600,13,2,0,,1
501776,1,3,1993,1100,13,2,0,,2
501776,1,2,1995,1100,13,2,0,,2
501798,1,1,1988,1600,13,2,0,85,1
501798,1,1,1988,1600,13,2,0,85,2
501799,1,1,1980,1020,13,2,0,10,1
501816,1,4,1996,700,2,2,0,,1
501821,1,1,1992,2000,13,2,0,80,1
501823,1,1,1986,311,13,2,0,30,1
501823,1,4,1983,288,13,2,0,,1
501825,1,3,1998,698,13,2,0,,1
501825,1,1,1986,2000,13,2,0,90,2
501825,1,1,1968,698,13,2,0,50,3
501825,3,3,1996,700,13,2,0,,3
501853,1,1,1970,1375,13,2,0,80,1
501858,1,1,1987,2411,13,2,0,80,1
501858,1,1,1994,692,13,2,0,60,2
501858,1,1,1988,790,13,2,0,60,3
501861,1,1,1984,690,13,2,0,60,1
501861,1,3,1979,340,13,2,0,,1
501874,2,1,1995,2050,13,2,0,80,1
501875,1,4,1979,1300,13,2,0,,2
501882,1,1,1950,540,13,2,0,60,1
501882,1,3,1950,200,12,2,0,,1
501884,1,1,1978,1250,13,2,0,70,1
501886,1,1,1984,2000,13,2,0,80,1
501891,1,1,1996,1800,13,2,0,80,1
501913,1,1,1997,1350,13,2,0,70,1
501929,1,4,1980,1100,13,2,0,,1
501930,1,1,1993,1035,13,2,0,60,1
501947,1,1,1978,680,13,2,0,70,1
501947,1,4,1994,400,13,2,0,,1
501950,2,4,1993,1200,13,2,0,,1
501956,1,1,1996,1400,13,2,0,93,1
501956,1,3,1970,1100,13,2,0,,2
501956,1,4,1975,700,13,2,0,,2
501956,1,1,1997,1800,13,2,0,94,3
501959,1,1,1997,1800,13,2,0,,1
501959,1,1,1997,1600,13,2,0,,2
501980,1,1,1977,1400,13,2,0,40,1
501980,1,4,1975,200,13,2,0,,1
501981,1,1,1972,1663,13,2,0,80,1
501981,1,4,1982,727,13,2,0,,1
501981,3,5,1953,710,12,2,0,,1
502005,1,1,1979,700,13,2,0,80,2
502005,1,4,1976,580,13,2,0,,2
502025,1,1,1990,1100,13,2,0,,1
502060,1,2,1994,475,13,2,0,,1
502060,1,1,1986,867,13,2,0,,2
502060,1,2,1994,750,12,2,0,,2
502068,1,1,1986,800,13,2,0,60,1
502068,5,1,1986,400,13,2,0,60,1
502068,1,2,1994,500,13,2,0,,2
502073,1,1,1998,950,6,2,0,50,1
502073,1,1,1993,698,13,2,0,10,2
502087,1,1,1996,1800,13,1,2000,70,1
502094,1,1,1994,2200,13,1,5000,70,1
502102,1,3,1987,2000,13,2,0,,1
502113,5,1,1989,2400,13,2,0,80,1
502113,1,1,1970,1800,13,2,0,80,2
502118,1,1,1997,5000,13,2,0,80,1
502136,1,1,1993,1500,13,2,0,80,1
502136,1,1,1997,700,13,2,0,80,2
502140,1,4,1975,1200,13,1,2000,,1
502144,1,1,1998,1300,13,2,0,80,1
502153,1,1,1986,1500,13,2,0,80,1
502153,1,2,1995,90,13,2,0,,2
502157,1,1,1977,2400,13,2,0,80,1
502158,1,1,1996,4100,13,2,0,70,1
502161,1,1,1994,750,12,2,0,60,1
502168,1,1,1989,1700,13,2,0,80,1
502168,3,1,1989,1100,13,2,0,60,2
502184,1,1,1985,2000,13,2,0,72,1
502184,1,1,1986,750,13,2,0,50,2
502186,1,4,1977,1200,13,2,0,,2
502198,1,1,1985,1200,12,2,0,70,1
502202,1,1,1992,1700,13,2,0,80,1
502202,1,3,1994,500,13,2,0,,2
502213,1,1,1995,1600,13,2,0,80,1
502225,1,1,1989,1100,13,2,0,30,1
502227,1,1,1988,1500,13,2,0,70,1
502227,1,1,1990,1500,13,2,0,70,2
502229,1,4,1997,694,13,2,0,,1
502241,1,1,1998,1600,13,2,0,80,1
502242,1,1,1998,1400,13,2,0,72,2
502244,1,1,1990,1100,13,2,0,80,1
502244,1,2,1992,600,13,2,0,,2
502248,1,2,1965,350,13,2,0,,1
502248,1,3,1987,360,13,2,0,,2
502252,1,1,1986,1800,13,2,0,70,1
502252,1,1,1990,1700,13,2,0,70,2
502259,1,1,1998,1600,13,2,0,80,1
502262,1,1,1994,1400,13,2,0,70,1
502276,1,1,1988,1200,13,2,0,70,1
502276,1,2,1990,500,12,2,0,,2
502278,6,1,1964,600,13,2,0,50,1
502278,1,6,1974,1300,13,2,0,,1
502278,1,1,1995,1500,13,2,0,70,2
502300,1,1,1994,1600,13,2,0,70,1
502304,1,1,1997,2200,13,2,0,70,1
502304,2,1,1978,1700,13,2,0,70,2
502308,1,1,1995,2200,13,2,0,70,1
502309,5,1,1983,4950,12,2,0,65,1
502309,1,3,1995,400,12,2,0,,2
502329,2,1,1997,1000,13,2,0,50,1
502329,2,1,1989,700,13,2,0,50,2
502337,1,1,1987,1400,13,2,0,80,1
502337,3,1,1988,1200,13,2,0,80,2
502344,3,3,1997,400,12,2,0,,4
502357,2,1,1991,2400,13,2,0,120,1
502359,1,3,1968,390,13,2,0,,1
502359,1,4,1993,600,13,2,0,,1
502360,1,4,1976,500,13,2,0,,1
502362,1,3,1984,400,13,2,0,,1
502362,3,4,1991,1000,13,2,0,,1
502364,1,1,1993,670,13,2,0,1,1
502366,1,1,1976,,13,2,0,,1
502366,3,5,1945,,13,2,0,,1
502367,1,1,1978,1200,13,2,0,100,1
502367,1,1,1986,600,13,2,0,1,2
502368,2,1,1981,1100,13,2,0,80,2
502368,1,1,1980,1000,13,2,0,80,3
502369,1,1,1996,1400,13,2,0,40,2
502371,1,4,1968,700,13,2,0,,1
502377,7,1,1994,1200,13,2,0,60,1
502378,1,1,1990,1100,13,2,0,50,1
502383,1,1,1998,695,13,2,0,1,1
502383,1,4,1971,800,13,2,0,,2
502384,1,1,1991,1300,13,2,0,80,1
502384,1,1,1985,680,13,2,0,120,2
502384,3,3,1994,380,13,2,0,,3
502386,1,1,1989,760,13,2,0,30,1
502387,1,1,1994,870,13,2,0,80,1
502391,1,1,1996,700,13,2,0,60,1
502391,1,1,1994,800,13,2,0,60,2
502392,1,1,1982,1000,13,2,0,30,1
502392,7,1,1975,1800,13,2,0,30,2
502395,1,1,1994,595,13,2,0,50,1
502395,5,1,1989,700,13,2,0,30,1
502395,1,1,1992,690,13,2,0,50,2
502398,1,4,1984,700,13,2,0,,1
502399,1,4,1983,800,13,2,0,,1
502405,1,1,1970,1500,13,2,0,40,1
502405,1,2,1980,400,13,2,0,,2
502406,1,4,1938,700,13,2,0,,1
502406,2,5,1938,500,13,2,0,,1
502409,1,1,1985,2400,13,2,0,98,1
502409,2,1,1986,950,13,2,0,60,2
502430,1,1,1996,700,13,2,0,78,1
502430,1,4,1978,900,13,2,0,,1
502432,1,1,1996,2500,13,2,0,80,1
502432,2,1,1990,1200,13,2,0,50,2
502437,2,1,1992,1200,13,2,0,60,2
502438,1,4,1997,1600,13,2,0,,1
502459,1,1,1994,3000,13,2,0,80,1
502459,2,1,1980,1500,13,2,0,80,2
502502,1,1,1993,2500,13,2,0,70,1
502506,1,1,1989,3000,13,2,0,75,1
502517,1,1,1979,730,13,2,0,50,1
502517,1,4,1995,330,13,2,0,,1
502527,1,1,1988,2400,13,2,0,80,1
502531,1,1,1985,2800,13,2,0,80,1
502531,5,1,1985,550,13,2,0,20,1
502531,1,4,1998,176,13,2,0,,1
502545,1,1,1997,1680,13,2,0,72,1
502556,1,3,1972,1200,13,2,0,,2
502556,1,4,1993,770,13,2,0,,2
502572,1,1,1991,1600,13,2,0,72,1
502589,1,1,1994,3100,13,2,0,78,1
502614,1,1,1983,1000,13,2,0,70,1
502618,1,4,1974,1250,13,2,0,,1
502654,1,1,1985,1540,13,2,0,80,1
502667,1,1,1994,650,12,2,0,80,2
502670,1,1,1993,3000,13,2,0,85,1
502677,1,1,1979,1500,13,2,0,80,2
502678,1,1,1993,1800,13,2,0,70,1
502678,2,1,1985,1100,13,2,0,55,2
502679,1,1,1996,1100,13,2,0,70,1
502684,1,3,1973,970,13,2,0,,1
502684,1,4,1988,330,13,2,0,,1
502689,1,1,1978,1800,13,2,0,50,1
502702,1,1,1983,1900,13,2,0,70,1
502702,1,1,1962,700,13,2,0,80,2
502709,2,1,1980,1600,13,2,0,65,1
502709,1,4,1989,800,13,2,0,,1
502722,1,1,1970,1000,13,2,0,25,1
502722,1,1,1970,1000,13,2,0,25,2
502737,1,1,1988,1600,13,2,0,80,1
502737,1,1,1993,1000,13,2,0,70,2
502743,1,1,1995,1770,13,2,0,80,1
502743,1,1,1998,1140,11,2,0,70,2
502745,1,1,1993,1600,13,2,0,90,1
502745,1,1,1994,1600,13,2,0,90,2
502755,1,1,1994,650,13,2,0,50,1
502755,1,4,1997,150,13,2,0,,1
502760,1,1,1996,1200,13,2,0,80,1
502760,1,1,1989,800,13,2,0,50,2
502772,1,1,1996,1084,13,2,0,70,1
502779,1,1,1992,2200,13,2,0,80,1
502780,1,1,1998,1450,9,2,0,72,1
502786,1,1,1994,1450,13,2,0,70,1
502786,2,4,1997,470,13,1,2600,,1
502824,1,1,1986,2040,13,2,0,80,1
502832,1,1,1997,2900,13,2,0,80,1
502832,2,1,1980,1400,12,2,0,90,2
502841,1,1,1995,3600,13,2,0,85,1
502841,1,1,1989,700,13,2,0,85,2
502847,1,1,1991,2380,13,2,0,80,1
502847,1,1,1993,700,13,2,0,60,2
502853,1,1,1983,1900,13,2,0,70,1
502862,2,1,1995,2000,13,2,0,80,1
502862,1,1,1988,680,13,2,0,15,2
502878,1,1,1991,1800,13,2,0,50,1
502891,1,1,1997,4500,13,2,0,50,1
502896,1,1,1997,1100,13,2,0,60,2
502906,1,1,1992,2490,13,2,0,80,1
502906,1,1,1991,690,13,2,0,25,2
502919,1,1,1994,1200,13,2,0,90,1
502919,1,1,1991,700,13,2,0,60,2
502934,2,1,1980,700,13,2,0,50,1
502934,1,4,1982,5000,13,2,0,,1
502934,5,4,1982,4000,13,2,0,,1
502977,1,1,1955,2000,13,2,0,1,1
502983,2,1,1979,1600,13,2,0,80,1
502990,7,1,1992,5050,13,2,0,60,1
503029,1,1,1995,2050,13,2,0,70,1
503038,1,1,1997,1400,12,2,0,80,1
503038,1,1,1997,700,13,2,0,50,2
503039,1,1,1986,650,13,2,0,50,1
503039,1,4,1984,500,13,2,0,,1
503062,1,4,1996,2000,13,2,0,,1
503072,1,1,1991,290,13,2,0,11,1
503072,5,4,1995,2000,13,2,0,,1
503073,1,4,1984,1850,13,2,0,,1
503073,5,4,1984,150,13,2,0,,1
503081,1,4,1990,2400,13,2,0,,1
503107,1,1,1976,1080,13,2,0,100,1
503107,1,4,1972,700,13,2,0,,1
503121,1,1,1996,3000,13,2,0,80,1
503125,1,1,1989,1079,13,2,0,50,1
503125,1,1,1992,697,13,2,0,80,2
503127,1,1,1978,3200,13,2,0,80,1
503127,1,1,1971,3500,13,2,0,80,2
503130,1,1,1982,1000,13,2,0,50,1
503130,1,3,1982,300,13,2,0,,1
503130,2,1,1992,1040,13,2,0,70,2
503137,1,1,1987,860,13,2,0,45,1
503140,7,1,1992,4900,13,2,0,50,1
503140,2,1,1988,1050,13,2,0,50,2
503142,1,1,1989,700,13,2,0,,1
503150,1,1,1995,3300,13,2,0,80,1
503179,1,1,1990,2800,13,2,0,75,1
503186,1,4,1980,1100,13,2,0,,1
503188,3,1,1972,2000,13,2,0,95,1
503188,3,1,1972,250,13,2,0,10,1
503205,1,6,1991,650,13,2,0,,1
503205,1,1,1996,3500,13,2,0,50,2
503221,1,1,1985,1500,13,2,0,45,1
503230,1,4,1998,3000,13,2,0,,1
503251,1,1,1968,1600,13,2,0,77,1
503251,1,1,1969,1100,13,2,0,,2
503256,7,1,1994,3300,13,2,0,80,2
503258,1,1,1992,700,13,2,0,100,2
503266,1,1,1983,1500,13,2,0,65,1
503266,1,1,1973,625,13,2,0,80,2
503268,2,1,1981,1750,13,2,0,70,1
503320,1,1,1995,1960,13,2,0,70,1
503326,1,1,1975,800,13,2,0,15,1
503326,1,3,1972,800,13,2,0,,2
503358,1,1,1986,600,13,2,0,,1
503358,1,4,1987,300,13,2,0,,1
503359,7,1,1992,3500,13,2,0,70,1
503359,1,1,1990,600,13,2,0,,2
503367,1,1,1986,925,13,2,0,40,1
503367,1,4,1986,975,13,2,0,,1
503369,1,1,1992,1000,13,2,0,50,2
503374,3,4,1986,1600,13,2,0,,1
503379,1,4,1995,1300,13,2,0,,1
503379,2,3,1998,30,12,2,0,,2
503380,1,1,1987,1800,13,2,0,90,1
503380,1,1,1989,600,13,2,0,30,2
503384,1,1,1983,1400,13,2,0,70,1
503384,1,4,1984,330,13,2,0,,1
503393,5,1,1989,1500,13,2,0,60,1
503393,5,1,1988,1200,13,2,0,,1
503393,1,3,1981,1300,13,2,0,,2
503410,1,1,1982,1000,13,2,0,70,1
503431,1,1,1979,2600,14,2,0,70,1
503431,5,1,1979,340,14,2,0,10,1
503431,1,1,1993,700,13,2,0,10,2
503437,2,1,1997,1850,13,1,300,99,1
503437,1,1,1998,2800,13,2,0,110,2
503441,1,1,1997,2360,12,2,0,90,1
503448,1,1,1998,2400,13,2,0,90,1
503449,1,1,1998,,1,2,0,,1
503450,5,1,1994,3800,13,2,0,1,1
503488,1,1,1995,950,13,1,12000,90,1
503488,2,1,1982,1700,13,2,0,40,2
503493,1,1,1995,2300,13,2,0,55,1
503503,2,1,1997,2000,13,2,0,90,1
503518,1,4,1961,1200,13,2,0,,3
503532,1,1,1991,1700,13,2,0,30,1
503532,1,6,1992,700,13,2,0,,2
503543,1,1,1985,2000,13,2,0,20,1
503548,1,1,1996,1000,13,2,0,20,1
503548,1,1,1997,800,13,2,0,10,2
503555,1,1,1995,1700,13,2,0,80,1
503555,1,1,1995,1650,13,2,0,80,2
503555,1,4,1989,700,12,2,0,,4
503561,1,1,1997,2000,12,2,0,40,2
503610,1,1,1998,560,12,2,0,80,1
503610,1,1,1995,1040,13,2,0,40,2
503626,1,1,1998,5600,3,2,0,80,1
503626,1,1,1998,998,13,2,0,60,2
503645,1,1,1998,1900,9,2,0,80,1
503645,1,1,1992,1485,13,2,0,70,2
503716,2,1,1996,1770,13,2,0,60,1
503738,1,1,1997,1900,13,2,0,72,1
503738,1,3,1972,650,13,2,0,,2
503747,1,1,1996,2150,13,2,0,85,1
503747,1,3,1965,1100,13,2,0,,5
503747,3,5,1930,410,12,2,0,,5
503755,1,1,1988,700,13,2,0,50,1
503755,1,4,1965,1200,13,2,0,,1
503772,7,1,1997,4000,13,2,0,80,1
503777,1,1,1998,1800,13,2,0,70,1
503785,1,1,1978,1800,13,2,0,85,1
503786,1,1,1982,1400,13,2,0,70,1
503786,1,1,1988,670,13,2,0,30,2
503788,1,1,1995,970,13,2,0,70,2
503789,1,1,1993,710,13,2,0,30,2
503790,1,1,1994,2500,13,2,0,75,1
503790,2,1,1994,1800,13,2,0,60,2
503792,1,1,1985,2200,13,2,0,100,1
503794,1,1,1995,900,13,2,0,60,1
503795,1,1,1990,1800,13,2,0,75,1
503798,1,4,1988,1000,13,2,0,,1
503800,1,1,1978,1500,13,2,0,70,1
503800,1,1,1975,680,13,2,0,50,2
503804,1,1,1996,2800,13,2,0,80,1
503804,7,7,1998,,1,2,0,,2
503810,1,1,1994,710,13,2,0,10,1
503810,1,1,1981,710,13,2,0,10,2
503828,1,1,1980,2596,13,2,0,50,1
503828,1,1,1985,1450,13,2,0,50,2
503863,1,1,1991,950,13,2,0,60,1
503867,1,1,1982,1460,13,1,400,30,1
503875,2,1,1989,1040,13,2,0,50,1
503876,1,1,1978,592,13,2,0,,1
503876,1,4,1969,546,13,2,0,,1
503879,1,1,1990,700,13,2,0,50,1
503879,1,3,1979,650,13,2,0,,2
503890,1,1,1950,700,13,2,0,,1
503890,1,4,1993,400,13,2,0,,1
503895,1,4,1985,650,13,2,0,,2
503901,1,1,1985,700,13,1,3800,50,1
503901,1,4,1982,300,13,2,0,,1
503907,2,3,1995,1100,12,1,20000,,3
503920,1,1,1995,1800,13,2,0,70,1
503981,1,1,1984,1900,13,2,0,80,1
503981,1,6,1994,700,13,2,0,,2
503986,1,1,1991,1600,13,2,0,80,1
503995,1,1,1992,1200,13,2,0,70,1
503995,1,1,1994,1000,13,2,0,70,2
504014,1,4,1992,725,12,2,0,,1
504014,1,3,1972,65,12,2,0,,1
504019,1,1,1976,850,12,1,1000,60,1
504019,1,4,1980,300,12,2,0,,1
504020,1,3,1995,1300,1,1,10000,,1
504020,2,1,1992,1100,13,1,1500,70,3
504022,1,1,1985,1900,12,2,0,80,1
504022,1,1,1990,450,12,2,0,50,2
504025,1,1,1994,1800,13,2,0,70,4
504025,1,4,1975,800,13,2,0,,4
504031,1,3,1960,720,13,2,0,,1
504031,1,3,1985,700,13,2,0,,2
504035,1,1,1988,1200,13,2,0,70,1
504035,1,1,1990,1000,13,2,0,50,2
504038,1,1,1989,800,13,2,0,60,1
504046,3,1,1990,2000,13,2,0,70,1
504068,1,1,1990,570,13,2,0,,3
504068,1,2,1969,780,13,2,0,,3
504085,3,1,1984,1900,13,2,0,100,1
504085,3,4,1984,600,13,2,0,,1
504088,1,1,1980,720,13,2,0,60,1
504088,1,1,1980,700,13,2,0,60,2
504089,1,6,1980,190,13,2,0,,1
504089,1,4,1988,900,13,2,0,,1
504096,1,1,1983,1000,12,2,0,80,1
504098,1,1,1978,1100,13,2,0,70,1
504098,1,1,1970,1100,13,2,0,70,2
504103,4,3,1969,1200,12,2,0,,1
504112,1,1,1988,600,13,2,0,30,1
504112,1,1,1979,600,13,2,0,70,2
504117,1,1,1988,600,13,2,0,40,1
504125,1,1,1987,2300,13,2,0,80,1
504125,1,1,1980,1200,13,2,0,70,2
504140,2,1,1995,1900,13,2,0,90,1
504142,1,1,1982,1400,13,2,0,60,1
504142,1,1,1981,600,13,2,0,100,2
504158,1,1,1965,770,13,2,0,60,1
504158,1,1,1974,702,13,2,0,60,2
504164,1,3,1990,300,12,2,0,,2
504166,1,1,1989,1600,13,2,0,60,1
504166,1,1,1989,1600,13,2,0,60,2
504176,3,1,1983,2400,13,2,0,80,1
504177,1,1,1982,1100,13,2,0,70,1
504177,1,1,1985,700,13,2,0,50,2
504179,1,3,1965,300,12,2,0,,2
504179,6,2,1997,200,12,2,0,,2
504200,1,1,1991,1000,13,2,0,40,1
504200,1,1,1992,1000,13,2,0,50,2
504253,1,4,1991,200,13,2,0,,3
504253,1,2,1991,680,13,2,0,,3
504256,3,1,1992,3200,13,2,0,90,1
504257,1,1,1991,1650,13,2,0,60,1
504262,1,4,1993,1200,13,2,0,,1
504264,1,1,1992,2500,13,2,0,80,1
504264,1,1,1994,800,13,2,0,70,2
504270,1,1,1990,650,13,2,0,50,1
504270,1,4,1984,380,13,2,0,,1
504273,1,2,1979,670,13,2,0,,1
504273,1,4,1981,140,13,2,0,,1
504277,1,1,1964,1050,13,2,0,,1
504278,1,4,1997,611,13,2,0,,1
504280,1,1,1987,1100,13,2,0,70,1
504280,1,4,1993,670,13,2,0,,1
504283,1,1,1994,1500,13,2,0,80,1
504283,1,4,1974,1000,13,2,0,,2
504284,3,1,1994,2520,13,2,0,100,1
504286,3,1,1979,1600,13,2,0,80,1
504286,4,3,1962,200,12,2,0,,1
504286,3,5,1942,400,12,2,0,,1
504286,1,1,1989,800,13,2,0,70,2
504301,1,4,1986,800,13,2,0,,1
504308,1,1,1961,1332,13,2,0,40,1
504308,2,4,1994,1600,13,2,0,,1
504314,5,1,1991,4300,13,2,0,80,1
504314,1,1,1986,250,13,2,0,80,1
504327,1,1,1991,2500,14,2,0,80,1
504329,1,1,1990,2500,13,2,0,80,1
504342,3,1,1994,1600,13,2,0,10,1
504344,1,3,1989,1500,12,2,0,,1
504347,1,1,1986,1200,13,2,0,20,1
504352,1,1,1995,3000,12,2,0,82,1
504354,1,1,1995,1300,12,2,0,40,1
504355,3,1,1991,1600,13,2,0,100,1
504355,1,1,1992,900,13,2,0,70,2
504357,1,1,1984,1300,13,2,0,80,1
504357,1,1,1987,600,13,2,0,50,2
504358,1,1,1997,1300,13,2,0,90,1
504358,1,1,1998,900,13,2,0,70,2
504360,1,1,1979,1400,13,2,0,70,1
504360,3,1,1983,900,13,2,0,60,2
504362,1,1,1986,1600,13,2,0,80,1
504362,1,6,1991,700,13,2,0,,2
504363,1,1,1997,1470,13,2,0,70,1
504380,7,1,1989,1800,13,2,0,80,1
504394,1,1,1988,1000,13,2,0,80,2
504395,1,4,1995,500,13,2,0,,1
504397,1,1,1987,197,13,2,0,10,1
504397,1,4,1994,1400,13,2,0,,1
504404,1,1,1970,1500,13,2,0,70,1
504405,1,1,1989,900,13,2,0,60,1
504405,1,4,1995,900,13,2,0,,1
504424,1,1,1980,900,13,2,0,70,2
504425,1,1,1996,1800,13,2,0,80,1
504425,3,1,1981,1200,13,2,0,60,2
504426,3,1,1966,1500,13,2,0,80,1
504426,1,4,1987,650,13,2,0,,1
504428,1,1,1992,1500,13,2,0,90,1
504428,1,4,1975,900,13,2,0,,4
504432,1,1,1998,1900,10,2,0,90,1
504433,3,1,1983,1100,13,2,0,60,2
504434,1,1,1982,1500,13,2,0,80,1
504434,1,1,1982,1000,13,2,0,80,2
504458,2,1,1984,1500,13,2,0,50,1
504458,5,1,1998,5000,13,2,0,100,1
504458,5,1,1994,242,12,2,0,10,2
504458,2,1,1980,900,13,2,0,50,2
504462,1,1,1993,1100,13,2,0,70,2
504478,5,6,1997,4700,12,2,0,,1
504515,1,1,1985,1700,13,2,0,90,1
504518,1,1,1976,1200,13,2,0,70,1
504523,1,1,1995,1050,13,2,0,80,1
504540,1,1,1973,1500,13,2,0,80,1
504545,1,1,1984,700,13,2,0,50,1
504545,1,1,1997,700,13,2,0,50,2
504549,1,1,1995,700,13,2,0,70,1
504551,1,1,1978,800,13,2,0,50,1
504556,1,4,1992,650,13,2,0,,2
504557,1,1,1995,390,13,2,0,,1
504557,2,1,1994,2000,13,2,0,80,2
504558,1,1,1986,1000,13,2,0,80,1
504562,1,1,1993,1300,13,2,0,80,1
504562,1,1,1998,450,13,2,0,20,2
504564,1,1,1994,1685,13,2,0,80,1
504564,1,1,1994,800,13,2,0,60,2
504568,1,3,1993,500,12,2,0,,2
504570,1,1,1989,600,13,2,0,50,2
504577,1,1,1979,1000,13,2,0,,1
504578,1,3,1984,810,13,2,0,,1
504578,1,3,1989,750,13,2,0,,2
504579,1,1,1986,1200,13,2,0,50,1
504579,6,1,1991,80,12,2,0,10,1
504579,1,1,1982,680,13,2,0,20,2
504579,6,2,1996,60,12,2,0,,2
