NQUEST,ENTEPEN,TIPOPEN,DECOR,TPENS,MESIPEN,ARRET,TARRET,QUOTAPE,NORD
37518,1,1,1988,1800,13,2,0,80,2
37572,1,1,1997,2100,13,2,0,80,1
37572,1,1,1998,1300,13,2,0,100,2
37578,2,1,1986,1400,13,2,0,80,1
37578,3,3,1970,250,13,2,0,,2
37579,1,1,1988,1200,13,2,0,,1
37579,1,1,1989,760,13,2,0,20,2
37584,1,1,1995,2300,13,2,0,75,1
37605,1,1,1987,800,13,2,0,50,1
37605,1,4,1995,360,12,2,0,,1
37607,1,1,1984,722,13,2,0,10,1
37619,1,1,1981,1200,13,2,0,60,1
37619,1,1,1982,800,13,2,0,50,2
37622,1,1,1968,600,13,2,0,33,1
37638,1,1,1995,1450,13,2,0,75,1
37665,1,2,1991,398,13,2,0,,3
37677,1,1,1996,3000,13,2,0,99,1
37685,1,1,1984,600,13,2,0,30,1
37685,1,4,1995,800,13,2,0,,1
37696,1,1,1985,1650,13,2,0,80,1
37721,2,1,1995,1250,13,2,0,,1
37721,7,1,1995,180,12,2,0,,1
37721,1,1,1994,690,13,2,0,50,2
37767,2,1,1991,1290,13,2,0,70,1
37785,1,6,1976,750,13,2,0,,1
37785,1,6,1976,750,13,2,0,,2
37786,1,1,1978,785,13,2,0,,2
37879,2,4,1993,1665,13,2,0,,1
37929,1,1,1990,1000,13,2,0,50,1
37930,1,1,1997,4070,13,2,0,80,1
38010,1,1,1990,1000,13,2,0,50,1
38016,2,4,1975,1400,13,2,0,,1
38018,2,1,1975,2000,13,2,0,50,1
38018,1,1,1990,950,13,2,0,50,1
38019,1,1,1998,2450,10,2,0,95,1
38048,1,4,1979,120,13,2,0,,1
38048,2,1,1976,2000,13,2,0,94,1
38077,1,2,1974,1800,12,1,300,,1
38106,2,1,1997,2800,13,2,0,80,1
38106,1,1,1993,710,13,2,0,,2
38118,2,1,1985,2700,13,2,0,,1
38121,2,1,1994,1500,13,2,0,80,1
38121,1,1,1991,1200,13,2,0,80,2
38121,1,3,1986,400,12,2,0,,3
38121,1,3,1986,750,12,2,0,,3
38121,1,4,1983,600,13,2,0,,3
38135,1,1,1988,1467,13,2,0,70,1
38135,1,4,1988,725,13,2,0,,1
38138,2,1,1995,2650,13,2,0,90,1
38160,1,1,1990,1350,13,2,0,70,1
38160,1,3,1980,390,13,2,0,,2
38169,1,3,1986,160,13,2,0,,1
38169,6,1,1991,2000,12,2,0,50,1
38169,1,1,1994,70,13,2,0,60,2
38169,6,1,1995,1000,12,2,0,60,2
38177,2,1,1978,2200,13,2,0,70,1
38177,1,1,1985,130,13,2,0,10,1
38177,1,2,1990,400,13,2,0,,2
38179,2,1,1983,1400,13,2,0,65,2
38186,1,1,1992,1300,13,2,0,40,1
38194,1,1,1987,940,13,2,0,60,1
38194,1,1,1975,680,13,2,0,1,2
38194,1,4,1985,370,13,2,0,,2
38213,1,1,1989,700,13,2,0,95,1
38228,1,4,1968,630,13,1,1560,,1
38230,1,1,1987,250,13,2,0,85,1
38230,1,4,1957,1000,13,2,0,,1
38251,1,4,1998,1900,13,2,0,,1
38252,1,1,1983,1000,13,2,0,60,1
38252,6,1,1973,150,12,2,0,20,1
38252,1,2,1982,300,12,2,0,,2
38259,1,3,1976,404,12,2,0,,1
38261,1,1,1994,2300,13,2,0,90,1
38262,1,1,1976,200,13,2,0,30,2
38262,6,1,1988,1000,12,2,0,50,2
38262,1,1,1989,680,13,2,0,40,3
38263,2,1,1988,1400,13,2,0,80,1
38263,1,1,1988,1000,13,2,0,50,2
38264,1,1,1982,784,13,2,0,50,1
38264,1,1,1986,700,13,2,0,50,2
38329,1,1,1989,1200,13,2,0,80,2
38335,7,1,1998,4200,13,2,0,80,1
38340,1,1,1992,700,13,1,33000,20,1
38340,1,4,1978,1100,13,2,0,,1
38362,1,1,1985,2200,13,2,0,75,1
38362,1,1,1987,709,13,2,0,40,2
38431,1,1,1990,1620,13,2,0,75,1
38431,5,1,1994,320,13,2,0,25,2
38442,1,4,1980,1080,13,2,0,,5
38449,1,1,1982,1700,13,2,0,80,1
38449,1,3,1983,700,13,2,0,,2
38453,1,1,1994,5000,13,2,0,70,1
38453,5,1,1994,1000,13,2,0,14,1
38469,2,1,1982,1560,13,2,0,75,1
38469,5,6,1998,1000,6,2,0,,2
38473,2,1,1983,1500,13,2,0,80,1
38481,1,1,1978,950,13,2,0,70,1
38481,1,4,1988,800,13,2,0,,1
38493,1,1,1991,2900,13,2,0,70,1
38493,1,1,1995,1800,13,2,0,60,2
38496,1,1,1992,1000,13,2,0,50,1
38496,6,1,1992,70,13,2,0,10,1
38496,1,3,1995,370,3,2,0,,1
38499,1,1,1985,1600,13,2,0,70,1
38499,1,1,1989,690,13,2,0,70,2
38510,1,1,1988,400,13,2,0,70,1
38510,2,4,1988,1500,13,2,0,,1
38510,1,1,1990,1200,13,2,0,70,2
38510,1,4,1994,150,13,2,0,,2
38524,1,1,1993,1400,13,2,0,,1
38524,1,1,1993,1200,13,2,0,75,2
38530,1,1,1980,750,13,2,0,60,2
38530,1,4,1992,650,13,2,0,,2
38530,1,3,1971,1000,13,2,0,,3
38552,1,1,1974,670,13,2,0,10,5
38552,1,4,1998,300,6,2,0,,5
38554,1,1,1985,800,13,2,0,90,1
38567,1,1,1989,1700,13,2,0,73,1
38567,1,1,1991,1280,13,2,0,73,2
38568,2,1,1994,1870,13,2,0,100,1
38568,1,1,1992,1156,13,2,0,80,2
38568,1,4,1993,738,13,2,0,,3
38630,1,1,1965,1500,13,2,0,50,1
38701,1,1,1994,750,12,2,0,35,1
38701,1,1,1976,650,12,2,0,40,2
38707,1,1,1976,700,12,2,0,70,1
38707,1,1,1982,600,12,2,0,70,2
38708,1,1,1995,2300,13,2,0,90,1
38709,1,1,1973,1900,13,2,0,80,1
38709,1,1,1996,80,13,2,0,5,1
38712,1,1,1994,1700,13,2,0,80,2
38754,1,1,1998,269,7,2,0,40,1
38754,1,1,1992,1250,13,2,0,10,2
38797,1,4,1984,1300,12,2,0,,1
38797,1,1,1985,150,12,2,0,60,1
38800,3,1,1990,2000,13,1,11000,70,1
38829,1,1,1994,1300,13,2,0,50,1
38844,1,1,1972,1900,13,2,0,80,1
38885,1,1,1997,2200,12,2,0,75,1
38901,1,1,1998,2470,13,2,0,95,1
38902,1,1,1972,930,13,2,0,1,1
38903,1,1,1992,1250,13,2,0,85,1
38909,1,1,1973,750,13,2,0,33,2
38910,1,4,1981,750,12,2,0,,1
38912,1,1,1997,3600,13,2,0,97,1
38927,3,1,1980,1900,13,2,0,50,1
38934,1,3,1990,1000,13,2,0,,1
38939,3,1,1997,2100,13,2,0,82,2
38942,3,4,1977,1500,12,2,0,,1
38957,3,1,1985,2200,13,2,0,10,1
38957,3,1,1975,1600,13,2,0,10,3
38961,3,1,1985,1800,13,2,0,83,1
38964,2,4,1982,1400,13,2,0,,1
38967,1,1,1968,1800,13,2,0,100,1
38974,1,1,1975,700,13,2,0,30,1
38974,1,4,1980,300,13,2,0,,1
38979,1,1,1989,700,13,2,0,10,1
38992,3,1,1992,1400,13,2,0,60,1
39032,1,1,1998,1000,13,1,3000,100,1
39052,1,1,1994,1300,13,1,25000,70,1
39052,1,4,1996,300,13,2,0,,1
39053,1,1,1994,1030,13,1,140,70,1
39053,1,1,1992,698,13,2,0,60,2
39055,2,1,1986,1900,13,2,0,106,1
39055,3,5,1960,250,12,2,0,,1
39055,1,1,1995,730,13,2,0,70,2
39057,3,1,1990,2500,13,2,0,100,1
39057,1,1,1986,2500,13,2,0,95,2
39060,1,1,1985,818,13,2,0,70,1
39061,1,1,1993,2800,13,2,0,80,1
39063,1,1,1968,900,13,2,0,80,1
39063,5,1,1970,900,13,2,0,80,1
39083,1,1,1985,2250,13,2,0,90,1
39086,2,1,1989,2500,13,2,0,80,2
39094,1,1,1989,2200,13,2,0,72,1
39095,1,1,1983,3000,13,2,0,98,1
39095,5,1,1983,600,13,2,0,,1
39096,1,1,1995,1500,13,2,0,95,1
39096,1,1,1989,705,13,2,0,22,2
39099,1,1,1989,2100,13,2,0,90,1
39108,2,1,1994,2000,12,2,0,89,1
39111,1,1,1976,790,13,2,0,80,1
39113,1,1,1996,1061,13,2,0,30,1
39119,1,1,1983,2350,12,2,0,90,1
39119,1,3,1989,700,12,2,0,,2
39125,1,3,1998,1000,13,1,5500,,2
39126,1,1,1998,1200,13,2,0,70,1
39129,1,1,1955,,12,2,0,90,2
39129,1,4,1996,,12,2,0,,2
39217,1,1,1988,1400,13,2,0,60,1
39219,2,1,1994,1700,13,2,0,80,1
39224,2,1,1975,2300,13,2,0,80,1
39226,1,1,1989,1200,13,2,0,60,1
39226,1,1,1989,750,13,2,0,60,2
39227,1,1,1992,573,13,2,0,10,1
39229,3,1,1989,2000,13,2,0,70,1
39242,1,1,1990,1280,13,2,0,75,1
39242,1,4,1977,740,13,2,0,,2
39242,1,3,1966,680,13,2,0,,2
39255,1,1,1991,470,13,2,0,60,1
39255,1,4,1992,600,13,2,0,,1
39259,1,1,1992,700,13,2,0,50,2
39278,2,1,1996,2500,13,2,0,100,1
39278,1,1,1985,850,13,2,0,50,2
39284,2,1,1992,2500,13,2,0,90,1
39284,3,1,1988,2400,13,2,0,90,2
39285,2,1,1990,1825,13,1,8000,70,1
39291,1,1,1992,650,13,2,0,90,1
39320,1,1,1993,750,13,2,0,50,1
39351,1,3,1987,325,13,2,0,,1
39352,1,4,1991,380,13,2,0,,1
39352,2,1,1988,1700,13,2,0,80,1
39356,1,1,1998,714,1,2,0,20,1
39356,1,1,1997,716,13,2,0,20,2
39384,1,1,1988,850,13,2,0,50,1
39384,1,4,1998,350,13,2,0,,1
39405,1,3,1984,600,13,2,0,,3
39405,1,3,1984,600,13,2,0,,4
39433,1,4,1984,1800,13,2,0,,1
39434,1,1,1983,880,13,2,0,60,1
39434,1,1,1983,830,13,2,0,65,2
39441,1,1,1993,1800,13,2,0,70,1
39446,1,1,1985,450,13,2,0,50,1
39446,1,4,1991,450,13,2,0,,1
39450,1,1,1974,450,13,2,0,60,1
39450,1,4,1985,425,13,2,0,,1
39451,1,1,1981,500,13,2,0,50,3
39451,1,4,1967,400,13,2,0,,3
39466,4,3,1997,217,8,2,0,,1
39474,1,1,1997,1310,13,2,0,80,1
39476,3,1,1991,2000,13,2,0,80,1
39486,1,1,1991,700,13,2,0,20,1
39491,1,1,1997,2000,13,2,0,,1
39491,1,1,1993,1800,13,2,0,,2
39491,1,1,1973,620,13,2,0,20,4
39496,1,1,1992,2000,13,2,0,80,1
39496,2,1,1994,2500,13,2,0,100,2
39497,2,3,1998,500,6,2,0,,3
39533,1,1,1994,1700,13,2,0,80,1
39538,1,3,1970,800,13,2,0,,6
39539,1,3,1993,850,13,2,0,,1
39539,1,1,1998,600,13,2,0,80,2
39541,1,1,1980,680,13,2,0,80,1
39541,1,1,1985,600,13,2,0,80,2
39541,1,1,1998,580,13,2,0,80,3
39545,1,1,1981,700,13,2,0,100,1
39547,1,1,1973,680,13,2,0,80,1
39547,1,3,1966,400,13,2,0,,2
39616,1,1,1996,2240,13,2,0,100,1
39618,1,1,1989,789,13,2,0,50,1
39664,1,1,1990,600,12,2,0,25,1
39668,2,1,1982,1400,12,2,0,40,1
39668,1,1,1979,600,12,2,0,50,2
39704,2,2,1973,300,13,2,0,,1
39704,2,5,1976,1700,13,2,0,,1
39704,3,1,1976,1600,13,2,0,100,1
39746,1,1,1981,700,6,1,140,50,1
39746,1,3,1981,600,6,2,0,,2
39753,1,3,1997,350,6,2,0,,2
39802,3,1,1985,800,13,2,0,40,1
39802,3,1,1998,1550,13,2,0,75,2
39807,1,1,1981,1450,13,2,0,65,1
39807,1,1,1996,1300,13,2,0,60,2
39903,1,1,1998,2100,13,2,0,80,1
39914,2,1,1986,2850,13,2,0,83,1
39914,1,4,1974,680,13,2,0,,3
50007,1,1,1997,1350,13,2,0,80,1
50033,1,3,1984,650,13,2,0,,1
50033,1,3,1990,585,13,2,0,,2
50034,2,1,1998,1700,4,2,0,98,2
50052,1,1,1995,500,12,2,0,,1
50084,3,1,1993,2300,13,2,0,90,1
50084,3,1,1994,2300,13,2,0,80,2
50135,1,1,1994,2526,13,2,0,90,1
50142,1,1,1992,2000,13,2,0,95,1
50146,1,1,1990,2000,13,2,0,95,2
50178,1,4,1982,800,12,2,0,,1
50193,1,1,1987,5000,13,2,0,80,1
50193,3,1,1993,2300,13,2,0,80,2
50195,1,3,1978,300,13,2,0,,3
50195,1,3,1978,300,13,2,0,,5
50199,3,4,1987,1400,13,2,0,,2
50213,1,1,1973,1000,12,2,0,60,1
50213,1,1,1968,706,13,2,0,30,2
50227,1,1,1983,831,12,2,0,40,1
50231,1,2,1981,750,13,2,0,,2
50232,1,3,1972,820,13,2,0,,1
50232,1,3,1992,350,13,2,0,,2
50396,2,4,1985,1700,13,2,0,,1
50396,1,1,1986,140,13,2,0,50,1
50414,1,1,1997,500,13,2,0,100,1
50618,1,1,1976,800,13,2,0,,1
50618,1,1,1976,850,13,2,0,,2
50632,1,1,1979,830,13,2,0,1,1
50632,7,1,1976,1730,13,2,0,140,2
50674,1,1,1995,600,13,2,0,70,3
50680,2,1,1987,2100,13,2,0,60,1
50680,1,1,1992,698,13,2,0,,2
50738,1,1,1990,1200,13,2,0,60,1
50738,1,1,1988,804,13,2,0,40,2
50740,1,1,1995,343,13,2,0,10,1
50740,1,1,1991,400,13,2,0,10,2
50757,1,1,1976,2010,13,2,0,60,1
50819,1,1,1988,1500,13,2,0,25,1
50853,1,4,1973,1000,13,2,0,,1
50853,1,2,1990,500,13,2,0,,1
50868,1,1,1980,1600,13,2,0,95,1
50874,1,1,1971,1000,12,2,0,4,1
50926,1,1,1982,1500,13,2,0,90,1
50999,1,4,1996,700,13,2,0,,1
51001,1,2,1970,600,13,2,0,,1
51051,1,1,1974,868,13,2,0,70,1
51054,1,3,1991,560,13,2,0,,1
51057,1,1,1989,780,13,2,0,40,1
51057,1,1,1997,1000,13,2,0,50,2
51066,2,1,1995,2100,13,2,0,95,2
51066,1,4,1972,166,13,2,0,,2
51070,1,1,1998,395,7,1,8000,,1
51070,2,3,1982,2200,13,2,0,,3
51072,1,4,1992,700,13,2,0,,1
51089,1,1,1986,2000,13,2,0,80,2
51089,1,4,1986,190,13,2,0,,2
51094,1,3,1975,900,13,2,0,,1
51094,1,1,1996,1850,13,2,0,70,2
51148,1,1,1994,800,6,2,0,70,1
51148,1,1,1995,750,6,2,0,60,2
51153,1,1,1987,1100,12,2,0,70,1
51153,1,1,1970,500,12,2,0,50,2
51199,1,4,1996,940,13,2,0,,2
51201,1,1,1998,1910,13,2,0,1,1
51210,1,1,1993,930,13,2,0,1,1
51297,2,4,1988,1600,13,2,0,,1
51298,1,1,1978,1000,13,2,0,1,1
51314,1,1,1982,2250,12,2,0,78,1
51351,1,1,1977,1200,13,2,0,75,4
51351,1,1,1975,900,13,2,0,75,5
51355,1,1,1985,697,13,2,0,1,1
51355,1,1,1982,697,13,2,0,1,2
51363,6,1,1998,1600,13,1,13000,75,1
51366,1,4,1983,,13,2,0,,1
51381,4,3,1995,300,12,2,0,,1
51386,2,1,1979,2100,13,2,0,90,1
51386,2,1,1992,5000,13,2,0,100,2
51388,1,1,1981,800,13,2,0,60,3
51388,1,4,1978,300,13,2,0,,3
51389,2,1,1989,2000,13,2,0,72,1
51392,1,1,1989,1700,13,2,0,72,4
51392,4,3,1978,1000,12,2,0,,4
51392,1,1,1978,700,13,2,0,72,5
51392,1,3,1989,380,13,2,0,,5
51399,1,3,1997,350,13,2,0,,3
51399,1,2,1988,760,13,2,0,,3
51438,1,1,1989,1400,13,2,0,80,1
51467,1,1,1990,1000,13,2,0,70,1
51467,1,6,1989,600,13,2,0,,2
51525,1,1,1996,1800,13,2,0,80,1
51562,1,1,1970,650,13,2,0,90,1
51562,1,2,1995,700,12,2,0,,1
51562,1,1,1980,650,13,2,0,50,2
51639,2,1,1988,2500,13,2,0,95,1
51719,1,1,1990,4200,13,2,0,70,1
51719,5,6,1990,1600,13,2,0,,1
51733,1,1,1956,1250,13,2,0,25,1
51733,1,1,1997,710,13,2,0,30,2
51737,1,3,1992,700,12,2,0,,3
51737,1,2,1975,650,12,2,0,,3
51761,1,1,1986,1600,13,2,0,80,1
51765,1,1,1982,1700,13,2,0,80,1
51765,1,1,1982,650,13,2,0,80,2
51781,2,4,1994,1600,13,2,0,,2
51792,1,4,1981,1000,13,2,0,,1
51818,1,3,1998,750,13,1,9750,,6
51833,1,4,1986,1200,13,2,0,,3
51833,1,3,1994,400,13,2,0,,5
51847,2,1,1979,2150,13,2,0,50,1
51847,2,1,1978,2150,13,2,0,60,2
51867,4,3,1970,600,13,2,0,,1
51891,1,1,1966,1200,13,2,0,60,1
51895,1,1,1995,1900,13,2,0,70,1
51895,1,1,1998,500,13,2,0,30,2
51900,3,1,1995,2500,13,2,0,91,1
51908,1,1,1996,1000,13,2,0,70,2
51967,2,1,1985,1900,13,2,0,90,1
51967,1,1,1985,700,13,2,0,50,2
52001,4,3,1977,800,12,2,0,,1
52001,4,3,1992,700,12,2,0,,2
52003,1,1,1984,1300,13,2,0,20,1
52003,1,1,1984,1200,13,2,0,20,2
52018,1,1,1994,1200,12,2,0,80,1
52031,1,4,1998,1100,12,2,0,,1
52047,1,1,1984,120,2,2,0,50,1
52047,3,1,1987,2100,12,2,0,80,1
52047,1,3,1988,900,12,2,0,,2
52050,3,4,1976,1300,12,2,0,,1
52050,3,1,1982,750,12,2,0,20,2
52082,1,4,1990,900,12,2,0,,2
52089,1,3,1973,750,12,2,0,,1
52089,1,1,1991,800,12,2,0,70,2
52135,1,3,1970,840,13,2,0,,1
52135,1,3,1972,605,13,2,0,,2
52197,1,1,1993,800,12,2,0,70,1
52236,4,3,1975,290,12,2,0,,1
52265,1,2,1985,600,12,2,0,,1
52285,1,4,1978,1100,13,2,0,,2
52285,1,4,1978,1200,13,2,0,,2
52298,1,1,1992,1000,13,2,0,,2
52418,2,1,1998,2700,12,2,0,10,1
52433,1,1,1977,1500,13,1,6000,80,1
52433,1,4,1992,345,13,1,3000,,1
52435,1,1,1982,1050,13,2,0,60,2
52454,1,3,1996,550,13,2,0,,1
52455,3,1,1993,1800,13,2,0,80,1
52465,2,1,1985,1350,13,2,0,60,1
52475,2,1,1997,3000,13,2,0,80,1
52512,3,2,1993,683,12,2,0,,1
52520,1,1,1993,2000,12,2,0,70,1
52520,1,1,1992,1600,12,2,0,80,2
52538,1,1,1981,2000,13,2,0,,1
52538,1,3,1993,380,13,2,0,,2
52547,1,1,1990,600,13,2,0,80,1
52547,1,4,1994,1575,13,2,0,,1
52671,1,1,1980,670,13,2,0,90,1
52677,1,4,1988,640,13,2,0,,1
52687,3,2,1980,650,12,2,0,,1
52696,1,1,1994,1100,12,2,0,80,1
52716,1,1,1990,780,12,2,0,65,1
52732,1,1,1993,1120,12,2,0,40,1
52733,1,1,1988,1070,12,2,0,40,1
52736,1,1,1985,800,12,2,0,50,1
52736,1,3,1998,375,12,2,0,,3
52776,1,1,1978,650,12,2,0,100,1
52776,1,3,1973,700,12,2,0,,2
52791,1,1,1994,1350,13,2,0,12,2
52799,1,1,1985,1200,13,2,0,150,1
52799,4,3,1989,400,13,2,0,,2
52811,1,1,1997,1650,13,2,0,85,1
52811,1,1,1995,1650,13,2,0,85,2
52813,3,1,1983,1860,13,2,0,70,1
52813,3,4,1976,388,13,2,0,,1
52820,1,1,1982,1800,13,2,0,90,2
52893,3,4,1993,1300,13,2,0,,1
52894,1,1,1997,1090,13,1,1500,40,1
52903,1,1,1979,608,13,2,0,90,1
52975,1,1,1983,420,13,2,0,,1
52975,1,4,1990,600,13,2,0,,1
52979,1,1,1981,1200,13,2,0,70,1
52979,1,1,1989,620,13,2,0,50,2
52992,1,1,1992,800,13,2,0,30,1
52992,1,1,1992,780,13,2,0,30,2
52992,1,1,1968,620,13,2,0,50,3
52992,1,4,1989,250,13,2,0,,3
52992,1,1,1990,800,13,2,0,30,4
52992,1,4,1978,300,13,2,0,,4
53006,3,1,1994,1500,12,2,0,90,2
53006,1,2,1972,800,12,2,0,,4
53013,1,1,1996,900,13,2,0,50,2
53028,1,3,1992,380,13,2,0,,1
53029,1,1,1988,2800,13,2,0,67,1
53029,2,1,1983,1800,13,2,0,65,2
53029,1,2,1965,180,13,2,0,,2
53042,1,1,1994,900,13,2,0,70,1
53044,1,1,1995,2600,13,2,0,70,1
53066,1,1,1988,1500,13,2,0,85,1
53066,1,1,1988,900,13,2,0,80,2
53081,1,1,1990,1300,13,2,0,63,1
53081,1,1,1980,1100,13,2,0,70,2
53082,1,1,1983,1500,13,2,0,75,1
53082,1,1,1994,680,13,2,0,90,2
53109,1,2,1996,600,13,2,0,,1
53109,1,4,1998,600,13,2,0,,1
53193,1,1,1993,1050,13,2,0,60,1
53193,1,1,1995,1000,12,2,0,50,3
53234,1,3,1992,1500,13,2,0,,2
53380,2,1,1997,1000,13,2,0,60,1
53380,1,4,1973,315,13,2,0,,1
53381,2,1,1970,1800,13,2,0,80,1
53381,2,4,1974,401,13,2,0,,1
53412,1,1,1979,2300,13,2,0,100,1
53413,1,1,1975,750,13,2,0,,3
53413,1,1,1978,690,13,2,0,,4
53428,1,1,1993,1361,13,2,0,80,1
53428,1,1,1972,650,13,2,0,50,4
53428,1,1,1978,700,13,2,0,50,5
53440,2,1,1982,1200,13,2,0,60,1
53441,5,4,1979,2700,12,2,0,,1
53453,1,1,1992,1000,13,2,0,95,1
53453,1,4,1978,750,13,2,0,,2
53474,3,1,1980,600,13,2,0,,2
53474,3,2,1995,600,13,2,0,,3
53475,1,1,1980,1300,13,2,0,70,1
53475,3,2,1990,600,13,2,0,,2
53475,4,3,1985,800,12,2,0,,3
53485,1,2,1989,700,13,2,0,,1
53485,1,4,1998,150,13,2,0,,1
53486,3,1,1989,2500,13,2,0,70,1
53495,2,1,1993,2450,13,2,0,80,1
53495,1,4,1976,232,13,2,0,,1
53495,5,4,1976,100,13,2,0,,1
53520,2,3,1974,700,12,2,0,,1
53526,2,4,1991,1528,13,2,0,,3
53531,2,1,1980,1200,12,2,0,60,1
53531,7,1,1994,4500,13,2,0,70,1
53531,3,1,1980,1800,13,2,0,80,2
53549,1,1,1995,2000,13,2,0,90,1
53564,1,1,1990,3100,13,2,0,80,1
53564,5,7,1990,1300,13,2,0,,1
53564,1,1,1997,50,13,2,0,100,2
53581,1,1,1987,720,13,2,0,80,1
53581,1,1,1987,300,13,2,0,30,1
53662,1,1,1977,450,13,2,0,70,1
53662,1,4,1985,600,13,2,0,,1
53669,1,1,1994,1350,13,2,0,50,1
53669,5,1,1995,900,13,2,0,30,1
53669,1,1,1988,1750,13,2,0,80,2
53673,1,1,1997,856,13,2,0,35,1
53676,1,4,1985,710,13,2,0,,1
53677,1,1,1992,1389,13,2,0,65,1
53677,3,4,1993,1200,13,2,0,,1
53720,1,1,1992,690,13,2,0,50,1
53720,1,1,1990,1800,13,2,0,90,2
53720,1,3,1996,750,12,2,0,,2
53741,1,4,1984,1200,13,2,0,,1
53741,1,6,1984,1000,13,2,0,,1
53754,1,4,1970,700,13,2,0,,1
53793,1,4,1983,700,13,2,0,,1
53798,1,4,1994,600,13,2,0,,1
53817,1,4,1997,900,13,2,0,,1
53829,1,1,1980,700,13,2,0,70,1
53829,1,4,1967,600,13,2,0,,1
53839,1,1,1986,950,13,2,0,70,1
53839,1,1,1983,1100,13,2,0,70,2
53840,3,1,1992,1950,13,2,0,80,2
53849,3,1,1991,2350,13,2,0,94,1
53905,1,1,1988,900,12,2,0,50,1
53905,1,4,1993,400,12,2,0,,1
53905,4,3,1993,1500,12,2,0,,2
53997,3,1,1973,2130,13,2,0,100,1
53997,1,1,1980,1200,13,2,0,70,2
53997,2,1,1980,800,13,2,0,75,2
54008,1,1,1985,1500,13,2,0,78,1
54008,1,1,1992,650,13,2,0,90,2
54013,1,1,1983,1450,13,2,0,90,1
54013,1,1,1985,890,13,2,0,50,2
54143,1,1,1987,2400,13,2,0,100,1
54143,1,1,1992,700,13,2,0,50,2
54152,1,4,1977,1050,13,2,0,,2
54182,1,4,1990,600,13,2,0,,1
54239,1,1,1977,866,12,2,0,,1
54278,1,1,1981,200,13,2,0,20,1
54278,1,4,1993,747,13,2,0,,1
54278,1,3,1973,390,13,2,0,,3
54477,1,1,1986,700,13,2,0,20,1
54477,5,1,1986,738,13,2,0,,1
54477,1,1,1973,1200,13,2,0,30,2
54489,1,1,1991,700,13,2,0,50,1
54545,3,2,1995,350,12,2,0,,4
54620,2,1,1995,5500,13,2,0,100,1
54620,1,1,1998,800,12,2,0,45,3
54627,1,1,1998,1500,5,2,0,85,1
54679,2,1,1997,1600,13,2,0,80,1
54679,1,1,1988,700,13,2,0,35,2
54683,1,1,1994,1500,13,2,0,70,1
54683,1,1,1991,1190,13,2,0,60,2
54684,1,1,1979,1200,13,2,0,60,1
54684,1,3,1975,710,13,2,0,,2
54693,1,1,1996,1070,13,2,0,75,1
54694,2,1,1996,1840,13,2,0,95,1
54696,1,1,1996,695,13,2,0,100,2
54706,3,5,1950,2300,13,2,0,,1
54711,1,1,1988,1600,13,2,0,80,2
54711,1,4,1993,440,13,2,0,,2
54765,2,1,1995,2800,13,2,0,95,1
54766,1,1,1986,280,13,2,0,50,1
54766,5,4,1987,3500,13,2,0,,1
54796,1,1,1988,850,13,2,0,60,1
54796,1,1,1990,1300,13,2,0,80,2
54908,1,1,1982,950,13,2,0,30,1
54908,1,4,1984,430,13,2,0,,1
54934,3,1,1988,2900,13,2,0,85,1
54949,2,4,1988,1300,13,2,0,,4
54963,3,1,1956,2100,13,2,0,50,2
54963,3,3,1996,783,13,2,0,,2
55079,1,1,1973,700,13,2,0,50,4
55079,1,4,1995,400,13,2,0,,4
55093,2,1,1991,2500,12,1,3300,100,1
55099,2,4,1989,1200,13,2,0,,5
55147,1,1,1995,1600,13,2,0,60,1
55209,1,1,1968,700,13,2,0,50,1
55209,1,1,1966,690,13,2,0,50,2
55212,1,1,1976,750,12,2,0,60,1
55272,3,2,1973,700,12,2,0,,3
55273,1,1,1976,1500,12,2,0,80,1
55273,3,2,1980,450,12,2,0,,2
55295,1,4,1980,600,13,2,0,,1
55300,1,4,1989,700,13,2,0,,1
55308,3,1,1989,1300,12,2,0,50,1
55338,1,1,1997,2850,13,2,0,50,1
55341,1,1,1997,2700,13,2,0,80,1
55341,1,4,1994,1000,13,2,0,,1
55358,3,1,1992,1300,13,2,0,70,1
55362,1,1,1988,1970,13,2,0,98,1
55362,4,3,1985,180,12,2,0,,1
55387,1,4,1968,900,13,2,0,,1
55399,4,3,1989,1500,13,2,0,,1
55406,1,4,1985,600,13,2,0,,1
55425,1,1,1983,1570,13,2,0,80,2
55425,1,3,1994,1100,13,2,0,,2
55425,1,1,1990,700,13,2,0,70,3
55425,1,3,1996,470,13,2,0,,3
55430,3,1,1992,2100,13,2,0,80,2
55430,3,4,1995,430,13,2,0,,2
55439,1,3,1994,350,12,2,0,,1
55439,1,4,1998,650,12,2,0,,1
55538,2,4,1992,1300,13,2,0,,1
55542,1,4,1965,700,13,2,0,,1
55542,1,3,1970,700,13,2,0,,2
55555,1,4,1985,1000,13,2,0,,1
55586,1,1,1974,600,13,2,0,40,1
55602,3,3,1987,320,1,2,0,,1
55636,1,4,1971,650,13,2,0,,1
55639,1,1,1985,700,13,2,0,80,1
55660,1,1,1985,1600,12,2,0,80,1
55690,7,1,1988,1300,1,1,2400,2,1
55749,3,4,1984,1000,12,2,0,,1
55773,1,1,1995,2700,13,2,0,88,1
55774,1,4,1995,1500,13,2,0,,1
55783,1,4,1998,700,13,2,0,,1
55832,2,1,1977,1800,13,2,0,110,1
55842,1,4,1982,770,13,2,0,,1
