NQUEST,GODABIT,UNIPRO,QUOPRO,ANPOSS,PRO1,PRO2,PRO3,PRO4,PRO5,PRO6,POSS,IMPACQ,MUTUOAB,TMUTUOAB,MUTUOAG,AGEV1,AGEV2,AGEV3,AGEV4,AGEV5,MUTUOIN,MUTUODU,MUTUOVA1,MUTUOVA2,MUTUOVA3,MUTUOVA4,TIPOTAX,TFITTO,TIPOAFF,PROPRIET,ANABIT,TFITIMP,UBIC1,UBIC2,CATABIT,SUPAB,ANCOSTR,RISTRUT,BAGNI,RISCALD,VALABIT,ALTRAB,NALTRAB,ALTRFAB,NALTRFAB,TERAGR,NTERAGR,TERNAGR,NTERNAGR,VENDIM,NVENDIM,ANTIC,ANTICIPI,MANSTRA,TMANSTRA,TAXFIS,TAXVAR
22021,1,1,,1995,1,,,,,,1,10000,,,,,,,,,,,,,,,,,,,,350,1,3,4,70,1965,2,1,2,25000,2,,2,,2,,2,,2,,2,,2,,,
22067,1,1,,1973,1,2,3,,,,4,,,,,,,,,,,,,,,,,,,,,800,4,3,3,90,1955,2,1,2,150000,1,1,1,3,2,,2,,2,,2,,2,,,
22074,1,1,,1994,1,2,,,,,1,200000,,,,,,,,,,,,,,,,,,,,800,4,3,4,100,1980,2,2,1,230000,2,,2,,2,,2,,2,,2,,2,,,
22099,1,1,,1988,1,2,,,,,1,55000,,,,,,,,,,,,,,,,,,,,400,4,1,3,90,1964,2,1,1,120000,2,,2,,2,,2,,2,,2,,2,,,
22155,1,1,,1978,2,,,,,,1,36000,2,,,,,,,,,,,,,,,,,,,1200,2,3,3,100,1967,1,2,1,280000,2,,2,,2,,2,,1,1,2,,1,20000,,
22167,1,1,,1982,1,,,,,,1,90000,,,,,,,,,,,,,,,,,,,,,3,3,3,100,1965,2,2,1,300000,2,,2,,2,,2,,2,,2,,2,,,
22168,2,,,,,,,,,,,,,,,,,,,,,,,,,,,350,1,1,1980,,4,3,5,70,1952,2,1,2,100000,2,,2,,2,,2,,2,,2,,,,,
22169,2,,,,,,,,,,,,,,,,,,,,,,,,,,,400,1,1,1990,,4,3,4,60,1960,2,1,2,200000,2,,2,,2,,2,,2,,2,,,,,
22173,2,,,,,,,,,,,,,,,,,,,,,,,,,,,600,1,1,1971,,4,3,5,70,1960,2,1,2,300000,2,,2,,2,,2,,2,,2,,,,,
22202,1,1,,1977,1,2,,,,,6,34000,1,1500,1,0,0,0,0,0,35000,25,,,,,1,,,,,1000,2,3,3,113,1975,1,2,1,300000,2,,2,,2,,2,,2,,2,,2,,4,
22203,1,1,,1970,2,,,,,,4,,,,,,,,,,,,,,,,,,,,,10000,1,3,3,800,1880,2,2,1,1000000,2,,2,,1,9,2,,2,,2,,2,,,
22208,1,1,,1978,1,2,3,,,,2,40000,,,,,,,,,,,,,,,,,,,,1000,2,3,3,100,1978,2,2,1,280000,2,,2,,2,,2,,2,,2,,2,,,
22222,1,1,,1962,1,2,,,,,6,9000,,,,,,,,,,,,,,,,,,,,1000,6,1,3,120,1962,2,2,1,400000,2,,2,,2,,2,,2,,2,,2,,,
22224,2,,,,,,,,,,,,,,,,,,,,,,,,,,,250,1,1,1979,,3,3,4,79,1960,2,1,1,150000,2,,2,,2,,2,,2,,2,,,,,
22225,1,1,,1978,1,2,,,,,6,41000,,,,,,,,,,,,,,,,,,,,750,3,1,2,101,1978,2,2,1,250000,1,1,2,,2,,2,,2,,2,,2,,,
22226,1,1,,1977,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,700,4,3,3,100,1968,2,1,1,150000,2,,2,,1,1,2,,2,,2,,2,,,
22251,1,1,,1980,1,2,,,,,4,,,,,,,,,,,,,,,,,,,,,800,4,3,4,150,1937,2,2,1,200000,2,,2,,2,,2,,2,,2,,2,,,
22262,1,1,,1988,1,2,,,,,1,120000,,,,,,,,,,,,,,,,,,,,800,3,1,3,130,1978,1,2,1,230000,1,2,2,,2,,2,,2,,2,,2,,,
22263,2,,,,,,,,,,,,,,,,,,,,,,,,,,,283,1,4,1967,,2,3,3,95,1966,2,1,1,80000,2,,2,,2,,2,,2,,2,,,,,
22265,1,2,50,1968,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,250,1,3,4,90,1800,2,1,1,100000,2,,2,,2,,2,,2,,2,,2,,,
22266,1,1,,1984,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,1250,4,1,3,140,1936,2,1,2,300000,2,,1,1,2,,2,,2,,2,,1,2550,,
22268,1,1,,1973,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,500,2,3,4,70,1953,2,1,2,250000,2,,2,,2,,2,,2,,2,,2,,,
22272,1,1,,1983,1,2,,,,,1,63000,1,3400,1,0,0,0,1,0,20000,15,,,,,2,,,,,600,6,3,3,65,1979,2,1,1,160000,2,,2,,2,,2,,2,,2,,2,,,7.5
22273,1,1,,1961,1,2,,,,,6,3000,,,,,,,,,,,,,,,,,,,,700,2,3,4,97,1961,2,2,1,180000,2,,2,,1,1,2,,2,,2,,2,,,
22274,2,,,,,,,,,,,,,,,,,,,,,,,,,,,390,6,4,1976,,3,3,3,92,1975,2,2,1,130000,2,,2,,2,,2,,2,,1,20000,,,,
22276,1,1,,1878,2,,,,,,4,,,,,,,,,,,,,,,,,,,,,300,4,3,3,80,1500,2,2,2,100000,2,,2,,2,,2,,2,,2,,2,,,
22277,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1986,400,2,3,2,120,1981,2,1,1,150000,1,1,2,,2,,2,,2,,2,,2,,,
22278,1,1,,1993,1,2,,,,,1,120000,,,,,,,,,,,,,,,,,,,,600,4,1,2,85,1979,2,1,1,200000,2,,2,,2,,2,,2,,2,,2,,,
22279,1,2,50,1998,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,700,6,3,3,840,1700,1,2,1,250000,2,,2,,2,,2,,2,,2,,2,,,
22286,1,1,,1993,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,800,2,3,2,200,1993,2,2,1,400000,2,,2,,2,,2,,2,,2,,2,,,
22292,2,,,,,,,,,,,,,,,,,,,,,,,,,,,300,4,6,1965,,1,3,3,300,1700,1,2,1,800000,1,2,2,,2,,2,,2,,2,,2,,,
22353,1,1,,1996,1,2,,,,,3,109000,1,8500,1,0,0,0,1,0,109000,20,,,,,1,,,,,800,2,3,5,97,1981,2,2,1,200000,2,,2,,2,,2,,2,,2,,2,,8,
22373,1,1,,1974,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,300,3,3,5,90,1890,2,1,2,60000,1,1,2,,1,3,2,,2,,2,,2,,,
22374,1,1,,1973,2,,,,,,6,20000,,,,,,,,,,,,,,,,,,,,700,4,1,3,150,1973,1,2,1,200000,1,4,1,3,1,1,2,,2,,2,,2,,,
22393,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1966,600,3,3,4,100,1955,2,1,1,170000,2,,2,,2,,2,,2,,2,,,,,
22509,1,1,,1969,1,2,,,,,6,6000,,,,,,,,,,,,,,,,,,,,700,3,1,2,120,1968,1,2,1,170000,2,,2,,2,,2,,2,,2,,2,,,
22516,3,2,30,1995,1,,,,,,6,11000,,,,,,,,,,,,,,,,,,,,300,3,3,4,90,1970,2,1,1,100000,2,,2,,2,,2,,2,,2,,,,,
22550,1,1,,1980,1,,,,,,3,50000,1,1600,1,0,0,1,0,0,1600,20,,,,,1,,,,,500,2,3,3,111,1975,2,2,1,100000,2,,2,,2,,2,,2,,2,,2,,3,
22563,1,1,,1994,1,2,,,,,3,49500,,,,,,,,,,,,,,,,,,,,350,3,2,5,85,1960,2,1,2,100000,2,,2,,2,,2,,2,,2,,2,,,
22570,1,1,,1996,1,2,,,,,2,60000,1,9700,2,,,,,,600,15,,,,,2,,,,,500,5,3,3,85,1960,1,1,1,120000,2,,2,,2,,2,,2,,2,,2,,,11
22571,1,1,,1992,1,,,,,,6,80000,,,,,,,,,,,,,,,,,,,,400,2,3,4,130,1982,2,2,1,150000,2,,2,,1,2,2,,2,,2,,2,,,
22587,1,1,,1993,1,2,,,,,2,160000,2,,,,,,,,,,,,,,,,,,,1500,3,1,3,200,1968,2,2,1,600000,1,1,2,,2,,2,,2,,2,,2,,,
22608,1,1,,1972,1,2,,,,,3,3500,,,,,,,,,,,,,,,,,,,,600,3,1,2,83,1960,2,1,1,120000,2,,2,,2,,2,,2,,2,,2,,,
22624,2,,,,,,,,,,,,,,,,,,,,,,,,,,,200,4,1,1978,,1,2,5,40,1900,1,1,2,40000,2,,2,,2,,2,,2,,2,,,,,
22657,1,1,,1996,1,,,,,,1,340000,,,,,,,,,,,,,,,,,,,,800,3,1,3,130,1978,1,2,1,400000,2,,2,,2,,2,,2,,2,,2,,,
22669,2,,,,,,,,,,,,,,,,,,,,,,,,,,,480,1,4,1969,,3,3,3,92,1964,1,1,1,260000,2,,2,,2,,2,,2,,2,,,,,
22685,1,1,,1978,1,2,,,,,6,25000,,,,,,,,,,,,,,,,,,,,700,2,3,2,100,1976,2,2,1,300000,1,1,2,,2,,2,,2,,2,,1,3500,,
22690,1,1,,1964,1,2,,,,,2,8000,,,,,,,,,,,,,,,,,,,,1000,4,3,3,120,1964,2,2,1,300000,1,1,2,,2,,2,,2,,2,,1,7000,,
22805,1,1,,1970,1,2,,,,,4,,,,,,,,,,,,,,,,,,,,,1200,4,1,1,300,1940,2,2,1,500000,1,2,2,,1,1,2,,2,,2,,2,,,
22807,2,,,,,,,,,,,,,,,,,,,,,,,,,,,320,1,1,1994,,5,1,4,80,1900,2,1,1,120000,2,,2,,2,,2,,2,,2,,,,,
22844,1,1,,1991,1,,,,,,6,120000,,,,,,,,,,,,,,,,,,,,2000,4,3,4,150,1961,1,2,1,500000,2,,2,,2,,2,,2,,2,,2,,,
22850,1,1,,1964,1,2,,,,,1,5000,,,,,,,,,,,,,,,,,,,,800,2,3,3,80,1958,1,2,2,150000,2,,2,,2,,2,,2,,2,,2,,,
22891,1,1,,1998,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,400,4,3,3,80,1929,2,1,1,160000,2,,2,,2,,2,,2,,2,,2,,,
22904,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1994,500,4,1,4,70,1930,2,2,1,150000,2,,2,,2,,2,,2,,2,,,,,
22961,1,1,,1960,1,2,,,,,1,10000,,,,,,,,,,,,,,,,,,,,400,4,1,3,110,1960,2,1,1,380000,2,,1,1,2,,2,,2,,2,,2,,,
22964,1,1,,1978,1,2,,,,,2,70000,,,,,,,,,,,,,,,,,,,,1500,3,1,3,160,1978,2,2,1,700000,2,,1,2,2,,1,1,1,1,2,,2,,,
22972,1,1,,1978,1,2,,,,,1,20000,,,,,,,,,,,,,,,,,,,,700,2,3,4,80,1960,2,1,1,120000,2,,2,,2,,2,,2,,2,,2,,,
22974,2,,,,,,,,,,,,,,,,,,,,,,,,,,,550,1,1,1953,,4,3,4,75,1936,2,1,2,70000,2,,2,,2,,2,,2,,2,,,,,
22992,1,1,,1992,1,2,,,,,1,80000,,,,,,,,,,,,,,,,,,,,700,3,3,3,74,1940,1,1,1,160000,2,,2,,2,,2,,2,,2,,1,50000,,
22993,1,1,,1970,1,2,,,,,6,20000,,,,,,,,,,,,,,,,,,,,1500,5,1,3,270,1970,1,2,1,800000,1,4,2,,2,,2,,2,,2,,1,15000,,
22995,1,1,,1969,2,,,,,,4,,,,,,,,,,,,,,,,,,,,,1000,6,3,3,200,1900,1,2,1,200000,1,3,1,10,1,1,1,,2,,2,,1,10000,,
22996,1,1,,1967,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,6,1,3,180,1800,2,2,1,500000,1,1,2,,1,1,2,,2,,2,,2,,,
23149,1,1,,1970,1,,,,,,6,20000,,,,,,,,,,,,,,,,,,,,1000,3,3,3,130,1970,2,1,1,250000,1,1,2,,2,,2,,2,,2,,2,,,
23193,2,,,,,,,,,,,,,,,,,,,,,,,,,,,750,2,1,1995,,4,1,3,97,1931,2,1,1,280000,2,,2,,2,,2,,2,,2,,,,,
23199,1,1,,1960,1,2,,,,,6,15000,,,,,,,,,,,,,,,,,,,,2000,2,1,2,323,1960,2,2,1,1200000,1,2,2,,2,,2,,2,,2,,1,2800,,
23267,1,1,,1991,1,2,,,,,1,130000,,,,,,,,,,,,,,,,,,,,1000,4,3,3,90,1976,2,1,1,635000,2,,2,,2,,2,,2,,2,,2,,,
23319,1,1,,1960,1,2,,,,,4,,,,,,,,,,,,,,,,,,,,,200,4,1,2,90,1890,2,1,2,90000,1,1,2,,2,,2,,2,,2,,2,,,
23342,1,1,,1940,1,,,,,,1,600,,,,,,,,,,,,,,,,,,,,200,3,3,4,50,1800,2,1,2,120000,2,,2,,2,,2,,2,,2,,2,,,
23343,1,1,,1991,1,2,,,,,1,60000,,,,,,,,,,,,,,,,,,,,,3,1,3,50,1800,2,1,2,90000,2,,2,,2,,2,,2,,2,,2,,,
23350,1,1,,1982,1,,,,,,2,50000,,,,,,,,,,,,,,,,,,,,150,3,3,5,70,1960,2,1,1,90000,2,,2,,2,,2,,2,,2,,2,,,
23362,1,2,50,1970,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,250,4,1,3,60,1969,2,1,1,55000,2,,2,,2,,2,,2,,2,,2,,,
23367,1,1,,1967,2,,,,,,4,,,,,,,,,,,,,,,,,,,,,600,3,3,4,140,1910,2,2,1,200000,2,,2,,1,6,2,,2,,2,,2,,,
23370,2,,,,,,,,,,,,,,,,,,,,,,,,,,,280,6,4,1998,,6,3,4,82,1973,2,1,1,75000,2,,2,,2,,2,,2,,2,,,,,
23384,1,1,,1960,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,900,4,1,2,90,1930,2,1,1,300000,2,,2,,2,,2,,2,,2,,2,,,
23386,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1984,700,2,1,4,100,1900,2,2,1,250000,2,,2,,2,,2,,2,,2,,,,,
23409,1,1,,1986,1,2,,,,,1,100000,1,1000,1,0,0,0,1,0,42000,10,,,,,1,,,,,800,4,1,3,140,1926,2,2,1,450000,1,2,2,,2,,2,,2,,2,,1,5000,1,
23445,1,1,,1972,1,2,,,,,6,10000,,,,,,,,,,,,,,,,,,,,800,3,3,3,120,1972,2,1,1,400000,2,,1,1,2,,2,,2,,2,,2,,,
23454,1,1,,1989,1,2,,,,,7,50000,,,,,,,,,,,,,,,,,,,,600,2,3,5,80,1954,1,1,1,150000,2,,2,,2,,2,,2,,2,,2,,,
23466,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,2,2,1973,,4,1,2,112,1957,1,2,1,300000,1,1,2,,1,1,2,,2,,2,,1,15000,,
23469,1,1,,1983,1,2,,,,,2,77000,,,,,,,,,,,,,,,,,,,,800,6,1,3,112,1981,2,2,1,300000,2,,2,,2,,2,,2,,2,,2,,,
23473,1,1,,1983,2,,,,,,2,63000,,,,,,,,,,,,,,,,,,,,800,2,1,4,110,1982,2,2,1,220000,2,,2,,2,,2,,1,1,2,,2,,,
23474,1,1,,1987,1,2,,,,,2,175000,,,,,,,,,,,,,,,,,,,,1000,3,3,3,100,1987,2,2,1,250000,1,2,2,,2,,2,,1,1,2,,2,,,
23490,1,1,,1958,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,1000,3,3,5,100,1958,1,1,1,100000,2,,2,,2,,2,,2,,2,,1,5000,,
23527,2,,,,,,,,,,,,,,,,,,,,,,,,,,,280,1,2,1983,,3,3,4,66,1930,2,1,1,230000,1,1,2,,2,,2,,2,,2,,2,,,
23552,1,1,,1992,1,2,,,,,2,170000,1,11000,1,0,0,0,0,0,80000,10,,,,,2,,,,,1000,3,1,3,130,1992,2,1,1,350000,1,1,2,,2,,2,,2,,2,,2,,,6
23681,1,1,,1995,1,,,,,,1,220000,1,12000,1,0,0,0,1,0,120000,10,,,,,2,,,,,400,4,1,3,56,1962,2,1,1,300000,2,,2,,2,,2,,2,,2,,2,,,7.3
23683,2,,,,,,,,,,,,,,,,,,,,,,,,,,,800,2,1,1973,,3,1,3,60,1971,2,1,1,400000,1,1,2,,2,,2,,2,,2,,2,,,
23689,2,,,,,,,,,,,,,,,,,,,,,,,,,,,450,6,5,1997,,3,3,3,87,1997,2,1,1,400000,2,,2,,2,,2,,2,,2,,,,,
23732,2,,,,,,,,,,,,,,,,,,,,,,,,,,,620,2,1,1985,,2,1,3,90,1984,2,1,1,300000,2,,2,,2,,2,,2,,2,,,,,
23797,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1987,600,4,3,3,50,1942,1,1,1,400000,2,,2,,2,,2,,2,,2,,,,,
23798,2,,,,,,,,,,,,,,,,,,,,,,,,,,,400,4,1,1980,,4,3,3,40,1900,1,1,2,20000,2,,2,,2,,2,,2,,2,,,,,
23821,1,1,,1996,1,2,,,,,4,,,,,,,,,,,,,,,,,,,,,450,2,1,4,75,1996,2,1,1,160000,2,,2,,2,,2,,2,,2,,2,,,
23823,1,1,,1986,1,2,,,,,6,45000,1,6000,2,,,,,,2000,15,,,,,1,,,,,600,2,1,2,100,1985,2,1,1,130000,2,,2,,2,,2,,2,,2,,2,,,
23831,1,1,,1970,1,,,,,,1,100000,,,,,,,,,,,,,,,,,,,,1500,2,3,2,250,1967,2,2,1,300000,1,1,2,,1,1,2,,2,,2,,2,,,
23835,1,1,,1992,1,2,,,,,1,125000,1,9000,2,,,,,,50000,5,,,,,2,,,,,700,3,1,2,130,1971,1,2,1,200000,1,1,2,,2,,1,1,2,,2,,2,,,9
23853,1,1,,1991,1,,,,,,1,200000,,,,,,,,,,,,,,,,,,,,1100,2,3,2,200,1991,2,2,1,240000,2,,2,,2,,2,,2,,2,,2,,,
23865,1,1,,1985,1,,,,,,6,80000,,,,,,,,,,,,,,,,,,,,500,2,3,2,113,1985,2,2,1,150000,2,,2,,2,,2,,2,,2,,2,,,
23888,1,1,,1996,2,,,,,,1,280000,,,,,,,,,,,,,,,,,,,,1200,4,1,2,130,1962,1,2,1,330000,2,,2,,2,,2,,2,,2,,2,,,
23951,1,1,,1984,2,,,,,,1,190000,2,,,,,,,,,,,,,,,,,,,2500,4,1,2,170,1869,1,2,1,800000,1,1,2,,2,,2,,2,,2,,1,50000,,
23958,1,1,,1996,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,3000,4,1,2,210,1300,2,2,1,700000,1,1,1,1,2,,2,,1,1,2,,2,,,
23986,1,1,,1967,1,,,,,,2,6000,,,,,,,,,,,,,,,,,,,,1000,3,3,2,100,1967,2,1,1,300000,2,,1,2,2,,2,,2,,2,,2,,,
24010,1,1,,1998,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,600,3,3,3,90,1958,1,1,1,150000,2,,2,,2,,2,,2,,2,,2,,,
24071,1,1,,1990,1,,,,,,1,40000,1,5000,1,0,0,1,0,0,38000,20,,,,,2,,,,,700,4,1,3,110,1600,1,2,1,350000,2,,2,,2,,2,,2,,2,,1,1800,,10
24080,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1985,500,6,1,4,95,1960,2,1,1,140000,1,1,2,,2,,2,,2,,2,,2,,,
24085,1,1,,1980,1,,,,,,2,40000,,,,,,,,,,,,,,,,,,,,500,4,1,3,70,1978,2,1,1,190000,2,,2,,2,,2,,2,,2,,2,,,
24116,1,1,,1965,1,2,,,,,2,8000,,,,,,,,,,,,,,,,,,,,900,3,1,3,95,1965,2,1,1,200000,2,,2,,2,,2,,2,,2,,2,,,
24132,2,,,,,,,,,,,,,,,,,,,,,,,,,,,500,1,3,1968,,3,3,3,90,1962,2,1,1,150000,2,,2,,2,,2,,2,,2,,,,,
24138,1,1,,1990,2,,,,,,4,,,,,,,,,,,,,,,,,,,,,1000,2,3,3,130,1965,2,1,1,300000,1,1,2,,1,1,2,,2,,2,,2,,,
24144,1,1,,1940,1,2,,,,,2,4000,,,,,,,,,,,,,,,,,,,,800,4,3,3,100,1940,2,1,1,250000,2,,2,,2,,2,,2,,2,,2,,,
24147,1,2,30,1981,1,2,,,,,4,,,,,,,,,,,,,,,,,,,,,3000,4,1,2,200,1911,1,2,1,800000,1,2,1,1,2,,2,,2,,2,,1,5000,,
24149,2,,,,,,,,,,,,,,,,,,,,,,,,,,,120,1,2,1992,,2,3,5,65,1990,2,1,1,100000,2,,2,,2,,2,,2,,2,,,,,
24150,1,1,,1982,1,2,,,,,1,50000,,,,,,,,,,,,,,,,,,,,500,3,3,3,105,1963,2,1,1,100000,2,,2,,1,1,2,,2,,2,,2,,,
24158,1,1,,1976,1,2,,,,,1,2500,,,,,,,,,,,,,,,,,,,,500,1,3,3,100,1772,1,1,1,70000,1,1,2,,2,,2,,2,,2,,1,4000,,
24170,1,1,,1986,1,2,,,,,1,95000,,,,,,,,,,,,,,,,,,,,1000,4,1,3,70,1887,2,1,1,500000,2,,2,,2,,2,,2,,2,,2,,,
24171,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1981,500,2,3,2,75,1900,2,1,1,120000,2,,2,,2,,2,,2,,2,,,,,
24194,1,1,,1990,1,2,,,,,3,50000,1,5000,2,,,,,,30000,10,,,,,2,,,,,700,2,3,3,100,1970,1,1,1,180000,1,1,2,,2,,2,,2,,2,,2,,,10.25
24195,2,,,,,,,,,,,,,,,,,,,,,,,,,,,140,7,2,1979,,2,3,3,74,1978,2,2,1,150000,2,,2,,2,,2,,2,,2,,,,,
24202,1,1,,1973,2,3,,,,,2,14000,,,,,,,,,,,,,,,,,,,,1500,4,1,3,168,1972,1,2,1,400000,1,1,1,3,2,,2,,2,,2,,2,,,
24304,1,1,,1982,1,2,,,,,1,70000,2,,,,,,,,,,,,,,,,,,,1000,3,3,2,145,1973,2,2,1,250000,1,1,2,,2,,2,,2,,2,,1,2500,,
24308,1,1,,1975,1,,,,,,2,14000,,,,,,,,,,,,,,,,,,,,600,4,3,3,180,1970,2,2,1,300000,2,,2,,2,,2,,2,,2,,2,,,
24312,1,1,,1990,1,,,,,,1,140000,,,,,,,,,,,,,,,,,,,,800,6,3,3,110,1957,1,2,1,300000,2,,2,,2,,2,,2,,2,,2,,,
24316,2,,,,,,,,,,,,,,,,,,,,,,,,,,,200,1,1,1974,,4,1,4,110,1850,2,1,2,400000,2,,2,,2,,2,,2,,2,,,,,
24322,2,,,,,,,,,,,,,,,,,,,,,,,,,,,200,6,4,1969,,6,3,3,83,1969,2,1,1,250000,2,,2,,2,,1,1,2,,2,,2,,,
24326,1,1,,1975,1,,,,,,2,25000,,,,,,,,,,,,,,,,,,,,600,6,3,3,120,1975,2,1,1,150000,1,1,2,,2,,2,,2,,2,,2,,,
24373,1,1,,1987,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,400,4,3,4,100,1920,1,1,1,150000,2,,2,,2,,2,,2,,2,,2,,,
24374,1,1,,1964,1,,,,,,1,20000,,,,,,,,,,,,,,,,,,,,400,4,3,4,80,1900,2,1,1,50000,2,,2,,2,,2,,2,,2,,2,,,
24379,1,1,,1969,1,,,,,,25,5500,,,,,,,,,,,,,,,,,,,,400,3,3,3,98,1967,2,1,1,120000,2,,2,,2,,2,,2,,2,,2,,,
24382,1,1,,1989,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,500,1,3,4,56,1925,2,1,2,70000,2,,2,,2,,2,,2,,2,,2,,,
24390,1,1,,1975,1,2,,,,,2,32000,,,,,,,,,,,,,,,,,,,,800,3,3,3,140,1974,2,2,1,250000,2,,2,,2,,2,,2,,2,,2,,,
24393,1,1,,1958,1,2,,,,,2,2500,,,,,,,,,,,,,,,,,,,,500,2,3,5,90,1958,2,1,1,150000,2,,2,,2,,2,,2,,2,,2,,,
24409,1,1,,1975,1,2,,,,,6,40000,,,,,,,,,,,,,,,,,,,,600,6,3,3,130,1975,1,3,1,150000,1,1,2,,2,,2,,2,,2,,2,,,
24415,1,1,,1994,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,600,6,1,3,100,1990,2,2,1,400000,1,1,2,,1,1,2,,2,,2,,2,,,
24431,1,1,,1980,1,2,,,,,6,200000,,,,,,,,,,,,,,,,,,,,2500,2,3,3,320,1980,2,2,1,250000,2,,2,,2,,2,,2,,2,,1,4000,,
24434,1,1,,1991,1,2,,,,,1,75000,,,,,,,,,,,,,,,,,,,,500,4,3,4,111,1960,1,1,1,120000,2,,2,,2,,2,,2,,2,,1,30000,,
24435,1,1,,1969,1,2,,,,,1,9500,,,,,,,,,,,,,,,,,,,,400,4,3,4,80,1947,1,2,1,70000,2,,2,,1,1,2,,2,,2,,1,10000,,
24438,1,1,,1949,1,2,,,,,1,10000,,,,,,,,,,,,,,,,,,,,300,6,3,3,200,1947,1,2,1,200000,1,1,2,,2,,2,,2,,1,30000,2,,,
24446,1,1,,1966,1,,,,,,6,80000,,,,,,,,,,,,,,,,,,,,1000,3,1,2,126,1966,2,2,1,350000,1,1,2,,2,,2,,2,,2,,2,,,
24450,2,,,,,,,,,,,,,,,,,,,,,,,,,,,600,4,1,1982,,3,1,3,110,1950,2,1,1,250000,2,,2,,2,,2,,2,,2,,,,,
24529,2,,,,,,,,,,,,,,,,,,,,,,,,,,,170,6,5,1987,,2,3,4,95,1987,1,2,1,290000,2,,2,,2,,2,,2,,2,,,,,
24531,2,,,,,,,,,,,,,,,,,,,,,,,,,,,400,6,5,1995,,2,3,3,72,1995,2,1,1,300000,2,,2,,2,,2,,2,,2,,,,,
24566,1,1,,1974,1,2,,,,,6,16000,,,,,,,,,,,,,,,,,,,,400,3,1,3,115,1970,1,1,1,110000,1,1,2,,1,1,2,,2,,2,,2,,,
24571,1,1,,1960,1,2,,,,,6,8000,,,,,,,,,,,,,,,,,,,,600,3,3,3,95,1960,2,1,1,300000,2,,2,,2,,2,,2,,2,,2,,,
24613,1,1,,1956,1,,,,,,2,2800,,,,,,,,,,,,,,,,,,,,300,2,3,3,67,1954,2,1,1,200000,2,,2,,2,,2,,2,,2,,2,,,
24616,2,,,,,,,,,,,,,,,,,,,,,,,,,,,628,4,1,1995,,1,3,5,80,1940,2,1,1,100000,2,,2,,2,,2,,2,,2,,,,,
24619,1,1,,1966,1,,,,,,6,40000,,,,,,,,,,,,,,,,,,,,1200,2,3,2,250,1966,2,2,1,600000,2,,1,2,1,2,2,,2,,2,,2,,,
24623,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1983,700,3,3,3,68,1980,2,1,1,150000,1,1,1,1,2,,2,,2,,2,,2,,,
24624,2,,,,,,,,,,,,,,,,,,,,,,,,,,,500,2,1,1988,,2,3,4,90,1965,2,1,1,80000,2,,2,,2,,2,,2,,2,,,,,
24630,1,1,,1994,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,2000,1,3,3,150,1700,1,1,1,300000,1,1,2,,1,1,2,,2,,2,,2,,,
24633,1,1,,1934,1,2,,,,,4,,,,,,,,,,,,,,,,,,,,,300,1,3,3,106,1930,2,2,1,50000,1,1,2,,2,,2,,2,,2,,2,,,
24635,1,1,,1948,1,2,,,,,4,,,,,,,,,,,,,,,,,,,,,1000,1,3,3,190,1915,2,2,1,200000,2,,2,,1,1,2,,2,,2,,2,,,
24646,2,,,,,,,,,,,,,,,,,,,,,,,,,,,180,4,1,1976,,2,3,6,120,1919,2,1,1,200000,2,,2,,2,,2,,2,,2,,,,,
24655,2,,,,,,,,,,,,,,,,,,,,,,,,,,,400,1,1,1992,,4,3,5,90,1940,2,1,1,200000,2,,2,,2,,2,,2,,2,,,,,
24724,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1958,400,4,3,3,120,1957,2,1,1,160000,2,,2,,2,,2,,2,,2,,,,,
24727,1,1,,1983,1,,,,,,2,90000,,,,,,,,,,,,,,,,,,,,600,3,3,3,160,1980,2,2,2,200000,2,,2,,2,,2,,2,,2,,2,,,
