NQUEST,GODABIT,UNIPRO,QUOPRO,ANPOSS,PRO1,PRO2,PRO3,PRO4,PRO5,PRO6,POSS,IMPACQ,MUTUOAB,TMUTUOAB,MUTUOAG,AGEV1,AGEV2,AGEV3,AGEV4,AGEV5,MUTUOIN,MUTUODU,MUTUOVA1,MUTUOVA2,MUTUOVA3,MUTUOVA4,TIPOTAX,TFITTO,TIPOAFF,PROPRIET,ANABIT,TFITIMP,UBIC1,UBIC2,CATABIT,SUPAB,ANCOSTR,RISTRUT,BAGNI,RISCALD,VALABIT,ALTRAB,NALTRAB,ALTRFAB,NALTRFAB,TERAGR,NTERAGR,TERNAGR,NTERNAGR,VENDIM,NVENDIM,ANTIC,ANTICIPI,MANSTRA,TMANSTRA,TAXFIS,TAXVAR
504955,2,,,,,,,,,,,,,,,,,,,,,,,,,,,450,4,1,1994,,4,3,3,75,1978,2,1,1,100000,2,,2,,2,,2,,2,,2,,,,,
504956,1,1,,1996,1,,,,,,2,200000,,,,,,,,,,,,,,,,,,,,1000,4,1,3,63,1996,2,2,1,300000,1,1,2,,2,,2,,2,,2,,2,,,
504959,1,1,,1974,1,,,,,,6,70000,,,,,,,,,,,,,,,,,,,,800,1,3,3,100,1974,2,1,1,150000,2,,2,,1,1,2,,2,,2,,2,,,
504962,1,1,,1982,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,700,4,3,3,100,1940,1,1,1,120000,2,,2,,2,,2,,2,,2,,2,,,
504965,2,,,,,,,,,,,,,,,,,,,,,,,,,,,700,1,1,1977,,1,3,3,80,1965,2,2,1,80000,2,,2,,2,,2,,2,,2,,,,,
504972,2,,,,,,,,,,,,,,,,,,,,,,,,,,,450,6,6,1960,,3,1,4,60,,2,1,2,80000,2,,2,,2,,2,,2,,2,,,,,
504976,1,1,,1970,1,,,,,,6,3000,,,,,,,,,,,,,,,,,,,,800,1,3,3,100,1970,2,1,1,200000,2,,2,,2,,2,,2,,2,,2,,,
504981,1,1,,1981,2,,,,,,1,70000,,,,,,,,,,,,,,,,,,,,1200,1,3,3,130,1965,1,1,1,350000,2,,2,,2,,2,,2,,2,,2,,,
504983,1,1,,1994,1,,,,,,1,300000,1,15000,2,,,,,,95000,10,1,0,0,0,2,,,,,2000,4,1,2,180,1979,1,2,1,350000,2,,2,,2,,2,,2,,2,,2,,,9
504985,1,1,,1992,2,,,,,,6,200000,,,,,,,,,,,,,,,,,,,,900,2,3,3,90,1989,2,2,1,250000,2,,2,,2,,2,,2,,2,,2,,,
504986,1,1,,1995,1,,,,,,2,180000,,,,,,,,,,,,,,,,,,,,1500,3,1,3,210,1994,2,2,1,240000,2,,2,,2,,2,,2,,2,,2,,,
504988,1,1,,1991,1,,,,,,2,150000,1,12000,2,,,,,,90000,20,1,0,0,0,1,,,,,900,4,1,3,110,1991,2,1,1,230000,2,,2,,2,,2,,2,,2,,2,,8,
504992,1,1,,1991,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,1800,4,1,3,300,1965,2,2,1,320000,2,,2,,2,,2,,2,,2,,1,2000,,
504996,1,1,,1973,1,2,,,,,6,90000,,,,,,,,,,,,,,,,,,,,1000,6,3,4,160,1973,1,2,1,400000,2,,2,,1,1,2,,2,,2,,2,,,
504997,1,1,,1952,2,,,,,,6,4000,,,,,,,,,,,,,,,,,,,,700,4,1,4,90,1950,2,1,1,100000,2,,2,,2,,2,,2,,2,,2,,,
505003,1,1,,1990,1,,,,,,1,130000,,,,,,,,,,,,,,,,,,,,600,6,3,3,800,1920,2,1,2,100000,1,1,2,,1,1,2,,2,,2,,2,,,
505006,2,,,,,,,,,,,,,,,,,,,,,,,,,,,65,6,4,1957,,3,3,3,80,1957,2,1,2,100000,2,,2,,2,,2,,2,,2,,,,,
505008,1,1,,1998,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,600,4,3,3,100,1965,2,1,1,200000,2,,2,,2,,2,,2,,2,,2,,,
505010,2,,,,,,,,,,,,,,,,,,,,,,,,,,,150,6,4,1993,,3,3,4,60,1944,2,1,1,60000,2,,2,,2,,2,,2,,2,,,,,
505015,1,1,,1960,1,,,,,,6,2000,,,,,,,,,,,,,,,,,,,,500,4,1,3,98,1960,2,1,1,150000,2,,2,,2,,2,,2,,2,,2,,,
505018,1,1,,1970,1,2,,,,,6,10000,,,,,,,,,,,,,,,,,,,,2000,4,1,3,150,1970,1,2,1,300000,2,,2,,2,,2,,2,,2,,1,15000,,
505022,1,1,,1977,2,,,,,,6,20000,,,,,,,,,,,,,,,,,,,,700,6,3,3,100,1977,2,1,1,200000,2,,2,,1,1,2,,2,,2,,2,,,
505024,1,1,,1989,2,,,,,,2,185000,1,20000,2,,,,,,115000,10,0,1,0,0,2,,,,,1200,4,1,2,250,1989,1,2,1,700000,2,,2,,2,,2,,2,,2,,1,40000,,6
505031,1,1,,1994,2,3,,,,,5,,,,,,,,,,,,,,,,,,,,,700,6,1,3,110,1970,2,2,1,300000,2,,2,,2,,2,,2,,2,,2,,,
505042,2,,,,,,,,,,,,,,,,,,,,,,,,,,,130,1,4,1969,,3,3,5,80,1950,2,1,1,80000,2,,2,,2,,2,,2,,2,,,,,
505045,1,1,,1974,1,,,,,,2,40000,,,,,,,,,,,,,,,,,,,,800,3,1,2,100,1974,2,2,1,190000,1,4,2,,1,1,2,,2,,2,,2,,,
505059,1,1,,1960,1,,,,,,1,3000,,,,,,,,,,,,,,,,,,,,1000,2,1,3,90,1950,1,1,1,300000,2,,2,,2,,2,,2,,2,,2,,,
505071,1,1,,1985,1,,,,,,1,185000,1,6000,3,,,,,,90000,15,1,0,0,0,2,,,,,1600,4,1,2,160,1600,2,2,1,700000,2,,2,,2,,2,,2,,2,,2,,,15
505072,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1998,,2,2,6,500,1960,2,3,2,,2,,2,,2,,2,,2,,2,,,,,
505084,2,,,,,,,,,,,,,,,,,,,,,,,,,,,620,1,1,1992,,4,3,3,100,1949,2,1,1,160000,2,,2,,2,,2,,2,,2,,,,,
505085,1,1,,1979,1,,,,,,3,100000,,,,,,,,,,,,,,,,,,,,500,3,3,5,100,1960,2,1,1,200000,2,,2,,2,,2,,2,,2,,2,,,
505087,1,1,,1950,1,,,,,,1,1500,,,,,,,,,,,,,,,,,,,,400,6,2,4,80,1900,1,1,1,80000,2,,2,,2,,2,,2,,2,,2,,,
505088,2,,,,,,,,,,,,,,,,,,,,,,,,,,,100,6,4,1967,,2,3,5,110,1965,1,1,1,70000,2,,2,,2,,2,,2,,2,,,,,
505090,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1958,300,3,3,4,45,1890,2,1,1,50000,2,,2,,2,,2,,2,,2,,,,,
505092,2,,,,,,,,,,,,,,,,,,,,,,,,,,,100,6,4,1963,,6,2,6,50,1961,2,1,2,40000,2,,2,,2,,2,,2,,2,,,,,
505093,1,1,,1983,2,,,,,,6,0,,,,,,,,,,,,,,,,,,,,700,2,3,3,290,1982,1,2,1,190000,2,,2,,2,,2,,2,,2,,2,,,
505094,2,,,,,,,,,,,,,,,,,,,,,,,,,,,570,4,1,1986,,3,3,3,80,1975,2,1,1,200000,2,,2,,2,,2,,2,,2,,,,,
505095,1,2,50,1996,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,300,3,2,6,44,1953,2,1,2,25000,2,,2,,2,,2,,2,,2,,2,,,
505099,1,1,,1959,1,,,,,,6,3500,,,,,,,,,,,,,,,,,,,,3000,4,3,3,134,1959,2,2,1,1000000,1,1,2,,2,,2,,2,,2,,2,,,
505102,1,1,,1984,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,900,2,1,3,100,1900,2,2,1,300000,2,,2,,1,1,2,,2,,2,,2,,,
505103,1,1,,1983,1,2,,,,,4,,,,,,,,,,,,,,,,,,,,,500,3,3,4,80,1947,2,1,1,120000,2,,2,,2,,2,,2,,2,,2,,,
505104,1,1,,1998,1,,,,,,1,217000,,,,,,,,,,,,,,,,,,,,1000,3,1,3,100,1957,1,1,1,300000,2,,2,,2,,2,,2,,2,,1,100000,,
505105,2,,,,,,,,,,,,,,,,,,,,,,,,,,,900,1,1,1994,,2,1,3,100,1950,1,1,1,200000,2,,2,,2,,2,,2,,2,,,,,
505117,1,1,,1985,1,2,,,,,3,40000,,,,,,,,,,,,,,,,,,,,800,2,3,3,96,1980,2,2,1,180000,2,,2,,2,,2,,2,,2,,2,,,
505118,1,1,,1926,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,1200,4,1,2,120,1900,1,2,1,500000,2,,2,,1,1,2,,2,,2,,2,,,
505119,1,1,,1985,1,2,,,,,1,80000,,,,,,,,,,,,,,,,,,,,2000,3,1,2,160,1985,2,2,1,400000,2,,2,,2,,2,,2,,2,,2,,,
505122,1,1,,1990,1,2,,,,,4,,2,,,,,,,,,,,,,,,,,,,2000,2,3,3,160,1800,2,2,1,400000,2,,2,,2,,2,,2,,2,,2,,,
505124,1,1,,1961,1,,,,,,1,4500,,,,,,,,,,,,,,,,,,,,1000,3,2,3,100,1961,2,1,1,150000,2,,2,,2,,2,,2,,2,,1,1000,,
505141,1,1,,1998,1,2,,,,,2,320000,2,,,,,,,,,,,,,,,,,,,1200,4,1,3,155,1997,2,2,1,320000,2,,2,,2,,2,,2,,1,40000,2,,,
505148,1,1,,1970,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,800,4,1,3,120,1920,1,1,1,300000,1,3,2,,2,,2,,2,,2,,1,30000,,
505155,2,,,,,,,,,,,,,,,,,,,,,,,,,,,250,4,1,1988,,6,3,4,120,1930,2,1,1,70000,2,,2,,2,,2,,2,,2,,,,,
505167,1,1,,1978,1,,,,,,6,43000,,,,,,,,,,,,,,,,,,,,600,6,3,4,100,1978,2,1,1,150000,2,,2,,2,,2,,2,,2,,2,,,
505176,1,1,,1991,1,2,,,,,1,70000,,,,,,,,,,,,,,,,,,,,1300,3,3,3,180,1963,1,2,1,300000,2,,2,,2,,2,,2,,2,,1,50000,,
505197,1,1,,1985,1,2,,,,,1,50000,,,,,,,,,,,,,,,,,,,,1300,3,3,3,150,1966,2,2,1,400000,2,,2,,2,,2,,2,,2,,2,,,
505198,1,1,,1998,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,200,2,3,4,90,1945,2,1,1,100000,2,,2,,2,,2,,2,,2,,2,,,
505199,1,1,,1998,1,2,,,,,1,25000,,,,,,,,,,,,,,,,,,,,800,4,3,3,78,1960,2,1,1,100000,2,,2,,2,,2,,2,,2,,2,,,
505202,1,1,,1966,2,,,,,,5,,,,,,,,,,,,,,,,,,,,,600,2,3,3,110,1966,2,1,1,300000,2,,2,,2,,2,,2,,2,,2,,,
505203,1,1,,1958,1,,,,,,6,5000,,,,,,,,,,,,,,,,,,,,900,4,3,3,100,1956,2,1,1,300000,1,2,2,,2,,2,,2,,2,,2,,,
505204,1,1,,1997,2,,,,,,5,,,,,,,,,,,,,,,,,,,,,1000,4,3,3,120,1978,2,2,1,250000,2,,2,,2,,2,,2,,2,,2,,,
505210,2,,,,,,,,,,,,,,,,,,,,,,,,,,,600,1,1,1992,,3,3,3,100,1975,2,1,1,130000,2,,2,,2,,2,,2,,2,,,,,
505214,1,1,,1974,2,,,,,,4,,,,,,,,,,,,,,,,,,,,,1200,3,3,3,120,1968,1,2,1,250000,2,,2,,2,,2,,2,,2,,2,,,
505217,2,,,,,,,,,,,,,,,,,,,,,,,,,,,182,6,5,1986,,4,3,4,80,1926,1,1,1,100000,2,,2,,2,,2,,2,,2,,,,,
505219,1,1,,1966,1,,,,,,6,18000,,,,,,,,,,,,,,,,,,,,1000,3,3,3,120,1966,2,2,1,300000,1,1,2,,2,,2,,2,,2,,2,,,
505220,1,1,,1970,1,,,,,,1,10000,,,,,,,,,,,,,,,,,,,,400,2,3,3,60,1956,2,1,1,70000,2,,2,,2,,2,,2,,2,,2,,,
505222,1,1,,1981,1,2,,,,,6,50000,,,,,,,,,,,,,,,,,,,,1000,2,3,3,110,1981,2,2,1,500000,2,,2,,2,,2,,2,,2,,2,,,
505226,1,1,,1972,2,,,,,,6,50000,,,,,,,,,,,,,,,,,,,,1000,2,3,3,100,1971,2,1,1,300000,2,,2,,2,,2,,2,,2,,2,,,
505228,1,1,,1997,1,2,,,,,2,129000,1,10000,2,,,,,,80000,15,1,0,0,0,1,,,,,1000,3,3,3,120,1979,2,2,1,220000,2,,2,,2,,2,,2,,2,,2,,10,
505232,1,1,,1960,1,,,,,,6,20000,,,,,,,,,,,,,,,,,,,,400,3,3,4,90,1960,2,2,1,300000,2,,2,,2,,2,,2,,2,,2,,,
505233,1,1,,1984,1,2,,,,,6,75000,,,,,,,,,,,,,,,,,,,,900,3,3,1,86,1984,2,2,1,150000,2,,2,,2,,2,,2,,2,,2,,,
505234,1,1,,1989,1,2,,,,,2,110000,,,,,,,,,,,,,,,,,,,,600,2,3,3,100,1989,2,2,1,200000,2,,2,,2,,2,,2,,2,,2,,,
505236,1,1,,1977,1,2,,,,,6,50000,,,,,,,,,,,,,,,,,,,,,2,3,3,240,1977,2,2,1,250000,2,,2,,2,,2,,2,,2,,2,,,
505237,1,1,,1980,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,2000,4,1,1,250,1900,2,2,1,800000,2,,2,,2,,2,,2,,2,,2,,,
505238,2,,,,,,,,,,,,,,,,,,,,,,,,,,,56,6,4,1962,,4,3,5,74,1960,2,1,1,140000,2,,2,,2,,2,,2,,2,,,,,
505239,2,,,,,,,,,,,,,,,,,,,,,,,,,,,630,2,1,1986,,4,3,3,100,1974,2,2,1,200000,2,,2,,2,,2,,2,,2,,,,,
505240,1,1,,1990,1,,,,,,2,175000,1,8000,1,0,0,0,1,0,120000,15,1,0,0,0,2,,,,,700,4,1,3,100,1974,2,2,1,160000,2,,2,,2,,2,,2,,2,,2,,,8
505241,1,1,,1993,1,,,,,,1,120000,1,30000,2,,,,,,82000,15,1,0,0,0,2,,,,,1000,4,3,3,100,1954,1,2,1,220000,2,,2,,1,1,2,,2,,2,,1,80000,,6
505243,1,1,,1997,1,2,,,,,1,140000,1,7800,2,,,,,,70000,15,1,0,0,0,2,,,,,750,4,1,3,110,1968,2,2,1,150000,2,,2,,2,,2,,2,,2,,2,,,7.5
505244,1,1,,1987,2,3,,,,,1,80000,,,,,,,,,,,,,,,,,,,,600,3,3,3,70,1965,2,1,1,300000,1,1,2,,2,,2,,2,,2,,2,,,
505245,1,1,,1974,1,3,,,,,4,,,,,,,,,,,,,,,,,,,,,1500,1,2,6,140,1974,1,2,1,400000,2,,1,2,2,,2,,2,,2,,2,,,
505247,2,,,,,,,,,,,,,,,,,,,,,,,,,,,430,1,5,1986,,4,2,4,70,1980,2,2,1,70000,2,,2,,2,,2,,2,,2,,,,,
505248,1,1,,1967,1,,,,,,6,5500,,,,,,,,,,,,,,,,,,,,1500,3,3,3,240,1967,1,2,1,500000,1,1,2,,2,,2,,2,,2,,1,2400,,
505251,1,1,,1952,1,,,,,,1,600,,,,,,,,,,,,,,,,,,,,400,4,1,3,70,1400,2,1,2,40000,2,,2,,2,,2,,2,,2,,2,,,
505255,1,1,,1973,1,,,,,,6,18000,,,,,,,,,,,,,,,,,,,,800,2,3,3,220,1973,2,2,1,400000,2,,2,,2,,2,,2,,2,,2,,,
505256,1,1,,1984,1,2,,,,,1,35000,,,,,,,,,,,,,,,,,,,,1000,4,1,3,160,1890,2,2,1,400000,2,,2,,2,,2,,2,,2,,2,,,
505257,2,,,,,,,,,,,,,,,,,,,,,,,,,,,466,6,4,1981,,4,3,5,80,1980,2,2,1,120000,2,,2,,2,,2,,2,,2,,,,,
505264,1,1,,1970,1,2,,,,,6,15000,,,,,,,,,,,,,,,,,,,,1000,2,3,3,200,1968,2,2,1,400000,1,1,2,,2,,2,,2,,2,,1,1000,,
505266,1,1,,1991,1,2,,,,,1,160000,1,15000,1,0,0,0,1,0,90000,10,1,0,0,0,2,,,,,1000,2,3,3,120,1968,2,1,1,350000,2,,2,,2,,2,,2,,2,,2,,,9.5
505267,2,,,,,,,,,,,,,,,,,,,,,,,,,,,80,6,4,1977,,2,3,5,48,1950,2,1,2,20000,2,,2,,2,,2,,2,,2,,,,,
505272,1,1,,1988,1,2,,,,,6,20000,,,,,,,,,,,,,,,,,,,,300,1,1,3,100,1988,2,1,2,50000,2,,2,,2,,2,,2,,2,,2,,,
505273,2,,,,,,,,,,,,,,,,,,,,,,,,,,,424,6,4,1983,,4,3,5,80,1979,2,2,1,120000,2,,2,,2,,2,,2,,2,,,,,
505278,1,1,,1990,1,2,,,,,2,150000,1,7000,1,0,0,0,1,0,60000,20,1,0,0,0,1,,,,,1000,2,3,3,105,1990,2,2,1,280000,2,,2,,2,,2,,2,,2,,2,,9,
505280,1,2,50,1992,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,500,4,1,3,70,1900,2,1,1,100000,2,,2,,2,,2,,2,,2,,2,,,
505282,2,,,,,,,,,,,,,,,,,,,,,,,,,,,60,6,4,1989,,4,1,5,95,1950,2,1,1,100000,2,,2,,2,,2,,2,,2,,,,,
505283,1,1,,1967,1,,,,,,1,14000,,,,,,,,,,,,,,,,,,,,1500,4,1,3,160,1920,2,1,1,200000,1,1,1,1,2,,1,1,2,,2,,2,,,
505285,1,1,,1960,1,,,,,,6,6000,,,,,,,,,,,,,,,,,,,,800,2,3,3,200,1960,1,2,1,200000,2,,2,,2,,2,,2,,2,,2,,,
505297,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1950,1500,2,3,3,130,1949,2,1,2,400000,1,1,2,,1,1,2,,2,,2,,2,,,
505299,1,1,,1950,4,5,,,,,6,3000,,,,,,,,,,,,,,,,,,,,2000,4,1,3,160,1950,1,2,1,200000,2,,2,,2,,2,,2,,2,,2,,,
505300,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1990,600,2,3,3,80,1970,2,1,1,120000,2,,2,,2,,2,,2,,2,,,,,
505302,1,1,,1995,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,800,4,1,3,250,1960,1,2,1,350000,1,1,2,,2,,2,,2,,2,,2,,,
505307,1,1,,1977,1,2,,,,,2,45000,,,,,,,,,,,,,,,,,,,,800,2,3,3,180,1976,2,2,1,180000,2,,2,,2,,2,,2,,2,,2,,,
505310,1,1,,1973,1,,,,,,6,25000,,,,,,,,,,,,,,,,,,,,2000,3,1,2,300,1973,2,2,1,800000,2,,2,,2,,2,,2,,2,,2,,,
505318,1,1,,1992,1,2,,,,,2,150000,1,9400,1,0,0,0,1,0,97500,15,1,0,0,0,2,,,,,1200,4,3,3,180,1991,2,2,1,250000,2,,2,,2,,2,,2,,2,,2,,,14.5
505320,1,1,,1976,1,,,,,,6,50000,,,,,,,,,,,,,,,,,,,,1300,2,3,3,200,1976,2,2,1,600000,1,1,2,,2,,2,,2,,2,,2,,,
505322,1,1,,1986,1,2,,,,,4,,,,,,,,,,,,,,,,,,,,,800,2,3,3,120,1965,2,2,1,400000,2,,2,,2,,2,,2,,2,,2,,,
505323,1,1,,1971,2,,,,,,6,36000,,,,,,,,,,,,,,,,,,,,1000,2,3,3,120,1971,2,1,1,300000,2,,2,,2,,2,,2,,2,,2,,,
505324,1,1,,1974,1,,,,,,1,9800,,,,,,,,,,,,,,,,,,,,700,4,1,3,100,1920,2,1,1,200000,2,,2,,1,1,2,,2,,2,,2,,,
505327,1,1,,1972,2,,,,,,6,25000,2,,,,,,,,,,,,,,,,,,,2500,3,3,3,340,1972,2,2,1,1500000,1,5,1,3,2,,2,,2,,2,,1,100000,,
505333,1,1,,1981,3,,,,,,6,200000,,,,,,,,,,,,,,,,,,,,1500,3,3,3,240,1980,2,2,1,400000,2,,2,,2,,2,,2,,2,,2,,,
505334,2,,,,,,,,,,,,,,,,,,,,,,,,,,,240,1,4,1973,,3,2,4,80,1970,2,1,1,60000,2,,2,,2,,2,,2,,2,,,,,
505341,1,1,,1990,2,,,,,,1,55000,1,10000,1,0,0,0,1,0,55000,10,1,0,0,0,1,,,,,500,3,2,3,100,1980,2,2,1,100000,2,,2,,2,,2,,2,,2,,2,,4.5,
505342,1,1,,1970,1,2,3,,,,2,10500,,,,,,,,,,,,,,,,,,,,700,4,1,3,120,1968,2,1,1,130000,1,1,2,,1,1,2,,2,,2,,2,,,
505350,1,2,50,1978,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,200,2,3,4,190,1889,2,2,1,200000,2,,2,,2,,2,,2,,2,,2,,,
505352,1,1,,1997,1,,,,,,3,10000,,,,,,,,,,,,,,,,,,,,200,2,3,4,80,1920,2,1,2,100000,2,,2,,2,,2,,2,,2,,2,,,
505358,1,1,,1995,1,2,,,,,1,150000,1,9000,1,0,0,0,1,0,150000,15,1,0,0,0,1,,,,,800,2,3,3,90,1989,2,2,1,250000,2,,2,,2,,2,,2,,2,,2,,8,
505360,1,1,,1966,2,,,,,,1,5000,,,,,,,,,,,,,,,,,,,,600,2,3,3,110,1890,2,2,1,250000,1,2,1,,1,1,2,,2,,2,,2,,,
505362,1,1,,1993,1,,,,,,1,100000,1,2200,1,0,0,0,1,0,41000,15,1,0,0,0,2,,,,,400,2,3,3,65,1986,2,1,1,140000,2,,2,,2,,2,,2,,2,,2,,,9.5
505363,1,1,,1981,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,1000,4,1,3,250,1804,2,2,1,300000,1,3,1,2,2,,1,1,2,,2,,2,,,
505364,1,1,,1970,1,,,,,,1,10000,,,,,,,,,,,,,,,,,,,,,2,3,6,100,1890,2,1,2,500000,2,,2,,2,,2,,2,,2,,2,,,
505366,1,1,,1980,1,,,,,,6,80000,,,,,,,,,,,,,,,,,,,,450,2,3,3,90,1980,2,1,1,110000,1,1,2,,1,1,2,,2,,2,,2,,,
505368,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1986,,2,3,5,30,1949,2,1,1,50000,2,,2,,2,,2,,2,,2,,,,,
505369,1,1,,1947,1,,,,,,1,270,,,,,,,,,,,,,,,,,,,,200,2,3,3,300,1912,2,1,1,500000,2,,2,,2,,2,,2,,2,,2,,,
505371,1,1,,1994,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,600,2,3,3,100,1965,2,1,1,200000,1,1,2,,2,,2,,2,,2,,2,,,
505372,1,2,25,1998,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,300,2,3,4,80,1910,1,1,2,60000,2,,2,,1,1,2,,2,,2,,1,5000,,
505374,1,1,,1950,1,,,,,,1,400,,,,,,,,,,,,,,,,,,,,200,4,3,3,80,1850,2,1,1,80000,2,,2,,2,,2,,2,,2,,2,,,
505375,1,1,,1990,1,,,,,,1,32000,,,,,,,,,,,,,,,,,,,,700,2,3,3,100,1923,1,2,1,300000,2,,2,,2,,2,,2,,2,,2,,,
505378,2,,,,,,,,,,,,,,,,,,,,,,,,,,,200,4,1,1988,,4,1,3,100,1920,2,1,1,100000,2,,2,,2,,2,,2,,2,,,,,
505381,1,1,,1974,1,2,,,,,6,32000,,,,,,,,,,,,,,,,,,,,700,2,3,3,120,1974,2,2,1,350000,1,1,2,,2,,2,,2,,2,,2,,,
505384,1,1,,1996,1,2,,,,,4,,,,,,,,,,,,,,,,,,,,,,3,3,4,100,1970,2,1,2,70000,2,,2,,1,1,2,,2,,2,,2,,,
505385,2,,,,,,,,,,,,,,,,,,,,,,,,,,,250,1,1,1997,,2,3,4,80,1970,2,1,1,80000,2,,2,,2,,2,,2,,2,,,,,
505386,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1929,300,2,3,3,80,1920,2,1,2,200000,2,,2,,2,,2,,2,,2,,,,,
505390,2,,,,,,,,,,,,,,,,,,,,,,,,,,,800,2,1,1993,,3,1,3,95,1967,2,1,1,170000,1,1,2,,2,,2,,2,,2,,2,,,
505391,2,,,,,,,,,,,,,,,,,,,,,,,,,,,700,1,1,1959,,4,1,3,100,1958,2,1,1,250000,1,2,2,,2,,2,,2,,2,,2,,,
505393,2,,,,,,,,,,,,,,,,,,,,,,,,,,,530,6,4,1976,,3,2,4,87,1973,2,1,1,90000,2,,2,,2,,2,,2,,2,,,,,
505396,1,1,,1975,1,2,,,,,2,23000,,,,,,,,,,,,,,,,,,,,1200,2,3,3,166,1975,2,2,1,300000,1,2,2,,1,3,2,,2,,2,,2,,,
505398,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1998,500,3,3,5,100,1930,2,1,1,90000,2,,2,,2,,2,,2,,2,,,,,
505402,2,,,,,,,,,,,,,,,,,,,,,,,,,,,130,6,4,1980,,2,3,5,80,1948,2,1,1,40000,2,,2,,2,,2,,2,,2,,,,,
505405,1,1,,1997,1,2,,,,,1,125000,1,10200,3,,,,,,85000,15,1,0,0,0,1,,,,,700,3,3,4,70,1950,2,1,1,130000,2,,2,,2,,2,,2,,2,,2,,7.5,
505406,2,,,,,,,,,,,,,,,,,,,,,,,,,,,390,1,1,1994,,3,3,3,60,1955,2,1,1,70000,2,,2,,2,,2,,2,,2,,,,,
505407,1,2,33,1991,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,1000,2,3,3,130,1963,2,1,1,150000,1,1,1,1,1,1,2,,2,,2,,1,2500,,
505408,2,,,,,,,,,,,,,,,,,,,,,,,,,,,157,6,4,1971,,3,1,3,90,1965,2,1,1,100000,2,,2,,2,,2,,2,,2,,,,,
505409,1,1,,1994,1,,,,,,1,180000,1,7000,1,1,0,0,0,0,105000,20,1,0,0,0,2,,,,,800,3,1,2,120,1971,1,2,1,200000,1,1,2,,2,,2,,2,,2,,2,,,3
505410,1,1,,1978,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,800,3,3,3,120,1964,1,2,1,200000,2,,2,,2,,2,,2,,2,,2,,,
505414,2,,,,,,,,,,,,,,,,,,,,,,,,,,,200,4,1,1975,,4,3,4,150,1950,2,2,1,150000,2,,2,,2,,2,,2,,2,,,,,
505416,1,1,,1963,1,2,,,,,1,4000,,,,,,,,,,,,,,,,,,,,700,2,1,3,73,1963,2,1,1,100000,2,,2,,2,,2,,2,,2,,2,,,
505417,2,,,,,,,,,,,,,,,,,,,,,,,,,,,200,4,1,1996,,3,3,6,40,1960,2,2,2,60000,2,,2,,2,,2,,2,,2,,,,,
505418,3,1,,1979,1,2,,,,,1,65000,1,3200,2,,,,,,40000,20,1,0,0,0,1,,,,,700,3,3,3,98,1979,2,1,1,140000,2,,2,,2,,2,,2,,2,,,,,
505420,1,1,,1982,1,2,,,,,4,,,,,,,,,,,,,,,,,,,,,700,3,3,4,77,1928,2,1,1,50000,2,,2,,2,,1,1,2,,2,,2,,,
505421,2,,,,,,,,,,,,,,,,,,,,,,,,,,,113,4,1,1979,,3,1,4,90,1877,2,2,2,50000,2,,2,,2,,2,,2,,2,,,,,
505423,2,,,,,,,,,,,,,,,,,,,,,,,,,,,300,4,1,1941,,4,3,5,100,1920,2,1,2,130000,2,,2,,2,,2,,2,,2,,,,,
505424,1,1,,1993,1,2,,,,,2,150000,1,6000,1,0,0,0,1,0,90000,15,1,0,0,0,2,,,,,800,3,1,3,75,1993,2,2,1,250000,2,,2,,2,,2,,2,,2,,2,,,6.8
505425,1,1,,1989,1,,,,,,3,22000,,,,,,,,,,,,,,,,,,,,500,3,1,3,60,1953,2,1,1,100000,2,,2,,2,,2,,2,,2,,2,,,
505430,1,1,,1993,1,,,,,,1,100000,1,7200,1,0,0,0,1,0,50000,15,1,0,0,0,2,,,,,600,3,3,3,80,1965,2,1,1,120000,2,,2,,2,,2,,2,,2,,2,,,7.8
505433,1,1,,1984,2,,,,,,4,,,,,,,,,,,,,,,,,,,,,,3,3,3,95,1962,1,1,1,150000,1,1,1,1,2,,2,,2,,2,,2,,,
