NQUEST,ATTIVP,PARTIME,TUTTANNO,MESILAV,DIMAZ,ORETOT,FERIEDI,FERIENO,PSTRA,ORESTRA,YLM,INTEG,YLNM,NORD
502253,1,1,1,,2,40,1,,1,2,30000,2,0,1
502253,1,1,1,,2,40,2,3,2,,20000,2,0,3
502253,1,1,1,,2,40,2,4,1,2,18000,2,0,4
502259,1,1,1,,2,40,1,,2,,23000,2,0,3
502259,1,1,1,,2,40,1,,2,,23000,2,0,4
502262,1,1,1,,5,30,1,,2,,30000,2,0,3
502277,1,1,1,,1,40,1,,2,,35000,2,0,3
502277,1,1,1,,1,36,2,15,1,1,20000,2,0,4
502281,1,1,1,,6,42,1,,1,2,60000,2,0,1
502281,1,1,1,,6,36,1,,1,0,38000,2,0,2
502281,1,1,1,,6,38,1,,1,2,30000,2,0,3
502284,1,1,1,,3,36,1,,1,0,23000,2,0,1
502284,1,1,2,3,2,46,1,,1,1,12000,2,0,2
502290,1,1,1,,6,40,2,4,2,,50000,2,0,1
502295,1,1,1,,1,40,1,,2,,35000,1,3000,1
502295,1,1,1,,4,30,1,,1,0,28000,2,0,2
502300,1,1,1,,3,45,1,,1,2,30000,2,0,3
502302,1,1,2,6,1,30,1,,2,,12000,2,0,1
502304,1,1,1,,6,37,2,10,1,2,20000,2,0,3
502304,2,2,3,,2,8,1,,2,,5000,2,0,4
502308,2,2,1,,2,30,1,,2,,20000,2,0,1
502308,1,1,1,,4,45,1,,1,3,28000,2,0,4
502344,1,1,1,,4,40,1,,2,,35000,2,0,1
502344,1,1,1,,3,36,1,,2,,35000,2,0,2
502344,2,2,3,,2,10,2,4,2,,10000,2,0,3
502349,1,1,1,,2,40,1,,2,,36000,2,0,1
502349,1,1,1,,7,36,2,3,2,,26000,2,0,2
502353,1,1,1,,3,36,1,,2,,20000,2,0,1
502353,1,1,2,9,6,35,1,,2,,30000,2,0,2
502355,1,1,2,6,5,45,2,20,1,2,15000,2,0,1
502356,1,1,1,,7,37,1,,2,,32000,2,0,1
502357,1,1,1,,2,48,1,,2,,19000,2,0,3
502361,1,1,2,11,6,60,2,10,1,12,27600,2,0,1
502363,1,1,1,,2,54,1,,2,,28000,2,0,1
502364,1,1,1,,1,40,2,7,1,0,25000,2,0,2
502364,1,1,1,,2,40,1,,2,,16000,2,0,3
502368,1,1,1,,7,38,2,7,2,,22000,2,0,1
502369,1,1,2,9,7,18,1,,2,,16000,2,0,3
502375,1,1,1,,1,40,1,,2,,20000,2,0,3
502379,1,1,1,,2,48,1,,1,2,18000,2,0,2
502384,1,1,1,,3,40,1,,2,,22000,2,0,4
502387,1,1,1,,2,40,1,,2,,18000,2,0,2
502390,1,1,1,,7,36,1,,2,,20000,2,0,1
502393,1,1,1,,2,45,2,30,1,5,25000,2,0,2
502396,1,1,1,,5,50,2,80,1,3,40000,2,0,1
502396,1,1,1,,7,16,1,,2,,30000,2,0,2
502398,1,1,2,9,3,70,1,,2,,30000,2,0,2
502398,1,1,1,,2,40,1,,2,,18000,2,0,3
502399,1,1,1,,3,41,2,2,1,1,23000,2,0,2
502400,1,1,1,,7,36,1,,1,1,23000,2,0,1
502400,1,1,1,,7,25,1,,2,,26000,2,0,2
502403,1,1,1,,7,40,1,,1,0,35000,2,0,2
502410,1,1,1,,7,38,2,10,2,,42000,2,0,1
502412,1,1,1,,3,42,2,70,1,3,52000,2,0,1
502415,1,1,1,,4,39,2,10,2,,27000,2,0,1
502415,1,1,1,,5,40,1,,2,,19000,2,0,2
502416,1,1,2,9,3,40,1,,2,,20000,2,0,1
502422,1,1,1,,2,40,1,,2,,35000,2,0,1
502430,1,1,1,,6,40,2,7,1,2,18000,2,0,2
502430,1,1,2,10,2,20,1,,2,,4500,2,0,3
502432,1,1,1,,5,40,1,,1,3,22000,1,,3
502432,1,1,1,,3,38,1,,1,0,20000,2,0,4
502450,1,1,1,,4,36,1,,1,0,24000,2,0,1
502454,1,1,1,,6,45,2,20,1,5,30000,2,0,1
502454,1,1,1,,3,38,2,13,2,,25000,2,0,2
502454,1,1,1,,4,40,1,,2,,13000,2,0,4
502459,1,1,1,,3,40,1,,2,,20000,1,1000,3
502459,1,1,2,4,5,50,1,,2,,8000,2,0,4
502479,1,1,1,,3,40,2,15,2,,65000,1,2500,1
502479,1,1,1,,6,40,1,,1,2,35000,1,2000,2
502502,1,2,1,,6,23,1,,1,16,8000,1,240,3
502509,1,1,1,,5,60,2,22,1,20,48000,2,0,1
502509,1,1,1,,2,40,1,,1,0,25000,2,0,3
502512,1,1,1,,2,53,1,,2,,25000,2,0,1
502530,1,1,1,,3,38,1,,2,,22000,2,0,2
502533,1,1,1,,6,40,1,,1,3,33000,2,0,1
502533,1,1,1,,3,38,1,,1,1,40000,1,2600,2
502537,1,1,1,,4,39,1,,2,,25000,2,0,1
502545,1,2,1,,6,24,1,,2,,17000,2,0,2
502552,1,1,1,,3,40,1,,1,2,22000,2,0,1
502552,1,1,1,,3,40,1,,1,2,19000,2,0,3
502554,1,1,2,7,6,43,1,,1,3,17000,2,0,1
502556,1,1,1,,3,40,1,,2,,20000,2,0,1
502572,1,1,1,,3,40,1,,2,,21000,2,0,2
502589,1,2,1,,5,24,1,,2,,8000,2,0,3
502591,1,1,1,,2,40,1,,2,,50000,1,2200,1
502611,1,1,1,,2,38,2,90,1,5,24000,2,0,1
502664,1,1,1,,7,30,2,6,1,4,25000,2,0,1
502664,1,1,1,,7,35,2,10,1,8,30000,2,0,2
502679,1,1,1,,2,40,1,,2,,15000,2,0,3
502680,1,1,1,,4,40,1,,2,,20000,2,0,1
502680,1,1,1,,6,40,1,,2,,20000,2,0,2
502680,1,1,1,,3,45,1,,2,,25000,2,0,3
502681,1,1,1,,6,45,2,17,2,,60000,2,0,1
502683,1,1,1,,6,48,2,10,2,,42000,2,0,1
502683,1,1,1,,6,40,2,3,2,,27000,2,0,2
502687,1,1,1,,5,50,2,10,2,,70000,2,0,1
502687,1,1,1,,6,36,1,,2,,40000,1,2000,2
502691,1,1,1,,2,50,2,6,2,,50000,2,0,1
502691,1,1,1,,3,40,2,10,1,2,28000,2,0,2
502697,1,1,1,,5,40,1,,2,,30000,2,0,1
502697,1,1,1,,1,42,1,,1,2,28000,2,0,2
502702,1,1,1,,4,40,1,,2,,18000,2,0,3
502704,1,1,1,,6,40,1,,2,,52000,2,0,1
502705,1,1,1,,6,48,2,24,1,10,60000,1,4000,1
502705,1,1,1,,6,40,2,12,2,,60000,2,0,2
502707,1,1,1,,4,40,1,,1,0,24000,2,0,2
502711,1,1,1,,6,40,1,,2,,60000,2,0,1
502711,1,1,1,,7,36,1,,2,,30000,2,0,2
502716,1,1,1,,4,40,1,,2,,70000,1,,1
502716,1,1,1,,7,40,1,,2,,30000,2,0,2
502719,1,1,1,,5,50,2,9,2,,45000,2,0,1
502728,1,1,1,,3,40,2,2,2,,25000,2,0,1
502728,1,1,1,,1,40,1,,2,,12000,2,0,2
502736,1,1,1,,6,50,2,10,2,,65000,1,2200,1
502740,1,1,1,,7,24,1,,2,,23000,2,0,1
502740,1,1,1,,7,24,1,,2,,23000,2,0,2
502742,2,2,2,1,1,30,1,,2,,2000,2,0,3
502745,1,1,1,,5,40,1,,2,,18000,2,0,3
502751,1,1,1,,2,45,1,,1,5,22000,2,0,1
502754,1,1,1,,6,38,2,5,1,8,28000,2,0,1
502754,1,2,1,,5,20,1,,2,,14000,2,0,2
502754,1,1,1,,3,44,1,,1,2,25000,2,0,3
502754,1,2,2,3,5,20,1,,2,,2100,2,0,4
502776,1,1,1,,6,42,1,,1,2,30000,2,0,1
502779,1,1,1,,7,38,1,,2,,29000,2,0,3
502780,1,1,2,3,5,40,1,,1,1,5600,2,0,1
502785,1,2,1,,3,20,1,,2,,12000,2,0,2
502786,1,1,2,5,2,49,1,,1,9,9500,2,0,2
502804,1,1,1,,2,40,2,20,1,0,26400,2,0,2
502808,1,1,1,,5,38,1,,2,,40000,1,30,1
502808,1,1,1,,7,30,1,,2,,20000,2,0,2
502809,1,1,1,,2,40,2,7,2,,22000,2,0,1
502810,1,1,1,,6,54,1,,2,,36000,2,0,2
502823,1,1,1,,6,40,2,12,2,,40000,2,0,1
502824,1,1,1,,3,40,1,,2,,13200,2,0,3
502834,1,1,1,,2,45,1,,1,5,57000,1,1500,1
502834,1,1,1,,4,50,1,,2,,20000,2,0,2
502847,1,1,1,,6,40,2,7,2,,48000,1,2300,3
502847,1,1,1,,2,40,1,,2,,26000,1,2800,4
502853,1,1,1,,7,41,1,,1,2,21000,2,0,3
502853,1,2,1,,6,25,1,,1,2,13000,2,0,4
502854,1,1,1,,6,40,1,,2,,24000,2,0,1
502855,1,1,1,,3,40,2,1,1,0,22000,2,0,1
502855,1,2,1,,6,25,2,10,1,0,23000,2,0,2
502862,1,1,1,,7,36,2,5,2,,26000,2,0,3
502868,1,1,1,,6,48,2,6,2,,32500,2,0,1
502868,1,1,1,,2,48,1,,2,,34000,2,0,2
502874,1,1,1,,6,40,2,7,2,,30000,1,1000,1
502896,1,1,1,,7,35,1,,2,,26000,2,0,1
502903,1,1,1,,1,40,1,,2,,40000,2,0,2
502906,1,1,1,,2,24,1,,2,,22000,2,0,3
502913,1,1,1,,5,44,2,40,2,,39000,2,0,1
502913,1,1,1,,5,50,2,20,1,10,37000,2,0,2
502919,1,1,3,,3,6,1,,2,,20000,2,0,3
502923,1,1,1,,5,40,2,5,1,6,22000,2,0,1
502927,1,1,1,,5,45,1,,2,,60000,1,1750,1
502927,1,1,1,,7,36,1,,2,,20000,1,1000,2
502930,1,1,1,,5,40,2,15,2,,22100,2,0,1
502965,1,1,1,,5,40,1,,1,5,30800,2,0,1
502980,1,1,1,,6,40,1,,2,,60000,1,2000,1
503015,1,1,1,,7,18,1,,2,,22000,2,0,2
503016,1,1,1,,3,40,2,2,1,6,40000,2,0,1
503023,1,1,1,,6,40,1,,2,,30000,2,0,1
503023,1,1,1,,2,40,1,,2,,30000,2,0,2
503024,1,1,1,,6,50,2,10,1,10,17000,1,4000,2
503025,1,1,1,,6,40,2,7,1,4,41000,2,0,1
503025,1,1,1,,1,40,1,,2,,22400,2,0,2
503028,1,1,1,,5,72,1,,1,25,30000,1,2200,1
503029,1,1,1,,5,36,1,,1,0,22100,2,0,3
503031,1,1,1,,5,40,1,,2,,45000,2,0,1
503034,1,1,1,,2,50,1,,1,10,48000,2,0,1
503057,1,2,1,,6,25,1,,2,,20000,2,0,2
503069,1,1,1,,3,50,2,10,2,,40000,2,0,1
503075,1,1,1,,5,40,1,,1,0,26000,1,1000,2
503102,1,1,1,,3,55,2,10,2,,80000,1,2500,1
503130,1,1,1,,1,8,1,,2,,20600,2,0,3
503146,1,1,1,,6,45,1,,2,,28500,2,0,1
503146,1,1,1,,7,35,1,,2,,22000,1,2000,2
503149,1,1,1,,5,45,2,7,1,5,28000,1,,2
503177,1,1,1,,3,46,2,10,1,6,41000,2,0,1
503177,1,1,1,,6,48,2,10,1,8,23000,2,0,3
503178,1,1,1,,7,42,2,10,2,,40000,1,1000,2
503223,1,1,1,,6,8,1,,1,5,12500,2,0,1
503223,1,1,1,,2,8,1,,1,5,19000,2,0,2
503256,1,1,1,,6,40,2,3,2,,80000,1,3500,1
503260,1,1,1,,2,50,2,5,2,,36000,1,,2
503272,1,1,1,,6,40,2,6,2,,60000,1,1800,1
503280,1,1,1,,7,22,1,,1,0,26000,2,0,1
503289,1,1,1,,6,50,2,10,2,,100000,2,0,1
503289,1,1,1,,5,20,1,,2,,37000,2,0,2
503293,1,1,1,,4,40,1,,1,2,32000,1,2500,1
503293,1,1,1,,5,48,1,,2,,70000,1,8200,2
503299,1,1,1,,3,30,1,,1,2,45000,1,900,1
503308,1,1,1,,6,38,2,10,1,2,30000,2,0,1
503308,1,1,1,,2,46,1,,1,8,21000,2,0,2
503313,1,1,1,,1,64,1,,2,,15000,2,0,2
503317,1,1,1,,5,37,2,10,2,,35000,1,250,1
503317,1,2,1,,3,20,2,10,1,0,15000,2,0,2
503317,1,2,2,5,5,20,2,10,2,,6000,2,0,3
503320,1,1,1,,2,23,1,,2,,13000,2,0,2
503342,2,1,1,,5,40,1,,1,8,30000,2,0,1
503365,1,1,1,,5,40,2,15,1,0,35000,1,1980,1
503366,1,1,1,,2,50,1,,1,10,,1,,1
503366,1,1,1,,2,40,1,,1,0,,2,0,2
503376,2,1,1,,5,35,1,,2,,26000,2,0,1
503379,1,1,1,,6,45,2,60,1,5,28000,1,2400,2
503386,1,1,1,,5,40,2,2,2,,22000,2,0,1
503386,1,1,1,,3,40,1,,2,,18200,2,0,3
503417,1,2,2,6,7,40,1,,1,0,21000,1,1800,1
503417,1,2,1,,3,35,1,,1,0,25000,2,0,2
503429,1,1,1,,3,48,1,,1,10,27000,2,0,1
503431,1,1,1,,6,38,2,5,2,,35000,1,2530,3
503435,1,1,1,,6,42,2,3,1,5,60000,1,2000,1
503435,1,1,1,,6,42,2,6,1,5,45000,1,2000,2
503436,1,1,1,,6,40,2,30,1,2,36000,2,0,1
503437,1,1,2,9,6,36,1,,1,0,40000,2,0,2
503437,1,1,1,,6,36,1,,1,0,23000,2,0,3
503441,1,1,1,,1,40,2,20,2,,37000,2,0,2
503441,1,2,3,,2,16,1,,1,4,3000,2,0,4
503443,1,1,1,,3,55,2,20,2,,45000,1,2500,1
503443,1,1,1,,3,40,2,10,1,2,26000,2,0,2
503448,1,1,2,6,3,40,1,,2,,15000,2,0,1
503449,1,1,1,,1,105,1,,1,50,30000,2,0,1
503468,1,1,1,,5,37,2,10,2,,42000,1,4000,1
503481,1,1,1,,7,45,2,7,1,0,22000,2,0,1
503481,1,1,1,,7,55,1,,1,0,35000,2,0,2
503487,1,1,1,,6,50,2,10,2,,46000,2,0,1
503488,1,1,1,,6,40,1,,2,,26000,2,0,3
503490,1,1,1,,7,40,1,,2,,29000,2,0,1
503506,1,1,1,,4,45,1,,2,,108000,2,0,1
503513,1,1,1,,1,45,2,19,2,,28000,2,0,1
503518,1,1,2,4,5,36,1,,2,,8000,2,0,2
503530,1,1,1,,4,40,2,5,2,,26000,2,0,2
503532,1,1,1,,6,50,2,15,2,,34000,1,120,3
503532,1,1,1,,6,40,1,,2,,22000,2,0,4
503532,1,1,2,6,2,40,1,,2,,8000,2,0,5
503535,1,1,1,,5,40,1,,2,,22000,2,0,1
503535,1,2,2,10,7,15,1,,2,,5000,2,0,2
503541,1,1,1,,7,40,1,,2,,40000,2,0,1
503545,1,1,1,,4,40,1,,2,,25000,2,0,1
503551,1,1,1,,3,40,1,,2,,40000,2,0,1
503560,1,1,1,,7,40,1,,2,,22000,2,0,1
503560,1,2,3,,4,20,1,,2,,5000,2,0,2
503561,1,1,1,,5,40,1,,2,,52000,1,500,1
503578,1,1,1,,5,50,2,3,1,3,27000,2,0,1
503578,1,1,1,,7,30,1,,2,,23000,2,0,2
503580,1,1,1,,7,36,1,,2,,26000,2,0,1
503580,1,1,1,,7,36,1,,1,3,27000,2,0,2
503593,1,1,1,,7,36,2,12,2,,39000,2,0,1
503593,1,1,1,,7,28,1,,2,,32000,2,0,2
503610,1,1,1,,7,37,1,,2,,16000,1,1200,3
503618,1,1,2,3,3,40,1,,2,,3800,2,0,3
503624,1,1,1,,4,40,2,15,2,,57000,2,0,1
503626,1,1,2,9,2,45,1,,1,4,19000,2,0,1
503626,1,1,1,,1,40,1,,2,,16500,2,0,3
503626,1,1,1,,2,42,1,,1,4,20500,2,0,4
503629,1,1,1,,6,44,2,10,1,6,45000,2,0,1
503629,1,1,1,,3,24,1,,2,,17000,2,0,2
503633,1,1,1,,6,39,2,15,2,,28000,2,0,1
503633,1,1,1,,2,38,1,,1,5,28000,2,0,2
503637,1,1,1,,3,40,1,,1,4,32000,2,0,1
503639,1,1,1,,6,40,1,,1,10,22000,2,0,1
503639,1,2,2,6,3,10,1,,1,2,3000,2,0,2
503644,1,1,1,,6,39,1,,1,2,27000,2,0,2
503645,1,1,2,3,6,40,1,,2,,6600,2,0,1
503645,1,1,1,,6,38,1,,2,,21000,2,0,4
503647,1,1,2,3,4,36,1,,2,,6000,2,0,1
503671,1,1,1,,3,40,2,2,2,,35000,2,0,1
503671,1,1,1,,2,48,1,,1,8,38000,2,0,2
503674,1,1,1,,7,36,2,20,2,,55000,2,0,1
503674,1,1,1,,7,22,1,,2,,24000,2,0,2
503697,1,1,1,,5,28,1,,2,,30000,2,0,1
503697,1,2,1,,5,30,1,,2,,24000,2,0,2
503698,1,1,1,,5,40,1,,1,1,36000,2,0,1
503698,1,1,1,,4,39,1,,2,,35000,2,0,2
503703,1,1,1,,6,40,2,16,2,,37000,2,0,1
503703,1,1,1,,7,18,1,,1,2,27000,2,0,2
503712,1,1,1,,2,40,2,15,2,,28000,2,0,2
503728,1,1,1,,2,40,2,7,1,2,29000,2,0,1
503728,2,2,3,,7,5,1,,2,,5000,2,0,2
503742,1,1,1,,3,40,2,10,1,1,30000,1,1200,1
503742,1,1,1,,2,40,2,15,2,,34000,1,1200,2
503747,1,2,1,,6,11,1,,2,,4500,2,0,2
503747,1,2,1,,2,20,1,,2,,10000,2,0,3
503755,1,1,1,,2,40,1,,1,1,28000,2,0,2
503755,1,1,1,,4,40,1,,2,,26000,2,0,3
503757,1,1,1,,3,46,1,,1,6,30000,2,0,1
503764,1,1,2,7,7,36,1,,2,,20000,2,0,2
503765,1,1,1,,6,38,1,,2,,42000,2,0,1
503765,1,1,1,,7,28,1,,2,,28000,2,0,2
503772,1,1,2,1,2,42,1,,1,0,1700,2,0,3
503786,1,1,1,,1,40,1,,1,2,20000,2,0,3
503788,1,1,1,,3,40,1,,1,2,22000,2,0,3
503795,1,1,1,,4,45,1,,1,5,26000,2,0,3
503795,1,1,1,,5,40,1,,2,,23000,2,0,4
503798,1,1,1,,4,40,1,,2,,18000,2,0,2
503798,1,1,1,,2,40,1,,1,2,17000,2,0,3
503801,1,1,1,,2,40,1,,2,,30000,2,0,1
503801,1,2,1,,2,20,1,,2,,12000,2,0,2
503807,1,1,1,,5,50,1,,1,10,44000,2,0,1
503814,1,1,1,,4,40,1,,2,,30000,2,0,2
503820,1,1,1,,5,45,1,,1,7,30000,2,0,1
503832,1,1,1,,5,45,2,8,1,5,32000,2,0,1
503832,1,1,2,3,3,42,2,12,1,3,25000,2,0,2
503848,1,1,1,,5,40,1,,2,,28000,1,,2
503850,1,1,1,,7,22,1,,2,,30000,2,0,2
503863,1,1,1,,2,40,1,,2,,20000,2,0,3
503870,1,1,1,,5,40,1,,1,2,30400,2,0,1
503870,1,1,1,,3,40,2,14,1,1,28000,2,0,2
503875,1,1,1,,6,40,1,,1,0,30000,2,0,2
503875,1,1,1,,2,40,1,,2,,13000,2,0,3
503878,1,1,1,,2,49,2,15,1,5,24000,2,0,1
503878,1,1,1,,7,40,1,,2,,24000,2,0,2
503882,1,1,1,,6,55,1,,1,9,45000,1,1600,1
503903,1,1,1,,4,40,1,,2,,40000,2,0,1
503907,1,1,1,,1,40,1,,2,,22000,2,0,1
503907,1,1,1,,2,40,1,,1,0,23000,2,0,2
503908,1,1,1,,1,43,2,8,1,3,26000,2,0,1
503915,1,1,1,,6,40,1,,2,,27000,2,0,2
503915,1,1,1,,3,40,1,,2,,16000,2,0,3
503920,1,1,1,,5,43,1,,2,,23000,2,0,3
503920,1,1,1,,6,40,1,,2,,24000,2,0,4
503922,1,1,1,,3,80,1,,2,,23000,2,0,1
503922,1,1,1,,2,60,1,,2,,24000,2,0,2
503931,1,1,1,,7,36,1,,1,3,34000,1,1200,1
503931,1,1,1,,7,36,1,,1,0,34000,1,1200,2
503937,1,1,1,,7,40,1,,1,6,27000,2,0,1
503939,1,1,1,,7,36,1,,2,,27000,2,0,1
503942,1,1,1,,3,40,2,5,2,,28000,2,0,1
503942,1,1,1,,4,40,1,,2,,24000,2,0,2
503950,1,1,1,,6,40,2,14,2,,24000,2,0,1
503950,1,1,1,,2,35,2,30,2,,15600,2,0,2
503959,1,1,1,,7,40,2,5,2,,28000,2,0,1
503969,1,1,1,,2,40,1,,1,4,28000,2,0,2
503969,1,1,2,9,2,40,1,,1,2,12900,2,0,4
503995,1,1,1,,2,45,1,,1,0,25000,2,0,3
503996,1,1,1,,7,40,2,3,2,,41000,1,3000,1
503996,1,1,1,,5,39,1,,2,,25000,2,0,2
504012,1,1,1,,7,24,1,,2,,26000,2,0,1
504025,1,1,1,,2,48,1,,1,5,40000,2,0,2
504032,1,1,1,,2,36,1,,2,,32000,2,0,1
504032,1,1,1,,2,36,1,,2,,25000,2,0,2
504046,1,1,1,,2,36,1,,1,0,22000,2,0,2
504046,1,1,1,,3,36,1,,1,0,25000,2,0,3
504049,1,1,1,,7,36,2,6,1,3,24000,2,0,1
504049,1,1,1,,7,36,2,5,2,,22000,2,0,2
504062,1,2,1,,1,24,1,,2,,12000,2,0,1
504062,1,1,1,,4,48,2,10,1,1,36000,2,0,2
504063,1,1,1,,5,36,1,,1,1,28000,2,0,1
504063,1,1,1,,2,40,1,,2,,44000,2,0,2
504063,1,1,1,,2,40,1,,2,,20000,2,0,3
504068,1,1,1,,2,40,1,,1,3,19500,2,0,1
504068,1,1,1,,3,40,1,,1,8,16500,2,0,2
504081,1,1,1,,7,30,1,,2,,25000,2,0,1
504083,1,1,3,,1,10,1,,2,,12000,2,0,1
504092,1,2,1,,1,18,2,20,2,,12600,2,0,1
504092,2,2,1,,1,9,1,,2,,6000,2,0,1
504100,1,1,1,,2,40,2,15,2,,28000,2,0,1
504103,1,1,1,,2,40,2,15,2,,25000,2,0,3
504124,1,1,1,,1,49,2,10,1,20,30000,2,0,1
504129,1,1,1,,3,40,1,,2,,24000,2,0,1
504129,1,1,1,,1,40,1,,2,,10000,2,0,2
504129,1,1,1,,1,40,1,,2,,16000,2,0,3
504129,1,1,1,,2,40,1,,2,,16000,2,0,4
504138,1,1,1,,1,36,1,,2,,13000,2,0,3
504140,1,1,1,,1,40,1,,1,2,14000,2,0,2
504146,1,1,1,,2,40,2,5,1,2,20000,2,0,1
504146,1,1,1,,4,36,1,,2,,18000,2,0,2
504149,1,1,1,,2,30,2,5,2,,24000,2,0,1
504157,1,1,1,,5,40,1,,2,,28000,2,0,1
504159,1,1,1,,2,40,2,2,2,,20000,2,0,1
504162,1,1,1,,2,36,1,,1,0,30000,2,0,1
504162,1,1,1,,2,36,1,,2,,25000,2,0,2
504164,1,1,2,7,1,40,1,,2,,9000,2,0,2
504167,1,1,1,,1,60,1,,2,,18000,2,0,1
504168,1,1,1,,7,36,2,2,2,,25000,2,0,2
504173,1,1,1,,2,43,2,10,1,5,50000,1,1800,1
504173,1,2,1,,1,25,2,30,2,,15000,1,2000,2
504174,1,2,2,8,2,12,1,,2,,6000,2,0,1
504174,1,1,2,6,3,48,1,,2,,12000,2,0,2
504175,1,1,1,,7,40,2,10,1,4,42000,2,0,1
504186,1,1,1,,7,36,1,,2,,24000,2,0,1
504186,1,1,1,,7,36,1,,2,,23000,2,0,2
504201,1,1,1,,5,49,1,,1,6,28000,2,0,1
504204,1,1,1,,7,24,1,,2,,24000,2,0,1
504204,1,1,1,,6,60,2,7,2,,60000,1,,2
504209,1,1,1,,7,39,2,4,2,,60000,2,0,1
504209,1,1,1,,7,36,1,,2,,26000,2,0,2
504215,1,1,1,,7,36,1,,2,,24000,2,0,2
504224,1,2,1,,1,20,1,,1,0,14000,2,0,1
504241,1,1,1,,6,36,1,,2,,40000,2,0,1
504246,1,1,1,,4,40,1,,1,2,22000,2,0,1
504246,1,1,1,,4,40,1,,2,,19000,2,0,2
504248,1,1,1,,6,48,1,,1,8,25000,1,2500,1
504249,1,1,1,,2,40,1,,2,,28000,2,0,1
504253,1,1,1,,2,40,1,,2,,40000,2,0,1
504257,1,1,1,,1,40,1,,2,,21000,2,0,3
504260,1,1,1,,4,40,1,,1,2,30000,2,0,1
504264,1,1,1,,7,20,1,,2,,30000,2,0,3
504267,1,1,1,,4,45,1,,2,,30000,2,0,1
504267,1,2,2,2,4,5,1,,2,,500,2,0,2
504271,1,1,1,,7,40,1,,2,,35000,2,0,1
504274,1,1,1,,4,40,1,,2,,22000,2,0,3
504274,1,1,1,,4,40,1,,2,,23000,2,0,4
504274,1,1,1,,4,40,1,,2,,21000,2,0,5
504278,1,2,1,,1,20,1,,2,,12000,2,0,1
504281,1,1,1,,1,40,1,,2,,18000,2,0,1
504284,1,2,1,,1,27,1,,2,,11000,2,0,2
504286,1,1,1,,2,40,2,10,2,,30000,2,0,3
504289,1,1,2,10,1,40,1,,2,,25000,2,0,1
504289,1,1,1,,2,40,1,,2,,18000,2,0,3
504294,1,1,1,,5,36,1,,1,2,30000,2,0,1
504294,1,1,1,,2,45,1,,1,8,30000,2,0,3
504301,1,1,1,,7,38,2,10,2,,26000,2,0,2
504317,1,1,1,,6,40,1,,2,,33000,1,6000,1
504317,1,1,1,,7,37,1,,2,,35000,2,0,2
504322,1,1,1,,2,52,1,,2,,20000,2,0,3
504326,1,1,1,,7,20,1,,2,,24000,2,0,1
504328,1,1,1,,2,40,1,,2,,20000,2,0,2
504331,1,1,1,,7,40,1,,2,,26000,2,0,1
504332,1,1,1,,7,40,1,,2,,28000,2,0,1
504334,1,1,1,,7,35,1,,2,,23000,2,0,1
504338,1,1,1,,2,40,2,10,1,10,30000,2,0,1
504340,1,1,1,,7,32,1,,2,,20000,2,0,3
504342,1,1,1,,7,30,1,,2,,21450,2,0,3
504343,1,1,1,,7,32,1,,2,,18000,2,0,1
504343,1,1,1,,2,40,1,,2,,15000,2,0,2
504343,1,1,1,,2,40,1,,2,,15000,2,0,3
504345,1,1,1,,6,40,1,,2,,50000,2,0,1
504345,1,1,1,,6,48,1,,2,,20000,2,0,2
504346,1,1,1,,2,40,1,,2,,18000,2,0,1
504346,1,1,1,,3,40,1,,2,,18000,2,0,3
504346,1,1,1,,2,40,1,,2,,18000,2,0,4
504348,1,1,1,,2,40,1,,1,0,20000,2,0,1
504348,1,1,1,,7,20,2,5,2,,18000,2,0,2
504348,1,1,1,,2,50,2,20,1,10,25000,2,0,4
504351,1,1,1,,4,40,1,,2,,20000,2,0,1
504353,1,1,1,,7,38,2,10,2,,22000,2,0,1
504353,1,1,1,,7,30,1,,2,,20000,2,0,2
504354,1,1,1,,2,40,1,,1,0,20000,2,0,3
504356,1,1,1,,2,40,1,,1,0,22000,2,0,1
504356,1,2,2,5,2,24,1,,1,0,5000,2,0,2
504357,1,1,1,,2,40,1,,1,0,23000,2,0,3
504358,1,1,1,,2,40,1,,1,0,20000,2,0,3
504359,1,1,1,,5,40,2,15,1,4,30000,2,0,1
504359,1,1,1,,2,40,1,,1,1,18000,2,0,4
504363,1,1,1,,4,40,1,,1,0,17000,2,0,3
504363,1,1,1,,4,40,1,,2,,15000,2,0,4
504373,1,1,1,,6,52,2,15,1,12,37000,2,0,1
504373,1,1,1,,4,52,2,15,1,12,33000,2,0,3
504382,1,1,1,,2,40,1,,1,2,21000,2,0,1
504382,1,2,1,,5,20,1,,1,2,13000,2,0,2
504394,1,1,1,,2,30,1,,2,,28600,2,0,1
504395,1,1,1,,2,36,1,,2,,28000,2,0,1
504415,1,1,1,,3,40,1,,2,,39000,2,0,1
504420,1,1,1,,5,46,1,,1,6,30000,2,0,1
504420,1,1,1,,1,40,1,,1,4,15000,2,0,3
504424,1,1,1,,2,40,1,,2,,15000,2,0,3
504425,1,1,1,,2,8,1,,2,,18000,2,0,3
504427,1,1,1,,7,37,1,,1,7,27000,2,0,1
504428,1,1,1,,2,40,1,,1,1,20000,2,0,2
504428,1,1,2,4,1,40,1,,2,,5000,2,0,3
504429,1,1,1,,5,40,2,2,1,0,33000,2,0,1
504429,1,1,1,,7,20,2,20,2,,34000,2,0,2
504429,1,1,1,,7,40,1,,1,1,27000,2,0,3
