NQUEST,NORD,IREG,NQUESTP,NCOMP,SEX,PARENT,ANASC,STACIV,STUDIO,TIPODIP,TIPOLAU,ANNOENUS,APQUAL,ASNONOC,APSETT,NORDP,MOTENT,ETA,CLETA,AREA5,AREA3,ACOM4C,PESOFL,NPERC,PERC,QUAL,Q,SETT,NASCREG,NASCAREA
508628,1,12,,2,1,1,1934,1,5,2,,,2,,7,,,64,4,3,2,2,0.2940995919,2,1,2,1,4,12,2
508628,2,12,,2,2,2,1933,1,2,,,,8,,7,,,65,4,3,2,2,0.2940995919,2,1,5,2,4,12,2
508631,1,12,,4,1,1,1963,1,3,,,,1,,9,,,35,2,3,2,2,0.3170592389,2,1,1,1,3,12,2
508631,2,12,,4,2,2,1965,1,5,5,,,3,,9,,,33,2,3,2,2,0.3170592389,2,1,2,1,3,12,2
508631,3,12,,4,2,3,1992,2,1,,,,17,,,,,6,1,3,2,2,0.3170592389,2,0,7,3,5,12,2
508631,4,12,,4,2,3,1996,2,1,,,,18,,,,,2,1,3,2,2,0.3170592389,2,0,7,3,5,12,2
508633,1,12,,5,1,1,1938,1,2,,,,15,1,5,,,60,4,3,2,2,0.3284126877,3,1,6,3,5,11,2
508633,2,12,,5,2,2,1940,1,2,,,,13,,,,,58,4,3,2,2,0.3284126877,3,0,7,3,5,11,2
508633,3,12,,5,2,3,1965,2,5,1,,,1,,9,,,33,2,3,2,2,0.3284126877,3,1,1,1,3,12,2
508633,4,12,,5,1,3,1966,2,6,,1,,2,,9,,,32,2,3,2,2,0.3284126877,3,1,2,1,3,12,2
508633,5,12,,5,2,3,1972,2,7,,9,,17,,,,,26,1,3,2,2,0.3284126877,3,0,7,3,5,12,2
508638,1,12,,4,1,1,1952,1,3,,,,1,,2,,,46,3,3,2,2,0.2595619928,2,1,1,1,2,15,3
508638,2,12,,4,2,2,1948,1,2,,,,15,1,9,,,50,3,3,2,2,0.2595619928,2,1,6,3,5,12,2
508638,3,12,,4,1,3,1984,2,3,,,,17,,,,,14,1,3,2,2,0.2595619928,2,0,7,3,5,12,2
508638,4,12,,4,2,3,1991,2,1,,,,17,,,,,7,1,3,2,2,0.2595619928,2,0,7,3,5,12,2
508642,1,12,,4,1,1,1956,1,5,2,,,8,,4,,,42,3,3,2,2,0.3164236207,2,1,5,2,4,12,2
508642,2,12,,4,2,2,1960,1,5,2,,,2,,2,,,38,2,3,2,2,0.3164236207,2,1,2,1,2,13,3
508642,3,12,,4,1,3,1992,2,1,,,,17,,,,,6,1,3,2,2,0.3164236207,2,0,7,3,5,12,2
508642,4,12,,4,2,3,1995,2,1,,,,18,,,,,3,1,3,2,2,0.3164236207,2,0,7,3,5,12,2
508643,1,12,,4,1,1,1950,1,3,,,,10,,4,,,48,3,3,2,2,0.2601191472,2,1,4,2,4,12,2
508643,2,12,,4,2,2,1953,1,7,,9,,3,,9,,,45,3,3,2,2,0.2601191472,2,1,2,1,3,19,3
508643,3,12,,4,2,3,1985,2,3,,,,17,,,,,13,1,3,2,2,0.2601191472,2,0,7,3,5,12,2
508643,4,12,,4,2,3,1988,2,2,,,,17,,,,,10,1,3,2,2,0.2601191472,2,0,7,3,5,12,2
508645,1,12,,2,1,1,1956,1,7,,8,,9,,4,,,42,3,3,2,2,0.3155412796,2,1,5,2,4,12,2
508645,2,12,,2,2,2,1952,1,5,5,,,9,,4,,,46,3,3,2,2,0.3155412796,2,1,5,2,4,12,2
508646,1,12,,1,1,1,1958,2,5,2,,,8,,9,,,40,2,3,2,2,0.3802922619,1,1,5,2,3,13,3
508653,1,12,,3,1,1,1936,1,3,,,,2,,2,,,62,4,3,2,2,0.296065597,3,1,2,1,2,12,2
508653,2,12,,3,2,2,1945,1,3,,,,12,,,,,53,4,3,2,2,0.296065597,3,1,7,3,5,12,2
508653,3,12,,3,2,3,1973,2,6,,10,,8,,7,,,25,1,3,2,2,0.296065597,3,1,5,2,4,12,2
508657,1,12,,2,1,1,1927,1,5,3,,,15,8,2,,,71,5,3,2,2,0.2939428718,2,1,6,3,5,9,2
508657,2,12,,2,2,2,1940,1,5,5,,,15,3,9,,,58,4,3,2,2,0.2939428718,2,1,6,3,5,12,2
508658,1,12,,3,1,1,1934,1,7,,9,,3,,9,,,64,4,3,2,2,0.296065597,1,1,2,1,3,8,1
508658,2,12,,3,2,2,1947,1,3,,,,13,,,,,51,4,3,2,2,0.296065597,1,0,7,3,5,12,2
508658,3,12,,3,2,3,1969,2,7,,9,,11,,,,,29,1,3,2,2,0.296065597,1,0,7,3,5,12,2
508659,1,12,,4,1,1,1969,1,3,,,,8,,5,,,29,1,3,2,2,0.3164236207,1,1,5,2,4,12,2
508659,2,12,,4,2,2,1972,1,5,2,,,13,,,,,26,1,3,2,2,0.3164236207,1,0,7,3,5,12,2
508659,3,12,,4,1,3,1995,2,1,,,,18,,,,,3,1,3,2,2,0.3164236207,1,0,7,3,5,12,2
508659,4,12,,4,2,3,1998,2,1,,,,18,,,,,0,1,3,2,2,0.3164236207,1,0,7,3,5,12,2
508661,1,12,,3,1,1,1954,1,5,3,,,12,2,1,,,44,3,3,2,2,0.3366837906,2,1,7,3,5,12,2
508661,2,12,,3,2,2,1955,1,5,3,,,1,,2,,,43,3,3,2,2,0.3366837906,2,1,1,1,2,12,2
508661,3,12,,3,1,3,1984,2,3,,,,17,,,,,14,1,3,2,2,0.3366837906,2,0,7,3,5,12,2
508674,1,12,,3,1,1,1937,1,6,,10,,15,3,9,,,61,4,3,2,2,0.2951594153,2,1,6,3,5,12,2
508674,2,12,,3,2,2,1941,1,6,,10,,3,,9,,,57,4,3,2,2,0.2951594153,2,1,2,1,3,12,2
508674,3,12,,3,1,3,1972,2,5,3,,,17,,,,,26,1,3,2,2,0.2951594153,2,0,7,3,5,12,2
508678,1,12,,4,1,1,1947,1,2,,,,1,,2,,,51,4,3,2,2,0.2595619928,2,1,1,1,2,12,2
508678,2,12,,4,2,2,1952,1,3,,,,13,,,,,46,3,3,2,2,0.2595619928,2,0,7,3,5,13,3
508678,3,12,,4,1,3,1974,2,4,,,,8,,4,,,24,1,3,2,2,0.2595619928,2,1,5,2,4,12,2
508678,4,12,,4,2,3,1983,2,3,,,,17,,,,,15,1,3,2,2,0.2595619928,2,0,7,3,5,12,2
508679,1,12,,4,1,1,1952,1,3,,,,1,,2,,,46,3,3,2,2,0.2863707498,2,1,1,1,2,12,2
508679,2,12,,4,2,2,1957,2,2,,,,1,,2,,,41,3,3,2,2,0.2863707498,2,1,1,1,2,9,2
508679,3,12,,4,1,3,1976,2,5,2,,,19,,,,,22,1,3,2,2,0.2863707498,2,0,7,3,5,9,2
508679,4,12,,4,1,3,1986,2,2,,,,17,,,,,12,1,3,2,2,0.2863707498,2,0,7,3,5,12,2
508685,1,12,,1,2,1,1920,4,1,,,,15,1,2,,,78,5,3,2,2,0.3335146917,1,1,6,3,5,12,2
508687,1,12,,2,1,1,1927,1,2,,,,15,1,2,,,71,5,3,2,2,0.3321111161,2,1,6,3,5,12,2
508687,2,12,,2,2,2,1926,1,1,,,,16,,,,,72,5,3,2,2,0.3321111161,2,1,6,3,5,11,2
508691,1,12,,4,1,1,1938,1,3,,,,1,,5,,,60,4,3,2,2,0.2864381583,2,1,1,1,4,14,3
508691,2,12,,4,2,2,1945,1,3,,,,13,,,,,53,4,3,2,2,0.2864381583,2,0,7,3,5,12,2
508691,3,12,,4,1,3,1970,2,5,1,,,11,,,,,28,1,3,2,2,0.2864381583,2,0,7,3,5,12,2
508691,4,12,,4,2,3,1974,2,5,1,,,11,,,,,24,1,3,2,2,0.2864381583,2,1,7,3,5,12,2
508696,1,12,,2,1,1,1930,1,1,,,,15,1,2,,,68,5,3,2,2,0.3321111161,1,1,6,3,5,12,2
508696,2,12,,2,2,2,1929,1,2,,,,13,,,,,69,5,3,2,2,0.3321111161,1,0,7,3,5,12,2
508729,1,12,,1,2,1,1947,2,7,,9,,5,,9,,,51,4,3,2,2,0.9705866987,1,1,3,1,3,19,3
508731,1,12,,4,1,1,1936,1,3,,,,1,,9,,,62,4,3,2,2,1.1828718288,3,1,1,1,3,12,2
508731,2,12,,4,2,2,1946,1,3,,,,13,,,,,52,4,3,2,2,1.1828718288,3,0,7,3,5,11,2
508731,3,12,,4,2,3,1968,2,3,,,,2,,7,,,30,1,3,2,2,1.1828718288,3,1,2,1,4,,
508731,4,12,,4,2,3,1971,2,3,,,,1,,4,,,27,1,3,2,2,1.1828718288,3,1,1,1,4,12,2
508737,1,12,,1,2,1,1912,4,1,,,,15,8,4,,,86,5,3,2,2,1.2470992566,1,1,6,3,5,12,2
508791,1,12,,1,1,1,1937,4,7,,10,,15,2,9,,,61,4,3,2,2,0.5754040758,1,1,6,3,5,19,3
508794,1,12,,3,1,1,1946,1,3,,,,1,,2,,,52,4,3,2,2,0.6632876871,1,1,1,1,2,12,2
508794,2,12,,3,2,2,1956,1,3,,,,13,,,,,42,3,3,2,2,0.6632876871,1,0,7,3,5,12,2
508794,3,12,,3,2,3,1980,2,5,2,,,11,,,,,18,1,3,2,2,0.6632876871,1,0,7,3,5,12,2
508800,1,12,,2,1,1,1965,1,3,,,,2,,9,,,33,2,3,2,2,0.8537799278,1,1,2,1,3,15,3
508800,2,12,,2,2,2,1970,1,3,,,,13,,,,,28,1,3,2,2,0.8537799278,1,0,7,3,5,18,3
508803,1,12,,1,1,1,1963,3,3,,,,1,,5,,,35,2,3,2,2,0.8501779125,1,1,1,1,4,12,2
508806,1,12,,3,1,1,1975,1,3,,,,8,,4,,,23,1,3,2,2,0.5815512006,1,1,5,2,4,12,2
508806,2,12,,3,2,2,1977,1,3,,,,13,,,,,21,1,3,2,2,0.5815512006,1,0,7,3,5,12,2
508806,3,12,,3,1,3,1995,2,1,,,,18,,,,,3,1,3,2,2,0.5815512006,1,0,7,3,5,12,2
508809,1,12,,3,1,1,1968,1,3,,,,1,,1,,,30,1,3,2,2,0.7546726999,1,1,1,1,1,12,2
508809,2,12,,3,2,2,1967,1,5,2,,,13,,,,,31,2,3,2,2,0.7546726999,1,0,7,3,5,7,1
508809,3,12,,3,2,3,1997,2,1,,,,18,,,,,1,1,3,2,2,0.7546726999,1,0,7,3,5,12,2
508815,1,12,,1,2,1,1924,4,2,,,,16,,,,,74,5,3,2,2,0.7456024031,1,1,6,3,5,19,3
508821,1,12,,4,1,1,1948,1,5,2,,,4,,4,,,50,3,3,2,2,0.5802744239,3,1,3,1,4,12,2
508821,2,12,,4,2,2,1952,1,3,,,,13,,,,,46,3,3,2,2,0.5802744239,3,0,7,3,5,12,2
508821,3,12,,4,2,3,1976,2,5,3,,,2,,5,,,22,1,3,2,2,0.5802744239,3,1,2,1,4,12,2
508821,4,12,,4,1,3,1982,2,3,,,,16,,,,,16,1,3,2,2,0.5802744239,3,1,6,3,5,12,2
508823,1,12,,4,1,1,1940,1,1,,,,1,,5,,,58,4,3,2,2,0.705615284,1,1,1,1,4,18,3
508823,2,12,,4,2,2,1941,1,1,,,,13,,,,,57,4,3,2,2,0.705615284,1,0,7,3,5,18,3
508823,3,12,,4,1,3,1965,1,3,,,,12,1,2,,,33,2,3,2,2,0.705615284,1,0,7,3,5,18,3
508823,4,12,,4,2,6,1961,1,3,,,,13,,,,,37,2,3,2,2,0.705615284,1,0,7,3,5,12,2
508825,1,12,,3,1,1,1936,1,2,,,,15,1,2,,,62,4,3,2,2,0.7172644101,1,1,6,3,5,12,2
508825,2,12,,3,2,2,1933,1,2,,,,13,,,,,65,4,3,2,2,0.7172644101,1,0,7,3,5,18,3
508825,3,12,,3,1,3,1973,2,5,3,,,17,,,,,25,1,3,2,2,0.7172644101,1,0,7,3,5,12,2
508832,1,12,,3,1,1,1937,1,3,,,,15,1,2,,,61,4,3,2,2,0.391605833,1,1,6,3,5,12,2
508832,2,12,,3,2,2,1943,1,3,,,,13,,,,,55,4,3,2,2,0.391605833,1,0,7,3,5,12,2
508832,3,12,,3,1,3,1978,2,5,2,,,12,2,2,,,20,1,3,2,2,0.391605833,1,0,7,3,5,12,2
508833,1,12,,1,1,1,1957,3,7,,6,,4,,9,,,41,3,3,2,2,0.5753465064,1,1,3,1,3,11,2
508834,1,12,,2,1,1,1925,1,2,,,,15,1,2,,,73,5,3,2,2,0.5024529541,2,1,6,3,5,11,2
508834,2,12,,2,2,2,1926,1,2,,,,16,,,,,72,5,3,2,2,0.5024529541,2,1,6,3,5,11,2
508835,1,12,,3,1,1,1939,1,3,,,,15,2,2,,,59,4,3,2,2,0.3927338803,2,1,6,3,5,15,3
508835,2,12,,3,2,2,1942,1,2,,,,15,2,2,,,56,4,3,2,2,0.3927338803,2,1,6,3,5,15,3
508835,3,12,,3,2,3,1975,2,5,1,,,12,2,2,,,23,1,3,2,2,0.3927338803,2,0,7,3,5,12,2
508839,1,12,,4,1,1,1946,1,5,2,,,8,,6,,,52,4,3,2,2,0.4350530034,2,1,5,2,4,12,2
508839,2,12,,4,2,2,1954,1,5,5,,,3,,9,,,44,3,3,2,2,0.4350530034,2,1,2,1,3,12,2
508839,3,12,,4,2,3,1981,2,3,,,,17,,,,,17,1,3,2,2,0.4350530034,2,0,7,3,5,12,2
508839,4,12,,4,2,3,1986,2,2,,,,17,,,,,12,1,3,2,2,0.4350530034,2,0,7,3,5,12,2
508846,1,12,,4,1,1,1946,1,3,,,,2,,5,,,52,4,3,2,2,0.4324483982,2,1,2,1,4,15,3
508846,2,12,,4,2,2,1946,1,5,1,,,2,,5,,,52,4,3,2,2,0.4324483982,2,1,2,1,4,5,1
508846,3,12,,4,1,3,1971,2,5,2,,,12,2,2,,,27,1,3,2,2,0.4324483982,2,0,7,3,5,5,1
508846,4,12,,4,1,3,1974,2,5,2,,,12,2,2,,,24,1,3,2,2,0.4324483982,2,0,7,3,5,5,1
508852,1,12,,4,1,1,1962,1,3,,,,2,,9,,,36,2,3,2,2,0.4796808763,2,1,2,1,3,14,3
508852,2,12,,4,2,2,1968,1,5,5,,,2,,9,,,30,1,3,2,2,0.4796808763,2,1,2,1,3,14,3
508852,3,12,,4,2,3,1992,2,1,,,,18,,,,,6,1,3,2,2,0.4796808763,2,0,7,3,5,12,2
508852,4,12,,4,2,3,1998,2,1,,,,18,,,,,0,1,3,2,2,0.4796808763,2,0,7,3,5,12,2
508859,1,12,,3,1,1,1956,1,3,,,,1,,2,,,42,3,3,2,2,0.5093709815,2,1,1,1,2,11,2
508859,2,12,,3,2,2,1958,1,3,,,,1,,2,,,40,2,3,2,2,0.5093709815,2,1,1,1,2,12,2
508859,3,12,,3,1,3,1983,2,3,,,,17,,,,,15,1,3,2,2,0.5093709815,2,0,7,3,5,12,2
508861,1,12,,4,1,1,1950,1,3,,,,1,,2,,,48,3,3,2,2,0.3926929384,2,1,1,1,2,12,2
508861,2,12,,4,2,2,1952,1,3,,,,1,,2,,,46,3,3,2,2,0.3926929384,2,1,1,1,2,12,2
508861,3,12,,4,1,3,1977,2,5,3,,,17,,,,,21,1,3,2,2,0.3926929384,2,0,7,3,5,12,2
508861,4,12,,4,2,3,1982,2,3,,,,17,,,,,16,1,3,2,2,0.3926929384,2,0,7,3,5,12,2
508866,1,12,,3,1,1,1960,1,5,2,,,7,,4,,,38,2,3,2,1,1.9134261401,1,1,4,2,4,12,2
508866,2,12,,3,2,2,1964,1,5,2,,,13,,,,,34,2,3,2,1,1.9134261401,1,0,7,3,5,12,2
508866,3,12,,3,1,3,1990,2,1,,,,17,,,,,8,1,3,2,1,1.9134261401,1,0,7,3,5,12,2
508867,1,12,,3,1,1,1938,1,3,,,,2,,9,,,60,4,3,2,1,1.4710473597,1,1,2,1,3,12,2
508867,2,12,,3,2,2,1940,1,2,,,,13,,,,,58,4,3,2,1,1.4710473597,1,0,7,3,5,12,2
508867,3,12,,3,1,3,1974,2,5,2,,,11,,,,,24,1,3,2,1,1.4710473597,1,0,7,3,5,12,2
508869,1,12,,4,1,1,1930,1,3,,,,8,,4,,,68,5,3,2,1,1.7298183736,2,1,5,2,4,12,2
508869,2,12,,4,2,2,1935,1,3,,,,13,,,,,63,4,3,2,1,1.7298183736,2,0,7,3,5,12,2
508869,3,12,,4,1,3,1982,2,3,,,,17,,,,,16,1,3,2,1,1.7298183736,2,0,7,3,5,12,2
508869,4,12,,4,1,3,1971,2,7,,8,,2,,9,,,27,1,3,2,1,1.7298183736,2,1,2,1,3,12,2
508870,1,12,,3,1,1,1952,1,5,2,,,2,,9,,,46,3,3,2,1,1.6861612353,1,1,2,1,3,12,2
508870,2,12,,3,2,2,1959,1,3,,,,13,,,,,39,2,3,2,1,1.6861612353,1,0,7,3,5,12,2
508870,3,12,,3,2,3,1988,2,1,,,,17,,,,,10,1,3,2,1,1.6861612353,1,0,7,3,5,12,2
508871,1,12,,3,1,1,1967,1,5,1,,,2,,8,,,31,2,3,2,1,1.9184735021,1,1,2,1,4,15,3
508871,2,12,,3,2,2,1971,1,5,1,,,13,,,,,27,1,3,2,1,1.9184735021,1,0,7,3,5,12,2
508871,3,12,,3,2,3,1995,2,1,,,,18,,,,,3,1,3,2,1,1.9184735021,1,0,7,3,5,12,2
508872,1,12,,2,1,1,1969,1,7,,8,,2,,9,,,29,1,3,2,1,2.1704166168,2,1,2,1,3,12,2
508872,2,12,,2,2,2,1972,1,5,1,,,2,,4,,,26,1,3,2,1,2.1704166168,2,1,2,1,4,12,2
508873,1,12,,1,1,1,1923,4,3,,,,15,,,,,75,5,3,2,2,2.85014043,1,1,6,3,5,12,2
508874,1,12,,3,1,1,1943,1,5,2,,,12,7,4,,,55,4,3,2,1,1.6774366826,2,1,7,3,5,15,3
508874,2,12,,3,2,2,1938,1,3,,,,15,1,4,,,60,4,3,2,1,1.6774366826,2,1,6,3,5,16,3
508874,3,12,,3,1,3,1972,2,5,2,,,17,,,,,26,1,3,2,1,1.6774366826,2,0,7,3,5,12,2
508876,1,12,,3,1,1,1949,1,3,,,,8,,8,,,49,3,3,2,1,1.6815318416,1,1,5,2,4,15,3
508876,2,12,,3,2,2,1954,1,3,,,,13,,,,,44,3,3,2,1,1.6815318416,1,0,7,3,5,12,2
508876,3,12,,3,1,3,1975,2,5,2,,,17,,,,,23,1,3,2,1,1.6815318416,1,0,7,3,5,12,2
508877,1,12,,2,1,1,1924,1,2,,,,15,1,1,,,74,5,3,2,1,1.8874389225,1,1,6,3,5,12,2
508877,2,12,,2,2,2,1929,1,1,,,,13,,,,,69,5,3,2,1,1.8874389225,1,0,7,3,5,12,2
508878,1,12,,4,1,1,1954,3,3,,,,10,,4,,,44,3,3,2,1,1.6261220518,1,1,4,2,4,12,2
508878,2,12,,4,1,3,1975,2,3,,,,17,,,,,23,1,3,2,1,1.6261220518,1,0,7,3,5,12,2
508878,3,12,,4,1,3,1979,2,3,,,,17,,,,,19,1,3,2,1,1.6261220518,1,0,7,3,5,12,2
508878,4,12,,4,1,3,1986,2,3,,,,17,,,,,12,1,3,2,1,1.6261220518,1,0,7,3,5,12,2
508879,1,12,,3,1,1,1950,1,5,2,,,6,,3,,,48,3,3,2,1,1.4752848119,1,1,4,2,2,12,2
508879,2,12,,3,2,2,1953,1,3,,,,13,,,,,45,3,3,2,1,1.4752848119,1,0,7,3,5,12,2
508879,3,12,,3,2,3,1979,2,5,2,,,17,,,,,19,1,3,2,1,1.4752848119,1,0,7,3,5,12,2
508880,1,12,,1,2,1,1930,4,2,,,,15,1,2,,,68,5,3,2,1,1.8954156598,1,1,6,3,5,12,2
508881,1,12,,4,1,1,1942,1,5,2,,,2,,9,,,56,4,3,2,1,1.4751310157,1,1,2,1,3,12,2
508881,2,12,,4,2,2,1949,1,3,,,,13,,,,,49,3,3,2,1,1.4751310157,1,0,7,3,5,12,2
508881,3,12,,4,1,3,1974,2,5,3,,,17,,,,,24,1,3,2,1,1.4751310157,1,0,7,3,5,12,2
508881,4,12,,4,2,3,1977,2,5,3,,,17,,,,,21,1,3,2,1,1.4751310157,1,0,7,3,5,12,2
508883,1,12,,2,1,1,1937,1,1,,,,15,1,3,,,61,4,3,2,0,1.6064729085,2,1,6,3,5,12,2
508883,2,12,,2,2,2,1946,1,1,,,,13,,,,,52,4,3,2,0,1.6064729085,2,1,7,3,5,12,2
508890,1,12,,2,1,1,1938,1,2,,,,15,8,1,,,60,4,3,2,0,1.6064729085,2,1,6,3,5,12,2
508890,2,12,,2,2,2,1944,1,2,,,,13,,,,,54,4,3,2,0,1.6064729085,2,1,7,3,5,12,2
508892,1,12,,4,1,1,1965,1,3,,,,12,,,,,33,2,3,2,0,1.970593708,2,1,7,3,5,12,2
508892,2,12,,4,2,2,1969,1,3,,,,1,,8,,,29,1,3,2,0,1.970593708,2,1,1,1,4,12,2
508892,3,12,,4,2,3,1990,2,1,,,,17,,,,,8,1,3,2,0,1.970593708,2,0,7,3,5,12,2
508892,4,12,,4,2,3,1993,2,1,,,,18,,,,,5,1,3,2,0,1.970593708,2,0,7,3,5,12,2
508899,1,12,,2,1,1,1927,1,2,,,,15,2,9,,,71,5,3,2,0,2.0641444733,2,1,6,3,5,12,2
508899,2,12,,2,2,2,1931,1,1,,,,16,,,,,67,5,3,2,0,2.0641444733,2,1,6,3,5,12,2
508905,1,12,,2,1,1,1955,2,3,,,,8,,1,,,43,3,3,2,0,2.2051378733,2,1,5,2,1,12,2
508905,2,12,,2,1,4,1923,1,2,,,,15,5,1,,,75,5,3,2,0,2.2051378733,2,1,6,3,5,12,2
508906,1,12,,2,1,1,1963,1,4,,,,12,1,2,,,35,2,3,2,0,2.3736150668,2,1,7,3,5,12,2
508906,2,12,,2,2,2,1966,1,2,,,,13,,,,,32,2,3,2,0,2.3736150668,2,1,7,3,5,12,2
508908,1,12,,3,1,1,1928,1,2,,,,16,,,,,70,5,3,2,0,1.9933922005,1,1,6,3,5,12,2
508908,2,12,,3,2,2,1934,1,1,,,,13,,,,,64,4,3,2,0,1.9933922005,1,0,7,3,5,12,2
508908,3,12,,3,1,3,1972,2,3,,,,11,,,,,26,1,3,2,0,1.9933922005,1,0,7,3,5,12,2
508909,1,12,,3,1,1,1923,1,2,,,,15,1,1,,,75,5,3,2,0,2.1664643729,3,1,6,3,5,12,2
508909,2,12,,3,2,2,1929,1,2,,,,15,5,1,,,69,5,3,2,0,2.1664643729,3,1,6,3,5,12,2
508909,3,12,,3,2,3,1963,2,5,1,,,12,2,9,,,35,2,3,2,0,2.1664643729,3,1,7,3,5,12,2
508912,1,12,,3,1,1,1935,1,1,,,,16,,,,,63,4,3,2,0,1.8344814321,2,1,6,3,5,12,2
508912,2,12,,3,2,2,1942,1,2,,,,13,,,,,56,4,3,2,0,1.8344814321,2,0,7,3,5,12,2
508912,3,12,,3,1,3,1970,2,3,,,,1,,5,,,28,1,3,2,0,1.8344814321,2,1,1,1,4,12,2
508915,1,12,,4,1,1,1948,1,2,,,,1,,2,,,50,3,3,2,0,1.61669837,2,1,1,1,2,12,2
508915,2,12,,4,2,2,1949,1,2,,,,13,,,,,49,3,3,2,0,1.61669837,2,1,7,3,5,12,2
508915,3,12,,4,2,3,1982,2,3,,,,17,,,,,16,1,3,2,0,1.61669837,2,0,7,3,5,12,2
508915,4,12,,4,2,3,1984,2,3,,,,17,,,,,14,1,3,2,0,1.61669837,2,0,7,3,5,12,2
508918,1,12,,2,1,1,1926,1,1,,,,16,,,,,72,5,3,2,0,2.0641444733,2,1,6,3,5,13,3
508918,2,12,,2,2,2,1933,1,1,,,,16,,,,,65,4,3,2,0,2.0641444733,2,1,6,3,5,13,3
508919,1,12,,2,1,1,1929,1,2,,,,15,1,3,,,69,5,3,2,0,1.8269203432,2,1,6,3,5,12,2
508919,2,12,,2,2,2,1936,1,2,,,,16,,,,,62,4,3,2,0,1.8269203432,2,1,6,3,5,12,2
508922,1,12,,4,1,1,1959,1,3,,,,4,,9,,,39,2,3,2,0,1.970593708,1,1,3,1,3,12,2
508922,2,12,,4,2,2,1964,1,3,,,,13,,,,,34,2,3,2,0,1.970593708,1,0,7,3,5,12,2
508922,3,12,,4,2,3,1986,2,2,,,,17,,,,,12,1,3,2,0,1.970593708,1,0,7,3,5,12,2
508922,4,12,,4,2,3,1989,2,1,,,,17,,,,,9,1,3,2,0,1.970593708,1,0,7,3,5,12,2
508923,1,12,,4,1,1,1935,1,3,,,,9,,4,,,63,4,3,2,0,1.7843853625,3,1,5,2,4,12,2
508923,2,12,,4,2,2,1943,1,2,,,,9,,4,,,55,4,3,2,0,1.7843853625,3,1,5,2,4,12,2
508923,3,12,,4,2,3,1973,2,3,,,,9,,4,,,25,1,3,2,0,1.7843853625,3,1,5,2,4,,
508923,4,12,,4,2,3,1981,2,3,,,,17,,,,,17,1,3,2,0,1.7843853625,3,0,7,3,5,12,2
508924,1,12,,3,1,1,1968,1,3,,,,1,,2,,,30,1,3,2,0,2.098084568,1,1,1,1,2,12,2
508924,2,12,,3,2,2,1973,1,3,,,,13,,,,,25,1,3,2,0,2.098084568,1,0,7,3,5,12,2
508924,3,12,,3,2,3,1998,2,1,,,,18,,,,,0,1,3,2,0,2.098084568,1,0,7,3,5,12,2
508926,1,12,,3,1,1,1913,1,2,,,,16,,,,,85,5,3,2,0,1.9020767246,3,1,6,3,5,12,2
508926,2,12,,3,2,2,1926,1,2,,,,16,,,,,72,5,3,2,0,1.9020767246,3,1,6,3,5,12,2
508926,3,12,,3,1,3,1949,2,2,,,,16,,,,,49,3,3,2,0,1.9020767246,3,1,6,3,5,12,2
508928,1,12,,1,2,1,1932,4,2,,,,15,1,4,,,66,5,3,2,0,2.0728680075,1,1,6,3,5,12,2
508929,1,12,,4,1,1,1957,1,5,3,,,9,,4,,,41,3,3,2,0,1.9626959947,2,1,5,2,4,12,2
508929,2,12,,4,2,2,1962,1,5,2,,,9,,4,,,36,2,3,2,0,1.9626959947,2,1,5,2,4,12,2
508929,3,12,,4,1,3,1984,2,3,,,,17,,,,,14,1,3,2,0,1.9626959947,2,0,7,3,5,12,2
508929,4,12,,4,1,3,1990,2,1,,,,17,,,,,8,1,3,2,0,1.9626959947,2,0,7,3,5,12,2
508932,1,12,,4,1,1,1952,1,3,,,,15,2,9,,,46,3,3,2,2,0.2802072334,2,1,6,3,5,20,3
508932,2,12,,4,2,2,1954,1,3,,,,13,,,,,44,3,3,2,2,0.2802072334,2,0,7,3,5,15,3
508932,3,12,,4,1,3,1982,2,3,,,,17,,,,,16,1,3,2,2,0.2802072334,2,0,7,3,5,12,2
508932,4,12,,4,1,3,1986,2,2,,,,17,,,,,12,1,3,2,2,0.2802072334,2,1,7,3,5,12,2
508934,1,12,,4,1,1,1951,1,5,2,,,4,,6,,,47,3,3,2,2,0.280789364,2,1,3,1,4,12,2
508934,2,12,,4,2,2,1957,1,7,,1,,3,,9,,,41,3,3,2,2,0.280789364,2,1,2,1,3,12,2
508934,3,12,,4,1,3,1985,2,2,,,,17,,,,,13,1,3,2,2,0.280789364,2,0,7,3,5,12,2
508934,4,12,,4,2,3,1987,2,2,,,,17,,,,,11,1,3,2,2,0.280789364,2,0,7,3,5,12,2
508937,1,12,,3,1,1,1966,1,2,,,,8,,5,,,32,2,3,2,2,0.3294373939,1,1,5,2,4,12,2
508937,2,12,,3,2,2,1971,1,3,,,,13,,,,,27,1,3,2,2,0.3294373939,1,0,7,3,5,12,2
508937,3,12,,3,1,3,1998,2,1,,,,18,,,,,0,1,3,2,2,0.3294373939,1,0,7,3,5,12,2
508938,1,12,,4,1,1,1957,1,5,2,,,6,,6,,,41,3,3,2,2,0.308991863,2,1,4,2,4,12,2
508938,2,12,,4,2,2,1962,1,5,2,,,2,,9,,,36,2,3,2,2,0.308991863,2,1,2,1,3,12,2
508938,3,12,,4,1,3,1985,2,2,,,,17,,,,,13,1,3,2,2,0.308991863,2,0,7,3,5,12,2
