NQUEST,NORD,IREG,NQUESTP,NCOMP,SEX,PARENT,ANASC,STACIV,STUDIO,TIPODIP,TIPOLAU,ANNOENUS,APQUAL,ASNONOC,APSETT,NORDP,MOTENT,ETA,CLETA,AREA5,AREA3,ACOM4C,PESOFL,NPERC,PERC,QUAL,Q,SETT,NASCREG,NASCAREA
8754,2,19,,5,2,2,1959,1,2,,,,13,,,2,,39,2,5,3,3,0.6126043673,1,0,7,3,5,19,3
8754,3,19,,5,2,3,1984,2,3,,,,17,,,3,,14,1,5,3,3,0.6126043673,1,0,7,3,5,19,3
8754,4,19,,5,2,3,1986,2,2,,,,17,,,4,,12,1,5,3,3,0.6126043673,1,0,7,3,5,19,3
8754,5,19,,5,1,3,1990,2,1,,,,17,,,5,,8,1,5,3,3,0.6126043673,1,0,7,3,5,19,3
8868,1,1,,4,2,1,1953,1,5,5,,,2,,9,2,,45,3,1,1,2,0.2767779531,3,1,2,1,3,1,1
8868,2,1,,4,1,2,1950,1,5,2,,,5,,2,1,,48,3,1,1,2,0.2767779531,3,1,3,1,2,1,1
8868,3,1,,4,1,3,1979,2,3,,,,11,,,3,,19,1,1,1,2,0.2767779531,3,1,7,3,5,1,1
8868,4,1,,4,2,3,1981,2,3,,,,17,,,4,,17,1,1,1,2,0.2767779531,3,0,7,3,5,1,1
8915,1,14,,4,1,1,1925,1,7,,3,,15,5,9,1,,73,5,4,3,2,0.2858881261,2,1,6,3,5,14,3
8915,2,14,,4,2,2,1934,1,3,,,,13,,,2,,64,4,4,3,2,0.2858881261,2,0,7,3,5,15,3
8915,3,14,,4,1,3,1956,2,5,3,,,2,,5,3,,42,3,4,3,2,0.2858881261,2,1,2,1,4,14,3
8915,4,14,,4,1,3,1969,2,5,,,,11,,,4,,29,1,4,3,2,0.2858881261,2,0,7,3,5,14,3
8952,1,13,,3,1,1,1968,2,7,,9,,11,,,3,,30,1,4,3,2,0.6806857274,3,1,7,3,5,14,3
8952,2,13,,3,2,4,1937,1,3,,,,15,2,9,2,,61,4,4,3,2,0.6806857274,3,1,6,3,5,14,3
8952,3,13,,3,1,4,1931,1,2,,,,15,1,3,1,,67,5,4,3,2,0.6806857274,3,1,6,3,5,14,3
8954,1,13,,4,1,1,1957,1,5,2,,,2,,9,1,,41,3,4,3,2,0.5267209404,2,1,2,1,3,13,3
8954,2,13,,4,2,2,1957,1,7,,1,,3,,9,2,,41,3,4,3,2,0.5267209404,2,1,2,1,3,14,3
8954,3,13,,4,1,3,1986,2,2,,,,17,,,3,,12,1,4,3,2,0.5267209404,2,0,7,3,5,13,3
8954,4,13,,4,1,3,1994,2,1,,,,18,,,4,,4,1,4,3,2,0.5267209404,2,0,7,3,5,13,3
8955,1,13,,1,2,1,1927,4,5,4,,,15,3,9,1,,71,5,4,3,2,0.5176825719,1,1,6,3,5,13,3
9248,1,11,,1,1,1,1948,2,5,2,,,4,,2,1,,50,3,3,2,2,0.138238874,1,1,3,1,2,11,2
9405,1,13,,1,2,1,1914,4,1,,,,16,,,1,,84,5,4,3,1,0.3051777271,1,1,6,3,5,13,3
9411,1,13,,2,1,1,1934,1,3,,,,15,1,2,1,,64,4,4,3,1,0.173685024,1,1,6,3,5,13,3
9411,2,13,,2,2,2,1937,1,2,,,,13,,,2,,61,4,4,3,1,0.173685024,1,0,7,3,5,13,3
9526,1,6,,2,1,1,1943,1,3,,,,7,,8,1,,55,4,2,1,0,0.5071335107,1,1,4,2,4,6,1
9526,2,6,,2,2,2,1945,1,4,,,,13,,,2,,53,4,2,1,0,0.5071335107,1,0,7,3,5,6,1
11940,1,7,,2,1,1,1941,1,4,,,,15,2,2,1,,57,4,1,1,0,0.3332367971,2,1,6,3,5,7,1
11940,2,7,,2,2,2,1946,1,2,,,,13,,,2,,52,4,1,1,0,0.3332367971,2,1,7,3,5,7,1
11972,1,17,,3,1,1,1938,1,2,,,,9,,4,1,,60,4,4,3,2,0.3757493483,1,1,5,2,4,16,3
11972,2,17,,3,2,2,1948,1,2,,,,9,,4,2,,50,3,4,3,2,0.3757493483,1,0,5,2,4,16,3
11972,3,17,,3,1,3,1972,2,5,1,,,9,,4,3,,26,1,4,3,2,0.3757493483,1,0,5,2,4,1,1
20010,1,5,,4,1,1,1936,1,2,,,,15,8,2,1,,62,4,2,1,1,0.5065216716,4,1,6,3,5,5,1
20010,2,5,,4,2,2,1942,1,4,,,,15,1,9,2,,56,4,2,1,1,0.5065216716,4,1,6,3,5,5,1
20010,3,5,,4,1,3,1974,2,4,,,,1,,4,3,,24,1,2,1,1,0.5065216716,4,1,1,1,4,5,1
20010,4,5,,4,2,5,1912,4,1,,,,16,,,4,,86,5,2,1,1,0.5065216716,4,1,6,3,5,5,1
20019,1,5,,1,1,1,1920,4,2,,,,15,1,2,1,,78,5,2,1,1,0.8285376059,1,1,6,3,5,5,1
20020,1,5,,3,1,1,1955,1,4,,,,1,,5,1,,43,3,2,1,2,0.6689403133,2,1,1,1,4,5,1
20020,2,5,,3,2,2,1959,1,4,,,,1,,4,2,,39,2,2,1,2,0.6689403133,2,1,1,1,4,5,1
20020,3,5,,3,2,3,1981,2,3,,,,17,,,3,,17,1,2,1,2,0.6689403133,2,0,7,3,5,5,1
20028,1,5,,1,1,1,1935,2,7,,1,,15,3,9,1,,63,4,2,1,2,0.556594048,1,1,6,3,5,5,1
20033,1,5,,1,2,1,1940,4,1,,,96,12,1,2,,2,58,4,2,1,2,0.6146674143,1,1,7,3,5,5,1
20047,1,5,,4,1,1,1937,1,5,3,,,15,5,2,1,,61,4,2,1,1,0.5770338462,3,1,6,3,5,8,1
20047,2,5,,4,2,2,1936,1,3,,,,13,,,2,,62,4,2,1,1,0.5770338462,3,0,7,3,5,5,1
20047,3,5,,4,1,3,1964,2,7,,9,,3,,9,3,,34,2,2,1,1,0.5770338462,3,1,2,1,3,5,1
20047,4,5,,4,1,3,1967,2,7,,6,,2,,2,4,,31,2,2,1,1,0.5770338462,3,1,2,1,2,5,1
20154,1,1,,4,1,1,1947,1,5,2,,,4,,2,1,,51,4,1,1,3,0.4655157264,3,1,3,1,2,8,1
20154,2,1,,4,2,2,1946,1,5,2,,,2,,7,2,,52,4,1,1,3,0.4655157264,3,1,2,1,4,8,1
20154,3,1,,4,1,3,1974,2,5,2,,,2,,7,3,,24,1,1,1,3,0.4655157264,3,1,2,1,4,7,1
20154,4,1,,4,2,3,1979,2,5,3,,,17,,,4,,19,1,1,1,3,0.4655157264,3,0,7,3,5,7,1
20169,1,9,,1,2,1,1912,4,2,,,,15,8,2,1,,86,5,3,2,2,0.4903211125,1,1,6,3,5,9,2
20170,1,3,,2,1,1,1932,1,4,,,,16,,,1,,66,5,1,1,3,1.0042348369,2,1,6,3,5,3,1
20170,2,3,,2,2,2,1933,1,2,,,,16,,,2,,65,4,1,1,3,1.0042348369,2,1,6,3,5,3,1
20174,1,8,,2,1,1,1941,1,5,1,,,15,4,6,1,,57,4,2,1,2,0.9215367552,1,1,6,3,5,8,1
20174,2,8,,2,2,2,1942,1,2,,,,13,,,2,,56,4,2,1,2,0.9215367552,1,0,7,3,5,8,1
20178,1,8,,2,1,1,1959,2,5,4,,,2,,6,1,,39,2,2,1,2,0.4191140958,2,1,2,1,4,8,1
20178,2,8,,2,2,4,1930,2,2,,,,15,1,9,2,,68,5,2,1,2,0.4191140958,2,1,6,3,5,8,1
20179,1,8,,5,1,1,1953,1,3,,,,4,,9,1,,45,3,2,1,2,0.2788648516,2,1,3,1,3,8,1
20179,2,8,,5,2,2,1954,1,5,1,,,2,,9,2,,44,3,2,1,2,0.2788648516,2,1,2,1,3,8,1
20179,3,8,,5,1,3,1978,2,5,2,,,17,,,3,,20,1,2,1,2,0.2788648516,2,0,7,3,5,8,1
20179,4,8,,5,1,3,1981,2,3,,,,17,,,4,,17,1,2,1,2,0.2788648516,2,0,7,3,5,8,1
20179,5,8,,5,2,3,1984,2,3,,,,17,,,5,,14,1,2,1,2,0.2788648516,2,0,7,3,5,8,1
20223,1,3,,3,1,1,1939,1,2,,,,8,,2,1,,59,4,1,1,2,0.7357590293,3,1,5,2,2,16,3
20223,2,3,,3,2,2,1938,1,4,,,,15,2,2,2,,60,4,1,1,2,0.7357590293,3,1,6,3,5,3,1
20223,3,3,,3,1,3,1971,2,5,2,,,17,,,3,,27,1,1,1,2,0.7357590293,3,1,7,3,5,3,1
20231,1,8,,3,1,1,1949,1,4,,,,8,,5,1,,49,3,2,1,2,0.7494251926,1,1,5,2,4,8,1
20231,2,8,,3,2,2,1953,1,4,,,,13,,,2,,45,3,2,1,2,0.7494251926,1,0,7,3,5,8,1
20231,3,8,,3,2,3,1979,2,5,3,,,17,,,3,,19,1,2,1,2,0.7494251926,1,0,7,3,5,8,1
20241,1,3,,1,2,1,1935,4,5,3,,,15,2,9,1,,63,4,1,1,3,0.7167475274,1,1,6,3,5,3,1
20258,1,3,,1,2,1,1961,2,7,,9,,2,,9,1,,37,2,1,1,2,0.9274601957,1,1,2,1,3,5,1
20284,1,5,,5,1,1,1955,1,4,,,,8,,4,1,,43,3,2,1,1,0.4176013367,2,1,5,2,4,5,1
20284,2,5,,5,2,2,1956,1,4,,,,2,,2,2,,42,3,2,1,1,0.4176013367,2,1,2,1,2,5,1
20284,3,5,,5,2,3,1980,2,3,,,,17,,,3,,18,1,2,1,1,0.4176013367,2,0,7,3,5,5,1
20284,4,5,,5,2,3,1984,2,3,,,,17,,,4,,14,1,2,1,1,0.4176013367,2,0,7,3,5,5,1
20284,5,5,,5,2,3,1992,2,1,,,,18,,,5,,6,1,2,1,1,0.4176013367,2,0,7,3,5,5,1
20285,1,5,,1,1,1,1928,4,3,,,,15,2,5,1,,70,5,2,1,1,0.501790381,1,1,6,3,5,5,1
20297,1,5,,2,1,1,1960,2,3,,,,1,,8,1,,38,2,2,1,2,1.6827332997,2,1,1,1,4,5,1
20297,2,5,,2,2,4,1927,4,1,,,,16,,,2,,71,5,2,1,2,1.6827332997,2,1,6,3,5,5,1
20372,1,5,,3,1,1,1947,1,3,,,,1,,9,1,,51,4,2,1,2,1.1365491177,2,1,1,1,3,5,1
20372,2,5,,3,2,2,1948,1,3,,,,13,,,2,,50,3,2,1,2,1.1365491177,2,0,7,3,5,5,1
20372,3,5,,3,1,3,1972,2,3,,,,1,,2,4,,26,1,2,1,2,1.1365491177,2,1,1,1,2,5,1
20375,1,5,,3,1,1,1944,1,2,,,,15,1,8,1,,54,4,2,1,2,0.9761695306,1,1,6,3,5,5,1
20375,2,5,,3,2,2,1946,1,2,,,,13,,,2,,52,4,2,1,2,0.9761695306,1,0,7,3,5,5,1
20375,3,5,,3,1,3,1975,2,5,6,,,19,,,3,,23,1,2,1,2,0.9761695306,1,0,7,3,5,5,1
20380,1,5,,1,2,1,1910,4,1,,,,16,,,1,,88,5,2,1,1,0.8154349637,1,1,6,3,5,5,1
20393,1,5,,5,1,1,1953,1,3,,,,1,,5,1,,45,3,2,1,2,0.5592107824,1,1,1,1,4,5,1
20393,2,5,,5,2,2,1955,1,2,,,,13,,,2,,43,3,2,1,2,0.5592107824,1,0,7,3,5,5,1
20393,3,5,,5,2,3,1985,2,2,,,,17,,,3,,13,1,2,1,2,0.5592107824,1,0,7,3,5,5,1
20393,4,5,,5,2,3,1988,2,1,,,,17,,,4,,10,1,2,1,2,0.5592107824,1,0,7,3,5,5,1
20393,5,5,,5,2,3,1990,2,1,,,,17,,,5,,8,1,2,1,2,0.5592107824,1,0,7,3,5,5,1
20499,1,7,,2,2,1,1930,2,5,5,,,15,3,9,1,,68,5,1,1,2,0.7100350174,2,1,6,3,5,1,1
20499,2,7,,2,2,5,1921,4,4,,,,16,,,2,,77,5,1,1,2,0.7100350174,2,1,6,3,5,1,1
20704,1,5,,4,1,1,1942,1,5,2,,,10,,2,1,,56,4,2,1,2,2.3786028632,3,1,4,2,2,5,1
20704,2,5,,4,2,2,1937,1,7,,9,,15,3,9,2,,61,4,2,1,2,2.3786028632,3,1,6,3,5,5,1
20704,3,5,,4,1,3,1970,2,7,,4,,2,,3,3,,28,1,2,1,2,2.3786028632,3,1,2,1,2,5,1
20704,4,5,,4,2,3,1974,2,5,2,,,17,,,4,,24,1,2,1,2,2.3786028632,3,0,7,3,5,5,1
20711,1,4,,6,1,1,1944,1,2,,,,15,1,3,1,,54,4,2,1,0,0.5405671074,5,1,6,3,5,4,1
20711,2,4,,6,2,2,1945,1,3,,,,13,,,2,,53,4,2,1,0,0.5405671074,5,0,7,3,5,4,1
20711,3,4,,6,1,3,1972,2,5,6,,,2,,2,3,,26,1,2,1,0,0.5405671074,5,1,2,1,2,4,1
20711,4,4,,6,1,3,1975,2,4,,,,8,,3,4,,23,1,2,1,0,0.5405671074,5,1,5,2,2,4,1
20711,5,4,,6,1,3,1977,2,4,,,,1,,3,5,,21,1,2,1,0,0.5405671074,5,1,1,1,2,4,1
20711,6,4,,6,2,3,1980,2,5,2,,,1,,2,6,,18,1,2,1,0,0.5405671074,5,1,1,1,2,4,1
20729,1,12,,4,1,1,1947,1,5,2,,,2,,2,1,,51,4,3,2,1,0.7383336883,2,1,2,1,2,12,2
20729,2,12,,4,2,2,1941,1,7,,9,,3,,9,2,,57,4,3,2,1,0.7383336883,2,1,2,1,3,15,3
20729,3,12,,4,1,3,1973,2,5,3,,,17,,,3,,25,1,3,2,1,0.7383336883,2,0,7,3,5,12,2
20729,4,12,,4,2,3,1978,2,5,3,,,17,,,4,,20,1,3,2,1,0.7383336883,2,0,7,3,5,15,3
20766,1,9,,4,1,1,1949,1,5,2,,,2,,9,1,,49,3,3,2,0,1.241709967,1,1,2,1,3,9,2
20766,2,9,,4,2,2,1960,1,7,,9,,13,,,2,,38,2,3,2,0,1.241709967,1,0,7,3,5,,
20766,3,9,,4,2,3,1988,2,1,,,,17,,,3,,10,1,3,2,0,1.241709967,1,0,7,3,5,9,2
20766,4,9,,4,2,3,1991,2,1,,,,17,,,4,,7,1,3,2,0,1.241709967,1,0,7,3,5,9,2
20767,1,9,,5,1,1,1952,1,2,,,,1,,2,2,,46,3,3,2,0,0.9260542218,2,1,1,1,2,9,2
20767,2,9,,5,2,2,1952,1,5,2,,,13,,,3,,46,3,3,2,0,0.9260542218,2,0,7,3,5,9,2
20767,3,9,,5,2,5,1920,4,2,,,,15,2,9,1,,78,5,3,2,0,0.9260542218,2,1,6,3,5,9,2
20767,4,9,,5,2,3,1978,2,5,3,,,17,,,4,,20,1,3,2,0,0.9260542218,2,0,7,3,5,9,2
20767,5,9,,5,1,3,1984,2,3,,,,17,,,5,,14,1,3,2,0,0.9260542218,2,0,7,3,5,9,2
20782,1,9,,2,1,1,1917,1,7,,1,,15,4,6,1,,81,5,3,2,2,0.4405821975,2,1,6,3,5,9,2
20782,2,9,,2,2,2,1921,1,5,5,,,15,1,9,2,,77,5,3,2,2,0.4405821975,2,1,6,3,5,9,2
20784,1,9,,2,1,1,1962,1,7,,6,,10,,3,1,,36,2,3,2,1,0.641399157,2,1,4,2,2,9,2
20784,2,9,,2,2,2,1960,1,7,,9,,10,,9,2,,38,2,3,2,1,0.641399157,2,1,4,2,3,12,2
20798,1,11,,1,2,1,1919,4,2,,,,15,9,4,1,,79,5,3,2,2,0.5811012918,1,1,6,3,5,11,2
20837,1,8,,2,1,1,1931,1,3,,,,15,2,6,1,,67,5,2,1,2,0.3064309768,2,1,6,3,5,8,1
20837,2,8,,2,2,2,1928,1,2,,,,16,,,2,,70,5,2,1,2,0.3064309768,2,1,6,3,5,8,1
20839,1,8,,3,1,1,1954,1,5,3,,,4,,9,1,,44,3,2,1,2,0.3346965352,1,1,3,1,3,8,1
20839,2,8,,3,2,2,1957,1,5,3,,,13,,,2,,41,3,2,1,2,0.3346965352,1,0,7,3,5,8,1
20839,3,8,,3,2,3,1984,2,3,,,,17,,,3,,14,1,2,1,2,0.3346965352,1,0,7,3,5,8,1
20849,1,1,,5,1,1,1953,1,7,,8,,5,,9,1,,45,3,1,1,2,0.315096147,3,1,3,1,3,19,3
20849,2,1,,5,2,5,1918,4,2,,,97,16,,,,2,80,5,1,1,2,0.315096147,3,1,6,3,5,19,3
20849,3,1,,5,2,2,1954,1,7,,9,,3,,9,2,,44,3,1,1,2,0.315096147,3,1,2,1,3,19,3
20849,4,1,,5,1,3,1980,2,3,,,,17,,,3,,18,1,1,1,2,0.315096147,3,0,7,3,5,1,1
20849,5,1,,5,1,3,1984,2,3,,,,17,,,4,,14,1,1,1,2,0.315096147,3,0,7,3,5,19,3
20862,1,15,,3,2,1,1932,4,2,,,,16,,,1,,66,5,4,3,3,1.5455809276,3,1,6,3,5,15,3
20862,2,15,,3,2,3,1960,2,5,3,,,2,,9,2,,38,2,4,3,3,1.5455809276,3,1,2,1,3,15,3
20862,3,15,,3,1,3,1963,2,5,1,,,1,,8,3,,35,2,4,3,3,1.5455809276,3,1,1,1,4,15,3
20920,1,1,,2,1,1,1924,1,8,,3,,15,5,9,1,,74,5,1,1,3,0.5542950712,2,1,6,3,5,1,1
20920,2,1,,2,2,2,1928,1,5,5,,,13,,,2,,70,5,1,1,3,0.5542950712,2,1,7,3,5,1,1
20936,1,1,,4,2,1,1957,3,5,3,,,6,,8,2,,41,3,1,1,3,0.5686351085,2,1,4,2,4,1,1
20936,2,1,,4,2,3,1979,2,3,,,,17,,,4,,19,1,1,1,3,0.5686351085,2,0,7,3,5,1,1
20936,3,1,,4,2,3,1991,2,1,,,,18,,,5,,7,1,1,1,3,0.5686351085,2,0,7,3,5,1,1
20936,4,1,,4,1,2,1968,2,5,6,,,9,,4,,,30,1,1,1,3,0.5686351085,2,1,5,2,4,,
20944,1,1,,3,1,1,1956,1,5,2,,,2,,7,1,,42,3,1,1,3,0.6054239091,2,1,2,1,4,1,1
20944,2,1,,3,2,2,1958,1,7,,9,,3,,9,2,,40,2,1,1,3,0.6054239091,2,1,2,1,3,1,1
20944,3,1,,3,2,3,1994,2,1,,,,18,,,3,,4,1,1,1,3,0.6054239091,2,0,7,3,5,1,1
20981,1,1,,4,1,1,1949,1,7,,10,,5,,9,1,,49,3,1,1,2,0.5264444106,2,1,3,1,3,1,1
20981,2,1,,4,2,2,1955,1,7,,10,,3,,9,2,,43,3,1,1,2,0.5264444106,2,1,2,1,3,1,1
20981,3,1,,4,1,3,1989,2,1,,,,17,,,3,,9,1,1,1,2,0.5264444106,2,0,7,3,5,1,1
20981,4,1,,4,2,3,1997,2,1,,,97,18,,,,2,1,1,1,1,2,0.5264444106,2,0,7,3,5,1,1
20990,1,5,,2,1,1,1943,1,3,,,,15,1,4,1,,55,4,2,1,2,1.0674284328,1,1,6,3,5,5,1
20990,2,5,,2,2,2,1943,1,3,,,,13,,,2,,55,4,2,1,2,1.0674284328,1,0,7,3,5,5,1
21003,1,7,,4,2,1,1948,1,2,,,,13,,,1,,50,3,1,1,2,0.691471252,4,1,7,3,5,7,1
21003,2,7,,4,1,2,1937,1,3,,,,16,,,2,,61,4,1,1,2,0.691471252,4,1,6,3,5,7,1
21003,3,7,,4,2,5,1917,4,2,,,,16,,,4,,81,5,1,1,2,0.691471252,4,1,6,3,5,7,1
21003,4,7,,4,1,3,1968,2,5,2,,,6,,2,3,,30,1,1,1,2,0.691471252,4,1,4,2,2,7,1
21368,1,11,,5,1,1,1940,1,5,2,,,3,,9,1,,58,4,3,2,2,0.158504908,3,1,2,1,3,11,2
21368,2,11,,5,1,4,1908,4,2,,,,15,2,9,5,,90,5,3,2,2,0.158504908,3,1,6,3,5,11,2
21368,3,11,,5,2,2,1947,1,7,,9,,3,,9,2,,51,4,3,2,2,0.158504908,3,1,2,1,3,11,2
21368,4,11,,5,2,3,1972,2,5,3,,,17,,,3,,26,1,3,2,2,0.158504908,3,0,7,3,5,11,2
21368,5,11,,5,1,3,1979,2,5,2,,,17,,,4,,19,1,3,2,2,0.158504908,3,0,7,3,5,11,2
21384,1,19,,4,1,1,1958,1,3,,,,8,,2,1,,40,2,5,3,2,0.4349868369,1,1,5,2,2,19,3
21384,2,19,,4,2,2,1962,1,3,,,,13,,,2,,36,2,5,3,2,0.4349868369,1,0,7,3,5,19,3
21384,3,19,,4,1,3,1982,2,3,,,,17,,,3,,16,1,5,3,2,0.4349868369,1,0,7,3,5,19,3
21384,4,19,,4,2,3,1989,2,1,,,,17,,,4,,9,1,5,3,2,0.4349868369,1,0,7,3,5,19,3
21453,1,7,,3,1,1,1937,4,2,,,,15,8,5,1,,61,4,1,1,0,0.5665554286,3,1,6,3,5,1,1
21453,2,7,,3,1,3,1968,2,5,2,,,8,,5,2,,30,1,1,1,0,0.5665554286,3,1,5,2,4,7,1
21453,3,7,,3,1,3,1976,2,4,,,,7,,7,3,,22,1,1,1,0,0.5665554286,3,1,4,2,4,7,1
21456,1,7,,2,1,1,1922,1,7,,7,,15,5,2,1,,76,5,1,1,0,0.4665172363,1,1,6,3,5,7,1
21456,2,7,,2,2,2,1929,1,3,,,,13,,,2,,69,5,1,1,0,0.4665172363,1,0,7,3,5,7,1
21461,1,5,,1,2,1,1918,4,2,,,,16,,,2,,80,5,2,1,1,1.0636108222,1,1,6,3,5,5,1
21464,1,5,,2,1,1,1920,1,2,,,,15,1,2,1,,78,5,2,1,0,3.2976649302,2,1,6,3,5,3,1
21464,2,5,,2,2,2,1927,1,1,,,,15,1,2,2,,71,5,2,1,0,3.2976649302,2,1,6,3,5,3,1
21466,1,5,,1,1,1,1940,2,2,,,,16,,,1,,58,4,2,1,0,2.5556637804,1,1,6,3,5,5,1
21472,1,5,,3,1,1,1940,1,2,,,,15,8,1,1,,58,4,2,1,0,2.9397544643,3,1,6,3,5,5,1
21472,2,5,,3,2,2,1948,1,2,,,,8,,1,2,,50,3,2,1,0,2.9397544643,3,1,5,2,1,5,1
21472,3,5,,3,2,3,1971,2,5,2,,,2,,4,3,,27,1,2,1,0,2.9397544643,3,1,2,1,4,5,1
21474,1,5,,2,1,1,1950,1,5,2,,,4,,6,1,,48,3,2,1,0,2.4637229255,2,1,3,1,4,4,1
21474,2,5,,2,2,2,1955,1,3,,,,1,,4,2,,43,3,2,1,0,2.4637229255,2,1,1,1,4,5,1
21482,1,5,,2,1,1,1925,1,1,,,,15,1,3,1,,73,5,2,1,0,3.2976649302,2,1,6,3,5,5,1
21482,2,5,,2,2,2,1926,1,1,,,,15,1,1,2,,72,5,2,1,0,3.2976649302,2,1,6,3,5,5,1
21627,1,19,,2,1,1,1942,1,3,,,,1,,9,1,,56,4,5,3,0,2.3928533289,1,1,1,1,3,19,3
21627,2,19,,2,2,2,1945,1,2,,,,13,,,2,,53,4,5,3,0,2.3928533289,1,0,7,3,5,19,3
21639,1,19,,2,1,1,1956,1,5,3,,,6,,8,1,,42,3,5,3,3,0.6052271203,2,1,4,2,4,19,3
21639,2,19,,2,2,2,1959,1,7,,3,,5,,9,2,,39,2,5,3,3,0.6052271203,2,1,3,1,3,19,3
21693,1,20,,5,1,1,1964,1,3,,,,8,,4,1,,34,2,5,3,1,0.1511939586,2,1,5,2,4,20,3
21693,2,20,,5,2,2,1962,1,3,,,,8,,4,2,,36,2,5,3,1,0.1511939586,2,1,5,2,4,20,3
21693,3,20,,5,1,3,1984,2,3,,,,17,,,3,,14,1,5,3,1,0.1511939586,2,0,7,3,5,20,3
21693,4,20,,5,2,3,1988,2,1,,,,17,,,4,,10,1,5,3,1,0.1511939586,2,0,7,3,5,20,3
21693,5,20,,5,1,3,1992,2,1,,,,17,,,5,,6,1,5,3,1,0.1511939586,2,0,7,3,5,20,3
21699,1,20,,2,1,1,1967,2,3,,,,1,,1,1,,31,2,5,3,0,0.7407576974,2,1,1,1,1,20,3
21699,2,20,,2,2,4,1937,4,2,,,,16,,,2,,61,4,5,3,0,0.7407576974,2,1,6,3,5,20,3
21761,1,13,,4,1,1,1959,1,3,,,,1,,2,1,,39,2,4,3,0,1.1791714397,2,1,1,1,2,13,3
21761,2,13,,4,2,2,1962,1,5,,,,2,,6,2,,36,2,4,3,0,1.1791714397,2,1,2,1,4,13,3
21761,3,13,,4,1,3,1988,2,1,,,,17,,,3,,10,1,4,3,0,1.1791714397,2,0,7,3,5,13,3
21761,4,13,,4,1,3,1992,2,1,,,,17,,,4,,6,1,4,3,0,1.1791714397,2,0,7,3,5,13,3
21772,1,17,,4,1,1,1961,1,4,,,,1,,5,1,,37,2,4,3,0,1.7705613123,2,1,1,1,4,17,3
21772,2,17,,4,2,2,1965,1,3,,,,1,,1,2,,33,2,4,3,0,1.7705613123,2,1,1,1,1,17,3
21772,3,17,,4,1,3,1986,2,2,,,,17,,,3,,12,1,4,3,0,1.7705613123,2,0,7,3,5,17,3
21772,4,17,,4,1,3,1995,2,1,,,,18,,,4,,3,1,4,3,0,1.7705613123,2,0,7,3,5,17,3
21926,1,19,,3,1,1,1930,1,2,,,,15,1,1,1,,68,5,5,3,0,8.226405398,2,1,6,3,5,19,3
21926,2,19,,3,2,2,1937,1,2,,,,13,,,2,,61,4,5,3,0,8.226405398,2,0,7,3,5,19,3
21926,3,19,,3,2,3,1955,2,3,,,,2,,9,3,,43,3,5,3,0,8.226405398,2,1,2,1,3,19,3
21952,1,3,,3,2,1,1945,1,2,,,,13,,,1,,53,4,1,1,2,0.2634036392,3,1,7,3,5,3,1
21952,2,3,,3,1,2,1942,1,3,,,,2,,3,2,,56,4,1,1,2,0.2634036392,3,1,2,1,2,3,1
21952,3,3,,3,2,3,1968,2,5,2,,,2,,7,3,,30,1,1,1,2,0.2634036392,3,1,2,1,4,3,1
22021,1,16,,1,2,1,1931,4,2,,,,15,1,1,1,,67,5,4,3,0,1.610908693,1,1,6,3,5,16,3
22067,1,15,,3,2,1,1937,4,2,,,,13,,,3,,61,4,4,3,2,0.2568143081,3,1,7,3,5,15,3
22067,2,15,,3,1,3,1967,2,7,,1,97,2,,9,,2,31,2,4,3,2,0.2568143081,3,1,2,1,3,15,3
22067,3,15,,3,2,3,1964,2,2,,,,13,,,4,,34,2,4,3,2,0.2568143081,3,1,7,3,5,15,3
22074,1,15,,4,1,1,1955,1,5,2,,,2,,9,1,,43,3,4,3,2,0.35008806,1,1,2,1,3,6,1
22074,2,15,,4,2,2,1962,1,5,5,,,13,,,2,,36,2,4,3,2,0.35008806,1,0,7,3,5,15,3
22074,3,15,,4,1,3,1985,2,2,,,,17,,,3,,13,1,4,3,2,0.35008806,1,0,7,3,5,15,3
22074,4,15,,4,1,3,1990,2,1,,,,17,,,4,,8,1,4,3,2,0.35008806,1,0,7,3,5,15,3
22099,1,15,,5,1,1,1958,1,3,,,,8,,7,1,,40,2,4,3,1,0.7419788224,1,1,5,2,4,15,3
22099,2,15,,5,2,2,1962,1,2,,,,13,,,2,,36,2,4,3,1,0.7419788224,1,0,7,3,5,15,3
22099,3,15,,5,2,3,1982,2,3,,,,17,,,3,,16,1,4,3,1,0.7419788224,1,0,7,3,5,15,3
22099,4,15,,5,2,3,1985,2,2,,,,17,,,4,,13,1,4,3,1,0.7419788224,1,0,7,3,5,15,3
22099,5,15,,5,1,3,1987,2,2,,,,17,,,5,,11,1,4,3,1,0.7419788224,1,0,7,3,5,15,3
22155,1,15,,4,1,1,1943,1,5,2,,,12,9,4,1,,55,4,4,3,3,1.1804690612,3,1,7,3,5,15,3
22155,2,15,,4,2,2,1948,1,5,1,,,6,,6,2,,50,3,4,3,3,1.1804690612,3,1,4,2,4,15,3
22155,3,15,,4,2,3,1974,2,5,2,,,11,,,3,,24,1,4,3,3,1.1804690612,3,0,7,3,5,15,3
22155,4,15,,4,1,3,1979,2,3,,,,19,,,4,,19,1,4,3,3,1.1804690612,3,1,7,3,5,15,3
22167,1,15,,3,1,1,1946,4,5,2,,,2,,5,1,,52,4,4,3,3,1.1803386035,2,1,2,1,4,,
