NQUEST,DEPBANC,NDEPBANC,IDEPBANC,DEPBANR,NDEPBANR,IDEPBANR,DEPPOSR,NDEPPOSR,IDEPPOSR,DEPPOSC,NDEPPOSC,IDEPPOSC,UNABAN,BANCHE,INTERMED,NINTERME,ANNIBAN,PREFBA1,PREFBA2,PREFBA3,PREFBA4,PREFBA5,PREFBA6,PREFBA7,PREFBA8,PREFBA9,PREFBA10,PREFBA11,TAXCC2,SCOPER,TSCOPER,ASSBAN,NASSBAN,NASSBAN2,ASSBANE1,ASSBANE2,ASSBANE3,ASSBANE4,ASSBANE5,ASSBANE6,ASSBANE0,PAGAM3U,PAGAM2U,PAGAM5U,PAGAM6U,MOTNAD1,MOTNAD2,MOTNAD3,MOTNAD4,MOTNAD5,MOTNAD6,MOTNAD7,MOTNAD8,MOTNAD9,PAGAM1U,PAGAM1,BONIFIE1,BONIFIE2,BONIFIE3,BONIFIE4,BONIFIE5,BONIFIE6,BONIFIE0,BANCOMAT,NBANCOMA,NPREL1,NPREL1AN,BANCOME1,BANCOME2,BANCOME3,BANCOME4,BANCOME5,BANCOME6,BANCOME0,PRELMED1,PAGAM4U,PAGAM4,PAGAM4AN,POSE1,POSE2,POSE3,POSE4,POSE5,POSE6,POSE0,CARTA,CARTE,CARTARAT,PCARTE,NPAGCART,NPAGCAAN,CARTEE1,CARTEE2,CARTEE3,CARTEE4,CARTEE5,CARTEE6,CARTEE0,MINCON,NPREL2,NPREL2AN,PRELE1,PRELE2,PRELE3,PRELE4,PRELE5,PRELE6,PRELE0,PRELMED2,VERSAM,NVERS,VERSE1,VERSE2,VERSE3,VERSE4,VERSE5,VERSE6,VERSE0,VERSMED,QPAGENT1,QPAGENT2,QPAGENT3,QPAGENT4,QPAGENT5,PAGENT1,PAGENT2,PAGENT3,PAGENT4,PAGENT5,SCORTA,SCORE1,SCORE2,SCORE3,SCORE4,SCORE5,SCORE6,SCORE0,SPESECON,SPESECE1,SPESECE2,SPESECE3,SPESECE4,SPESECE5,SPESECE6,SPESECE0,INTERNET,ACQINTER,TAXCC
509715,1,1,1,2,,,1,,,2,,,1,1,2,,5,1,0,0,0,0,0,0,0,0,0,0,,3,,2,,,,,,,,,,2,2,2,2,0,0,0,0,0,0,1,0,0,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,100,6,,,,,,,,1,500,2,,,,,,,,,,100,,,,,1,2,2,2,2,300,,,,,,,1,2000,,,,,,,1,2,,3
509716,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,400,,,,,,,,300,,,,,,,,2,,
509717,2,,,2,,,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,2,,,,,,,,1,1000,2,,,,,,,,,,100,,,,,1,2,2,2,2,1000,,,,,,,1,2000,,,,,,,1,2,,
509718,1,1,2,2,,,2,,,2,,,1,1,2,,5,1,0,0,0,0,0,0,0,0,0,0,,3,,1,3,,2,,,,,,0,2,2,2,2,0,0,0,1,0,0,0,0,0,2,,,,,,,,,1,1,3,,2,,,,,,0,500,2,,,,,,,,,,2,,,,,,,,,,,,,300,3,,,,,,,,1,1000,2,,,,,,,,,,,100,,,,2,1,2,2,2,1000,,,,,,,1,3000,,,,,,,1,2,,2
509719,1,1,2,1,1,2,1,,,2,,,1,1,2,,5,1,0,0,0,0,0,0,0,0,0,0,,3,,2,,,,,,,,,,2,2,2,2,0,0,0,0,0,0,1,0,0,2,,,,,,,,,1,1,10,,2,,,,,,0,500,2,,,,,,,,,,2,,,,,,,,,,,,,200,2,,,,,,,,1,1000,2,,,,,,,,,,30,50,20,,,1,1,1,2,2,300,,,,,,,1,1500,,,,,,,1,2,,3
509720,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,200,,,,,,,,900,,,,,,,,2,,
509721,1,1,2,2,,,2,,,2,,,1,1,2,,5,1,0,0,0,0,0,0,0,0,0,0,,3,,2,,,,,,,,,,2,2,2,2,0,0,0,1,0,0,0,0,0,2,,,,,,,,,1,1,2,,,,,,,,1,500,2,,,,,,,,,,2,,,,,,,,,,,,,200,3,,,,,,,,1,500,2,,,,,,,,,,,100,,,,2,1,2,2,2,400,,,,,,,1,2000,,,,,,,1,2,,2
509722,1,1,2,1,1,2,2,,,2,,,1,1,2,,3,0,0,0,0,1,0,1,0,0,0,0,,1,5000,1,2,,,,,,,,1,2,2,2,2,0,0,0,1,0,0,0,0,0,2,,,,,,,,,1,1,1,,2,,,,,,0,500,1,2,,,,,,,,1,2,,,,,,,,,,,,,1500,2,,,,,,,,1,500,2,,,,,,,,,,40,20,40,,,1,1,1,2,2,3000,,,,,,,1,3000,,,,,,,1,2,,2
509723,1,1,1,2,,,1,,,2,,,1,1,2,,5,0,0,0,0,0,0,1,0,0,0,0,,3,,2,,,,,,,,,,2,2,2,2,0,0,0,1,0,0,0,0,0,2,,,,,,,,,1,1,1,,2,,,,,,0,500,1,2,,,,,,,,1,2,,,,,,,,,,,,,500,1,,,,,,,,1,500,2,,,,,,,,,,,100,,,,2,1,2,2,2,1000,2,,,,,,0,2000,,,,,,,1,2,,2
509724,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,500,,,,,,,1,1200,,,,,,,1,2,,
509725,1,1,2,2,,,1,,,2,,,1,1,2,,4,1,0,0,0,0,0,1,0,0,0,0,,1,3000,2,,,,,,,,,,1,2,2,2,,,,,,,,,,2,,,,,,,,,1,1,2,,,,,,,,1,500,1,2,,2,,,,,,0,1,1,1,,2,,2,,,,,,0,800,2,,,,,,,,1,500,2,,,,,,,,,,,100,,,,2,1,2,2,2,1000,,,,,,,1,3000,,,,,,,1,2,,1
509726,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,300,,,,,,,1,1500,,,,,,,1,2,,
509727,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,500,,,,,,,1,1500,,,,,,,1,2,,
509728,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,200,,,,,,,,500,,,,,,,,2,,
509729,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,500,2,,,,,,0,700,2,,,,,,0,2,,
509732,1,1,2,1,1,2,2,,,2,,,1,1,2,,4,1,0,0,0,0,0,0,0,0,0,0,,2,,1,2,,3,4,,,,,0,2,2,2,2,0,0,0,1,0,0,0,0,0,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1000,3,,3,4,,,,,0,1000,1,9,3,4,,,,,0,1000,100,,,,,1,2,2,2,2,1500,3,4,,,,,0,2000,,,,,,,1,2,,1
509734,1,3,4,1,1,1,1,1,2,2,,,2,2,2,,3,0,0,0,0,0,0,0,1,0,0,0,1,2,,1,1,,2,3,5,,,,0,2,2,2,2,0,0,0,1,0,0,0,0,0,2,,,,,,,,,1,2,3,,2,5,,,,,0,500,1,0,5,2,5,,,,,0,1,2,1,2,1,,2,5,,,,,0,400,1,,,,,,,,1,1000,1,13,3,4,,,,,0,1400,30,40,30,,,1,1,1,2,2,1000,,,,,,,1,1800,,,,,,,1,2,,
509735,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,500,,,,,,,,700,,,,,,,,2,,
509737,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,2,2,1,2,2,1000,,,,,,,1,2000,,,,,,,1,2,,
509738,1,1,1,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,1,0,0,0,0,,1,50000,2,,,,,,,,,,1,2,2,2,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1000,1,,2,3,4,5,,,0,1000,1,30,2,3,4,5,,,0,10000,50,,50,,,1,2,1,2,2,1000,2,3,4,5,,,0,2000,,,,,,,1,2,,1
509739,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,500,,,,,,,1,1500,,,,,,,1,2,,
509740,2,,,2,,,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,3,,,,,,,,1,500,1,13,,,,,,,1,2000,100,,,,,1,2,2,2,2,500,,,,,,,1,1500,,,,,,,1,2,,
509742,1,1,2,1,1,2,2,,,2,,,2,2,2,,4,0,0,0,0,0,0,0,0,0,0,0,,1,6000,1,0,10,4,5,6,,,,0,2,2,2,2,0,0,0,1,0,0,0,0,0,2,,,,,,,,,1,2,3,,4,5,6,,,,0,500,2,,,,,,,,,,1,1,2,,0,4,3,4,5,6,,,0,1000,0,0,3,4,5,6,,,0,,2,,,,,,,,,,,100,,,,2,1,2,2,2,1100,2,3,4,,,,0,2500,,,,,,,1,2,,1
509754,1,1,1,2,,,2,,,2,,,1,1,2,,4,1,0,0,0,0,0,0,0,0,0,0,,2,,2,,,,,,,,,,2,2,2,2,0,0,0,1,0,0,0,0,0,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,500,4,,,,,,,,1,300,2,,,,,,,,,,100,,,,,1,2,2,2,2,500,,,,,,,1,2000,,,,,,,1,2,,3
509755,1,1,2,2,,,2,,,2,,,1,1,2,,4,1,0,0,0,0,0,0,0,0,0,0,6,2,,1,2,,,,,,,,1,1,2,2,2,,,,,,,,,,2,,,,,,,,,1,1,1,,,,,,,,1,500,2,,,,,,,,,,2,,,,,,,,,,,,,50,1,,,,,,,,1,1000,2,,,,,,,,,,,100,,,,2,1,2,2,2,200,,,,,,,1,1500,,,,,,,1,2,,
509757,1,2,2,2,,,2,,,2,,,2,2,2,,4,1,0,0,0,0,0,0,0,0,0,0,6,1,10000,1,2,,,,,,,,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,1,2,4,,,,,,,,1,200,2,,,,,,,,,,2,,,,,,,,,,,,,150,0,0,,,,,,,1,,1,30,,,,,,,1,1000,80,,20,,,1,2,1,2,2,200,,,,,,,1,1500,,,,,,,1,2,,
509758,1,1,1,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,1,0,0,0,,2,,2,,,,,,,,,,2,2,2,2,0,0,0,1,0,0,0,0,0,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,500,2,,,,,,,,1,500,2,,,,,,,,,,,100,,,,2,1,2,2,2,400,,,,,,,1,2000,,,,,,,1,2,,1
509760,1,1,1,2,,,2,,,2,,,1,1,2,,3,0,1,0,0,0,0,0,0,0,0,0,,2,,1,0,8,,,,,,,1,2,2,2,2,0,0,0,0,0,0,1,0,0,2,,,,,,,,,1,1,0,3,,,,,,,1,200,2,,,,,,,,,,2,,,,,,,,,,,,,500,2,,,,,,,,1,1000,2,,,,,,,,,,,50,50,,,2,1,1,2,2,1200,,,,,,,1,2500,,,,,,,1,2,,1
509761,1,1,1,2,,,1,,,2,,,1,1,2,,4,1,0,0,0,0,0,0,0,1,0,0,,2,,1,0,3,,,,,,,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,1,1,0,5,,,,,,,1,500,2,,,,,,,,,,2,,,,,,,,,,,,,500,0,0,,,,,,,1,,2,,,,,,,,,,,100,,,,2,1,2,2,2,400,,,,,,,1,2400,,,,,,,1,2,,3
509765,1,1,1,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,1,0,0,0,,2,,2,,,,,,,,,,1,2,1,2,,,,,,,,,,2,,,,,,,,,1,1,5,,,,,,,,1,500,2,,,,,,,,,,2,,,,,,,,,,,,,500,0,0,,,,,,,1,,2,,,,,,,,,,,100,,,,2,1,2,2,2,500,,,,,,,1,4000,,,,,,,1,2,,2
509768,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,200,,,,,,,1,1000,,,,,,,1,2,,
509769,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,1300,,,,,,,1,1000,,,,,,,1,2,,
509770,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,2,2,1,2,2,300,,,,,,,1,700,,,,,,,1,2,,
509772,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,600,,,,,,,1,1500,,,,,,,1,2,,
509775,1,1,1,2,,,2,,,2,,,1,1,2,,3,1,0,0,0,0,0,0,0,0,0,0,1,1,3000,1,3,,,,,,,,1,1,2,2,2,,,,,,,,,,2,,,,,,,,,1,1,3,,,,,,,,1,350,1,2,,,,,,,,1,2,,,,,,,,,,,,,200,0,0,,,,,,,1,,2,,,,,,,,,,50,50,,,,1,1,2,2,2,400,,,,,,,1,1500,,,,,,,1,2,,
509783,1,1,2,2,,,2,,,2,,,1,1,2,,2,1,0,0,0,0,0,0,0,1,0,0,1,1,3000,2,,,,,,,,,,1,2,2,2,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,100,0,4,,,,,,,1,500,2,,,,,,,,,,,50,50,,,2,1,1,2,2,800,,,,,,,1,900,,,,,,,1,2,,
509785,1,1,2,2,,,2,,,2,,,1,1,2,,2,1,0,0,0,0,0,0,0,0,0,0,,2,,2,,,,,,,,,,2,2,2,2,0,0,0,1,0,0,0,0,0,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,300,2,,,,,,,,1,500,2,,,,,,,,,,,100,,,,2,1,2,2,2,400,,,,,,,1,1200,,,,,,,1,2,,3
509787,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,400,,,,,,,1,1200,,,,,,,1,2,,
509791,1,1,2,2,,,2,,,2,,,1,1,2,,2,1,1,0,0,0,0,0,0,0,0,0,6,2,,2,,,,,,,,,,2,2,2,2,0,0,0,1,0,0,0,0,0,2,,,,,,,,,1,1,4,,,,,,,,1,400,2,,,,,,,,,,2,,,,,,,,,,,,,150,1,,,,,,,,1,300,2,,,,,,,,,,,100,,,,2,1,2,2,2,1500,,,,,,,1,1500,,,,,,,1,2,,
509793,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,1000,,,,,,,1,1000,,,,,,,1,2,,
509794,1,1,1,1,1,1,2,,,2,,,1,1,2,,4,1,0,0,0,0,0,1,0,0,0,0,,1,1000,1,3,,2,3,,,,,0,2,2,2,2,0,0,0,0,0,0,1,0,0,2,,,,,,,,,1,1,2,,2,3,,,,,0,500,2,,,,,,,,,,1,5,2,1,3,,2,3,,,,,0,1000,2,,2,3,,,,,0,500,1,4,2,3,,,,,0,2000,50,50,,,,1,1,2,2,2,1000,2,3,,,,,0,3000,2,3,,,,,0,2,,3
509796,1,2,1,2,,,2,,,2,,,2,2,2,,4,1,0,0,0,0,0,0,0,0,0,0,,3,,2,,,,,,,,,,2,2,2,2,0,0,0,0,0,0,1,0,0,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,500,10,,,,,,,,1,1000,1,6,,,,,,,1,700,30,70,,,,1,1,2,2,2,1000,,,,,,,1,800,,,,,,,1,2,,1.5
509805,1,1,1,2,,,2,,,2,,,1,1,2,,3,1,0,0,0,0,0,0,0,0,0,0,,3,,2,,,,,,,,,,2,2,2,1,0,0,0,0,0,0,0,1,0,2,,,,,,,,,1,1,2,,,,,,,,1,300,2,,,,,,,,,,2,,,,,,,,,,,,,100,0,0,,,,,,,1,,2,,,,,,,,,,100,,,,,1,2,2,2,2,1000,,,,,,,1,1200,,,,,,,1,2,,3
509806,1,1,1,1,1,1,2,,,2,,,1,1,2,,3,1,0,0,0,0,0,0,0,0,0,0,,2,,1,3,,3,4,,,,,0,2,2,2,2,0,0,0,0,0,0,1,0,0,2,,,,,,,,,1,4,3,,3,4,,,,,0,400,2,,,,,,,,,,2,,,,,,,,,,,,,1000,3,,3,4,,,,,0,300,2,,,,,,,,,,,100,,,,2,1,2,2,2,500,3,4,,,,,0,1000,3,4,,,,,0,2,,4.5
509807,1,1,1,1,1,1,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,0,1,0,0,0,,1,4000,2,,,,,,,,,,2,2,2,2,0,0,0,0,0,0,1,0,0,2,,,,,,,,,1,1,3,,,,,,,,1,500,2,,,,,,,,,,2,,,,,,,,,,,,,100,4,,,,,,,,1,500,2,,,,,,,,,,,100,,,,2,1,2,2,2,1000,,,,,,,1,1300,,,,,,,1,2,,0
509808,1,2,2,2,,,2,,,2,,,1,1,2,,4,1,0,0,0,0,0,0,0,0,0,0,,2,,1,1,,2,,,,,,0,2,2,2,1,0,0,0,0,0,0,1,0,0,2,,,,,,,,,1,1,5,,,,,,,,1,500,2,,,,,,,,,,2,,,,,,,,,,,,,300,4,,,,,,,,1,500,2,,,,,,,,,,,100,,,,2,1,2,2,2,1000,,,,,,,1,2000,,,,,,,1,2,,1.5
509809,1,1,1,2,,,2,,,2,,,1,1,2,,4,1,0,0,0,0,0,0,0,0,0,0,,3,,2,,,,,,,,,,2,2,2,2,0,0,0,0,0,0,1,0,0,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1000,2,,,,,,,,1,1000,1,4,,,,,,,1,1500,100,,,,,1,2,2,2,2,1000,,,,,,,1,1500,,,,,,,1,2,,2
509810,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,100,,,,,,,1,700,,,,,,,1,2,,
509816,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,1000,,,,,,,1,1000,,,,,,,1,2,,
509817,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,1000,,,,,,,1,1500,,,,,,,1,2,,
509822,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,700,,,,,,,1,700,,,,,,,1,2,,
509829,2,,,1,1,1,1,1,1,2,,,1,1,2,,4,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,2,,,,,,,,1,600,2,,,,,,,,,,100,,,,,1,2,2,2,2,1800,,,,,,,1,1800,,,,,,,1,2,,
509832,1,1,1,1,1,1,2,,,2,,,1,1,2,,1,1,0,0,0,0,0,0,0,0,0,0,,2,,1,7,,,,,,,,1,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,1,1,0,2,,,,,,,1,200,2,,,,,,,,,,2,,,,,,,,,,,,,4000,3,,,,,,,,1,1200,1,10,,,,,,,1,1000,100,,,,,1,2,2,2,2,4000,,,,,,,1,1000,,,,,,,1,2,,0.75
509838,1,1,2,1,1,2,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,1,0,0,0,0,,1,5000,2,,,,,,,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,500,0,1,,,,,,,1,1000,2,,,,,,,,,,,100,,,,2,1,2,2,2,1500,,,,,,,1,1500,,,,,,,1,2,,5.5
509841,1,1,1,2,,,2,,,2,,,1,1,2,,4,1,0,0,0,0,0,0,0,0,0,0,,2,,1,0,1,,,,,,,1,1,1,1,2,,,,,,,,,,2,,,,,,,,,1,1,2,,,,,,,,1,500,2,,,,,,,,,,2,,,,,,,,,,,,,100,0,0,,,,,,,1,,2,,,,,,,,,,,100,,,,2,1,2,2,2,300,,,,,,,1,900,,,,,,,1,2,,0.5
509842,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,700,,,,,,,1,1000,,,,,,,1,2,,
509843,2,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,1,2,2,2,2,300,,,,,,,,800,,,,,,,,2,,
509847,2,,,2,,,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1,,,,,,,,1,300,1,8,,,,,,,1,500,100,,,,,1,2,2,2,2,2000,,,,,,,1,2000,,,,,,,1,2,,
509851,1,1,2,2,,,2,,,2,,,1,1,2,,4,0,0,0,0,0,0,1,0,0,0,0,,2,,1,1,,2,3,,,,,0,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,1,1,2,,3,,,,,,0,500,2,,,,,,,,,,2,,,,,,,,,,,,,1000,2,,2,3,,,,,0,500,1,4,2,3,,,,,0,3000,100,,,,,1,2,2,2,2,600,,,,,,,1,1000,,,,,,,1,2,,1.25
509852,1,1,1,2,,,2,,,2,,,1,1,2,,4,1,0,0,0,0,0,0,0,0,0,0,,3,,1,0,5,,,,,,,1,1,2,2,1,,,,,,,,,,2,,,,,,,,,1,1,3,,,,,,,,1,500,2,,,,,,,,,,2,,,,,,,,,,,,,300,3,,,,,,,,1,300,2,,,,,,,,,,,100,,,,2,1,2,2,2,400,,,,,,,1,800,,,,,,,1,2,,0.4
509853,1,1,1,2,,,2,,,2,,,1,1,2,,1,1,0,0,0,0,0,0,0,0,0,0,,2,,1,3,,,,,,,,1,2,2,2,2,0,0,0,0,0,0,1,0,0,2,,,,,,,,,1,1,0,0,,,,,,,1,,1,1,,,,,,,,1,2,,,,,,,,,,,,,700,0,0,,,,,,,1,,2,,,,,,,,,,100,,,,,1,2,2,2,2,500,,,,,,,1,500,,,,,,,1,2,,13.5
509854,1,1,1,2,,,2,,,2,,,1,1,2,,3,1,0,0,0,0,0,0,0,0,0,0,,1,50000,1,10,,2,3,4,,,,0,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,1,1,10,,,,,,,,1,500,1,1,,,,,,,,1,1,1,1,,1,,,,,,,,1,300,0,0,,,,,,,1,,1,10,,,,,,,1,1000,15,30,55,,,1,1,1,2,2,400,,,,,,,1,1000,,,,,,,1,2,,2.3
509857,1,1,2,1,1,2,2,,,2,,,1,1,2,,3,1,0,0,0,0,0,0,0,0,0,0,,1,5000,1,0,1,,,,,,,1,1,2,2,2,,,,,,,,,,2,,,,,,,,,1,1,6,,,,,,,,1,200,2,,,,,,,,,,2,,,,,,,,,,,,,300,0,0,,,,,,,1,,2,,,,,,,,,,,100,,,,2,1,2,2,2,300,,,,,,,1,2000,,,,,,,1,2,,0.5
509862,1,1,1,1,1,1,2,,,2,,,1,1,2,,4,1,0,0,0,0,0,0,0,0,0,0,,2,,1,1,,3,4,,,,,0,2,2,2,2,0,0,0,0,0,0,0,1,0,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,300,2,,,,,,,,1,400,2,,,,,,,,,,,100,,,,2,1,2,2,2,500,,,,,,,1,1000,,,,,,,1,2,,2
509863,2,,,2,,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,1,,,,,,,,,5000,2,,,,,,,,,,100,,,,,1,2,2,2,2,600,,,,,,,,600,,,,,,,,2,,
