NQUEST,ANABIT,GODABIT,UNIPRO,QUOPRO,ASCLIMA,ASSISMA,ANPOSS,PRO1,PRO2,PRO3,PRO4,PRO5,PRO6,PRO7,PRO8,PRO9,POSS1,IMPACQ2,FITTONOP,TFITTONOP,TFITTO,TIPOAFF2,DFITTOM,TFITTOM,PROPRIET2,TFITIMP,RITAFF,SUPAB,ANCOSTR,BAGNI,VALABIT,TRASFAB,TRASFAB_MOT,ALTRAB,NALTRAB,ALTRFAB,NALTRFAB,TERAGR,NTERAGR,TERNAGR,NTERNAGR,DETRIMM1,DETRIMM2,DETRIMM3,DETRIMM4,DETRIMM5,DETRIMM6,DETRIMM7,PROBCLIMA,REDCLIMA,PATCLIMA,ANTIC,ANTICIPI,DEBITA1,NDEBITA1,FONDGAR,DEBITA2,NDEBITA2,DEBITC,NDEBITC,DEBITD,NDEBITD,DEBITE,NDEBITE,DEBITF,NDEBITF,DEBITG,NDEBITG,CHIFINMUT1,CHIFINCONS1,RITARDO,CREDIT,TCREDIT,DEBIT,TDEBIT,MUTUOR2_BIS,FMUTRIF2_BIS,MUTUOE2_BIS,MUTUORIF,REAPMUT2_BIS,MUTUORIC2_BIS,PARMUTUO1,PARMUTUO2,PARMUTES1,PARMUTES2,PARFRA1,PARFRA2,NUMFRA1,NUMFRA2,PARANN,PARDEC,PARDUR,PARDUR_1,PARTAS,PARPOSS,PARPOSSCHI,DOCSEZD
924612,1990,1,1,,2,2,1990,1,1,0,0,0,0,0,0,0,5,65000,,,,,,,,650,,100,1989,2,150000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
924619,1947,1,1,,2,2,1969,1,1,0,0,0,0,0,0,0,3,10000,,,,,,,,300,,100,1946,2,90000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,20,3,2,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
924622,1980,1,1,,2,2,1980,0,1,0,0,0,0,0,0,0,5,50000,,,,,,,,250,,80,1980,2,100000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,80,2,2,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,2,,,,,,,,0,,,,,,,2
924676,2010,2,,,,,,,,,,,,,,,,,,,572,1,2,,2,,2,120,1992,2,220000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
924687,2007,5,,,,,,,,,,,,,,,,,,,,,,,1,250,,60,1950,1,50000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,30,2,1,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,2,2,,,,,,,0,,,,,,,2
924701,1967,1,1,,2,2,2010,1,0,0,0,0,0,0,0,0,3,10000,,,,,,,,200,,30,1900,1,10000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,20,1,1,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
924706,1961,1,2,50,2,2,2019,1,0,0,0,0,0,0,0,0,3,30000,2,,,,,,,200,,100,1958,1,30000,2,,2,,2,,1,1,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
924708,2009,1,1,,2,2,2009,1,0,0,0,0,0,0,0,0,1,35000,,,,,,,,150,,80,1990,1,50000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,20,2,2,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,2,2,,,,,,,0,,,,,,,2
924756,1982,1,1,,1,1,1982,1,1,0,0,0,0,0,0,0,1,25500,,,,,,,,700,,120,1982,2,250000,2,,1,1,2,,2,,2,,2,1,2,2,1,2,2,50,2,2,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
924759,1985,1,1,,2,2,1985,1,1,0,0,0,0,0,0,0,2,40000,,,,,,,,1500,,115,1962,2,250000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,40,2,2,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
924793,2000,1,1,,2,2,2003,0,1,0,0,0,0,0,0,0,3,80000,,,,,,,,350,,70,1950,2,85000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,30,2,2,2,,2,,,2,,2,,1,2,2,,2,,2,,,2,2,2,,2,,1,2,1,,,2,2,2,,,,,,,0,,,,,,,2
924794,2004,1,1,,2,2,2004,1,1,0,0,0,0,0,0,0,1,50000,,,,,,,,300,,70,1960,1,70000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,10,2,2,2,,1,1,3,2,,2,,2,,2,,2,,2,,2,,1,2,,2,,2,,,,,2,,2,,,,,,,0,,,,,,,2
924800,1984,1,1,,2,2,1984,1,0,0,0,0,0,0,0,0,5,80000,,,,,,,,400,,80,1980,1,80000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,20,2,2,2,,2,,,2,,2,,2,,2,,1,1,2,,,2,2,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
924836,1977,1,1,,2,2,1977,1,1,0,0,0,0,0,0,0,5,40000,,,,,,,,250,,110,1976,2,50000,2,,1,1,2,,1,2,2,,2,2,2,2,2,2,2,20,3,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
924844,1961,1,1,,2,2,1960,1,0,0,0,0,0,0,0,0,5,20000,,,,,,,,300,,100,1960,1,50000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,20,3,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
924936,1986,1,1,,2,2,1985,1,1,0,0,0,0,0,0,0,5,60000,,,,,,,,400,,115,1985,2,110000,2,,2,,2,,1,2,2,,2,2,2,2,2,2,2,10,3,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
924992,2006,2,,,,,,,,,,,,,,,,,,,156,4,1,500,4,,2,120,1975,2,120000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,3,3,,,,,,,0,,,,,,,2
925011,2014,1,1,,2,2,2014,1,0,0,0,0,0,0,0,0,1,50000,,,,,,,,500,,100,1960,2,80000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
925027,2000,1,1,,2,2,1988,0,1,0,0,0,0,0,0,0,4,80000,,,,,,,,400,,100,1988,2,130000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,10,3,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,2,,,,,,,,0,,,,,,,2
925068,2000,1,1,,2,2,1996,0,1,0,0,0,0,0,0,0,4,35000,,,,,,,,200,,83,1930,1,30000,2,,2,,1,1,1,1,2,,2,2,2,2,2,2,2,20,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
925111,1987,2,,,,,,1,0,0,0,0,0,0,0,0,,,,,25,4,2,,4,,2,90,1980,1,25000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,20,4,4,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
925112,1959,1,1,,2,2,1979,1,0,0,0,0,0,0,0,0,3,100000,,,,,,,,250,,120,1948,2,200000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,5,4,4,2,,2,,,2,,2,,1,1,2,,2,,2,,,1,2,2,,2,,1,2,1,,,2,,,,,,,,,0,,,,,,,2
925114,1968,1,1,,2,2,1968,1,0,0,0,0,0,0,0,0,4,25000,,,,,,,,200,,100,1960,1,70000,2,,2,,2,,1,1,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,1,2000,2,,2,,,,,1,,,,,,,,,0,,,,,,,2
925115,1989,1,1,,2,2,1989,1,1,0,0,0,0,0,0,0,2,35000,,,,,,,,200,,140,1989,2,120000,2,,2,,2,,1,1,2,,1,2,2,2,2,2,2,5,4,3,2,,2,,,2,,2,,1,2,2,,2,,2,,,1,2,2,,2,,1,2,1,,,2,2,,,,,,,,0,,,,,,,2
925116,1980,1,1,,2,2,1979,1,0,0,0,0,0,0,0,0,1,60000,,,,,,,,300,,120,1946,1,100000,2,,2,,2,,2,,2,,1,2,2,2,2,2,2,10,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
925117,2018,1,1,,2,2,2010,1,1,0,0,0,0,0,0,0,1,80000,,,,,,,,300,,120,1975,2,100000,2,,2,,2,,1,1,2,,1,2,2,2,2,2,2,4,4,2,2,,2,,,2,,2,,1,1,2,,2,,2,,,2,2,2,,2,,1,2,1,,,,,,,,,,,,0,,,,,,,2
925118,1966,1,1,,2,2,1966,1,0,0,0,0,0,0,0,0,3,60000,,,,,,,,200,,100,1955,2,50000,2,,2,,2,,1,1,2,,2,2,2,2,2,2,2,20,3,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
925120,1973,1,1,,2,2,1973,1,0,0,0,0,0,0,0,0,3,25000,,,,,,,,200,,90,1965,2,100000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,2,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
925204,1969,1,1,,2,2,1969,1,0,0,0,0,0,0,0,0,3,30000,,,,,,,,700,,210,1960,2,300000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,2,3,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,1,3,1,,,2,3,3,,,,,,,0,,,,,,,2
925216,2002,1,1,,2,2,2002,1,1,0,0,0,0,0,0,0,1,40000,,,,,,,,400,,250,2002,2,180000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,5,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
925223,1959,1,1,,2,2,1959,1,0,0,0,0,0,0,0,0,3,10000,,,,,,,,300,,65,1940,1,200000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,5,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
925226,1981,1,1,,2,2,1973,1,0,0,0,0,0,0,0,0,4,80000,,,,,,,,350,,82,1940,1,130000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,10,3,3,2,,1,1,3,2,,2,,2,,2,,2,,2,,3,,2,2,,2,,1,1,1,,,2,2,3,,,,,,,0,,,,,,,2
925229,2004,1,1,,2,2,2003,1,1,0,0,0,0,0,0,0,1,250000,,,,,,,,350,,350,1978,2,350000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,50,2,5,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,1,,,,2,,,0,8,,1,5,3,,2
925246,1972,1,1,,2,2,1972,1,1,0,0,0,0,0,0,0,1,80000,,,,,,,,450,,120,1970,2,150000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
925250,1940,1,1,,2,2,1940,1,0,0,0,0,0,0,0,0,3,80000,,,,,,,,200,,140,1940,2,100000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
925281,1999,1,1,,2,2,1981,1,0,0,0,0,0,0,0,0,3,30000,,,,,,,,200,,80,1980,1,50000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,2,,,,,,,,0,,,,,,,2
925284,2008,1,1,,2,2,2008,1,0,0,0,0,0,0,0,0,1,150000,,,,,,,,300,,160,1990,2,150000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,3,,,,,,,,0,,,,,,,2
925291,1995,1,1,,2,2,1995,1,0,0,0,0,0,0,0,0,5,50000,,,,,,,,200,,120,1995,2,100000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,3,,,,,,,,0,,,,,,,2
925312,1990,1,1,,2,2,1990,1,1,0,0,0,0,0,0,0,2,90000,,,,,,,,250,,120,1985,2,120000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,20,2,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
925316,2012,1,1,,2,2,2018,1,0,0,0,0,0,0,0,0,2,80000,,,,,,,,250,,100,1990,2,120000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,2,2,,,,,,,0,,,,,,,2
925362,1970,1,1,,2,2,1970,1,0,0,0,0,0,0,0,0,5,10000,,,,,,,,350,,90,1970,1,100000,2,,2,,2,,2,,2,,2,2,2,2,1,2,2,50,3,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,2,,,,,,,,0,,,,,,,2
925453,1980,1,1,,2,2,2008,1,0,0,0,0,0,0,0,0,1,20000,,,,,,,,200,,80,1980,1,50000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
925463,2009,2,,,,,,1,0,0,0,0,0,0,0,0,,,,,500,1,2,,2,,2,100,1980,2,100000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
925487,1991,1,1,,2,2,2000,1,0,0,0,0,0,0,0,0,3,90000,,,,,,,,300,,100,1955,1,100000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,1,3000,2,,,,,2,3,,,,,,,,0,,,,,,,2
925488,2010,2,,,,,,,,,,,,,,,,,,,550,2,2,,2,,2,100,1970,2,230000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,20,3,4,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
925491,1976,4,,,,,,,,,,,,,,,,,,,,,,,1,200,,50,1950,1,70000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,1,,,,,,,,,0,,,,,,,2
925496,2018,4,,,,,,,,,,,,,,,,,,,,,,,1,350,,70,1965,1,80000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,1,500,2,,,,,2,,,,,,,,,0,,,,,,,2
925502,1981,2,,,,,,,,,,,,,,,,,,,400,2,2,,2,,2,100,1955,1,110000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,,,,2,,1,1,2,,2,,2,,2,,,1,2,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
925503,1989,4,,,,,,1,0,0,0,0,0,0,0,0,,,,,,,,,4,200,,47,1954,1,80000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
925508,1989,2,,,,,,,,,,,,,,,,,,,54,4,1,350,4,,2,80,1960,1,90000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,1,4,4,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
925510,1980,1,1,,2,2,1980,1,1,0,0,0,0,0,0,0,1,35000,,,,,,,,200,,92,1945,1,70000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
925521,1994,4,,,,,,,,,,,,,,,,,,,,,,,4,250,,75,1940,1,75000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
925541,1972,2,,,,,,,,,,,,,,,,,,,250,2,2,,2,,2,70,1950,1,90000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
925543,1994,1,1,,2,2,1994,1,0,0,0,0,0,0,0,0,3,50000,,,,,,,,400,,80,1970,1,120000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
925579,1989,4,,,,,,1,0,0,0,0,0,0,0,0,,,,,,,,,4,300,,42,1942,1,80000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,30,2,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,2,,,,,,,,0,,,,,,,2
925752,2000,1,1,,2,2,1983,0,1,0,0,0,0,0,0,0,3,30000,,,,,,,,600,,100,1983,2,200000,2,,2,,2,,1,1,2,,2,2,2,2,2,2,2,5,4,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
925757,1994,1,1,,2,2,1994,1,0,0,0,0,0,0,0,0,1,60000,,,,,,,,400,,100,1990,2,80000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,10,3,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
925759,2001,1,1,,2,2,1980,1,0,0,0,0,0,0,0,0,3,20000,,,,,,,,400,,100,1980,1,100000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,15,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,2,,,,,,,,0,,,,,,,2
925772,1980,1,1,,2,2,1980,0,1,0,0,0,0,0,0,0,1,20000,,,,,,,,400,,110,1980,2,170000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,1,2,2,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
925868,1976,1,1,,2,2,1973,1,1,0,0,0,0,0,0,0,1,20000,,,,,,,,500,,126,1960,2,180000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
925956,1981,1,1,,2,2,1981,1,0,0,0,0,0,0,0,0,2,35000,,,,,,,,250,,100,1970,1,120000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
926095,1988,1,1,,2,2,1988,1,1,0,0,0,0,0,0,0,2,15000,,,,,,,,300,,75,1905,1,80000,2,,2,,2,,1,1,2,,2,2,2,2,2,2,2,10,1,1,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
926099,2000,1,1,,2,2,2022,1,0,0,0,0,0,0,0,0,3,80000,,,,,,,,300,,110,1970,2,120000,2,,1,2,1,2,2,,2,,2,2,2,2,2,2,2,80,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,2,,,,,,,,0,,,,,,,2
926179,1991,1,1,,2,2,1986,1,1,0,0,0,0,0,0,0,5,5000,,,,,,,,500,,120,1990,1,150000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,10,2,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
926184,1993,1,1,,2,2,1994,1,1,1,0,0,0,0,0,0,5,100000,,,,,,,,400,,150,1993,2,150000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,10,1,1,2,,2,,,2,,2,,1,1,2,,2,,2,,,2,2,2,,2,,1,2,1,,,2,,,,,,,,,0,,,,,,,2
926224,1963,1,1,,2,2,1963,1,0,0,0,0,0,0,0,0,3,10000,,,,,,,,250,,70,1950,1,40000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,50,2,2,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
926274,2009,1,1,,2,2,1980,1,0,0,0,0,0,0,0,0,4,15000,,,,,,,,350,,100,1960,1,30000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,10,2,1,2,,1,1,3,2,,2,,2,,2,,2,,2,,2,,2,2,,2,,1,1,1,,,2,,,,,,,,,0,,,,,,,2
926276,1983,1,1,,2,2,1983,1,0,0,0,0,0,0,0,0,5,25000,,,,,,,,500,,100,1983,2,200000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,30,2,1,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
926278,1987,1,2,50,2,2,1987,1,0,0,0,0,0,0,0,0,5,24000,2,,,,,,,500,,250,1985,2,350000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,10,2,2,2,,2,,,2,,2,,1,1,2,,2,,2,,,1,2,2,,2,,1,2,1,,,2,,,,,,,,,0,,,,,,,2
926401,1990,1,1,,2,2,1990,1,0,0,0,0,0,0,0,0,3,80000,,,,,,,,300,,120,1970,2,100000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,80,3,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
926503,2017,1,1,,2,2,2018,1,0,0,0,0,0,0,0,0,4,100000,,,,,,,,500,,110,1942,2,250000,2,,2,,2,,1,1,2,,2,2,2,2,2,2,2,40,2,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,1,2,,,,,,,,0,,,,,,,2
926645,1966,1,1,,2,2,1993,1,1,0,0,0,0,0,0,0,3,120000,,,,,,,,500,,140,1900,2,120000,2,,2,,1,1,1,1,2,,2,2,2,2,2,2,2,10,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
926676,1975,1,1,,2,2,1974,1,1,0,0,0,0,0,0,0,5,20000,,,,,,,,300,,90,1972,1,90000,2,,1,1,1,1,1,1,2,,2,2,2,2,2,2,2,20,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
926719,1970,1,1,,2,2,1966,1,0,0,0,0,0,0,0,0,1,90000,,,,,,,,350,,120,1966,1,100000,2,,2,,2,,2,,2,,2,2,1,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
926723,1970,1,1,,2,2,1970,0,1,0,0,0,0,0,0,0,3,110000,,,,,,,,500,,100,1970,2,115000,2,,2,,1,2,2,,1,1,2,2,2,2,2,2,2,5,4,5,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
926769,2012,2,,,,,,,,,,,,,,,,,,,75,4,1,400,4,,2,75,1960,1,80000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,2,4,4,2,,,,,2,,1,1,2,,2,,2,,2,,,1,2,2,,2,,2,,,,,2,2,1,,,,1,,4,1985,,,1,5,3,,2
926849,2013,1,1,,2,2,2013,1,0,0,0,0,0,0,0,0,5,50000,,,,,,,,500,,52,2010,1,120000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
926851,1974,1,1,,2,2,1974,1,0,0,0,0,0,0,0,0,5,20000,,,,,,,,500,,190,1974,2,200000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,60,3,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
926857,1970,5,,,,,,1,0,0,0,0,0,0,0,0,,,,,,,,,1,350,,90,1970,2,80000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,60,3,2,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
926864,1987,1,1,,2,2,1987,1,1,0,0,0,0,0,0,0,5,30000,,,,,,,,350,,140,1987,2,130000,2,,2,,2,,2,,1,1,2,2,2,1,2,2,2,20,6,6,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
926868,1990,1,1,,2,2,1990,1,0,0,0,0,0,0,0,0,1,70000,,,,,,,,400,,120,1985,2,120000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,40,4,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
926901,1968,1,1,,2,2,1968,1,1,0,0,0,0,0,0,0,1,7500,,,,,,,,800,,120,1967,2,300000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
926908,1990,1,1,,2,2,1990,1,0,0,0,0,0,0,0,0,1,15000,,,,,,,,1000,,130,1960,2,200000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
926909,1979,1,1,,2,2,1979,1,1,0,0,0,0,0,0,0,1,30000,,,,,,,,1000,,100,1950,2,200000,2,,1,1,2,,1,1,2,,2,2,2,2,2,2,2,6,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
926941,2001,1,1,,2,2,2001,1,1,0,0,0,0,0,0,0,1,85000,,,,,,,,600,,100,1978,2,170000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
