NQUEST,ANABIT,GODABIT,UNIPRO,QUOPRO,ASCLIMA,ASSISMA,ANPOSS,PRO1,PRO2,PRO3,PRO4,PRO5,PRO6,PRO7,PRO8,PRO9,POSS1,IMPACQ2,FITTONOP,TFITTONOP,TFITTO,TIPOAFF2,DFITTOM,TFITTOM,PROPRIET2,TFITIMP,RITAFF,SUPAB,ANCOSTR,BAGNI,VALABIT,TRASFAB,TRASFAB_MOT,ALTRAB,NALTRAB,ALTRFAB,NALTRFAB,TERAGR,NTERAGR,TERNAGR,NTERNAGR,DETRIMM1,DETRIMM2,DETRIMM3,DETRIMM4,DETRIMM5,DETRIMM6,DETRIMM7,PROBCLIMA,REDCLIMA,PATCLIMA,ANTIC,ANTICIPI,DEBITA1,NDEBITA1,FONDGAR,DEBITA2,NDEBITA2,DEBITC,NDEBITC,DEBITD,NDEBITD,DEBITE,NDEBITE,DEBITF,NDEBITF,DEBITG,NDEBITG,CHIFINMUT1,CHIFINCONS1,RITARDO,CREDIT,TCREDIT,DEBIT,TDEBIT,MUTUOR2_BIS,FMUTRIF2_BIS,MUTUOE2_BIS,MUTUORIF,REAPMUT2_BIS,MUTUORIC2_BIS,PARMUTUO1,PARMUTUO2,PARMUTES1,PARMUTES2,PARFRA1,PARFRA2,NUMFRA1,NUMFRA2,PARANN,PARDEC,PARDUR,PARDUR_1,PARTAS,PARPOSS,PARPOSSCHI,DOCSEZD
1030416,1970,1,1,,2,2,1970,1,0,0,0,0,0,0,0,0,1,75000,,,,,,,,450,,75,1968,1,70000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,2,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030433,2020,1,1,,2,2,2020,0,0,1,0,0,0,0,0,0,1,98000,,,,,,,,600,,110,2020,1,99000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,2,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030436,1976,1,1,,2,2,1976,0,0,1,0,0,0,0,0,0,5,65000,,,,,,,,500,,110,1975,2,120000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,2,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030439,1960,1,1,,2,2,1965,1,0,0,0,0,0,0,0,0,1,40000,,,,,,,,400,,60,1960,1,50000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,5,3,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030473,1990,1,1,,2,2,1990,1,0,0,0,0,0,0,0,0,1,80000,,,,,,,,500,,90,1990,1,75000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,3,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030476,1973,2,,,,,,1,0,0,0,0,0,0,0,0,,,,,200,3,1,2400,2,,2,50,1920,1,40000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,20,2,4,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,1,2,1,,,,2,,,,,,,,0,,,,,,,2
1030484,2000,1,1,,2,2,2000,1,1,0,0,0,0,0,0,0,1,120000,,,,,,,,500,,80,2000,1,90000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,3,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030492,1981,5,,,,,,,,,,,,,,,,,,,,,,,1,700,,100,1980,1,200000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,20,4,6,2,,1,1,3,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030494,2010,2,,,,,,,,,,,,,,,,,,,300,3,2,,2,,2,60,1950,1,25000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,3,4,4,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030503,1970,1,1,,2,2,1971,1,1,0,0,0,0,0,0,0,1,60000,,,,,,,,450,,75,1970,1,55000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,5,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030515,1972,1,1,,2,2,1971,1,0,0,0,0,0,0,0,0,1,80000,,,,,,,,500,,90,1969,2,100000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,15,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030529,1983,1,1,,2,2,1981,1,1,0,0,0,0,0,0,0,5,150000,,,,,,,,500,,136,1981,2,190000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,2,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030531,1980,2,,,,,,,,,,,,,,,,,,,580,1,2,,2,,2,70,1980,1,190000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,3,4,4,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030539,1992,1,1,,2,2,1992,1,0,0,0,0,0,0,0,0,1,150000,,,,,,,,700,,90,1990,2,190000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,2,3,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030542,1990,1,1,,2,2,1990,1,1,0,0,0,0,0,0,0,1,80000,,,,,,,,500,,90,1990,1,95000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,3,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030563,1965,1,1,,2,2,1966,1,0,0,0,0,0,0,0,0,1,120000,,,,,,,,600,,100,1965,2,160000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,3,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030573,2013,2,,,,,,,,,,,,,,,,,,,600,1,2,,2,,2,100,1960,1,150000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,3,3,4,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030583,1990,1,1,,2,2,1980,1,1,0,0,0,0,0,0,0,1,40000,,,,,,,,400,,140,1900,2,100000,2,,1,4,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030593,1990,1,1,,2,2,1984,1,1,0,0,0,0,0,0,0,5,38000,,,,,,,,1200,,160,1984,2,400000,1,5,1,1,1,2,2,,2,,2,2,2,2,2,2,2,80,2,2,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,1,2,1,,,,,,,,,,,,0,,,,,,,2
1030597,1950,1,1,,2,2,1960,1,0,0,0,0,0,0,0,0,1,75000,,,,,,,,500,,75,1950,1,55000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,5,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030611,1988,4,,,,,,,,,,,,,,,,,,,,,,,5,400,,75,1980,1,50000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,3,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030614,1960,1,1,,2,2,1960,1,0,0,0,0,0,0,0,0,1,60000,,,,,,,,400,,80,1960,1,55000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,2,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030623,1992,1,1,,2,2,1993,1,0,0,0,0,0,0,0,0,1,85000,,,,,,,,500,,70,1992,1,78000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,3,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030626,2017,2,,,,,,,,,,,,,,,,,,,52,4,1,400,4,,1,90,2017,1,35000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,70,1,1,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030631,1980,1,1,,2,2,1985,1,1,0,0,0,0,0,0,0,1,170000,,,,,,,,500,,90,1980,1,180000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,3,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030633,1981,1,1,,2,2,1981,1,1,0,0,0,0,0,0,0,1,18000,,,,,,,,400,,100,1979,1,120000,1,5,2,,1,1,2,,2,,2,2,2,2,2,2,2,40,2,2,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030634,1982,1,1,,2,2,2018,1,1,0,0,0,0,0,0,0,1,24000,,,,,,,,400,,73,1980,2,90000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,50,2,2,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030651,1977,1,1,,2,2,1970,1,0,0,0,0,0,0,0,0,3,2500,,,,,,,,500,,110,1970,1,200000,2,,1,2,2,,2,,2,,2,2,2,2,2,2,2,20,4,2,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030660,2000,1,1,,2,2,2000,1,1,0,0,0,0,0,0,0,1,200000,,,,,,,,800,,200,2000,2,350000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,2,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030665,2018,2,,,,,,,,,,,,,,,,,,,500,4,2,,2,,2,80,1980,1,50000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,2,4,4,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,3,3,,,,,,,0,,,,,,,2
1030667,2000,1,1,,2,2,2000,1,1,0,0,0,0,0,0,0,1,140000,,,,,,,,500,,90,2000,1,150000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,3,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030670,1986,1,1,,2,2,1986,1,1,0,0,0,0,0,0,0,1,65000,,,,,,,,600,,120,1972,2,190000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,2,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030683,1975,1,1,,2,2,1977,1,0,0,0,0,0,0,0,0,1,80000,,,,,,,,500,,75,1975,1,75000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,5,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030688,1990,1,1,,2,2,1983,1,0,0,0,0,0,0,0,0,1,60000,,,,,,,,450,,98,1988,2,120000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,60,2,2,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030689,1990,1,1,,2,2,1990,1,1,0,0,0,0,0,0,0,1,150000,,,,,,,,600,,80,1985,1,170000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,2,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030690,1986,1,1,,2,2,1986,1,1,0,0,0,0,0,0,0,1,20000,,,,,,,,400,,84,1952,1,80000,1,5,2,,2,,2,,2,,2,2,2,2,2,2,2,30,3,3,2,,2,,,2,,2,,2,,2,,1,1,2,,,1,2,2,,2,,1,2,1,,,,,,,,,,,,0,,,,,,,2
1030700,1981,1,1,,2,2,1980,1,1,0,0,0,0,0,0,0,1,13000,,,,,,,,650,,95,1964,2,175000,2,,2,,1,1,2,,2,,2,2,2,2,2,2,2,100,4,1,2,,2,,,2,,1,1,2,,2,,2,,2,,,1,2,2,,2,,1,2,1,,,2,,,,,,,,,0,,,,,,,2
1030703,2000,1,1,,2,2,2002,0,0,1,0,0,0,0,0,0,1,120000,,,,,,,,600,,100,2000,2,130000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,3,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030709,2005,1,1,,2,2,2004,1,0,0,0,0,0,0,0,0,1,60000,,,,,,,,350,,60,1940,1,65000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,5,3,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,1,2,1,,,,,,,,,,,,0,,,,,,,2
1030713,2010,2,,,,,,,,,,,,,,,,,,,500,3,2,,2,,2,80,2010,1,80000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,3,4,4,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030717,1980,1,1,,2,2,1980,0,1,0,0,0,0,0,0,0,3,75000,,,,,,,,450,,120,1972,1,60000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,5,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030721,2000,1,1,,2,2,2000,1,1,0,0,0,0,0,0,0,1,80000,,,,,,,,400,,75,1998,1,75000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,5,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030728,1983,1,1,,2,2,2009,1,1,0,0,0,0,0,0,0,1,60000,,,,,,,,400,,85,1983,2,100000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,10,1,1,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030735,1996,1,1,,2,2,1995,1,0,0,0,0,0,0,0,0,1,90000,,,,,,,,700,,180,1900,2,250000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,20,4,3,2,,2,,,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030741,1982,1,1,,2,2,2010,1,0,0,0,0,0,0,0,0,4,50000,,,,,,,,500,,115,1975,2,200000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,50,1,1,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030756,1994,1,1,,2,2,1992,1,1,0,0,0,0,0,0,0,1,100000,,,,,,,,800,,110,1967,2,200000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,60,3,2,2,,2,,,2,,1,1,2,,2,,2,,2,,,1,2,2,,2,,1,2,1,,,2,,,,,,,,,0,,,,,,,2
1030761,2006,1,1,,2,2,2007,1,0,0,0,0,0,0,0,0,1,75000,,,,,,,,400,,90,1960,1,120000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,30,4,6,2,,1,1,3,2,,2,,2,,2,,2,,2,,4,,1,2,,2,,2,,,,,2,2,,,,,,,,0,,,,,,,2
1030762,2015,2,,,,,,,,,,,,,,,,,,,350,1,2,,2,,2,100,1950,1,80000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030778,1993,1,1,,2,2,1993,1,1,0,0,0,0,0,0,0,1,90000,,,,,,,,500,,70,1980,1,95000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,3,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030780,1998,1,1,,2,2,1998,1,1,0,0,0,0,0,0,0,1,90000,,,,,,,,1000,,100,1980,2,200000,1,4,1,1,2,,2,,2,,2,2,2,2,2,2,2,20,4,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030787,2004,1,1,,2,2,2008,1,1,0,0,0,0,0,0,0,1,150000,,,,,,,,600,,100,1990,2,220000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,3,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,3,,,,,,,0,,,,,,,2
1030794,1993,1,1,,2,2,1993,1,1,0,0,0,0,0,0,0,1,80000,,,,,,,,700,,100,1965,1,120000,2,,1,1,1,1,2,,2,,2,2,2,1,2,2,2,20,4,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,1,2,1,,,,,,,,,,,,0,,,,,,,2
1030807,1999,1,1,,2,2,1998,1,1,0,0,0,0,0,0,0,1,60000,,,,,,,,408,,120,1950,1,130000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,1,1,2,,,1,2,2,,2,,1,2,1,,,,,,,,,,,,0,,,,,,,2
1030818,1987,5,,,,,,,,,,,,,,,,,,,,,,,1,800,,220,1983,2,250000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,50,2,4,2,,2,,,2,,1,1,1,1,2,,2,,2,,,1,2,2,,2,,1,1,3,3,2,,,,,,,,,,0,,,,,,,2
1030822,1995,1,1,,2,2,1995,1,1,0,0,0,0,0,0,0,1,27000,,,,,,,,500,,80,1950,1,85000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,1,1,2,,2,,2,,,2,2,2,,2,,1,2,1,,,,2,2,,,,,,,0,,,,,,,2
1030826,2015,1,1,,2,2,2015,1,1,0,0,0,0,0,0,0,1,115000,,,,,,,,500,,80,1980,1,100000,1,3,2,,2,,2,,2,,2,2,2,2,2,2,2,50,3,3,2,,1,1,3,2,,2,,2,,2,,2,,2,,4,,2,2,,2,,1,2,1,,,,,2,,,,,,,0,,,,,,,2
1030830,1990,2,,,,,,,,,,,,,,,,,,,200,3,2,,1,,1,60,1950,1,20000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,,,,2,,2,,2,,2,,1,2,2,,,2,1,2,,2,,2,,,,,2,,2,,,,,,,0,,,,,,,2
1030835,1989,1,1,,2,2,1999,1,1,0,0,0,0,0,0,0,1,30000,,,,,,,,500,,100,1930,1,90000,2,,2,,1,1,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,1,1,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030871,2009,5,,,,,,,,,,,,,,,,,,,,,,,1,400,,60,2003,1,70000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,2,,,,,,,,0,,,,,,,2
1030874,1992,1,1,,2,2,1989,0,1,0,0,0,0,0,0,0,3,100000,,,,,,,,1000,,150,1940,2,250000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,50,6,5,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030892,1999,1,1,,2,2,1998,1,0,0,0,0,0,0,0,0,1,100000,,,,,,,,1300,,180,1998,2,300000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,1,1,2,,2,,2,,2,,,1,2,2,,2,,1,2,1,,,,,,,,,,,,0,,,,,,,2
1030896,1997,1,1,,2,2,1997,1,1,0,0,0,0,0,0,0,1,180000,,,,,,,,700,,110,1996,2,220000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,3,4,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030902,2000,1,1,,2,2,1999,1,1,0,0,0,0,0,0,0,1,150000,,,,,,,,600,,90,1999,1,170000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,2,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030927,2020,1,1,,2,2,2020,1,0,0,0,0,0,0,0,0,1,90000,,,,,,,,500,,80,2019,1,95000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,2,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,2,2,,,,,,,0,,,,,,,2
1030932,2006,5,,,,,,,,,,,,,,,,,,,,,,,1,300,,80,1950,1,50000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030940,2020,1,1,,2,2,2007,1,0,0,0,0,0,0,0,0,4,100000,,,,,,,,500,,80,1950,1,150000,2,,1,1,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,3,,,,,,,0,,,,,,,2
1030942,1995,1,1,,2,2,1995,1,1,0,0,0,0,0,0,0,1,110000,,,,,,,,650,,90,1994,1,120000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,3,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,2,2,,,,,,,0,,,,,,,2
1030970,1990,1,1,,2,2,1990,1,0,0,0,0,0,0,0,0,1,110000,,,,,,,,600,,90,1970,1,150000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,3,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030972,2005,2,,,,,,,,,,,,,,,,,,,52,4,1,400,4,,1,100,2000,1,40000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030975,2006,1,1,,2,2,2004,1,1,0,0,0,0,0,0,0,1,300000,,,,,,,,2000,,300,1939,2,400000,2,,1,5,1,1,1,2,2,,2,2,2,2,2,2,2,60,4,1,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1030990,2010,1,1,,2,2,2010,0,1,0,0,0,0,0,0,0,1,200000,,,,,,,,600,,100,2009,2,250000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,3,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,3,3,,,,,,,0,,,,,,,2
1031001,2011,1,1,,2,2,2013,1,0,0,0,0,0,0,0,0,3,25000,,,,,,,,450,,90,2011,2,50000,2,,1,1,1,1,2,,2,,2,2,2,2,2,2,2,20,4,6,2,,2,,,2,,2,,2,,2,,1,3,2,,,2,2,2,,1,1700,1,2,1,,,,2,2,,,,,,,0,,,,,,,2
1031005,2009,1,1,,2,2,2006,0,1,0,0,0,0,0,0,0,1,400000,,,,,,,,2000,,200,1902,2,400000,1,5,1,17,1,3,1,2,1,1,2,2,2,2,2,2,2,100,3,3,2,,2,,,2,,1,1,2,,2,,2,,2,,,1,2,2,,2,,1,2,1,,,2,,,,,,,,,0,,,,,,,2
1031006,2005,1,1,,2,2,2005,1,0,0,0,0,0,0,0,0,3,90000,,,,,,,,400,,90,1978,1,110000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,50,3,3,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,2,2,,,,,,,0,,,,,,,2
1031014,2010,4,,,,,,,,,,,,,,,,,,,,,,,4,400,,80,1980,1,75000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,3,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,3,3,,,,,,,0,,,,,,,2
1031016,2008,5,,,,,,,,,,,,,,,,,,,,,,,1,1000,,90,1974,2,300000,1,3,2,,2,,2,,2,,2,1,2,2,2,2,2,0,,,2,,2,,,2,,1,1,1,1,2,,2,,2,,,1,2,2,,2,,1,2,1,,,,2,,,,,,,,0,,,,,,,2
1031022,2010,2,,,,,,,,,,,,,,,,,,,500,1,2,,2,,1,70,2010,1,80000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,3,4,4,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,2,2,,,,,,,0,,,,,,,2
1031024,2009,1,1,,2,2,2021,1,0,0,0,0,0,0,0,0,2,300000,,,,,,,,600,,120,1962,2,250000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,1,2,2,,2,,2,,2,,,1,2,2,,2,,1,2,1,,,,1,1,,,1,1,2,1,2021,,10,,2,3,,2
1031068,2000,2,,,,,,,,,,,,,,,,,,,500,2,2,,2,,1,90,2000,1,90000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,3,4,4,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1031078,2005,1,1,,2,2,2019,1,0,0,0,0,0,0,0,0,2,190000,,,,,,,,1000,,100,1960,1,250000,2,,2,,1,1,1,1,1,1,2,2,2,2,2,2,2,5,3,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,1,7000,1,2,1,,,,,,,,,,,,0,,,,,,,2
1031098,2011,1,1,,2,2,2011,1,0,0,0,0,0,0,0,0,1,140000,,,,,,,,600,,110,2010,2,160000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,3,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,3,,,,,,,,0,,,,,,,2
1031111,2013,5,,,,,,1,0,0,0,0,0,0,0,0,,,,,,,,,1,250,,60,1950,1,20000,1,5,2,,2,,2,,2,,2,2,2,2,2,2,2,20,2,2,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
1031122,2007,1,1,,2,2,2007,1,0,0,0,0,0,0,0,0,1,160000,,,,,,,,600,,100,1963,1,190000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,0,,,2,,2,,,2,,1,1,1,2,2,,2,,2,,,1,2,2,,2,,1,2,1,,,,2,,,,,,,,0,,,,,,,2
1031124,2021,1,1,,2,2,2021,1,0,0,0,0,0,0,0,0,1,160000,,,,,,,,500,,90,1950,1,180000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,5,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,3,,,,,,,,0,,,,,,,2
1031130,1994,1,1,,2,2,1984,1,1,0,0,0,0,0,0,0,1,90000,,,,,,,,600,,90,1981,1,100000,2,,2,,2,,2,,2,,2,2,2,2,2,2,2,3,4,4,2,,2,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,,0,,,,,,,2
