NQUEST,NORD,INTPER,NATTIVITA,PARTIME,CONTRATT,TUTTANNO,MESILAV,ATTEST,DIMAZ,ORETOT,PSTRA,ORESTRA,YLM,INTEG,YLNM,YLNMC,CONTAZ2_1,CONTAZ2_2,AMMCONTAZ_1,AMMCONTAZ_1_1,AMMCONTAZ_2,AMMCONTAZ_2_1
952414,3,2,1,1,1,1,,1,5,36,2,,18000,2,,,2,2,,,,
952419,1,1,1,1,1,1,,1,6,45,2,,40000,1,1700,,1,1,,1,,1
952419,2,1,1,1,2,1,,1,8,24,2,,18000,2,,,2,2,,,,
952424,1,1,1,1,1,1,,1,5,36,2,,23000,2,,,1,2,100,,,
952424,2,1,1,1,1,1,,1,6,40,2,,25000,2,,,1,2,150,,,
952425,1,1,1,1,1,1,,1,2,40,1,2,300000,1,5000,,2,2,,,,
952519,1,1,1,1,1,1,,1,4,40,2,,25000,2,,,2,2,,,,
952519,2,1,1,1,1,1,,1,8,36,2,,18500,2,,,2,2,,,,
952537,2,1,1,1,1,1,,1,5,40,2,,20000,2,,,2,2,,,,
952537,3,1,1,1,1,2,6,1,3,28,2,,8000,2,,,2,2,,,,
952550,1,1,1,1,1,1,,1,7,45,2,,45000,1,11000,,1,2,600,,,
952550,2,2,1,1,1,1,,1,7,45,1,5,30000,1,1370,,1,2,480,,,
952566,1,1,1,1,1,1,,1,7,38,2,,37000,1,1000,,1,1,,1,,1
952574,1,1,1,1,1,1,,1,4,38,1,0,27500,1,1800,,2,2,,,,
952595,1,1,1,1,1,1,,1,4,40,2,,25000,2,,,1,2,,1,,
952599,1,1,1,1,1,1,,1,2,50,2,,27000,2,,,2,2,,,,
952637,1,1,1,1,1,1,,1,6,40,2,,30000,1,1800,,1,1,,1,,1
952645,1,1,1,1,1,1,,1,7,40,2,,45000,1,2000,,1,1,,1,,1
952645,2,1,1,1,1,1,,1,7,40,2,,35000,2,,,1,1,,1,,1
952682,1,1,1,1,1,1,,1,7,42,2,,31000,1,1200,,2,2,,,,
952682,2,1,1,1,2,1,,1,8,40,2,,18000,2,,,2,2,,,,
952721,1,1,1,1,1,1,,1,7,60,2,,39000,1,1400,,1,2,,1,,
952721,4,1,1,2,2,3,,1,2,24,2,,2500,2,,,2,2,,,,
952723,2,1,1,1,1,1,,1,8,40,2,,26000,2,,,2,2,,,,
952806,2,1,1,1,1,1,,1,6,38,2,,23000,2,,,2,2,,,,
952815,2,1,1,1,1,1,,1,4,35,2,,45000,1,1800,Ticket pasto,2,2,,,,
952865,1,1,1,1,1,1,,1,4,40,2,,24000,1,3000,,2,2,,,,
952865,2,1,1,1,1,1,,1,3,40,2,,24000,2,,,2,2,,,,
952871,2,1,1,1,1,1,,1,2,35,2,,19500,2,,,2,2,,,,
952933,2,1,1,2,1,1,,1,6,20,2,,15000,2,,,2,2,,,,
952968,2,2,1,1,1,1,,1,2,40,2,,28000,2,,,2,2,,,,
952974,2,1,1,2,1,1,,1,4,20,2,,13500,2,,,2,2,,,,
952974,3,1,1,1,2,1,,1,2,40,2,,19700,2,,,2,2,,,,
952974,4,1,1,1,1,2,6,1,4,40,2,,9800,2,,,2,2,,,,
952978,1,2,1,1,1,1,,1,4,40,2,,22800,2,,,2,2,,,,
952978,2,2,1,2,1,1,,1,4,30,2,,14600,2,,,2,2,,,,
952988,2,1,1,1,2,1,,1,2,40,2,,25000,2,,,2,2,,,,
952996,2,2,1,1,1,1,,1,2,40,2,,21000,2,,,2,2,,,,
952997,1,1,1,1,1,1,,1,2,40,2,,16800,2,,,1,2,1400,,,
953010,1,1,1,1,2,2,8,1,2,40,2,,12000,2,,,2,2,,,,
953044,1,1,1,1,1,1,,1,8,32,1,2,24580,1,200,,1,2,,1,,
953044,2,2,1,1,1,1,,1,8,30,1,2,24000,1,200,,1,2,,1,,
953071,1,1,1,2,1,1,,1,8,15,2,,18000,2,,,2,2,,,,
953071,4,1,1,1,2,1,,1,1,40,2,,12000,2,,,2,2,,,,
953090,1,1,1,1,1,1,,1,8,36,2,,24000,2,,,2,2,,,,
953090,2,1,1,1,1,1,,1,2,40,1,3,26000,2,,,2,2,,,,
953093,1,1,1,2,1,1,,1,6,30,2,,27000,1,1440,,1,2,150,,,
953096,1,1,1,1,1,1,,1,6,40,1,3,30000,1,1650,,1,1,,1,,1
953096,2,1,1,1,1,2,6,1,7,40,2,,20000,2,,,1,2,,1,,
953099,1,1,1,1,1,1,,1,7,38,2,,32000,1,1000,,1,1,,1,,1
953099,2,1,1,1,1,1,,1,8,30,2,,30000,1,1000,,1,2,,1,,
953105,1,1,1,2,1,1,,1,8,20,2,,15000,2,,,2,2,,,,
953112,1,1,1,1,1,1,,1,8,36,1,4,23000,1,1700,,1,2,,1,,
953133,1,1,1,1,1,1,,1,1,35,2,,20000,2,,,2,2,,,,
953137,3,2,1,1,1,2,9,1,2,40,2,,8100,2,,,2,2,,,,
953173,2,1,1,1,1,1,,1,8,36,2,,30000,1,2500,,2,2,,,,
953211,2,1,1,1,1,1,,1,5,40,2,,30000,2,,,1,2,360,,,
953216,1,1,1,1,1,1,,1,7,40,2,,18000,2,,,1,2,180,,,
953216,2,1,1,1,1,1,,1,7,40,2,,16800,2,,,1,2,180,,,
953220,2,1,1,1,1,1,,1,4,40,2,,15000,2,,,2,2,,,,
953225,3,3,1,2,2,3,,1,2,20,2,,12000,2,,,1,1,,1,,1
953225,6,1,1,1,2,3,,1,2,25,2,,15000,2,,,1,1,,1,,1
953230,1,1,1,1,1,1,,1,7,40,2,,28000,1,6936,Auto aziendale,2,2,,,,
953230,2,1,1,1,2,2,8,1,7,40,2,,15000,2,,,2,2,,,,
953279,1,2,1,1,1,1,,1,4,40,1,4,22100,1,200,,2,2,,,,
953279,2,2,1,2,1,1,,1,2,16,2,,5850,2,,,2,2,,,,
953286,2,1,1,1,1,1,,1,2,40,2,,18000,2,,,2,2,,,,
953292,2,1,1,1,1,1,,1,5,36,2,,17500,2,,,2,2,,,,
953296,1,1,1,1,1,1,,1,8,36,2,,29000,2,,,2,2,,,,
953296,2,1,1,1,1,1,,1,8,36,1,0,40000,2,,,2,2,,,,
953306,1,1,1,1,1,1,,1,7,38,2,,24000,2,,,1,2,900,,,
953306,2,1,1,1,1,1,,1,7,38,1,1,27000,1,876,,1,2,900,,,
953315,2,1,1,1,1,1,,1,8,45,2,,21000,2,,,2,2,,,,
953320,1,1,1,1,1,1,,1,2,40,2,,17000,2,,,2,2,,,,
953320,2,1,1,1,1,1,,1,1,40,2,,15000,2,,,2,2,,,,
953327,2,1,1,1,1,1,,1,2,40,2,,18200,2,,,1,2,400,,,
953336,1,1,1,1,1,1,,1,3,40,1,0,22500,2,,,2,2,,,,
953336,2,2,1,2,1,1,,1,6,20,1,0,14300,2,,,1,2,156,,,
953340,1,1,1,1,1,1,,1,7,40,2,,45000,2,,Diarie,1,1,,1,,1
953340,3,1,1,1,2,2,4,1,6,40,2,,7000,1,600,Ticket pranzi,2,2,,,,
953373,2,1,1,1,1,1,,1,8,40,1,0,21600,2,,,2,2,,,,
953383,3,1,1,1,1,1,,1,2,40,1,2,18000,2,,,1,2,144,,,
953400,1,1,1,1,1,1,,1,6,40,2,,26000,1,500,,1,2,,1,,
953400,2,1,1,1,1,1,,1,2,40,1,1,28000,2,,,1,2,,1,,
953437,1,1,1,1,1,1,,1,8,36,2,,16000,2,,,2,2,,,,
953442,2,1,1,1,1,1,,1,6,45,1,5,25000,1,2000,,2,2,,,,
953480,1,2,1,1,1,1,,1,3,40,1,5,18000,2,,,2,2,,,,
953480,2,2,1,2,1,1,,1,4,20,2,,9000,2,,,2,2,,,,
953520,2,1,1,1,1,1,,1,8,65,2,,160000,2,,,2,2,,,,
953621,2,1,1,1,1,1,,1,7,40,2,,39000,2,,,2,2,,,,
953623,1,1,1,1,1,1,,1,8,45,1,10,50000,2,,,1,1,,1,,1
953623,2,1,1,1,1,1,,1,8,40,1,10,50000,2,,,2,2,,,,
953624,1,1,1,1,1,1,,1,7,20,1,2,75000,1,1600,,1,2,1600,,,
953628,2,2,1,1,1,1,,1,7,40,1,3,34200,2,,Difficile da quantificare per via del covid,1,1,,1,,1
953686,3,1,1,1,2,3,,1,3,40,2,,7000,2,,,2,2,,,,
953686,3,1,2,2,2,3,,1,2,20,2,,8000,2,,,2,2,,,,
953692,1,1,1,1,1,1,,1,7,35,2,,42000,2,,,1,1,,1,,1
953692,2,1,1,1,1,1,,1,8,35,2,,25000,2,,,2,2,,,,
953699,1,1,1,1,1,1,,1,7,36,1,0,24000,2,,,2,2,,,,
953771,1,1,1,1,1,1,,1,3,40,2,,18000,2,,,2,2,,,,
953864,1,1,1,1,1,1,,1,4,40,2,,21000,2,,,2,2,,,,
953897,1,1,1,1,1,1,,1,5,40,2,,260000,1,47000,,1,1,5000,,2000,
953898,1,1,1,1,1,1,,1,4,40,2,,24000,1,160,,2,2,,,,
953898,2,2,1,1,1,1,,1,5,40,1,5,26000,2,,,2,2,,,,
953904,1,1,1,1,1,1,,1,2,45,2,,18000,2,,,2,2,,,,
953904,2,1,1,1,2,1,,1,5,40,2,,13500,2,,,2,2,,,,
953920,1,1,1,1,1,1,,1,8,36,1,0,22000,1,1800,BUONI PASTO,1,2,,1,,
953951,3,2,1,1,1,1,,1,4,40,2,,18000,2,,,2,2,,,,
953969,2,1,1,2,1,2,8,1,2,27,2,,14000,2,,,2,2,,,,
953975,1,1,1,1,1,1,,1,6,40,1,0,17818,1,200,,2,2,,,,
953975,2,1,1,1,1,1,,1,2,40,2,,18850,1,1600,,2,2,,,,
953981,1,1,1,1,1,1,,1,5,24,2,,15600,2,,,2,2,,,,
953981,2,1,1,1,1,1,,1,4,40,2,,42000,2,,,2,2,,,,
954005,1,1,1,1,2,1,,1,1,48,1,2,19100,2,,,2,2,,,,
954005,2,2,1,1,2,1,,1,1,48,1,2,19100,2,,,2,2,,,,
954005,4,1,1,1,2,1,,1,2,40,1,3,11000,2,,CORSO DI FORMAZIONE,2,2,,,,
954007,1,1,1,1,1,1,,1,6,40,2,,40000,2,,,1,2,,1,,
954007,2,1,1,2,1,1,,1,7,30,2,,20000,2,,,2,2,,,,
954032,2,1,1,1,1,1,,1,1,40,1,2,18000,2,,,1,2,,1,,
954032,3,1,1,1,1,1,,1,1,40,2,,15000,2,,,1,2,,1,,
954036,2,1,1,1,1,1,,1,8,36,1,2,22100,1,1800,BUONI PASTO,1,2,,1,,
954036,3,1,1,1,1,1,,1,5,36,2,,16100,1,1440,,2,2,,,,
954041,1,1,1,1,1,1,,1,6,55,2,,33800,2,,,1,2,600,,,
954041,2,1,1,2,1,1,,1,6,42,2,,27300,2,,,1,2,600,,,
954085,1,1,1,1,1,1,,1,7,42,1,4,45000,1,500,,1,1,,1,,1
954121,1,1,1,1,1,1,,1,7,35,2,,27000,2,,,2,2,,,,
954121,2,1,1,1,1,1,,1,4,40,2,,19000,2,,,2,1,,,,1
954141,1,1,1,1,1,1,,1,8,50,2,,28000,1,1450,,1,1,,1,,1
954167,1,1,1,1,1,1,,1,5,40,2,,15000,2,,,2,2,,,,
954167,2,1,1,1,1,1,,1,7,40,2,,22000,2,,,2,2,,,,
954168,3,3,1,1,1,1,,1,2,40,1,10,18000,2,,,2,2,,,,
954169,4,4,1,1,1,1,,1,5,40,2,,22000,2,,,2,2,,,,
954173,2,1,1,1,1,1,,1,2,40,1,2,28600,2,,,2,2,,,,
954179,2,1,1,1,1,1,,1,8,40,2,,23000,2,,,1,2,,1,,
954206,1,1,1,1,1,1,,1,5,70,1,20,90000,2,,,2,2,,,,
954241,1,1,1,2,1,1,,1,3,39,1,2,20000,2,,,2,2,,,,
954241,2,1,1,1,1,1,,1,3,40,2,,23000,2,,,2,2,,,,
954247,3,1,1,1,1,1,,1,3,40,2,,15800,2,,,2,2,,,,
954257,1,1,1,1,1,1,,1,4,35,2,,53000,2,,,2,2,,,,
954258,1,1,1,1,2,1,,1,3,40,2,,16900,2,,,2,2,,,,
954258,2,2,1,1,1,1,,1,6,36,2,,25000,2,,,1,2,,1,,
954275,1,1,1,2,1,1,,1,1,12,2,,6000,2,,,2,2,,,,
954275,2,1,1,1,1,1,,1,5,40,1,5,50000,2,,,2,2,,,,
954367,1,1,1,2,2,1,,1,6,36,2,,12000,2,,,2,2,,,,
954367,2,1,1,2,2,3,,1,1,12,2,,3000,2,,,2,2,,,,
954367,3,1,1,1,2,2,3,1,1,35,2,,5000,2,,,2,2,,,,
954433,1,1,1,1,1,1,,1,7,45,2,,35000,1,6936,Auto,1,2,250,,,
954433,3,1,1,1,2,1,,1,6,40,2,,5000,2,,,2,2,,,,
954554,2,1,1,1,1,1,,1,8,36,2,,23000,1,500,,2,2,,,,
954554,3,2,1,2,2,2,3,1,1,28,2,,7000,2,,,2,2,,,,
954554,4,3,1,1,1,1,,1,6,40,2,,16000,2,,,2,2,,,,
954554,5,2,1,1,1,1,,1,5,40,2,,16000,2,,,2,2,,,,
954574,2,1,1,2,1,1,,1,1,20,2,,7000,2,,,2,2,,,,
954610,2,1,1,1,1,1,,1,2,40,2,,25000,2,,,1,1,,1,,1
954627,3,1,1,2,2,2,5,1,3,20,2,,7000,2,,,2,2,,,,
954632,1,1,1,1,1,1,,1,8,36,1,1,18000,1,500,,2,2,,,,
954635,1,1,1,1,1,1,,1,2,40,1,0,20000,2,,,2,2,,,,
954645,2,1,1,1,1,1,,1,8,24,2,,22000,2,,,2,2,,,,
954714,1,1,1,1,1,1,,1,8,27,1,4,36000,2,,,2,2,,,,
954714,3,1,1,1,2,2,3,1,3,60,1,10,1800,1,150,Era compreso vitto e alloggio,2,2,,,,
954757,3,1,1,1,1,1,,1,3,37,1,0,15000,2,,,1,2,600,,,
954757,4,1,1,2,2,2,1,1,2,36,1,0,1000,2,,,2,2,,,,
954793,1,1,1,2,1,2,4,1,1,20,1,1,500,2,,,2,2,,,,
954860,1,1,1,1,1,1,,1,7,50,1,10,32000,1,6936,Riferimento all'auto aziendale,1,2,,1,,
954860,2,1,1,2,2,3,,2,4,8,1,3,5000,2,,,1,1,,1,,1
954863,1,1,1,1,1,1,,1,8,36,1,4,26000,1,600,,2,2,,,,
954872,2,1,1,1,1,1,,1,4,40,2,,14000,2,,,1,2,,1,,
954898,1,1,1,1,1,1,,1,7,38,2,,41000,1,420,,1,1,,1,,1
954898,2,1,1,2,1,1,,1,6,10,2,,4600,2,,,2,2,,,,
954907,1,1,1,1,1,1,,1,6,50,2,,50000,2,,,2,2,,,,
954907,2,1,1,1,1,1,,1,1,40,2,,20000,2,,,2,2,,,,
954929,1,1,1,1,1,1,,1,7,43,2,,37000,2,,,1,2,,1,,
954929,2,2,1,2,1,1,,1,7,32,2,,21000,2,,,1,2,,1,,
954944,1,1,1,1,1,1,,1,7,40,1,4,29000,2,,,2,2,,,,
954944,2,1,1,1,1,1,,1,7,40,1,3,20000,2,,,2,2,,,,
954955,1,1,1,1,1,1,,1,7,50,1,0,36000,2,,,2,2,,,,
954955,2,1,1,1,1,1,,1,6,40,2,,40000,2,,,2,2,,,,
954964,2,1,1,1,2,1,,1,4,35,2,,18000,2,,,2,2,,,,
954965,1,1,1,2,1,1,,1,4,30,1,0,9000,2,,,2,2,,,,
954965,2,1,1,1,1,1,,1,7,40,2,,15000,1,1200,,2,2,,,,
955010,1,1,1,1,1,1,,1,1,36,2,,20000,2,,,2,2,,,,
955010,2,1,1,2,1,1,,1,8,20,2,,14000,2,,,2,2,,,,
955020,1,1,1,2,1,1,,1,6,30,1,2,16000,2,,,2,2,,,,
955071,2,1,1,1,1,1,,1,8,36,2,,18000,2,,,2,2,,,,
955071,3,1,1,1,2,1,,1,2,40,2,,17000,2,,,2,2,,,,
955073,1,1,1,1,1,1,,1,4,33,2,,19600,2,,,2,2,,,,
955081,1,1,1,1,1,1,,1,8,36,2,,27000,2,,,2,2,,,,
955104,1,1,1,1,1,1,,1,7,38,2,,27000,2,,,2,2,,,,
955111,1,1,1,1,1,1,,1,7,40,1,3,22000,2,,,2,2,,,,
955111,2,1,1,1,1,1,,1,7,36,2,,22500,2,,,2,2,,,,
955111,3,1,1,1,2,1,,1,6,40,2,,20000,2,,,2,2,,,,
955121,1,1,1,1,1,1,,1,8,40,2,,52000,2,,,2,2,,,,
955121,2,1,1,1,1,1,,1,8,40,2,,90000,2,,,2,2,,,,
955150,4,1,1,1,1,1,,1,7,40,2,,19000,2,,,2,2,,,,
955151,2,2,1,1,1,2,7,1,2,40,2,,15000,2,,,2,2,,,,
955156,1,1,1,1,1,1,,1,2,40,2,,12000,2,,,2,2,,,,
955156,3,1,1,1,1,1,,1,1,40,2,,8500,2,,,2,2,,,,
955163,1,1,1,1,1,1,,1,8,36,1,0,18000,2,,,1,2,,1,,
955163,3,1,1,2,1,1,,1,2,20,2,,10000,2,,,1,2,,1,,
955176,1,1,1,1,1,1,,1,6,33,2,,15000,2,,,2,2,,,,
955176,2,1,1,1,1,1,,1,4,40,1,5,20000,2,,,2,2,,,,
955179,1,2,1,1,1,1,,1,6,50,1,10,30000,1,1000,,1,2,,1,,
955179,2,2,1,1,1,1,,1,7,40,1,2,25000,1,1000,,1,1,,1,,1
955194,2,1,1,1,2,2,5,1,4,36,2,,5200,2,,,2,2,,,,
955204,2,1,1,1,1,1,,1,8,50,2,,69600,2,,,2,2,,,,
955204,3,1,1,1,2,2,3,1,5,40,2,,2700,2,,,2,2,,,,
955219,1,1,1,1,2,2,7,1,3,40,2,,11200,2,,,2,2,,,,
955219,2,1,1,1,2,2,7,1,3,40,2,,9000,2,,,2,2,,,,
955224,1,1,1,2,1,1,,1,1,24,2,,14000,2,,,2,2,,,,
955240,1,1,1,1,1,1,,1,7,49,2,,70000,2,,,2,2,,,,
955240,2,1,1,1,1,1,,1,6,45,2,,34000,2,,,2,2,,,,
955244,1,1,1,1,1,1,,1,2,40,2,,28000,2,,,2,2,,,,
955248,2,1,1,1,1,1,,1,2,40,2,,24000,2,,,2,2,,,,
955254,3,1,1,2,2,3,,1,8,20,2,,12000,2,,,2,2,,,,
955271,1,1,1,1,1,1,,1,2,40,2,,23000,2,,,2,2,,,,
955271,3,1,1,1,2,1,,1,1,40,2,,16000,2,,,2,2,,,,
955311,1,1,1,1,1,1,,1,5,20,1,15,12000,2,,,2,2,,,,
955311,2,1,1,1,1,1,,1,5,40,1,0,18000,2,,,2,2,,,,
955312,1,1,1,1,1,1,,1,1,40,2,,18000,2,,,2,2,,,,
955312,2,1,1,1,1,1,,1,2,40,2,,16000,2,,,2,2,,,,
955315,1,1,1,1,1,1,,1,6,40,2,,30000,1,1800,Buoni pasto,1,2,,1,,
955315,2,2,1,2,1,1,,1,6,30,2,,15000,2,,,1,2,,1,,
955324,1,1,1,1,1,1,,1,5,24,2,,12000,2,,,2,2,,,,
955324,2,1,1,1,1,1,,1,7,60,2,,13000,2,,,2,2,,,,
955332,2,1,1,1,1,1,,1,4,37,2,,16000,2,,,2,2,,,,
955342,1,1,1,1,1,1,,1,8,40,2,,18000,2,,,2,2,,,,
955342,2,1,1,1,1,1,,1,1,40,2,,20000,2,,,2,2,,,,
955344,1,1,1,1,1,1,,1,8,42,1,10,22000,2,,,2,2,,,,
955344,2,1,1,1,1,1,,1,8,30,1,6,16000,2,,,2,2,,,,
955348,1,1,1,2,1,1,,1,4,32,2,,15000,2,,,2,2,,,,
955425,2,1,1,1,1,1,,1,2,40,2,,18000,2,,,2,1,,,,1
955426,2,2,1,1,1,1,,1,6,36,2,,60000,2,,,2,2,,,,
955431,1,1,1,1,1,1,,1,8,36,2,,60000,2,,,2,2,,,,
955435,1,1,1,2,2,2,10,1,3,20,2,,6000,2,,,2,2,,,,
955488,1,1,1,1,1,1,,1,2,40,2,,17000,2,,,2,2,,,,
955488,2,1,1,1,1,2,3,1,7,40,2,,6000,1,400,,2,2,,,,
955488,3,1,1,1,2,1,,1,4,40,2,,15000,2,,,2,2,,,,
955488,4,1,1,1,2,1,,1,4,40,2,,15000,2,,,2,2,,,,
955488,5,1,1,2,2,2,9,1,6,18,2,,8000,1,900,,2,2,,,,
955621,2,1,1,1,1,1,,1,8,40,2,,15000,2,,,2,2,,,,
955653,1,2,1,1,1,1,,1,7,25,2,,9000,2,,,2,2,,,,
955653,2,2,1,1,1,1,,1,6,36,2,,40000,2,,,2,2,,,,
955677,1,1,1,1,1,1,,1,6,38,2,,28000,1,3500,,2,2,,,,
955677,2,1,1,1,1,1,,1,7,38,2,,35000,1,1400,,1,2,350,,,
955679,1,1,1,1,1,1,,1,8,40,2,,30800,2,,,2,2,,,,
955680,2,1,1,1,1,1,,1,6,50,2,,40000,1,2000,,1,1,4000,,1800,
955685,1,1,1,1,1,1,,1,8,40,1,5,28000,1,1000,,1,2,1500,,,
955717,1,1,1,1,1,1,,1,7,45,2,,105000,1,4000,,2,1,,,,1
955717,2,1,1,1,1,1,,1,7,50,2,,65000,1,1500,,1,1,,1,,1
955717,3,1,1,1,1,1,,1,7,50,1,0,20000,2,,,1,2,,1,,
955720,1,1,1,1,1,1,,1,8,40,1,10,25000,2,,,2,2,,,,
955720,2,1,1,1,1,1,,1,8,36,2,,20000,2,,,2,2,,,,
955720,3,1,1,1,1,1,,1,4,40,2,,18000,2,,,2,2,,,,
955743,3,1,1,1,1,1,,1,6,55,2,,60000,1,1270,Ticket mensa,1,2,,1,,
955750,1,1,1,1,2,1,,1,7,38,1,0,200000,2,,,2,2,,,,
955757,1,1,1,1,1,1,,1,7,45,2,,120000,1,2500,,1,1,,1,,1
955763,2,1,1,1,1,1,,1,8,40,1,0,25000,2,,,1,2,,1,,
955797,2,1,1,1,1,1,,1,8,40,2,,75000,2,,,2,2,,,,
955833,1,1,1,1,1,1,,1,6,45,2,,110000,2,,,1,1,700,,850,
955833,2,1,1,2,1,1,,1,7,24,2,,15000,2,,,1,2,,1,,
955839,1,1,1,1,1,1,,1,7,38,2,,30000,1,880,,1,2,,1,,
955839,2,1,1,1,1,1,,1,7,38,1,1,25000,1,850,,1,2,,1,,
955853,1,1,1,1,1,1,,1,6,40,2,,24000,2,,,2,2,,,,
955853,2,1,1,1,1,1,,1,7,40,2,,24000,2,,,2,2,,,,
955865,1,1,1,1,1,1,,1,8,40,1,3,50000,1,960,,1,1,,1,,1
955865,2,1,1,1,1,1,,1,7,40,2,,30000,1,1200,,1,2,,1,,
955874,1,1,1,1,1,1,,1,8,40,2,,32000,2,,,2,2,,,,
955874,2,1,1,1,1,1,,1,8,36,2,,20000,2,,,2,2,,,,
955875,1,1,1,1,1,1,,1,2,40,2,,30000,2,,,2,2,,,,
955875,2,1,1,1,1,1,,1,2,40,2,,16000,2,,,2,2,,,,
955960,2,1,1,1,1,1,,1,4,48,2,,25000,2,,,2,2,,,,
955979,1,1,1,1,1,1,,1,7,45,2,,55000,1,150,,1,2,,1,,
955979,2,1,1,1,2,1,,1,6,45,2,,70000,2,,,1,2,,1,,
955983,1,1,1,1,1,1,,1,4,40,1,5,26500,1,1800,Buoni pasto,1,2,,1,,
955986,1,1,1,1,1,1,,1,7,46,2,,70000,2,,,1,1,3600,,1200,
955986,2,1,1,1,1,1,,1,1,40,2,,16000,2,,,2,2,,,,
955997,1,1,1,1,1,1,,1,6,40,2,,18000,2,,,2,2,,,,
955997,2,1,1,1,1,1,,1,6,40,2,,25000,2,,,2,2,,,,
956006,1,1,1,1,1,1,,1,7,45,2,,35000,1,2500,,1,2,,1,,
956006,2,1,1,1,1,1,,1,7,45,2,,38000,1,1200,,2,2,,,,
956017,1,1,1,1,1,1,,1,7,40,2,,40000,1,3000,,1,1,,1,,1
956017,2,1,1,1,1,1,,1,8,36,2,,17000,2,,,2,2,,,,
956041,1,1,1,1,1,1,,1,7,50,2,,130000,1,10000,,1,1,,1,,1
956041,2,1,1,1,1,1,,1,7,45,2,,70000,1,3000,,1,1,,1,,1
956056,1,1,1,1,1,1,,1,5,40,2,,35000,2,,,2,2,,,,
956056,2,1,1,1,1,1,,1,8,36,2,,20000,2,,,2,2,,,,
956081,2,1,1,1,1,1,,1,5,40,2,,18000,2,,,2,2,,,,
956098,2,1,1,1,1,1,,1,7,40,1,8,26000,2,,,1,2,,1,,
956118,1,1,1,1,1,1,,1,6,40,1,0,22500,1,3000,,1,2,170,,,
956118,2,1,1,1,1,1,,1,6,40,1,0,18000,2,,,1,2,170,,,
956130,1,1,1,1,1,1,,1,8,40,1,0,55000,2,,,1,2,,1,,
956141,1,1,1,1,1,1,,1,2,40,2,,24000,2,,,2,2,,,,
956141,2,1,1,2,2,1,,1,1,18,2,,6000,2,,,2,2,,,,
956147,1,1,1,1,1,1,,1,7,36,2,,30000,2,,,2,2,,,,
956147,2,1,1,1,1,1,,1,7,36,2,,29000,2,,,2,2,,,,
956225,1,1,1,1,1,1,,1,7,40,2,,50000,2,,,1,2,,1,,
956225,2,1,1,1,1,1,,1,7,40,2,,30000,2,,,1,2,,1,,
956237,1,1,1,1,1,1,,1,8,40,1,3,26400,1,1700,,1,2,600,,,
956254,1,1,1,1,1,1,,1,7,38,1,0,32500,1,1200,,1,2,2000,,,
956254,2,1,1,2,1,1,,1,7,25,1,0,19000,2,,,2,2,,,,
956262,1,1,1,1,1,1,,1,5,40,2,,35000,2,,,2,2,,,,
956322,2,1,1,2,1,2,6,1,2,20,2,,7200,2,,,2,2,,,,
956353,1,1,1,1,1,1,,1,8,36,2,,18000,2,,,2,2,,,,
956353,2,1,1,1,1,1,,1,8,36,1,10,20000,1,50,,2,2,,,,
956376,1,1,1,1,1,1,,1,3,35,2,,20000,2,,,2,2,,,,
956376,2,1,1,1,1,1,,1,8,36,1,4,22000,2,,,2,2,,,,
956454,1,1,1,1,1,1,,1,7,40,2,,70000,1,7436,Auto aziendale cellulare aziendale,1,2,3000,,,
956454,2,1,1,1,1,1,,1,3,32,2,,20800,2,,,2,2,,,,
956454,3,1,1,1,2,1,,1,2,40,2,,15000,2,,,2,2,,,,
956455,2,1,1,1,1,1,,1,5,30,2,,21600,2,,,2,2,,,,
956459,2,1,1,1,1,1,,1,8,20,2,,26000,2,,,2,2,,,,
956460,1,1,1,2,2,2,5,1,2,28,2,,2000,2,,,2,2,,,,
956507,1,1,1,1,1,1,,1,6,40,2,,28000,2,,,2,2,,,,
956507,2,1,1,1,1,1,,1,7,40,2,,30000,2,,,2,2,,,,
956523,1,2,1,1,1,1,,1,6,40,1,0,18000,2,,,2,2,,,,
956523,2,2,1,1,1,1,,1,4,18,2,,20400,1,500,,2,2,,,,
956579,2,1,1,1,1,1,,1,8,18,2,,39000,2,,,2,2,,,,
956645,1,1,1,2,1,1,,1,1,26,2,,9600,2,,,2,2,,,,
956660,1,1,1,1,1,1,,1,7,40,2,,30000,2,,,2,2,,,,
956660,2,1,1,2,1,1,,1,1,20,2,,9600,2,,,2,2,,,,
956783,2,1,1,1,1,1,,1,8,40,2,,28000,2,,,2,2,,,,
956797,1,1,1,1,1,1,,1,2,40,2,,24600,1,1200,,2,2,,,,
956800,2,1,1,1,1,1,,1,8,40,2,,42000,1,1500,,1,2,700,,,
956807,2,2,1,1,1,1,,1,8,30,2,,18200,2,,,2,2,,,,
956892,1,1,1,1,1,1,,1,5,40,2,,18000,2,,,2,2,,,,
956892,2,1,1,1,2,2,3,1,3,40,2,,3000,2,,,2,2,,,,
956895,1,1,1,1,1,1,,1,7,40,2,,29900,1,1400,,2,2,,,,
956896,4,1,1,1,1,1,,1,7,36,2,,20000,2,,,2,2,,,,
956898,2,1,1,1,1,1,,1,8,38,1,8,23400,1,200,,2,2,,,,
956904,2,1,1,2,1,1,,1,8,16,2,,12000,2,,,2,2,,,,
956905,2,2,1,2,1,1,,1,1,24,2,,9000,2,,,2,2,,,,
956906,1,1,1,1,1,1,,1,8,36,2,,18000,2,,,2,2,,,,
