NQUEST,NORD,INTPER,NATTIVITA,PARTIME,CONTRATT,TUTTANNO,MESILAV,ATTEST,DIMAZ,ORETOT,PSTRA,ORESTRA,YLM,INTEG,YLNM,YLNMC,CONTAZ2_1,CONTAZ2_2,AMMCONTAZ_1,AMMCONTAZ_1_1,AMMCONTAZ_2,AMMCONTAZ_2_1
991694,1,1,1,2,1,1,,1,2,20,2,,7000,2,,,2,2,,,,
991694,2,2,1,2,1,1,,1,7,12,2,,5000,2,,,2,2,,,,
991755,3,1,1,1,2,1,,1,3,40,2,,11700,2,,,2,2,,,,
991758,1,1,1,1,1,1,,1,6,36,2,,18200,2,,,2,2,,,,
991833,3,1,1,1,1,1,,1,8,36,2,,26000,1,1200,,2,2,,,,
991872,1,1,1,1,1,1,,1,5,44,1,4,25000,1,200,,2,2,,,,
991872,2,1,1,1,1,1,,1,8,36,1,0,20000,1,700,,2,2,,,,
991878,1,1,1,1,1,1,,1,8,40,1,1,24000,1,1280,,2,2,,,,
991883,1,1,1,1,1,1,,1,6,38,2,,16000,1,110,,2,2,,,,
991904,2,1,1,2,1,1,,1,8,35,2,,15000,2,,,2,2,,,,
991929,1,1,1,1,1,2,3,1,6,45,2,,15000,2,,,1,2,,1,,
991929,2,1,1,2,1,1,,1,2,35,2,,16000,1,960,,1,2,,1,,
991933,1,1,1,1,1,1,,1,2,50,2,,45000,1,450,,2,2,,,,
991956,1,1,1,1,1,2,4,1,8,44,2,,5400,2,,,2,2,,,,
991956,2,1,1,1,1,1,,1,6,40,1,4,15600,2,,,2,2,,,,
991988,1,1,1,1,1,1,,1,8,50,1,14,35000,1,1800,Buoni pasti di importo variabile,2,2,,,,
991988,2,1,1,1,1,1,,1,8,36,1,2,26000,1,1800,Buoni pasto di importo variabile,2,2,,,,
992062,2,1,1,1,1,1,,1,5,40,2,,18000,2,,,2,2,,,,
992127,2,2,1,1,1,1,,1,5,42,2,,26600,1,250,,2,2,,,,
992130,1,2,1,1,1,1,,1,7,40,1,2,16900,2,,,2,2,,,,
992133,1,1,1,1,1,1,,1,3,42,1,5,30000,2,,,2,2,,,,
992145,1,1,1,1,1,1,,1,8,42,1,6,21000,1,150,,2,2,,,,
992145,2,1,1,2,2,2,8,1,4,30,2,,11000,2,,,2,2,,,,
992204,1,2,1,1,1,1,,1,8,40,1,0,45000,2,,,2,2,,,,
992226,1,1,1,2,2,2,6,1,1,10,2,,5000,2,,,2,2,,,,
992226,2,1,1,1,2,1,,1,4,30,2,,14400,2,,,2,2,,,,
992226,3,1,1,1,2,3,,1,5,30,2,,4000,2,,,2,2,,,,
992226,4,1,1,1,1,1,,1,3,30,2,,6000,2,,,2,2,,,,
992235,1,1,1,1,1,1,,1,2,40,2,,16000,2,,,2,2,,,,
992235,2,1,1,1,1,1,,1,1,40,2,,21000,2,,,2,2,,,,
992238,2,1,1,1,1,1,,1,8,40,2,,49800,2,,,2,2,,,,
992303,1,1,1,1,1,1,,1,4,40,2,,19000,1,1500,,2,2,,,,
992436,2,1,1,1,1,1,,1,6,40,1,4,27000,2,,,2,2,,,,
992439,2,1,1,1,1,1,,1,6,40,2,,35000,2,,,2,2,,,,
992452,2,2,1,2,1,1,,1,1,35,2,,15000,2,,,2,2,,,,
992453,3,1,1,1,1,1,,1,2,40,1,0,26000,1,400,,1,2,5000,,,
992469,1,1,1,2,2,3,,1,2,15,2,,7000,2,,,2,2,,,,
992471,1,1,1,1,1,1,,1,5,40,1,3,19500,1,1500,,2,2,,,,
992471,2,1,1,1,1,1,,1,6,40,1,3,17000,1,200,,2,2,,,,
992529,2,1,1,1,1,1,,1,8,10,2,,26000,2,,,2,2,,,,
992540,2,1,1,1,1,1,,1,2,40,2,,20000,2,,,2,2,,,,
992569,3,1,1,2,2,1,,1,7,18,2,,12000,2,,,2,2,,,,
992569,3,1,2,2,2,1,,1,1,18,2,,9000,2,,,2,2,,,,
992586,1,1,1,1,1,1,,1,2,40,2,,16520,2,,,2,2,,,,
992620,1,1,1,2,1,1,,1,3,30,2,,15873,2,,,2,2,,,,
992716,1,1,1,2,1,2,3,1,4,24,2,,2700,2,,,2,2,,,,
992716,1,1,2,1,2,3,,1,4,40,2,,250,2,,,2,2,,,,
992716,1,1,3,1,2,2,7,1,3,40,1,3,7000,2,,,2,2,,,,
992716,1,1,4,1,1,2,2,1,3,40,2,,2600,2,,,2,2,,,,
992735,3,1,1,1,2,1,,1,2,40,2,,17000,2,,,2,2,,,,
992736,1,1,1,2,1,2,8,1,4,30,2,,11340,2,,,2,2,,,,
992743,1,1,1,1,1,1,,1,7,50,2,,63700,1,1270,Mensa,1,2,,1,,
992743,2,1,1,1,1,1,,1,6,40,2,,29400,1,1800,Pasti,2,2,,,,
992770,1,1,1,1,1,2,9,1,8,36,2,,12000,2,,,2,2,,,,
992770,2,1,1,1,1,1,,1,1,40,2,,12000,2,,,2,2,,,,
992785,4,1,1,1,1,1,,1,5,40,2,,18000,2,,,2,2,,,,
992785,5,1,1,1,1,1,,1,3,40,2,,16000,2,,,2,2,,,,
992837,2,1,1,1,1,1,,1,6,40,2,,35000,2,,,2,2,,,,
992887,2,1,1,1,1,1,,1,4,40,2,,22400,2,,,2,2,,,,
992887,3,1,1,1,1,1,,1,1,40,1,4,21000,2,,,2,2,,,,
992890,4,1,1,1,1,1,,1,2,40,2,,14000,2,,,2,2,,,,
992898,1,1,1,1,1,1,,1,7,45,2,,35000,2,,,2,2,,,,
992898,2,1,1,2,1,1,,1,8,18,2,,12000,2,,,2,2,,,,
992898,3,1,1,1,1,1,,1,2,40,2,,12000,2,,,2,2,,,,
992904,1,1,1,1,1,2,3,1,3,40,2,,4500,2,,,2,2,,,,
992904,2,1,1,1,1,2,4,1,8,36,2,,6000,2,,,2,2,,,,
992932,1,1,1,1,1,1,,1,8,36,2,,23000,2,,,2,2,,,,
992932,3,1,1,2,2,2,6,1,7,22,2,,4000,2,,,2,2,,,,
992942,2,1,1,1,1,1,,1,1,36,2,,9600,2,,,2,2,,,,
993075,2,1,1,1,1,1,,1,8,18,2,,20800,2,,,2,2,,,,
993105,1,1,1,1,1,1,,1,8,18,2,,24700,2,,,2,2,,,,
993105,2,2,1,2,1,1,,1,8,12,2,,18200,2,,,2,2,,,,
993117,2,1,1,2,1,1,,1,7,26,1,0,19500,2,,,2,2,,,,
993121,1,1,1,1,1,1,,1,2,40,2,,16600,2,,,2,2,,,,
993121,2,2,1,1,1,1,,1,4,40,2,,16600,2,,,2,2,,,,
993131,1,1,1,1,1,1,,1,7,42,1,2,34000,2,,,1,2,,1,,
993131,2,1,1,1,1,1,,1,7,50,1,10,27000,2,,,1,2,,1,,
993132,1,1,1,1,1,1,,1,7,50,1,10,60400,1,5400,,1,1,,1,,1
993195,1,1,1,1,1,1,,1,4,40,2,,15000,2,,,2,2,,,,
993195,2,1,1,1,1,1,,1,4,40,1,2,25000,2,,,2,2,,,,
993206,2,1,1,1,1,1,,1,6,40,2,,15000,2,,,2,2,,,,
993301,1,1,1,1,1,1,,1,3,50,2,,45000,1,3500,,2,2,,,,
993331,1,1,1,1,1,1,,1,2,40,2,,21000,2,,,2,2,,,,
993331,3,1,1,1,1,2,6,1,4,40,2,,7800,2,,,2,2,,,,
993388,1,1,1,1,1,1,,1,7,40,2,,45000,2,,,2,2,,,,
993503,3,1,1,1,1,1,,1,7,45,1,5,19000,2,,,2,2,,,,
993513,1,1,1,1,1,1,,1,7,50,2,,30000,1,2000,,1,1,,1,,1
993513,2,1,1,1,1,1,,1,7,42,2,,33000,1,2500,,1,1,,1,,1
993546,1,1,1,1,1,1,,1,7,40,1,2,17400,2,,,2,2,,,,
993567,1,1,1,1,2,1,,1,7,40,1,0,15600,2,,,2,2,,,,
993567,2,1,1,1,1,1,,1,2,40,1,1,16800,2,,,2,2,,,,
993567,4,1,1,1,2,1,,1,1,30,2,,10800,2,,,2,2,,,,
993567,5,1,1,1,2,1,,1,7,40,1,1,15600,2,,,2,2,,,,
993567,6,1,1,1,1,1,,1,2,40,1,1,18000,2,,,2,2,,,,
993567,7,1,1,1,1,1,,1,3,40,1,1,19200,2,,,2,2,,,,
993593,1,1,1,1,1,1,,1,6,50,2,,27000,1,1500,,2,2,,,,
993851,1,1,1,1,1,1,,1,1,40,2,,13000,2,,,2,2,,,,
994004,2,1,1,1,1,1,,1,2,40,2,,15000,2,,,2,2,,,,
994041,3,1,1,1,2,1,,1,6,50,1,10,19500,2,,,2,2,,,,
994041,4,1,1,1,1,1,,1,5,40,2,,19500,1,2200,,2,2,,,,
994058,3,1,1,1,1,1,,1,2,40,2,,20000,2,,,2,2,,,,
994229,1,1,1,1,1,2,9,1,6,40,2,,23000,2,,,2,2,,,,
994244,2,1,1,1,1,1,,1,7,36,2,,20000,2,,,2,2,,,,
994244,3,1,1,1,1,1,,1,7,36,1,2,22000,2,,,2,2,,,,
994252,3,1,1,1,2,1,,1,8,36,2,,9100,2,,,2,2,,,,
994255,2,1,1,1,1,1,,1,8,36,2,,35000,2,,,2,2,,,,
994291,1,1,1,1,1,2,8,1,8,36,2,,32000,2,,,2,2,,,,
994291,2,1,1,1,1,1,,1,8,32,2,,28000,2,,,2,2,,,,
994291,3,1,1,1,1,1,,1,8,36,2,,22000,2,,,2,2,,,,
994310,1,1,1,1,1,1,,1,1,36,1,1,18000,2,,,2,2,,,,
994459,1,1,1,1,1,1,,1,8,36,2,,25000,1,1000,,2,2,,,,
994474,1,1,1,1,1,1,,1,3,40,2,,16000,2,,,2,2,,,,
994474,2,2,1,1,1,1,,1,3,40,2,,18000,2,,,2,2,,,,
994528,1,1,1,1,1,1,,1,2,40,2,,21000,2,,,2,2,,,,
994533,1,1,1,2,1,1,,1,2,18,2,,8000,2,,,2,2,,,,
994533,2,1,1,1,1,1,,1,5,40,2,,19000,2,,,2,2,,,,
994549,1,1,1,1,1,1,,1,8,36,2,,28000,2,,,2,2,,,,
994549,2,1,1,1,1,1,,1,7,36,2,,26000,2,,,2,2,,,,
994555,1,1,1,1,2,1,,1,2,40,2,,17000,2,,,2,2,,,,
994755,1,1,1,1,1,1,,1,8,36,1,4,20800,2,,,2,2,,,,
994759,2,1,1,1,1,1,,1,7,70,2,,54600,2,,,1,2,,1,,
994832,1,1,1,1,1,2,4,1,6,36,1,1,5600,2,,,2,2,,,,
994832,2,2,1,1,1,1,,1,7,36,1,1,20400,2,,,2,2,,,,
994841,2,1,1,1,1,1,,1,8,28,2,,24310,2,,,2,2,,,,
994853,1,1,1,1,1,1,,1,7,40,1,0,30800,1,1800,Pioni pasto,1,2,,1,,
994856,1,1,1,1,2,2,2,1,6,40,1,6,3600,2,,,2,2,,,,
994856,2,1,1,1,1,1,,1,8,36,2,,19500,1,1800,Ticketvpasto,2,2,,,,
994856,3,1,1,2,2,2,6,1,2,20,2,,3600,2,,,2,2,,,,
994909,2,1,1,1,1,1,,1,5,40,2,,26000,2,,,2,2,,,,
995061,2,1,1,2,2,2,2,1,1,20,2,,1200,2,,,2,2,,,,
995089,1,1,1,1,1,1,,1,7,30,2,,30000,1,140,,1,1,,1,,1
995089,2,1,1,1,1,1,,1,6,40,2,,35000,1,140,,1,1,,1,,1
995183,1,1,1,1,1,1,,1,6,45,2,,25000,1,2500,,2,2,,,,
995183,2,1,1,1,1,1,,1,8,45,2,,33000,2,,,2,2,,,,
995221,2,1,1,2,1,1,,1,7,20,2,,9100,2,,,2,2,,,,
995361,1,1,1,1,2,1,,1,8,30,2,,12000,2,,,2,2,,,,
995388,1,1,1,1,1,1,,1,2,40,2,,24000,1,5400,,2,2,,,,
995388,2,1,1,1,2,1,,1,5,19,2,,25000,2,,,2,2,,,,
995388,4,1,1,1,1,1,,1,5,40,2,,17500,2,,,2,2,,,,
995440,2,1,1,1,1,1,,1,4,42,1,2,20400,2,,,2,2,,,,
995440,3,1,1,2,2,2,10,1,4,24,2,,3000,2,,,2,2,,,,
995494,1,1,1,1,1,1,,1,2,40,1,0,20000,1,400,,2,2,,,,
995494,2,1,1,2,2,2,9,1,8,36,1,0,14000,2,,,2,2,,,,
995494,2,1,2,2,2,2,3,1,8,36,1,0,5000,2,,,2,2,,,,
995541,1,1,1,1,1,1,,1,2,40,2,,39200,1,1000,,2,2,,,,
995555,1,1,1,1,1,1,,1,5,36,2,,18000,2,,,2,2,,,,
995555,2,1,1,1,1,1,,1,7,40,1,4,26000,1,450,,2,2,,,,
995558,2,2,1,1,1,1,,1,8,20,2,,20000,2,,,2,2,,,,
995559,1,1,1,1,1,1,,1,1,38,2,,84500,2,,,2,2,,,,
995559,2,1,1,1,1,1,,1,8,36,2,,18000,2,,,2,2,,,,
995599,2,1,1,2,2,3,,1,1,8,2,,600,2,,,2,2,,,,
995599,3,1,1,2,1,1,,1,3,35,2,,15000,2,,,2,2,,,,
995607,1,1,1,2,1,1,,1,7,28,2,,19000,1,600,,2,2,,,,
995644,1,1,1,1,2,1,,1,4,40,2,,20000,2,,,2,2,,,,
995644,2,1,1,2,2,1,,1,2,30,2,,12000,2,,,2,2,,,,
995680,1,1,1,1,1,1,,1,4,39,2,,32000,2,,,2,2,,,,
995680,2,1,1,1,1,1,,1,4,39,2,,31668,2,,,2,2,,,,
995684,1,1,1,1,1,1,,1,6,36,1,5,32200,2,,,1,2,,1,,
995684,2,1,1,2,1,1,,1,6,13,2,,1300,2,,,1,2,,1,,
995685,1,1,1,1,1,1,,1,4,36,1,0,22000,1,300,,2,2,,,,
995709,1,1,1,1,2,1,,1,5,18,2,,1300,2,,,2,2,,,,
995718,1,1,1,2,2,2,7,1,2,30,2,,10000,2,,,2,2,,,,
995718,2,1,1,2,2,2,4,1,2,30,2,,6000,2,,,2,2,,,,
995734,2,2,1,1,1,1,,1,2,40,2,,10000,2,,,2,2,,,,
995734,3,2,1,1,2,3,,1,4,40,2,,11000,2,,,2,2,,,,
995734,4,2,1,2,2,2,6,1,2,20,2,,5400,2,,,2,2,,,,
995757,1,1,1,1,1,1,,1,2,40,2,,36500,1,800,,1,2,,1,,
995763,1,2,1,1,1,1,,1,8,37,2,,19200,2,,,2,2,,,,
995763,2,2,1,1,1,1,,1,2,40,1,4,25000,1,1900,,2,2,,,,
995767,2,2,1,1,2,2,4,1,2,40,2,,1700,2,,,2,2,,,,
995777,1,1,1,1,1,1,,1,5,36,1,2,23800,2,,,2,2,,,,
995777,2,2,1,1,1,1,,1,5,36,1,2,23800,2,,,2,2,,,,
995782,1,1,1,1,1,1,,1,7,40,2,,35000,2,,,2,2,,,,
995782,2,1,1,1,1,1,,1,7,50,2,,35000,2,,,2,2,,,,
995799,1,1,1,1,1,1,,1,6,40,2,,18500,1,1000,,2,2,,,,
995799,2,1,1,2,1,1,,1,7,28,1,4,15000,2,,,2,2,,,,
995804,1,1,1,2,2,3,,1,4,24,2,,6000,1,200,,2,2,,,,
995814,1,1,1,1,1,1,,1,6,40,2,,28000,1,1680,,1,2,180,,,
996140,1,1,1,1,1,1,,1,2,40,1,0,19800,2,,,2,2,,,,
996198,1,1,1,1,1,1,,1,8,36,2,,20000,1,917,,2,2,,,,
996228,1,1,1,1,1,1,,1,3,40,1,2,18000,1,300,,2,2,,,,
996251,1,1,1,1,1,1,,1,4,40,1,3,18000,2,,,2,2,,,,
996262,1,1,1,1,1,1,,1,7,37,2,,41000,1,1000,,1,1,174,,276,
996262,2,1,1,1,1,1,,1,4,40,1,3,21000,2,,Non so,2,2,,,,
996321,2,1,1,1,1,1,,1,8,40,2,,22000,1,420,,2,2,,,,
996322,1,1,1,1,1,1,,1,2,40,2,,20000,2,,,2,2,,,,
996322,2,1,1,1,1,1,,1,8,36,2,,17000,2,,,2,2,,,,
996336,1,1,1,1,1,1,,1,8,36,2,,32000,2,,,2,2,,,,
996345,2,1,1,1,1,1,,1,8,40,2,,27000,2,,,2,2,,,,
996350,1,1,1,1,1,1,,1,2,40,2,,10000,2,,,2,2,,,,
996350,2,1,1,1,1,1,,1,4,45,2,,24000,1,2400,,2,2,,,,
996443,2,1,1,1,1,1,,1,1,36,2,,23500,2,,,2,2,,,,
996516,1,1,1,1,1,1,,1,4,40,2,,20000,2,,,2,2,,,,
996516,2,1,1,1,1,1,,1,5,40,2,,21000,1,300,,2,2,,,,
996527,1,1,1,1,1,1,,1,4,40,1,2,21500,2,,,2,2,,,,
996558,3,1,1,1,1,1,,1,4,40,2,,35000,2,,,2,2,,,,
996622,1,1,1,1,1,1,,1,2,40,2,,20000,2,,,2,2,,,,
996652,1,2,1,1,1,1,,1,6,40,2,,14000,2,,,2,2,,,,
996652,2,2,1,1,1,1,,1,6,40,2,,12000,2,,,2,2,,,,
996653,1,1,1,1,1,1,,1,5,38,2,,35000,2,,,2,2,,,,
996653,3,1,1,1,1,1,,1,2,40,2,,19000,2,,,2,2,,,,
996653,4,1,1,1,1,2,10,1,2,40,2,,14000,2,,,2,2,,,,
996655,2,1,1,1,1,1,,1,6,38,1,0,35000,1,150,,2,2,,,,
996666,2,1,1,1,1,1,,1,2,38,2,,18000,1,6000,Auto aziendale,2,2,,,,
996708,1,1,1,1,1,1,,1,8,40,1,6,70000,2,,,1,1,,1,,1
996748,1,1,1,1,1,1,,1,4,36,1,0,19500,2,,,2,2,,,,
996792,1,1,1,1,1,1,,1,6,40,2,,19200,2,,,2,2,,,,
996792,2,1,1,1,1,1,,1,6,40,2,,19200,2,,,2,2,,,,
996837,4,3,1,1,1,1,,1,3,40,2,,18000,1,1500,,2,2,,,,
996885,2,1,1,1,2,1,,1,4,30,2,,15000,2,,,2,2,,,,
996919,2,1,1,1,1,1,,1,7,36,2,,18000,2,,,2,2,,,,
996919,3,1,1,1,1,1,,1,7,36,2,,16000,2,,,2,2,,,,
996933,2,1,1,1,1,1,,1,4,40,1,2,19500,1,2500,,2,2,,,,
996943,2,1,1,1,1,1,,1,3,40,2,,18000,2,,,2,2,,,,
996977,2,1,1,1,1,1,,1,4,40,2,,18000,2,,,2,2,,,,
996987,1,2,1,1,1,1,,1,4,40,1,10,60000,2,,,2,2,,,,
996987,3,2,1,1,1,1,,1,4,40,2,,24000,2,,,2,2,,,,
996990,2,1,1,1,1,1,,1,4,40,1,4,26000,1,1270,Mensa aziendale,2,2,,,,
996990,3,1,1,1,2,1,,1,8,36,2,,18000,2,,,2,2,,,,
996990,4,1,1,1,2,1,,1,4,36,2,,18000,2,,,2,2,,,,
996991,1,1,1,1,1,1,,1,3,40,2,,20000,2,,,2,2,,,,
996991,3,1,1,1,1,1,,1,3,40,2,,17000,1,1200,,2,2,,,,
996991,4,1,1,1,1,1,,1,4,40,2,,18000,1,1200,,2,2,,,,
996994,2,2,1,1,1,1,,1,2,40,2,,17000,2,,,2,2,,,,
996995,3,2,1,1,1,1,,1,2,40,2,,23000,2,,,2,2,,,,
997062,1,1,1,1,1,1,,1,5,40,2,,30000,1,2000,,2,2,,,,
997153,1,1,1,2,2,3,,1,1,10,2,,6000,2,,,2,2,,,,
997153,2,1,1,1,1,1,,1,3,30,2,,12000,2,,,2,2,,,,
997153,3,2,1,1,1,1,,1,4,40,2,,18000,2,,,2,2,,,,
997183,1,3,1,1,1,1,,1,4,40,2,,18000,1,1200,,2,2,,,,
997183,2,3,1,2,2,1,,1,1,20,2,,7200,2,,,2,2,,,,
997208,1,1,1,1,2,1,,1,4,30,2,,15000,2,,,2,2,,,,
997308,1,1,1,1,1,1,,1,4,40,2,,16000,2,,,2,2,,,,
997352,1,1,1,2,1,1,,1,2,18,2,,6500,2,,,2,2,,,,
997352,2,1,1,1,1,1,,1,5,38,2,,19000,2,,,2,2,,,,
997352,3,1,1,1,1,1,,1,5,40,2,,18500,2,,,2,2,,,,
997355,1,1,1,1,1,1,,1,5,40,1,5,16500,1,1800,Buoni pasto,2,2,,,,
997355,2,1,1,1,1,1,,1,4,38,2,,18500,2,,,2,2,,,,
997356,1,1,1,1,1,1,,1,5,40,1,4,21000,2,,,2,2,,,,
997388,3,1,1,1,1,1,,1,7,45,2,,24500,1,940,,2,2,,,,
997395,1,1,1,1,1,1,,1,6,45,2,,50000,1,6000,,2,2,,,,
997464,1,1,1,1,1,1,,1,6,40,2,,21000,2,,,2,2,,,,
997464,2,1,1,2,1,1,,1,7,25,2,,12000,2,,,2,2,,,,
997476,1,1,1,1,1,1,,1,6,45,1,10,15000,1,350,,2,2,,,,
997551,2,3,1,1,1,1,,1,4,40,2,,16500,2,,,2,2,,,,
997551,3,3,1,1,2,1,,1,3,30,2,,12000,2,,,2,2,,,,
997551,4,3,1,1,1,1,,1,3,30,2,,13500,2,,,2,2,,,,
997566,3,3,1,1,1,1,,1,5,40,1,0,15600,2,,,2,2,,,,
997566,4,3,1,1,1,1,,1,4,40,1,3,16500,2,,,2,2,,,,
997571,3,1,1,1,1,1,,1,5,40,1,0,15000,2,,,2,2,,,,
997689,3,1,1,1,1,1,,1,4,40,2,,16800,2,,,2,2,,,,
997689,4,1,1,1,1,1,,1,5,40,2,,16800,2,,,2,2,,,,
997700,1,1,1,2,1,1,,1,1,6,2,,17000,2,,,2,2,,,,
997753,1,1,1,1,1,1,,1,5,36,1,2,15500,2,,,2,2,,,,
997753,2,1,1,1,1,1,,1,4,38,2,,15000,2,,,2,2,,,,
997761,1,1,1,1,1,1,,1,4,32,2,,15000,2,,,2,2,,,,
997765,2,2,1,1,1,1,,1,4,40,1,5,16000,2,,,2,2,,,,
997769,1,1,1,1,1,1,,1,8,36,1,0,22100,1,330,,2,2,,,,
997769,2,2,1,2,1,1,,1,8,30,2,,20800,2,,,2,2,,,,
997772,1,1,1,1,1,1,,1,7,40,2,,27000,1,1000,,1,2,,1,,
997772,2,1,1,2,1,1,,1,7,38,1,3,26000,2,,,1,2,,1,,
997772,4,1,1,2,2,2,6,1,3,10,2,,2000,2,,,2,2,,,,
997794,1,1,1,1,1,1,,1,4,40,2,,15000,2,,,2,2,,,,
997801,1,1,1,1,1,1,,1,3,40,2,,28500,1,1200,,2,2,,,,
997801,2,1,1,1,1,1,,1,2,40,2,,18000,2,,,2,2,,,,
997865,1,1,1,1,1,1,,1,2,36,2,,8500,2,,,2,2,,,,
997865,2,1,1,1,1,1,,1,2,38,2,,9000,2,,,2,2,,,,
997883,2,1,1,1,1,1,,1,6,36,2,,18000,1,1200,,2,2,,,,
997963,1,1,1,1,1,1,,1,2,40,2,,18000,2,,,2,2,,,,
997963,2,1,1,1,1,1,,1,1,38,2,,12000,2,,,2,2,,,,
997969,1,1,1,1,1,1,,1,6,40,2,,18500,2,,,1,2,250,,,
997969,2,1,1,1,1,1,,1,4,40,2,,15000,2,,,2,1,,,200,
997978,1,1,1,1,1,1,,1,7,45,2,,50000,1,1200,,1,2,600,,,
997979,2,1,1,1,1,1,,1,1,40,2,,15000,2,,,2,2,,,,
997991,2,1,1,1,1,1,,1,1,38,2,,14500,2,,,2,2,,,,
997991,3,1,1,1,1,1,,1,2,40,2,,15600,2,,,2,2,,,,
998028,1,1,1,1,1,1,,1,5,40,2,,7000,2,,,2,2,,,,
998028,2,1,1,1,1,1,,1,4,40,2,,15500,2,,,2,2,,,,
998028,3,1,1,1,1,1,,1,5,40,1,1,14000,2,,,2,2,,,,
998059,3,1,1,1,1,1,,1,5,40,2,,16000,2,,,2,2,,,,
998061,3,1,1,1,1,1,,1,6,40,1,2,18000,2,,,2,2,,,,
998098,1,1,1,1,1,1,,1,2,40,1,2,21000,2,,,2,2,,,,
998098,2,1,1,1,2,1,,1,4,40,2,,18500,2,,,2,2,,,,
998163,1,1,1,1,1,2,6,1,7,36,2,,8200,2,,,2,2,,,,
998163,2,1,1,1,1,1,,1,4,40,2,,20000,2,,,2,2,,,,
998197,1,1,1,2,1,1,,1,1,50,2,,2400,2,,,2,2,,,,
998199,3,4,1,1,1,1,,1,4,40,2,,22000,2,,,2,2,,,,
998209,3,1,1,1,1,1,,1,7,40,2,,40000,1,1800,buoni pasto,2,2,,,,
998209,4,1,1,1,1,1,,1,6,50,2,,30000,1,8736,"auto aziendale,buoni pasto",2,2,,,,
998209,5,1,1,1,1,1,,1,6,40,2,,22000,1,1800,buoni pasto,2,2,,,,
998211,1,1,1,1,1,2,8,1,6,24,1,2,15000,2,,,2,2,,,,
998213,1,1,1,1,1,2,2,1,2,45,2,,800,2,,,2,2,,,,
998220,1,1,1,1,1,1,,1,2,49,2,,22000,2,,,2,2,,,,
998227,3,1,1,1,2,1,,1,2,40,2,,13000,2,,,2,2,,,,
998247,1,1,1,1,1,1,,1,7,40,2,,22400,2,,,1,2,140,,,
998381,1,1,1,2,1,1,,1,2,30,2,,19000,2,,,2,2,,,,
998420,1,1,1,1,1,2,10,1,8,36,2,,24000,1,1500,BUONI PASTO,2,2,,,,
998420,2,1,1,1,1,1,,1,8,36,2,,19000,1,1800,BUONI PASTO,2,2,,,,
998420,3,1,1,2,1,1,,1,7,22,2,,9500,1,1800,BUONI PASTO,2,2,,,,
998439,1,1,1,1,1,1,,1,8,50,2,,70000,2,,,2,2,,,,
998439,2,1,1,1,1,1,,1,5,40,2,,30000,1,1800,Buoni Pasto,2,2,,,,
998523,1,1,1,1,1,1,,1,6,40,1,1,22900,1,100,,1,2,,1,,
998569,1,1,1,1,1,1,,1,1,30,1,2,12000,2,,,2,2,,,,
998574,1,1,1,1,1,1,,1,2,40,2,,22100,2,,,2,2,,,,
998574,2,1,1,1,1,1,,1,2,30,2,,10000,2,,,2,2,,,,
998589,1,1,1,1,2,1,,1,5,40,2,,14000,2,,,2,2,,,,
998604,2,1,1,1,1,1,,1,7,40,1,5,40000,2,,,2,2,,,,
998638,1,1,1,2,1,1,,1,1,30,2,,8000,2,,,2,2,,,,
998638,2,1,1,1,1,1,,1,6,50,2,,15000,2,,,2,2,,,,
998651,1,1,1,1,1,1,,1,7,40,2,,23000,1,1800,BUONI PASTO,2,2,,,,
998651,2,2,1,2,1,1,,1,7,30,1,4,12000,2,,,2,2,,,,
998651,3,2,1,1,1,1,,1,2,40,2,,14300,2,,,2,2,,,,
998651,4,2,1,1,2,1,,1,2,40,2,,13000,2,,,2,2,,,,
998731,1,1,1,2,2,2,6,1,1,40,2,,12000,2,,,2,2,,,,
998814,1,1,1,1,1,1,,1,2,40,1,2,19500,2,,,2,2,,,,
998821,1,2,1,1,1,1,,1,6,40,1,2,25000,2,,,2,2,,,,
998821,2,2,1,2,1,1,,1,2,20,1,0,7800,2,,,2,2,,,,
998939,1,1,1,1,1,1,,1,8,36,2,,18200,2,,,2,2,,,,
999008,1,1,1,1,1,1,,1,7,38,2,,22800,2,,,2,2,,,,
999008,2,1,1,1,1,1,,1,7,38,2,,30000,2,,,2,2,,,,
999017,1,1,1,1,1,1,,1,7,40,2,,19500,2,,,2,2,,,,
999017,2,1,1,1,1,1,,1,7,40,2,,26000,2,,,2,2,,,,
999118,1,1,1,1,2,1,,1,4,40,2,,21000,1,500,,1,2,,1,,
999118,2,1,1,1,1,1,,1,6,40,1,7,40000,2,,,1,2,,1,,
999379,2,1,1,1,1,1,,1,4,40,2,,21000,2,,,2,2,,,,
999410,1,1,1,1,1,1,,1,6,40,1,2,21050,1,1680,,1,2,240,,,
999410,2,1,1,1,1,1,,1,7,40,2,,20300,1,1440,,1,2,150,,,
999433,2,1,1,1,1,1,,1,1,40,1,2,28000,2,,,1,2,,1,,
999504,1,1,1,1,1,1,,1,8,35,2,,25702,1,700,,1,2,,1,,
999524,1,1,1,1,1,1,,1,1,36,1,2,20000,2,,,1,2,,1,,
999542,2,1,1,1,1,1,,1,7,50,2,,23000,2,,,2,2,,,,
999568,2,1,1,1,1,1,,1,8,38,2,,47000,2,,,2,2,,,,
999575,3,1,1,1,1,1,,1,2,40,2,,14000,2,,,2,2,,,,
999637,1,1,1,1,1,1,,1,7,47,2,,50750,2,,Rimborso spese effettivamente sostenute che variano mensilmente,1,2,,1,,
