NQUEST,CTIT,NCTIT,ICTIT,BANCHE,SCOPER,UTSCOPER,VMSCOPER,FSCOPER,FSCOPER1,CARTA,CARTE,USOCART,CARTDEB,CARTDEB1,BANCOMAT,CARTAPRE,SPESECON,COLDIS,TRADING,ECREDIT,PAYLAT,PAYLATCOME1,PAYLATCOME2,PAYLATCOME3,PAYLATCOME4,INTERNET,TWEET,DEPOSIT,NDEPOSIT
627067,,,,1,,,,,,2,,,,,2,2,800,2,,,2,,,,,2,,1,1
628418,2,,,2,1,2,,,,1,1,2,,,1,1,100,1,3,3,2,,,,,1,2,1,2
629458,2,,,1,2,,,,,2,,,,,1,1,700,1,3,3,2,,,,,1,1,1,1
630345,2,,,1,2,,,,,2,,,,,1,2,500,2,,,2,,,,,2,,1,2
631016,1,1,2,1,2,,,,,2,,,,,1,1,700,2,,,2,,,,,2,,1,2
631306,2,,,2,1,2,,,,2,,,,,2,2,1100,2,,,2,,,,,1,2,1,2
631954,2,,,1,2,,,,,2,,,,,2,2,700,2,,,2,,,,,2,,1,1
632099,1,1,1,1,2,,,,,2,,,,,1,1,1000,2,,,2,,,,,1,2,1,2
632118,2,,,2,2,,,,,2,,,,,1,1,500,1,3,3,2,,,,,1,1,1,2
633412,1,1,1,2,2,,,,,1,2,2,,,1,2,500,1,1,3,2,,,,,1,2,1,3
633654,2,,,1,2,,,,,1,3,2,,,1,2,150,1,3,3,2,,,,,1,2,1,1
633941,2,,,1,2,,,,,2,,,,,1,2,600,2,,,2,,,,,2,,1,1
634442,2,,,2,2,,,,,1,1,1,,,1,2,1000,1,3,3,2,,,,,1,2,1,2
635007,2,,,1,2,,,,,2,,,,,2,2,200,2,,,2,,,,,2,,1,1
635112,2,,,1,1,2,,,,1,2,2,,,1,1,300,1,3,3,1,2,1,2,2,1,2,1,4
635513,2,,,1,2,,,,,2,,,,,2,2,1200,2,,,2,,,,,1,2,1,1
635514,2,,,1,2,,,,,2,,,,,2,2,900,2,,,2,,,,,1,2,1,1
636206,,,,,,,,,,2,,,,,2,2,1300,2,,,2,,,,,2,,2,0
636289,2,,,1,3,,,,,2,,,,,1,2,400,2,,,2,,,,,2,,1,1
636401,2,,,1,2,,,,,2,,,,,2,2,800,2,,,2,,,,,2,,1,1
636407,,,,1,,,,,,2,,,,,1,2,1750,2,,,2,,,,,2,,1,1
636418,,,,1,,,,,,2,,,,,1,2,1500,2,,,2,,,,,2,,1,1
637701,2,,,1,1,2,,,,2,,,,,1,1,500,2,,,2,,,,,1,2,1,2
638250,2,,,1,2,,,,,2,,,,,1,2,500,2,,,2,,,,,1,2,1,1
638339,1,1,2,1,2,,,,,2,,,,,1,2,1000,1,3,3,2,,,,,1,2,1,1
638360,1,1,2,3,2,,,,,1,1,2,,,1,1,1800,2,,,2,,,,,1,2,1,3
639013,2,,,1,2,,,,,2,,,,,1,1,250,1,3,3,2,,,,,1,2,1,1
639331,2,,,2,3,,,,,1,1,1,,,1,2,500,1,3,3,2,,,,,1,2,1,2
639575,2,,,1,2,,,,,2,,,,,1,2,250,2,,,2,,,,,2,,1,1
639924,2,,,1,2,,,,,2,,,,,1,2,1000,1,3,3,2,,,,,1,1,1,1
639971,,,,1,,,,,,2,,,,,2,2,1500,2,,,2,,,,,1,2,1,1
640164,2,,,1,1,2,,,,1,2,2,,,1,2,300,1,2,3,2,,,,,1,2,1,1
641084,2,,,1,2,,,,,2,,,,,1,2,250,2,,,2,,,,,1,2,1,1
648534,2,,,1,2,,,,,2,,,,,1,2,400,2,,,2,,,,,2,,1,1
648636,,,,1,,,,,,2,,,,,2,2,600,2,,,2,,,,,1,2,1,1
649032,1,1,1,2,2,,,,,2,,,,,1,1,1000,1,3,3,2,,,,,1,2,1,2
649054,2,,,2,2,,,,,2,,,,,1,1,800,1,3,3,2,,,,,1,2,1,4
649071,1,1,2,1,2,,,,,2,,,,,1,2,800,2,,,2,,,,,2,,1,1
649089,1,1,1,2,2,,,,,2,,,,,1,2,300,1,3,3,2,,,,,1,2,1,4
650027,2,,,1,2,,,,,2,,,,,1,2,600,2,,,2,,,,,2,,1,1
650091,2,,,1,2,,,,,2,,,,,2,1,500,2,,,2,,,,,1,2,1,2
670362,2,,,1,2,,,,,2,,,,,1,2,1200,2,,,2,,,,,2,,1,2
670485,2,,,1,1,2,,,,2,,,,,1,2,800,2,,,2,,,,,1,2,1,2
670670,2,,,1,2,,,,,2,,,,,1,2,200,2,,,2,,,,,1,2,1,1
670711,2,,,2,2,,,,,1,2,2,,,1,1,400,1,3,3,2,,,,,1,2,1,3
670762,2,,,2,2,,,,,2,,,,,2,2,600,2,,,2,,,,,1,2,1,2
670853,2,,,1,2,,,,,2,,,,,2,2,200,2,,,2,,,,,2,,1,1
670857,2,,,1,2,,,,,2,,,,,1,2,400,2,,,2,,,,,1,2,1,1
671152,1,2,2,3,2,,,,,2,,,,,2,2,500,1,3,3,2,,,,,1,2,1,3
671153,2,,,2,1,2,,,,1,1,1,,,1,1,3000,2,,,2,,,,,1,2,1,2
671206,2,,,1,1,2,,,,1,2,2,,,1,1,600,1,3,1,2,,,,,1,2,1,3
671362,2,,,1,2,,,,,1,1,2,,,1,2,500,1,3,3,2,,,,,1,2,1,2
671480,2,,,1,1,2,,,,2,,,,,1,1,700,1,3,3,2,,,,,1,2,1,1
671520,2,,,2,2,,,,,2,,,,,1,1,350,2,,,2,,,,,1,2,1,2
671698,2,,,2,2,,,,,1,1,1,,,1,2,200,1,3,3,2,,,,,1,2,1,5
671841,1,1,2,3,1,2,,,,1,1,2,,,1,1,1750,1,3,3,2,,,,,1,1,1,5
671893,2,,,1,3,,,,,1,2,2,,,1,1,200,1,3,3,2,,,,,1,2,1,2
672417,2,,,2,2,,,,,2,,,,,1,1,800,1,3,3,2,,,,,1,2,1,2
672486,2,,,1,2,,,,,2,,,,,1,2,100,2,,,2,,,,,2,,1,1
672541,1,2,2,3,2,,,,,2,,,,,1,2,300,1,3,3,2,,,,,1,2,1,3
672620,2,,,1,1,2,,,,1,1,2,,,1,2,300,2,,,2,,,,,2,,1,1
672679,2,,,1,1,2,,,,1,1,3,1400,,1,1,100,2,,,1,2,2,1,2,1,2,1,1
673050,1,1,2,2,1,2,,,,1,1,2,,,1,1,300,1,3,3,2,,,,,1,2,1,2
673145,2,,,2,1,2,,,,1,3,2,,,1,2,100,1,3,3,2,,,,,1,2,1,6
673451,2,,,3,1,2,,,,1,3,1,,,1,2,500,1,3,3,2,,,,,1,2,1,4
673452,2,,,1,1,2,,,,1,1,2,,,1,2,500,1,3,3,2,,,,,1,2,1,1
673467,2,,,1,1,2,,,,2,,,,,1,2,1000,1,3,3,2,,,,,1,2,1,1
673540,2,,,2,2,,,,,2,,,,,1,1,300,1,3,3,2,,,,,1,1,1,2
673661,2,,,1,2,,,,,2,,,,,1,1,500,1,3,3,2,,,,,1,2,1,1
673816,2,,,1,2,,,,,2,,,,,1,2,200,2,,,2,,,,,2,,1,1
673847,,,,,,,,,,2,,,,,2,2,1000,2,,,2,,,,,1,2,2,0
673882,2,,,2,2,,,,,1,1,2,,,1,1,1000,1,3,3,2,,,,,1,2,1,2
673963,1,1,1,1,2,,,,,2,,,,,1,2,800,2,,,2,,,,,2,,1,1
674105,2,,,1,2,,,,,2,,,,,1,2,200,2,,,2,,,,,1,2,1,2
674106,2,,,1,2,,,,,2,,,,,1,1,100,1,3,3,2,,,,,1,2,1,1
674196,2,,,1,2,,,,,1,1,2,,,2,2,800,2,,,2,,,,,1,2,1,2
674229,2,,,1,2,,,,,2,,,,,1,2,500,2,,,2,,,,,2,,1,1
674239,2,,,1,1,2,,,,1,1,2,,,1,2,600,2,,,2,,,,,1,2,1,1
674281,2,,,1,3,,,,,2,,,,,1,2,300,1,3,3,2,,,,,1,2,1,1
674283,2,,,1,1,2,,,,2,,,,,1,2,700,2,,,2,,,,,2,,1,1
674287,2,,,1,1,2,,,,2,,,,,1,1,500,1,3,3,2,,,,,1,2,1,1
674379,2,,,1,2,,,,,2,,,,,1,2,650,2,,,2,,,,,1,2,1,1
674572,2,,,1,2,,,,,2,,,,,1,2,400,2,,,2,,,,,2,,1,1
674842,2,,,1,2,,,,,1,1,2,,,1,1,400,1,3,3,2,,,,,1,2,1,1
674868,2,,,3,2,,,,,2,,,,,1,1,500,1,3,3,2,,,,,1,2,1,4
674968,2,,,1,2,,,,,2,,,,,1,2,600,2,,,2,,,,,2,,1,2
674970,2,,,1,2,,,,,2,,,,,1,2,600,2,,,2,,,,,2,,1,1
674974,,,,1,,,,,,2,,,,,1,2,600,2,,,2,,,,,2,,1,2
675086,2,,,2,2,,,,,2,,,,,1,2,200,2,,,2,,,,,1,2,1,2
675265,1,3,2,2,1,2,,,,2,,,,,1,1,750,1,3,3,2,,,,,1,2,1,3
675280,2,,,2,2,,,,,1,1,2,,,1,1,2500,2,,,2,,,,,1,2,1,2
675334,2,,,1,2,,,,,1,1,3,,1,1,2,800,1,2,3,2,,,,,1,2,1,1
675667,2,,,1,2,,,,,2,,,,,1,2,800,2,,,2,,,,,2,,1,1
675739,2,,,1,2,,,,,1,1,1,,,1,2,300,1,3,3,2,,,,,1,2,1,1
675801,2,,,3,2,,,,,1,2,2,,,1,2,300,1,3,3,2,,,,,1,2,1,3
676304,2,,,1,1,2,,,,2,,,,,1,2,1700,2,,,2,,,,,2,,1,2
676374,2,,,1,1,2,,,,2,,,,,1,2,200,2,,,2,,,,,2,,1,1
676521,2,,,1,2,,,,,1,1,3,,1,1,1,600,1,3,2,2,,,,,1,2,1,2
676557,2,,,1,2,,,,,2,,,,,1,2,300,2,,,2,,,,,2,,1,1
676580,2,,,1,2,,,,,2,,,,,2,2,700,2,,,2,,,,,2,,1,1
676807,2,,,1,2,,,,,2,,,,,1,1,400,1,3,3,2,,,,,1,2,1,1
676844,2,,,2,1,2,,,,2,,,,,1,2,400,2,,,2,,,,,1,2,1,3
676851,2,,,1,1,2,,,,2,,,,,1,2,250,2,,,2,,,,,1,2,1,1
676941,,,,1,,,,,,2,,,,,1,2,200,2,,,2,,,,,2,,1,1
677112,2,,,1,1,2,,,,1,1,1,,,1,1,200,1,3,3,2,,,,,1,2,1,1
677167,1,1,1,1,1,2,,,,1,1,1,,,1,1,750,1,3,3,2,,,,,1,2,1,2
677195,1,4,2,2,1,2,,,,1,4,2,,,1,2,500,1,3,3,1,2,2,2,1,1,1,1,4
677474,2,,,1,1,2,,,,2,,,,,1,2,500,2,,,2,,,,,2,,1,2
677475,2,,,2,1,2,,,,2,,,,,1,2,300,1,3,3,2,,,,,1,2,1,2
677476,,,,1,,,,,,2,,,,,1,2,450,2,,,2,,,,,2,,1,1
677489,2,,,1,1,2,,,,1,2,1,,,1,1,650,1,3,3,2,,,,,1,2,1,1
677946,1,1,2,1,3,,,,,1,2,2,,,1,2,300,1,3,3,2,,,,,1,2,1,1
678132,,,,1,,,,,,2,,,,,2,1,120,2,,,2,,,,,1,2,1,1
678160,2,,,1,3,,,,,1,2,2,,,1,1,1500,1,3,3,2,,,,,1,2,1,2
680143,2,,,1,2,,,,,2,,,,,1,2,1000,2,,,2,,,,,2,,1,1
680239,2,,,1,1,2,,,,2,,,,,1,2,250,2,,,2,,,,,2,,1,1
680244,1,1,2,3,1,2,,,,1,2,2,,,1,1,500,1,1,3,1,2,1,2,2,1,2,1,3
680430,2,,,1,2,,,,,2,,,,,1,2,300,2,,,2,,,,,1,2,1,1
680537,1,4,4,2,2,,,,,2,,,,,1,1,500,1,3,3,2,,,,,1,2,1,4
680587,2,,,2,1,2,,,,1,1,2,,,1,1,300,1,3,3,2,,,,,1,2,1,2
681097,2,,,1,2,,,,,2,,,,,1,2,400,2,,,2,,,,,2,,1,2
681192,2,,,1,2,,,,,2,,,,,1,2,500,2,,,2,,,,,1,2,1,1
681349,,,,,,,,,,2,,,,,2,1,800,2,,,2,,,,,1,2,2,0
681387,2,,,1,2,,,,,2,,,,,1,2,300,2,,,2,,,,,1,2,1,1
681394,2,,,1,1,2,,,,1,1,2,,,1,1,200,1,3,2,2,,,,,1,1,1,1
681430,2,,,1,2,,,,,2,,,,,1,2,250,2,,,2,,,,,2,,1,1
681499,2,,,1,2,,,,,2,,,,,2,2,600,2,,,2,,,,,2,,1,1
681520,2,,,1,3,,,,,2,,,,,1,1,900,2,,,2,,,,,1,1,1,1
681668,2,,,1,2,,,,,2,,,,,1,2,1000,2,,,2,,,,,2,,1,1
681822,2,,,1,4,,,,,1,1,1,,,1,2,800,1,3,3,2,,,,,1,1,1,1
682006,1,1,1,1,2,,,,,1,1,2,,,1,2,500,2,,,2,,,,,2,,1,1
682169,2,,,1,2,,,,,2,,,,,2,2,800,2,,,2,,,,,2,,1,1
682192,2,,,2,2,,,,,2,,,,,2,2,1000,2,,,2,,,,,2,,1,2
682204,2,,,1,2,,,,,2,,,,,1,2,300,1,3,3,2,,,,,1,2,1,2
682210,2,,,1,2,,,,,2,,,,,1,2,600,2,,,2,,,,,2,,1,1
682240,2,,,1,2,,,,,2,,,,,1,2,500,2,,,2,,,,,1,2,1,2
682272,2,,,1,2,,,,,2,,,,,1,2,400,2,,,2,,,,,1,2,1,2
682298,2,,,2,2,,,,,2,,,,,1,1,400,1,3,3,2,,,,,1,2,1,4
682359,2,,,1,1,2,,,,2,,,,,1,1,500,1,3,3,2,,,,,1,1,1,4
682360,2,,,1,2,,,,,2,,,,,1,2,400,2,,,2,,,,,2,,1,1
682363,2,,,1,2,,,,,2,,,,,1,2,200,2,,,2,,,,,2,,1,1
682408,2,,,1,3,,,,,2,,,,,1,1,400,1,3,1,1,2,2,1,2,1,2,1,1
682496,2,,,3,2,,,,,2,,,,,1,2,150,2,,,2,,,,,1,2,1,4
682732,2,,,1,2,,,,,2,,,,,1,2,150,2,,,2,,,,,2,,1,1
682737,1,2,2,1,1,2,,,,1,2,2,,,1,2,500,1,3,3,2,,,,,1,2,1,4
682782,2,,,1,2,,,,,2,,,,,1,2,860,2,,,2,,,,,2,,1,1
682812,2,,,1,2,,,,,1,1,2,,,1,2,400,2,,,2,,,,,2,,1,1
682829,2,,,2,2,,,,,2,,,,,2,1,1000,1,3,3,2,,,,,1,2,1,2
682897,2,,,2,1,1,1000,,1,1,2,1,,,1,1,300,1,3,3,2,,,,,1,2,1,3
682918,2,,,2,2,,,,,2,,,,,1,1,100,2,,,2,,,,,1,2,1,2
682969,2,,,1,2,,,,,1,1,2,,,1,1,500,1,3,3,2,,,,,1,2,1,1
683034,2,,,1,2,,,,,1,1,2,,,1,2,700,1,3,3,2,,,,,1,2,1,1
683043,2,,,1,3,,,,,2,,,,,1,2,300,2,,,2,,,,,2,,1,1
683119,2,,,1,2,,,,,1,1,1,,,1,1,350,1,3,3,2,,,,,1,1,1,2
683121,2,,,1,2,,,,,2,,,,,1,2,400,2,,,2,,,,,2,,1,1
683164,2,,,2,2,,,,,1,2,2,,,1,1,300,1,3,3,2,,,,,1,1,1,3
683177,2,,,1,2,,,,,2,,,,,1,2,1100,2,,,2,,,,,2,,1,1
683247,2,,,2,2,,,,,2,,,,,1,1,1000,1,3,3,2,,,,,1,2,1,4
683248,2,,,1,2,,,,,2,,,,,1,1,1400,2,,,2,,,,,1,2,1,1
683349,2,,,2,1,1,18000,18000,,1,2,2,,,1,1,2000,1,3,3,2,,,,,1,2,1,5
683373,2,,,1,1,1,10000,10000,,2,,,,,1,1,2000,1,3,3,2,,,,,1,1,1,2
683399,1,1,1,1,1,2,,,,1,1,2,,,1,2,100,1,3,3,1,2,1,2,2,1,2,1,1
683472,2,,,2,2,,,,,1,2,2,,,1,1,300,1,3,3,1,1,2,2,2,1,1,1,3
683645,2,,,1,1,2,,,,2,,,,,1,2,700,2,,,2,,,,,1,1,1,2
683650,2,,,2,1,1,500,500,,2,,,,,1,2,50,2,,,2,,,,,1,2,1,2
683661,2,,,1,4,,,,,1,2,2,,,1,2,1000,1,3,3,2,,,,,1,2,1,2
683669,2,,,1,2,,,,,2,,,,,1,2,200,2,,,2,,,,,2,,1,1
683727,2,,,2,2,,,,,2,,,,,1,2,1100,1,3,3,2,,,,,1,2,1,3
683767,2,,,1,1,2,,,,1,2,2,,,1,1,500,1,3,3,2,,,,,1,2,1,3
683782,2,,,1,2,,,,,2,,,,,2,1,850,2,,,2,,,,,1,2,1,1
683785,2,,,1,1,2,,,,1,1,1,,,2,1,1300,2,,,2,,,,,1,2,1,1
683896,2,,,2,2,,,,,2,,,,,1,2,100,2,,,2,,,,,1,2,1,2
683991,,,,,,,,,,2,,,,,2,2,500,2,,,2,,,,,2,,2,0
684000,2,,,1,2,,,,,2,,,,,1,2,1200,2,,,2,,,,,1,2,1,2
684063,2,,,1,1,2,,,,1,1,1,,,1,2,300,2,,,2,,,,,1,2,1,1
684259,2,,,1,2,,,,,2,,,,,1,2,1200,1,3,3,2,,,,,1,1,1,1
684279,2,,,1,4,,,,,1,1,1,,,1,2,350,1,3,3,2,,,,,1,2,1,1
684359,1,2,2,1,3,,,,,1,1,1,,,1,2,500,1,3,3,2,,,,,1,2,1,2
684434,2,,,1,3,,,,,1,1,3,,2,1,1,400,1,3,3,2,,,,,1,2,1,1
684454,2,,,2,2,,,,,2,,,,,1,2,1800,2,,,2,,,,,2,,1,2
684524,2,,,1,2,,,,,2,,,,,1,2,550,2,,,2,,,,,2,,1,2
684525,2,,,1,1,2,,,,1,1,1,,,1,1,200,1,3,3,2,,,,,1,2,1,2
684671,2,,,1,2,,,,,2,,,,,2,2,1000,2,,,2,,,,,2,,1,1
684740,2,,,1,2,,,,,2,,,,,1,2,1000,2,,,2,,,,,1,2,1,1
684885,2,,,1,1,2,,,,1,1,2,,,2,2,1600,1,3,3,2,,,,,1,2,1,1
684937,2,,,1,2,,,,,2,,,,,1,1,200,1,3,3,2,,,,,1,2,1,1
685016,2,,,1,2,,,,,2,,,,,2,2,1200,2,,,2,,,,,1,2,1,1
685058,2,,,1,1,2,,,,2,,,,,1,2,700,1,3,3,2,,,,,1,2,1,1
685130,2,,,1,2,,,,,2,,,,,1,2,500,2,,,2,,,,,2,,1,1
685149,2,,,2,1,1,200,0,,2,,,,,1,1,500,1,3,3,2,,,,,1,1,1,2
685164,2,,,1,3,,,,,1,3,2,,,1,2,500,1,3,3,2,,,,,1,2,1,3
685296,2,,,1,1,2,,,,2,,,,,1,1,400,1,3,3,1,2,2,1,2,1,2,1,2
685297,2,,,2,2,,,,,2,,,,,1,2,500,2,,,2,,,,,2,,1,2
685299,2,,,2,1,2,,,,1,1,2,,,1,1,600,1,2,3,2,,,,,1,2,1,2
685300,2,,,1,2,,,,,2,,,,,1,2,600,2,,,2,,,,,2,,1,1
685301,2,,,1,3,,,,,2,,,,,1,1,500,2,,,2,,,,,1,2,1,1
685368,2,,,1,2,,,,,2,,,,,1,2,300,2,,,2,,,,,2,,1,1
685451,2,,,1,2,,,,,2,,,,,1,2,250,2,,,2,,,,,2,,1,1
685537,2,,,1,2,,,,,2,,,,,1,2,600,2,,,2,,,,,2,,1,1
685560,2,,,1,2,,,,,2,,,,,1,2,800,2,,,2,,,,,2,,1,2
685734,2,,,1,2,,,,,2,,,,,2,2,1000,2,,,2,,,,,2,,1,1
685747,2,,,2,2,,,,,2,,,,,1,2,100,2,,,2,,,,,2,,1,2
685780,2,,,2,1,2,,,,1,2,2,,,1,1,100,1,3,3,2,,,,,1,2,1,2
685812,2,,,1,3,,,,,2,,,,,1,1,1000,1,3,3,2,,,,,1,2,1,1
685891,2,,,1,2,,,,,2,,,,,1,2,1100,2,,,2,,,,,2,,1,1
685895,2,,,1,2,,,,,2,,,,,1,2,200,2,,,2,,,,,2,,1,1
685902,2,,,1,2,,,,,2,,,,,1,2,1000,2,,,2,,,,,2,,1,1
685905,2,,,2,2,,,,,2,,,,,1,1,200,1,3,3,2,,,,,1,2,1,5
685906,2,,,1,2,,,,,2,,,,,1,1,400,2,,,2,,,,,2,,1,2
685965,2,,,1,2,,,,,2,,,,,1,2,800,2,,,2,,,,,2,,1,1
686014,,,,,,,,,,2,,,,,2,2,1300,2,,,2,,,,,2,,2,0
686133,2,,,1,2,,,,,1,1,2,,,1,2,200,2,,,2,,,,,2,,1,1
686185,2,,,2,2,,,,,2,,,,,1,2,1300,2,,,2,,,,,1,2,1,2
686190,2,,,1,2,,,,,2,,,,,1,2,800,2,,,2,,,,,2,,1,1
686429,2,,,1,2,,,,,2,,,,,2,2,700,2,,,2,,,,,2,,1,1
686579,2,,,1,2,,,,,2,,,,,1,2,400,2,,,2,,,,,2,,1,1
686657,1,1,1,2,2,,,,,1,1,1,,,1,2,1000,2,,,2,,,,,1,2,1,2
686717,2,,,1,2,,,,,2,,,,,2,1,500,2,,,2,,,,,1,2,1,1
686806,2,,,1,2,,,,,2,,,,,2,2,300,1,3,3,2,,,,,1,2,1,1
686863,2,,,1,2,,,,,2,,,,,1,2,1200,2,,,2,,,,,2,,1,1
686866,2,,,1,2,,,,,2,,,,,1,2,1200,2,,,2,,,,,1,2,1,4
686913,2,,,1,2,,,,,2,,,,,1,2,900,2,,,2,,,,,2,,1,2
687007,2,,,1,2,,,,,2,,,,,1,2,200,2,,,2,,,,,2,,1,1
687018,2,,,1,2,,,,,2,,,,,1,2,450,2,,,2,,,,,2,,1,1
687022,2,,,1,1,2,,,,1,1,3,,1,1,1,400,1,3,2,1,2,2,1,2,1,2,1,2
687039,,,,2,,,,,,2,,,,,1,2,400,2,,,2,,,,,2,,1,2
687070,2,,,1,1,2,,,,2,,,,,1,2,300,2,,,2,,,,,1,2,1,1
687164,2,,,1,1,2,,,,2,,,,,1,2,600,2,,,2,,,,,2,,1,2
687250,1,1,2,3,2,,,,,1,4,2,,,1,1,1000,1,3,3,2,,,,,1,2,1,4
687287,2,,,1,3,,,,,1,1,1,,,1,2,500,2,,,2,,,,,1,2,1,2
687291,2,,,1,2,,,,,2,,,,,1,2,500,2,,,2,,,,,2,,1,1
687321,2,,,1,1,2,,,,2,,,,,1,1,600,1,3,3,2,,,,,1,2,1,4
687328,2,,,2,3,,,,,2,,,,,1,2,350,2,,,2,,,,,2,,1,2
687404,2,,,1,1,2,,,,1,1,2,,,1,2,400,1,3,3,2,,,,,1,2,1,1
687685,2,,,2,2,,,,,2,,,,,1,2,100,2,,,2,,,,,2,,1,2
687699,2,,,1,1,1,5000,0,,1,1,2,,,1,2,300,2,,,1,2,1,2,2,1,2,1,1
687849,2,,,2,2,,,,,1,1,2,,,1,2,300,2,,,2,,,,,1,2,1,3
687892,2,,,2,2,,,,,2,,,,,1,2,500,2,,,2,,,,,2,,1,2
687934,2,,,1,2,,,,,2,,,,,1,1,300,1,3,3,2,,,,,1,2,1,1
687938,,,,,,,,,,2,,,,,2,2,600,2,,,2,,,,,1,2,2,0
687971,2,,,2,2,,,,,2,,,,,1,2,600,2,,,2,,,,,2,,1,2
687987,2,,,2,1,2,,,,1,2,2,,,1,1,500,1,3,3,2,,,,,1,2,1,2
687990,1,1,2,1,2,,,,,1,1,1,,,1,2,250,2,,,2,,,,,2,,1,4
688194,2,,,2,2,,,,,1,2,2,,,1,1,2000,1,3,3,2,,,,,1,2,1,2
688250,2,,,1,2,,,,,2,,,,,1,2,200,2,,,2,,,,,2,,1,1
688264,2,,,1,2,,,,,2,,,,,1,2,700,2,,,2,,,,,1,2,1,1
700037,2,,,1,2,,,,,2,,,,,2,2,850,2,,,2,,,,,2,,1,1
700729,2,,,1,3,,,,,2,,,,,2,2,450,2,,,2,,,,,1,2,1,1
700740,2,,,1,3,,,,,2,,,,,1,1,300,1,3,3,2,,,,,1,2,1,2
701240,2,,,1,2,,,,,2,,,,,1,2,600,2,,,2,,,,,1,2,1,1
701579,2,,,1,2,,,,,2,,,,,2,2,250,2,,,2,,,,,1,2,1,1
702643,2,,,2,1,2,,,,2,,,,,1,1,100,1,3,3,2,,,,,1,2,1,5
703258,2,,,2,2,,,,,2,,,,,1,1,600,2,,,1,2,2,1,2,1,2,1,4
703830,2,,,2,2,,,,,1,2,2,,,1,2,300,2,,,2,,,,,1,2,1,2
704702,,,,,,,,,,2,,,,,2,2,100,2,,,2,,,,,2,,2,0
704752,2,,,2,2,,,,,1,2,1,,,1,2,300,2,,,2,,,,,1,2,1,2
704766,2,,,1,2,,,,,2,,,,,1,2,450,2,,,2,,,,,2,,1,1
704911,2,,,1,2,,,,,2,,,,,1,2,250,2,,,2,,,,,2,,1,1
705116,2,,,1,2,,,,,2,,,,,1,1,400,2,,,2,,,,,1,2,1,1
705244,2,,,1,2,,,,,2,,,,,1,2,700,2,,,2,,,,,2,,1,2
706224,2,,,1,3,,,,,2,,,,,1,1,300,1,3,3,2,,,,,1,2,1,1
706234,2,,,1,2,,,,,2,,,,,1,2,400,2,,,2,,,,,1,2,1,1
706258,2,,,2,1,2,,,,1,1,1,,,1,2,1000,1,3,3,2,,,,,1,2,1,2
706422,2,,,1,2,,,,,2,,,,,1,2,250,2,,,2,,,,,2,,1,1
706448,2,,,1,2,,,,,2,,,,,1,2,350,1,3,3,2,,,,,1,2,1,1
706634,2,,,3,3,,,,,1,3,2,,,1,2,300,1,3,3,2,,,,,1,2,1,4
706727,2,,,1,2,,,,,2,,,,,1,2,300,2,,,2,,,,,2,,1,1
706900,2,,,1,2,,,,,2,,,,,1,2,400,2,,,2,,,,,2,,1,2
706921,2,,,1,2,,,,,2,,,,,1,2,200,2,,,2,,,,,2,,1,1
707104,2,,,1,3,,,,,2,,,,,1,2,200,2,,,2,,,,,1,2,1,1
707253,2,,,3,1,2,,,,1,2,3,300,,1,2,300,1,3,3,2,,,,,1,2,1,3
707312,2,,,2,2,,,,,1,2,1,,,1,1,600,1,3,3,2,,,,,1,2,1,2
707523,2,,,2,2,,,,,1,1,2,,,1,2,500,2,,,2,,,,,2,,1,3
707857,2,,,2,3,,,,,2,,,,,1,2,150,2,,,2,,,,,1,2,1,2
708219,1,1,2,1,1,2,,,,1,2,2,,,1,1,1800,1,3,3,2,,,,,1,2,1,1
708747,,,,1,,,,,,2,,,,,2,1,100,2,,,2,,,,,2,,1,1
709420,2,,,2,3,,,,,1,1,2,,,1,1,450,1,3,3,2,,,,,1,2,1,3
709438,2,,,2,3,,,,,2,,,,,1,2,350,2,,,2,,,,,2,,1,2
709470,2,,,2,2,,,,,1,1,2,,,1,2,300,2,,,2,,,,,2,,1,2
709803,2,,,1,1,2,,,,1,2,2,,,1,2,400,1,3,3,2,,,,,1,2,1,1
710507,2,,,1,2,,,,,2,,,,,1,2,400,2,,,2,,,,,1,2,1,2
710556,2,,,3,2,,,,,2,,,,,1,1,500,1,3,3,2,,,,,1,2,1,7
710606,,,,1,,,,,,2,,,,,2,2,800,2,,,2,,,,,2,,1,1
710905,,,,,,,,,,2,,,,,2,2,600,2,,,2,,,,,2,,2,0
711014,1,1,2,2,2,,,,,2,,,,,1,2,750,2,,,2,,,,,2,,1,2
712022,2,,,1,2,,,,,2,,,,,2,2,250,2,,,2,,,,,2,,1,1
712141,2,,,1,3,,,,,1,1,2,,,1,2,150,2,,,2,,,,,1,2,1,1
712244,2,,,1,3,,,,,1,1,2,,,1,2,150,1,3,3,2,,,,,1,2,1,1
713319,2,,,2,2,,,,,2,,,,,1,2,350,2,,,2,,,,,1,2,1,2
713400,,,,,,,,,,2,,,,,2,1,500,2,,,2,,,,,1,2,2,0
713700,2,,,5,1,2,,,,1,3,2,,,1,1,1000,1,2,3,2,,,,,1,1,1,7
713811,2,,,2,1,2,,,,2,,,,,1,2,400,2,,,2,,,,,2,,1,2
713837,2,,,2,1,2,,,,1,1,1,,,1,2,800,1,3,3,2,,,,,1,2,1,4
713844,2,,,2,1,2,,,,2,,,,,1,1,600,1,3,3,2,,,,,1,1,1,3
714021,2,,,1,2,,,,,1,1,3,80,,1,1,600,2,,,2,,,,,1,2,1,2
