NQUEST,NORD,GIU1,GIU2,GIU3,GIU4,GIU5,GIU6,GIUTOT,GIUTEL
138285,3,4,2,4,4,4,3,3,
138290,1,3,5,5,5,3,2,4,
138290,2,5,5,5,5,5,1,5,
138294,1,4,1,3,3,4,1,4,
138294,2,4,4,5,5,4,1,5,
138301,1,4,1,4,3,2,2,3,
138338,1,3,3,5,5,3,3,4,
138338,2,4,3,5,5,3,1,5,
138338,3,3,1,5,5,1,3,3,
138385,1,5,1,2,5,4,1,5,
138385,2,4,3,5,5,4,3,4,
138388,3,4,1,5,4,3,1,4,
138409,1,4,1,3,3,3,1,3,
138409,2,2,2,3,3,3,1,2,
138462,3,4,3,4,4,4,2,4,3
138465,1,3,1,5,5,3,5,5,
138465,2,3,1,5,1,5,5,2,
138507,2,4,1,5,5,5,3,5,
138535,1,3,1,5,5,4,1,5,
138535,2,3,1,5,3,2,1,3,
138542,1,5,1,5,5,5,5,5,
138574,1,3,2,4,4,3,3,3,
138589,1,4,1,5,4,4,2,1,
138591,1,4,1,4,4,4,2,4,
138591,2,4,1,4,5,4,1,4,
138620,1,5,1,5,5,3,5,5,
138620,2,5,1,5,5,3,3,3,
138661,1,2,2,4,4,3,5,2,
138661,2,5,4,5,5,4,4,4,
138700,1,3,4,5,5,3,3,3,
138714,1,5,3,5,5,4,4,5,
138714,2,1,3,5,3,1,5,3,
138719,1,3,3,4,4,4,2,4,
138719,2,3,3,4,4,4,2,2,
138722,1,3,3,4,2,3,2,2,
139007,1,4,3,3,4,4,3,4,
139007,2,2,3,2,2,3,2,2,
139012,1,2,4,5,4,3,5,4,
139014,1,3,1,3,3,2,1,4,
139016,1,4,1,3,4,3,4,4,
139022,2,1,1,5,5,3,1,5,
139029,1,3,5,5,4,3,4,2,
139074,3,3,1,4,4,3,5,3,
140021,2,3,3,4,3,3,2,3,
140033,1,3,3,5,4,3,2,5,
140049,1,4,2,4,3,2,1,3,
140049,2,3,3,4,3,3,3,3,2
140054,1,3,4,5,5,3,1,5,
140073,1,4,1,5,5,4,1,5,
140073,2,4,3,4,5,5,1,5,
141019,1,4,3,5,5,5,1,5,
141046,2,,3,4,4,2,4,5,
141046,3,,3,4,5,5,1,5,
141046,4,,1,4,5,4,1,5,
141073,1,4,1,4,5,5,1,5,
141075,1,5,1,4,4,4,1,5,
141080,1,5,2,5,3,2,1,4,
141080,2,5,3,5,5,3,1,5,
141080,3,4,5,4,5,5,1,5,
141080,4,4,3,4,4,3,1,4,
141087,1,4,3,5,5,5,4,4,
142037,1,5,1,5,5,5,1,5,
142048,1,4,3,3,3,3,1,3,
143012,1,4,2,4,4,3,3,4,
143012,2,4,2,4,4,3,3,4,
143018,1,3,3,3,4,3,3,3,
144006,1,4,2,3,4,4,3,4,
144008,1,5,1,5,5,5,1,4,
144008,2,4,1,3,5,5,1,4,
144010,1,4,1,5,4,4,1,4,
144017,1,3,4,5,5,4,1,4,
144017,2,4,3,4,5,2,4,3,
144025,1,3,3,4,3,3,1,3,
144036,2,4,3,4,4,4,1,4,
144088,1,2,2,5,5,4,1,5,
144088,2,3,2,4,4,5,1,4,
145007,1,5,1,5,5,4,4,3,
145007,2,4,1,5,4,4,4,3,
145012,3,3,1,3,5,4,1,5,3
145036,1,4,5,4,5,5,1,4,
145076,1,2,2,5,4,3,4,3,
145076,3,4,1,5,5,4,4,4,
146036,3,5,3,5,5,4,1,4,
146038,2,3,3,5,5,4,2,4,
146043,1,3,4,5,5,3,1,5,
146043,2,3,3,5,5,3,1,5,
146087,1,3,4,4,3,3,4,4,
147034,3,4,2,4,3,3,2,2,3
147041,1,4,1,4,4,3,3,4,
147068,3,5,1,5,5,5,1,5,
147071,1,4,1,5,5,3,1,4,
147073,1,3,3,4,3,3,1,3,
147078,1,2,3,3,4,3,1,3,
147078,2,2,3,3,4,3,1,3,
147078,3,2,3,3,4,3,1,3,
147078,4,2,3,3,4,3,1,3,
147078,5,2,3,3,4,3,1,3,
147078,6,2,3,3,4,3,1,3,
148002,1,4,3,3,5,5,2,5,
148059,1,3,2,4,4,3,5,3,
148064,1,3,1,4,5,4,3,3,
149010,2,4,2,4,4,4,1,4,
149031,2,3,3,4,4,4,3,4,
149031,3,3,1,4,4,4,3,4,
149044,2,3,2,5,4,4,2,2,
149050,3,2,3,5,5,5,1,5,
149050,5,5,1,5,5,5,1,5,
149050,6,4,1,5,5,4,1,5,
149067,3,3,1,5,5,5,1,5,
149068,2,3,2,5,5,4,2,5,
149080,1,4,1,3,5,3,3,3,
149080,2,4,1,3,5,3,1,3,
150004,1,3,4,4,4,3,1,3,
150004,4,3,3,5,5,4,1,5,
150014,1,3,1,5,5,2,1,5,
150042,1,3,3,3,3,3,3,3,
150042,3,3,3,3,3,3,3,3,
150042,4,4,3,3,3,3,3,3,
150064,1,4,3,5,4,5,3,3,
150064,2,4,3,5,4,3,3,3,
150066,1,3,1,5,5,4,5,5,
150086,1,3,4,5,3,3,1,2,
150086,2,3,3,4,4,2,2,3,
151007,1,5,1,4,4,4,1,4,
151007,3,2,2,5,2,4,1,2,3
151013,2,2,2,5,3,2,5,3,2
151022,1,3,2,5,5,4,1,4,
151023,1,4,3,3,4,5,1,3,
151025,1,4,1,4,5,5,1,5,
151068,4,2,3,5,3,4,1,2,4
152012,1,5,1,5,5,5,1,5,
152012,2,5,1,5,4,4,4,4,
152018,3,4,2,5,5,3,3,5,
152018,4,4,2,5,5,3,3,5,
152021,3,3,3,5,4,4,3,4,
152038,2,5,1,5,5,2,5,5,
152059,1,5,1,5,3,5,5,3,
152073,1,3,3,5,1,3,5,1,
152073,2,5,4,5,5,5,2,5,
152075,1,5,1,5,5,4,3,5,
153005,1,4,2,3,3,3,1,3,
153028,2,4,5,3,5,5,1,5,
154011,2,5,2,5,4,4,3,4,
154011,3,5,1,4,5,2,3,4,
154045,1,5,1,5,4,3,2,3,
154045,3,3,3,5,5,4,3,4,
154045,4,5,1,4,4,5,4,4,
154059,2,4,1,4,4,5,4,5,
155009,1,4,1,5,4,4,5,4,
155009,2,4,2,5,5,4,2,5,
155023,1,3,4,5,4,3,5,2,
155023,2,5,1,3,3,3,2,3,
155037,3,3,3,4,3,3,2,3,
155085,1,4,4,5,4,4,4,4,
155085,2,4,1,5,4,4,1,4,
156015,1,3,3,5,5,5,3,3,
156035,1,3,1,3,3,3,2,4,
156036,1,3,2,5,4,3,4,3,
156038,1,3,2,4,4,3,1,3,
156038,2,3,3,4,4,3,3,3,
156056,1,3,3,4,3,3,5,3,
156063,1,5,1,5,3,5,2,5,
156086,1,3,3,5,4,5,5,5,
157006,2,4,3,4,3,3,3,3,
157006,3,4,1,3,3,3,1,4,3
157006,4,5,2,5,5,3,3,5,4
157009,3,5,1,4,4,4,2,4,
157012,1,4,3,3,2,4,4,3,
157012,2,5,2,3,2,3,1,4,
157012,3,4,1,3,3,4,2,4,
157037,1,4,1,4,4,3,2,3,
157037,2,3,1,5,5,4,1,3,
157062,1,4,3,3,4,4,1,4,
157062,2,4,3,5,5,4,4,4,2
157072,1,2,4,4,4,3,4,2,
157077,1,3,2,4,4,1,1,4,
157081,1,2,4,3,1,3,1,1,
157081,2,3,3,4,4,3,1,4,2
157085,1,3,4,3,4,4,1,3,
158042,2,5,1,4,3,3,3,4,
158062,1,3,3,4,4,4,4,3,
159001,1,4,2,3,3,3,2,3,
159001,2,3,1,4,5,4,2,4,
159017,3,3,2,5,3,4,2,3,
159022,1,2,2,4,3,3,1,1,
159049,1,3,4,4,4,4,2,4,
159049,2,4,1,3,3,3,2,3,
159053,1,3,3,4,4,4,2,4,
159053,2,3,2,4,4,4,2,3,
159057,1,4,3,5,4,4,1,5,
159057,2,4,1,4,5,3,1,4,
159068,1,4,1,4,5,4,3,4,
159068,3,4,1,4,5,4,3,4,
159070,1,4,4,4,2,3,1,3,
159070,2,4,4,4,2,3,1,3,
159070,3,4,2,4,2,3,1,3,
159083,1,4,4,5,4,5,1,5,
160004,1,4,2,3,3,3,3,3,
160010,2,3,3,4,5,4,1,3,
160057,1,3,4,3,3,2,3,3,
160084,3,4,1,3,3,3,2,3,
161014,1,5,1,5,5,5,2,5,
161014,2,5,1,5,5,5,2,5,
161021,1,3,3,5,4,4,2,4,
161057,1,5,2,4,4,4,1,5,
161057,2,3,2,4,3,3,3,4,2
161081,1,4,2,5,4,4,2,5,
161081,2,5,3,5,4,4,1,5,
162008,3,3,5,2,4,2,3,4,
162008,4,4,4,3,2,2,2,3,
162008,5,3,2,2,2,1,2,2,
163005,1,3,4,4,2,3,3,3,
163013,1,2,4,4,3,3,1,3,
163013,3,2,4,4,3,3,1,3,
163013,4,2,4,4,3,3,1,3,
163044,1,1,4,4,1,3,1,1,
163044,2,1,1,4,1,3,1,1,
163054,1,4,4,5,1,1,1,1,
163054,2,1,4,4,1,1,4,1,
163057,1,4,1,4,4,4,5,3,
163081,2,4,5,1,2,3,3,3,
163088,1,4,1,1,2,4,1,3,
164001,1,5,5,5,5,5,5,5,
164001,2,5,5,5,5,5,5,5,
164044,1,5,5,5,5,5,5,5,
164044,2,5,5,5,5,5,5,5,
165014,3,3,2,4,4,4,1,4,
165017,1,5,1,5,5,5,1,4,
165017,2,4,1,3,3,3,1,3,
165017,4,5,1,3,3,3,1,3,
165085,1,3,4,5,4,4,1,4,
166018,1,1,5,5,5,2,1,3,
166018,2,4,4,5,5,4,2,4,
166039,1,4,4,5,5,5,5,4,
166049,1,5,4,5,5,4,1,5,
166049,2,5,1,5,5,4,1,5,
166069,1,4,1,4,5,5,1,3,
166078,1,5,1,4,5,5,1,5,
166078,2,3,1,4,3,4,2,5,
166078,3,5,1,4,5,5,1,5,
167012,1,3,4,5,4,4,1,4,
167039,1,3,1,4,3,4,3,3,
167039,2,4,2,4,3,4,3,3,
167061,1,4,1,3,2,3,1,3,
167061,2,3,3,4,3,3,3,3,
167061,3,3,3,3,3,3,3,2,
167069,1,5,1,4,4,3,2,3,
167069,2,4,2,3,4,4,2,4,
167071,1,3,3,4,3,2,4,3,
167071,3,3,2,3,4,4,3,4,
167079,1,4,4,4,4,3,3,4,
167079,3,4,1,5,5,4,5,5,
168010,1,3,3,4,4,4,2,3,
168010,3,4,3,4,4,4,4,4,
168014,2,4,1,5,5,3,1,4,
168040,1,3,5,5,4,5,1,5,
168045,1,3,2,3,3,3,1,2,
168059,1,4,1,4,5,4,1,5,
168060,1,5,1,4,5,4,1,4,
168060,3,4,1,5,4,4,1,3,
168077,1,4,1,5,5,5,1,5,
168077,2,4,1,5,5,5,1,5,
168081,1,5,1,4,5,4,1,5,
169002,1,4,1,5,5,5,5,5,
169002,3,5,1,5,5,4,3,5,3
169033,1,3,1,5,5,5,1,3,
169033,2,4,2,3,3,4,2,3,
169033,3,3,2,4,3,4,2,3,
169069,1,4,2,4,4,3,2,3,
169069,2,4,2,4,4,4,2,4,
169080,1,5,2,4,5,4,2,4,
170001,3,3,3,4,5,,5,3,
170045,2,4,1,4,3,2,5,3,
170049,1,3,2,4,3,3,2,4,
170079,1,3,5,5,3,5,2,3,
171001,1,5,1,5,5,5,1,5,
171001,2,3,5,5,1,5,3,1,
171004,1,3,2,2,2,3,3,3,
171006,1,3,4,5,4,4,3,3,
171006,2,3,5,5,4,4,1,3,
171057,1,3,4,5,4,4,3,4,
171058,2,3,1,5,5,5,3,5,
171058,3,3,1,5,5,5,3,5,
171058,4,3,1,5,5,5,3,4,
171059,1,3,2,4,4,3,3,4,
171062,1,4,4,5,4,4,4,4,
171062,2,4,5,5,4,4,4,4,
171062,3,4,5,5,4,4,4,4,
171071,1,1,4,5,4,1,5,5,
171071,2,4,1,4,5,5,2,5,
171078,1,4,4,4,4,4,3,3,
171082,1,5,5,5,5,5,5,5,
171082,3,5,5,5,5,5,5,5,
171085,1,5,5,5,5,4,5,5,
171085,2,4,5,5,5,4,5,4,
171086,1,2,1,5,5,5,1,4,
171086,2,5,1,5,5,5,1,5,
171087,1,3,4,5,5,4,3,2,
172012,1,4,1,4,3,4,1,3,
172083,2,4,1,4,5,4,1,4,
173011,1,4,2,4,4,4,1,3,
173059,1,4,1,4,3,3,1,3,
173059,2,4,1,4,3,5,2,4,
174001,1,3,3,3,3,3,1,3,
174001,2,3,1,2,3,2,1,3,
174004,1,4,3,4,4,4,2,4,
174004,2,2,4,4,3,3,1,3,
174007,2,3,3,4,4,4,1,4,2
174026,1,5,5,3,3,3,1,,
174026,2,3,2,3,3,3,3,3,
174058,2,3,4,5,5,3,5,5,
175002,1,3,4,3,3,3,1,3,
175002,2,4,2,3,4,3,1,3,
175004,1,3,3,3,3,2,3,3,
175004,2,3,3,3,3,2,3,3,
175007,1,3,1,4,3,3,3,3,
175007,3,3,1,4,4,4,2,4,
175008,1,3,1,4,3,3,1,2,
175009,1,3,1,3,3,3,2,3,
175009,2,3,1,3,4,3,1,3,
175015,3,5,1,4,4,5,1,5,
175021,1,4,4,4,2,2,3,1,
175021,3,3,3,4,4,3,1,4,
175024,1,4,1,4,2,4,2,3,
175024,2,3,2,3,3,3,1,4,
175025,2,3,1,4,4,3,1,3,
176007,1,3,2,2,3,4,4,4,
176040,1,3,1,1,2,3,1,3,
176040,3,2,2,3,3,3,2,3,
176044,1,2,2,2,5,4,4,5,
176061,3,1,3,1,5,5,1,3,
176080,1,4,3,4,4,4,4,4,
176082,3,3,3,4,3,3,5,3,
177011,1,2,5,4,5,5,1,5,
177011,2,1,1,5,1,5,1,5,
177014,1,5,2,5,5,5,1,5,
177014,2,4,1,4,5,5,4,5,2
177040,1,1,5,3,3,3,4,4,
177047,2,2,1,5,3,2,4,2,2
177047,3,2,5,5,3,4,1,5,
177048,1,1,1,3,4,1,1,5,
177070,1,5,3,5,2,3,1,5,
178078,1,5,4,5,5,5,4,4,
178087,1,4,3,4,5,4,1,5,
178087,2,3,1,4,4,4,1,4,
179001,1,2,4,4,3,3,3,3,
179001,2,3,1,5,3,4,1,3,
179004,1,4,2,4,4,2,2,3,
179031,2,4,2,5,5,3,1,3,
179073,1,3,4,5,5,3,1,4,
179073,2,4,2,3,3,2,5,3,
179085,1,4,2,3,4,4,3,3,
180001,1,4,2,5,5,5,1,5,
180046,1,4,5,5,5,4,4,5,
180089,1,5,1,5,5,5,2,5,
180089,2,5,1,5,5,5,2,5,
182038,1,4,1,4,4,4,3,4,
182038,2,3,1,5,4,3,2,4,
182045,1,3,3,5,5,3,3,3,
182046,1,3,1,4,4,4,2,4,
183005,1,5,1,4,4,4,1,5,
183005,2,5,1,4,4,4,1,5,
183009,1,3,3,4,3,3,3,2,
183009,2,3,2,4,4,4,2,3,
183018,1,4,1,3,3,3,2,3,
183026,1,4,2,4,4,3,2,4,
183031,1,4,1,4,4,1,1,3,
183031,2,3,2,4,4,1,1,2,
183035,1,3,3,5,4,4,3,3,
183035,2,4,1,5,4,4,1,3,
183043,1,3,3,4,5,2,1,3,
184003,1,4,3,4,4,4,1,5,
184010,1,5,1,4,4,4,1,5,
184046,1,3,4,4,3,2,4,3,
184046,3,3,4,4,3,2,4,3,
184046,4,2,2,3,3,1,1,2,
185039,1,5,1,5,5,5,3,5,
185040,4,5,1,5,4,3,5,3,
185040,5,4,3,5,3,3,4,3,
185041,2,3,5,5,5,5,1,4,
185056,1,2,4,5,4,3,4,3,
185056,2,2,4,5,2,3,4,3,
185067,1,4,2,3,4,4,1,4,
185067,2,3,2,3,4,5,1,4,2
185072,1,3,1,5,3,4,1,3,
185072,2,3,1,5,1,4,1,3,
185089,1,1,5,5,2,1,4,1,
185089,4,3,2,2,2,1,2,1,
186006,1,3,1,5,5,3,4,5,
186048,1,5,1,5,5,5,5,5,
186048,3,5,1,5,5,5,5,5,
186048,4,3,1,5,5,5,5,5,
186048,5,5,1,5,5,5,5,5,
186051,1,1,5,5,5,5,3,5,
186051,2,5,1,5,3,1,3,5,
186051,3,5,1,5,4,5,3,5,
186051,4,5,1,5,4,5,3,5,
186059,1,5,1,5,5,3,1,5,
186059,2,5,1,5,5,1,3,5,
186059,4,5,1,5,5,2,5,5,
186073,1,5,3,5,5,4,3,4,
186073,2,3,5,5,3,3,4,2,
186086,1,5,1,5,5,5,5,5,
187015,2,4,4,5,5,4,1,4,
187018,3,4,1,4,5,4,2,4,
187021,1,4,4,5,5,4,1,4,
187021,3,4,1,4,3,3,5,3,
187037,1,4,1,5,5,4,2,4,
187037,2,4,1,4,3,3,2,3,
187044,1,5,1,4,4,5,1,3,
187044,2,5,1,4,3,5,1,3,
187050,1,5,3,5,5,5,1,5,
187088,1,3,3,5,5,2,1,3,
187088,2,4,3,5,5,4,1,3,2
188005,3,4,3,4,3,4,3,3,
188019,3,4,1,5,5,4,3,5,
188019,4,4,1,5,5,5,4,3,5
188019,5,3,3,3,3,4,2,3,
188022,3,5,3,5,5,5,1,4,3
188034,2,4,3,5,4,4,3,3,
188039,1,3,2,5,4,4,2,4,
188039,2,3,2,3,4,3,2,3,
188054,1,5,2,5,4,3,1,5,
188054,2,4,2,5,4,,1,5,
189019,1,3,4,4,4,3,3,4,
189041,1,4,2,4,3,3,3,3,
189078,1,5,1,4,4,4,3,4,
190036,1,3,2,4,4,4,4,4,
190036,3,4,4,4,5,4,3,4,3
190036,4,3,4,4,3,2,2,3,4
191008,2,2,4,4,5,4,1,2,
191013,1,3,2,4,4,3,4,4,
192004,1,3,3,5,5,1,1,4,
192005,2,3,3,4,4,3,3,4,
192009,1,3,2,4,3,3,1,3,
192009,2,4,1,4,4,5,1,4,
192012,4,3,3,3,2,4,3,2,
192068,1,3,1,3,4,2,3,2,
193004,1,4,1,5,5,4,1,4,
193004,2,4,1,3,3,4,1,3,2
193010,1,4,2,4,4,4,3,3,
193017,1,5,5,5,5,3,2,5,
193020,3,4,1,5,4,3,5,5,
193034,1,4,1,5,5,4,1,5,
193082,1,3,4,4,5,4,1,4,
193082,2,3,4,3,3,2,2,3,
194004,1,3,2,4,2,3,4,3,
194022,1,4,1,4,5,4,1,5,
194022,2,4,1,4,4,4,1,4,
194081,1,4,2,5,4,3,1,3,
194081,2,4,2,5,4,3,1,4,
195038,1,5,1,4,5,3,1,3,
195084,1,1,3,4,5,4,2,3,
196050,1,2,1,5,5,5,4,5,
196050,2,2,1,3,4,4,2,4,2
196076,1,5,4,5,5,5,5,5,
196076,3,3,1,5,3,3,2,2,3
197011,1,5,2,5,4,5,1,4,
197011,3,4,4,5,3,4,4,4,
197090,2,3,2,3,3,4,4,3,
198001,1,4,4,4,4,3,3,4,
198001,2,5,2,3,3,3,4,3,
198017,1,3,1,3,5,3,3,5,
198017,2,3,1,5,4,4,3,4,2
199001,1,3,3,5,5,4,1,4,
199004,1,5,5,5,4,5,1,5,
199019,1,4,2,4,3,3,3,3,
199019,2,3,1,5,5,5,4,3,2
199023,1,3,3,3,4,4,2,3,
199023,2,3,3,4,4,4,3,4,
199078,1,3,3,4,3,3,3,3,
199078,2,3,2,3,3,2,3,3,2
199085,1,4,3,5,5,4,3,5,
199085,2,5,2,5,5,4,2,3,
201005,3,3,3,3,3,3,3,3,
201036,1,3,3,4,3,3,3,3,
201036,2,4,4,4,3,3,3,3,2
201043,1,4,2,4,5,4,3,4,
201047,3,3,3,3,3,3,3,3,
202053,3,4,3,2,4,4,3,4,3
202055,1,4,1,5,3,4,4,4,
202055,2,4,1,5,3,4,4,4,
202055,3,4,1,5,4,3,3,4,3
202078,1,5,1,5,5,1,1,5,
202080,3,4,4,5,5,5,2,4,
202081,1,4,1,4,4,3,2,4,
202155,1,3,4,4,5,5,5,3,
202155,3,4,3,4,4,3,1,4,3
202161,1,3,2,3,5,5,1,3,
202161,3,4,1,4,4,4,3,5,
202173,1,5,1,5,3,5,1,5,
202173,2,3,2,5,2,5,3,2,
202180,1,4,1,5,5,5,1,5,
202188,1,2,1,3,4,3,2,3,
202188,3,2,2,5,4,4,1,3,3
202196,3,4,2,4,5,4,2,4,3
202202,1,4,1,5,5,4,1,5,
202202,2,4,1,5,5,4,1,5,
202263,1,3,1,4,5,3,1,4,
202291,2,4,1,5,5,5,5,5,
202339,3,4,4,4,4,4,3,4,
202408,2,5,1,3,5,5,2,3,
202408,3,5,1,4,5,5,2,4,
202433,3,3,3,4,3,4,4,3,
202449,1,3,2,5,3,5,1,3,
202458,1,3,1,3,4,3,2,2,
202505,1,4,2,5,4,4,1,4,
202505,2,5,2,5,5,5,2,5,
202542,1,4,2,3,4,4,4,2,
202574,1,5,4,5,5,5,1,5,
202574,2,3,1,3,2,4,1,2,
202592,3,4,1,3,3,3,1,4,3
203003,1,5,1,5,5,4,3,5,
203003,5,5,1,5,4,4,1,5,
203042,2,3,4,4,5,5,5,5,
203053,1,3,3,5,5,5,5,4,
203065,1,4,5,5,5,3,1,5,
203073,1,1,3,5,1,4,2,3,
203081,1,5,1,4,5,5,1,5,
204001,1,3,2,4,3,3,4,2,
205026,1,4,1,4,5,4,2,5,
205090,1,3,1,5,5,4,1,5,
206017,1,4,3,4,4,4,4,3,
206018,1,4,3,3,4,5,4,2,
206025,1,4,3,4,4,4,3,4,
206030,1,4,3,4,3,3,3,3,
206032,1,4,3,4,2,4,4,2,
206032,2,4,3,4,2,3,3,2,
206038,1,4,3,4,5,5,1,5,
206039,1,4,3,4,4,4,3,4,
206047,1,4,3,4,4,3,2,4,
207016,1,5,1,4,5,4,1,4,
207018,1,4,1,4,4,4,1,4,
207018,2,4,1,4,5,4,1,3,
207038,1,5,1,4,5,4,1,4,
207038,2,3,1,4,4,4,1,3,
208002,1,4,1,4,5,3,4,4,
208002,2,5,1,4,5,3,4,4,
208003,1,2,3,2,2,4,3,2,
208003,2,3,2,4,3,2,3,2,
208009,2,2,2,3,4,4,5,4,
208009,4,2,2,3,4,4,5,4,
208015,1,4,4,3,4,5,1,4,
208020,1,5,5,5,5,5,5,5,
208020,2,5,1,5,5,5,5,5,
208022,1,4,3,4,3,2,1,1,
208022,2,4,3,4,4,3,1,1,
208049,1,3,3,3,4,3,2,3,
208067,1,3,2,5,5,5,1,5,
209025,1,2,4,5,3,5,2,3,
209025,2,3,2,3,4,3,2,3,
209053,1,3,3,5,4,4,1,4,
209071,1,4,3,3,4,3,3,4,
209072,1,4,1,4,4,4,1,3,
209072,2,4,1,4,3,3,1,3,
210017,1,3,1,5,5,5,1,5,
210023,1,3,4,5,5,3,3,1,
210027,1,3,4,5,5,5,1,3,
210027,2,3,1,5,5,3,1,3,
210027,3,3,1,5,5,4,1,2,
210029,2,3,3,5,3,1,5,3,
210032,1,4,2,5,3,5,1,4,
210044,1,2,3,5,3,1,5,2,
210044,2,2,3,5,3,1,5,2,
211001,1,3,2,5,5,3,1,3,
211014,1,3,3,4,5,4,2,5,
211021,1,4,1,5,5,5,1,3,
211021,3,5,1,3,5,5,4,3,
211029,1,3,5,5,5,4,1,2,
211029,2,4,1,3,3,4,1,3,
211032,1,3,4,4,3,3,5,3,
211035,1,4,3,4,4,3,1,4,
211035,2,4,3,4,4,4,1,4,
211040,1,3,4,3,3,3,1,3,
211040,4,3,1,3,2,3,4,3,
211041,1,5,1,4,4,5,1,4,
211043,1,4,3,3,4,4,1,4,
211052,1,3,1,5,4,4,1,4,
211085,1,4,3,5,5,5,1,5,
212001,1,4,3,5,5,3,1,4,
212008,1,4,1,3,4,3,2,4,
212008,2,3,1,3,4,4,2,2,
212034,1,4,1,5,5,4,1,4,
212034,2,2,2,5,2,2,3,1,
212052,1,4,1,4,3,3,1,5,
212068,3,3,3,3,3,3,5,4,
212078,1,3,3,3,5,4,3,4,
213095,3,3,1,5,4,4,3,3,
213121,1,3,1,5,5,4,2,3,
213139,1,3,3,4,3,3,4,3,
213139,3,3,3,4,4,4,3,3,
213166,1,2,2,2,4,3,4,4,
213184,1,4,1,4,4,4,4,4,
213202,1,3,4,4,4,5,2,4,
213202,2,3,5,4,4,5,2,4,
213204,3,3,2,4,3,4,3,3,
213204,4,3,2,5,4,3,4,3,
213220,2,3,2,5,3,3,3,2,
213242,1,3,1,3,4,3,1,4,
213257,1,4,1,4,4,3,2,5,
213257,2,5,4,5,5,4,5,5,
213295,1,4,1,5,4,5,1,5,
213295,2,3,3,5,5,5,3,5,
213304,1,3,1,5,5,2,3,4,
213315,1,3,1,4,4,3,3,5,
213382,1,5,1,5,5,5,5,4,
213404,1,4,4,5,5,5,5,5,
213407,1,4,1,5,5,3,1,3,
213453,1,4,1,5,3,5,1,4,
213453,2,4,1,5,3,3,1,5,
213496,3,4,3,5,5,4,4,5,
213509,1,4,1,4,3,4,4,4,
213509,2,4,1,4,3,3,3,3,
213560,1,4,1,4,5,4,3,3,
213560,2,4,1,3,4,4,3,3,
213564,2,4,1,4,4,3,2,4,
213568,3,4,4,4,5,3,1,4,
213593,1,4,1,3,4,4,1,4,
213599,3,5,5,4,5,5,1,5,
213609,1,2,3,2,2,2,1,3,
213628,1,3,2,2,3,3,3,4,
213628,2,3,2,2,3,3,3,4,
213671,1,4,3,4,5,5,4,3,
213671,2,5,1,5,5,5,2,4,
213673,1,4,2,5,5,5,1,5,
213673,2,5,2,5,5,5,1,5,
213688,1,4,1,4,4,3,4,3,
213688,2,4,1,4,5,3,1,4,
213690,1,5,3,5,5,4,2,5,
213690,3,5,1,5,5,4,2,5,
213745,1,4,1,5,4,5,4,2,
214007,1,3,2,4,3,3,4,3,
214007,2,3,2,4,3,4,2,3,
214025,2,4,3,5,5,1,2,5,
214083,1,2,4,5,5,3,1,3,
214083,2,3,2,4,5,3,1,5,
215016,1,3,1,5,4,4,1,3,
215017,1,4,4,4,4,3,1,3,
215017,3,4,1,4,4,3,5,3,
215018,2,3,1,3,3,3,4,4,
215023,3,4,5,5,4,3,3,1,
215061,1,3,3,4,4,4,1,3,
216009,1,2,2,4,4,3,1,3,
216009,2,4,1,4,4,3,3,3,
216011,1,3,3,4,5,2,1,2,
216011,2,5,1,3,4,3,1,5,
216049,1,3,1,5,5,4,3,5,
216057,3,4,1,4,5,4,2,4,
216063,3,5,2,5,5,4,2,4,
217009,2,4,1,5,4,4,1,4,
217013,2,2,5,4,4,5,5,5,
217021,1,4,3,4,3,3,1,2,
217021,2,4,3,4,3,3,1,2,
217021,3,4,3,4,3,3,1,3,
217025,1,4,2,5,5,4,2,5,
217032,1,4,3,3,3,3,1,3,
217041,1,4,3,4,4,4,1,4,
217063,1,4,3,3,5,3,2,2,
217063,2,5,1,3,4,3,2,4,
217076,1,3,3,4,4,2,3,3,
217081,1,3,3,4,4,3,2,4,
217081,2,4,1,3,3,3,2,3,
217083,1,3,2,3,3,3,3,3,
218001,1,3,3,3,2,3,3,2,
218056,1,3,3,4,3,2,1,3,
218056,2,3,3,3,2,3,4,2,
218066,1,4,2,5,5,4,3,5,
219002,1,3,2,5,2,4,4,5,
219002,2,2,3,5,2,3,3,2,
219003,3,4,5,4,4,3,3,2,
219004,1,3,5,3,5,5,4,4,
219010,1,3,3,2,2,3,3,3,
219025,1,3,2,3,4,2,5,2,
219032,1,2,5,2,4,5,4,4,
219045,1,2,3,5,5,2,1,3,
220006,1,5,2,5,5,5,1,5,
220012,1,3,1,5,5,1,1,4,
220012,2,2,3,5,3,3,4,3,
220023,1,1,4,5,5,5,1,5,
220023,3,1,3,5,4,3,1,4,
220023,4,1,3,5,3,3,1,4,
220041,2,4,1,5,4,4,3,4,
220044,1,2,2,5,5,2,1,4,
220044,2,1,1,5,1,1,1,1,
220050,1,5,1,5,4,5,1,5,
220050,2,4,2,5,4,3,2,5,
220060,3,5,1,5,5,5,1,5,
220065,1,5,1,5,5,5,1,5,
220075,1,4,2,5,5,2,3,5,
220075,2,4,2,5,5,2,3,4,
220081,3,2,3,5,3,3,3,4,
220087,1,5,1,5,5,5,3,3,
220089,1,4,2,5,4,3,3,3,
221005,3,4,3,4,4,3,3,3,
221007,1,3,2,4,4,4,2,4,
