NQUEST,NORD,SEX,PARENT,ANASC,MOTENT,NORDP,STACIV,STUDIO,TIPODIP,TIPOLAU,SALUTE,CRONIC,INVALID,APQUAL,ASNONOC,APSETT,INTPER,NCOMP,ETA,IREG,AREA5,AREA3,ACOM4C,CLETA,NPERC,PESOFL,NASCREG,NASCAREA
55353,1,1,1,1923,,1,1,5,2,,4,1,2,15,2,2,1,2,72,15,4,3,2,5,1,0.5268016462,15,3
55353,2,2,2,1924,,2,1,5,5,,4,2,2,13,,,,2,71,15,4,3,2,5,1,0.5268016462,15,3
55358,1,1,1,1932,,1,1,2,,,3,1,2,1,,9,1,2,63,15,4,3,3,4,1,1.2374616753,15,3
55358,2,2,2,1934,,2,1,1,,,3,1,2,13,,,,2,61,15,4,3,3,4,1,1.2374616753,15,3
55362,1,1,1,1933,,1,1,2,,,3,1,1,15,1,2,1,3,62,10,3,2,1,4,3,0.3728397069,10,2
55362,2,2,2,1942,,2,1,2,,,2,1,1,9,,1,2,3,53,10,3,2,1,4,3,0.3728397069,10,2
55362,3,1,3,1966,,3,2,5,2,,4,2,2,6,,7,3,3,29,10,3,2,1,1,3,0.3728397069,10,2
55363,1,1,1,1949,,1,1,2,,,4,2,1,1,,2,1,3,46,10,3,2,1,3,2,0.4266670437,10,2
55363,2,2,2,1953,,2,1,3,,,4,2,2,2,,9,2,3,42,10,3,2,1,3,2,0.4266670437,10,2
55363,3,1,3,1981,,3,2,3,,,5,2,2,17,,,,3,14,10,3,2,1,1,2,0.4266670437,10,2
55367,1,1,1,1955,,1,1,7,,3,5,2,2,6,,9,1,4,40,15,4,3,1,2,2,1.1149255891,15,3
55367,2,2,2,1960,,2,1,7,,1,5,2,2,3,,9,2,4,35,15,4,3,1,2,2,1.1149255891,15,3
55367,3,1,3,1984,,3,2,2,,,5,2,2,17,,,,4,11,15,4,3,1,1,2,1.1149255891,15,3
55367,4,1,3,1987,,4,2,1,,,5,2,2,17,,,,4,8,15,4,3,1,1,2,1.1149255891,15,3
55372,1,1,1,1948,,1,1,5,1,,5,2,2,3,,9,1,5,47,15,4,3,1,3,1,0.9026653307,15,3
55372,2,2,2,1956,,2,1,2,,,5,2,2,13,,,,5,39,15,4,3,1,2,1,0.9026653307,15,3
55372,3,2,3,1978,,3,2,3,,,5,2,2,17,,,,5,17,15,4,3,1,1,1,0.9026653307,15,3
55372,4,2,3,1981,,4,2,3,,,5,2,2,17,,,,5,14,15,4,3,1,1,1,0.9026653307,15,3
55372,5,2,3,1985,,5,2,1,,,5,2,2,17,,,,5,10,15,4,3,1,1,1,0.9026653307,15,3
55375,1,1,1,1967,,1,1,3,,,5,2,2,1,,9,1,5,28,15,4,3,1,1,1,0.9757793446,15,3
55375,2,2,2,1966,,2,1,3,,,4,2,2,13,,,,5,29,15,4,3,1,1,1,0.9757793446,15,3
55375,3,1,3,1987,,3,2,1,,,5,2,2,17,,,,5,8,15,4,3,1,1,1,0.9757793446,15,3
55375,4,1,3,1990,,4,2,1,,,5,2,2,17,,,,5,5,15,4,3,1,1,1,0.9757793446,15,3
55375,5,1,3,1993,,5,2,1,,,5,2,2,18,,,,5,2,15,4,3,1,1,1,0.9757793446,15,3
55376,1,1,1,1949,,1,1,5,1,,4,2,2,1,,4,1,4,46,15,4,3,1,3,2,0.8756461079,15,3
55376,2,2,2,1952,,2,1,5,1,,4,2,2,2,,9,,4,43,15,4,3,1,3,2,0.8756461079,15,3
55376,3,1,3,1978,,3,2,3,,,5,2,2,17,,,,4,17,15,4,3,1,1,2,0.8756461079,15,3
55376,4,2,3,1980,,4,2,3,,,5,2,2,17,,,,4,15,15,4,3,1,1,2,0.8756461079,15,3
55379,1,1,1,1966,,1,1,5,1,,5,2,2,1,,2,1,3,29,15,4,3,1,1,2,0.9941091465,15,3
55379,2,2,2,1970,,2,1,5,1,,4,2,2,8,,7,,3,25,15,4,3,1,1,2,0.9941091465,15,3
55379,3,1,3,1994,1,,2,1,,,5,2,2,18,,,,3,1,15,4,3,1,1,2,0.9941091465,15,3
55380,1,1,1,1952,,1,1,5,2,,5,2,2,8,,4,1,4,43,15,4,3,1,3,2,1.0213832051,15,3
55380,2,2,2,1955,,2,1,5,3,,5,2,2,3,,9,,4,40,15,4,3,1,2,2,1.0213832051,15,3
55380,3,1,3,1980,,3,2,3,,,5,2,2,17,,,,4,15,15,4,3,1,1,2,1.0213832051,15,3
55380,4,1,3,1984,,4,2,2,,,5,2,2,17,,,,4,11,15,4,3,1,1,2,1.0213832051,15,3
55386,1,1,1,1963,,1,1,5,2,,4,2,2,2,,1,1,4,32,15,4,3,1,2,1,0.9917259281,15,3
55386,2,2,2,1968,,2,1,3,,,4,2,2,13,,,,4,27,15,4,3,1,1,1,0.9917259281,15,3
55386,3,1,3,1989,,3,2,1,,,4,2,2,17,,,,4,6,15,4,3,1,1,1,0.9917259281,15,3
55386,4,2,3,1993,,4,2,1,,,4,2,2,18,,,,4,2,15,4,3,1,1,1,0.9917259281,15,3
55387,1,2,1,1913,,1,4,1,,,5,1,2,16,,,1,1,82,15,4,3,2,5,1,0.2930867122,15,3
55393,1,1,1,1945,,1,1,2,,,4,2,2,12,1,5,1,4,50,15,4,3,1,3,1,0.8399367242,15,3
55393,2,2,2,1941,,2,1,2,,,3,2,2,13,,,,4,54,15,4,3,1,4,1,0.8399367242,15,3
55393,3,1,3,1974,,3,2,5,2,,4,2,2,17,,,,4,21,15,4,3,1,1,1,0.8399367242,15,3
55393,4,2,3,1978,,4,2,3,,,4,2,2,17,,,,4,17,15,4,3,1,1,1,0.8399367242,15,3
55399,1,2,1,1925,,1,4,1,,,1,1,1,15,1,1,1,2,70,15,4,3,2,5,1,0.3208072321,15,3
55399,2,2,3,1965,,2,1,3,,,5,2,2,11,,,,2,30,15,4,3,2,1,1,0.3208072321,15,3
55406,1,2,1,1929,,1,4,1,,,3,1,2,16,,,1,5,66,15,4,3,2,5,1,0.3035090796,15,3
55406,2,2,3,1964,,2,3,2,,,5,2,2,11,,,2,5,31,15,4,3,2,2,1,0.3035090796,15,3
55406,3,1,5,1986,,3,2,1,,,5,2,2,17,,,,5,9,15,4,3,2,1,1,0.3035090796,15,3
55406,4,1,5,1990,,4,2,1,,,5,2,2,17,,,,5,5,15,4,3,2,1,1,0.3035090796,15,3
55406,5,2,5,1992,,5,2,1,,,5,2,2,18,,,,5,3,15,4,3,2,1,1,0.3035090796,15,3
55425,1,1,1,1969,,3,2,5,2,,4,2,2,17,,,1,3,26,15,4,3,2,1,3,0.6079285471,15,3
55425,2,1,4,1926,,1,1,2,,,1,1,1,15,1,2,,3,69,15,4,3,2,5,3,0.6079285471,15,3
55425,3,2,4,1932,,2,1,2,,,3,2,2,16,,,,3,63,15,4,3,2,4,3,0.6079285471,15,3
55430,1,1,1,1960,,1,2,7,,5,5,2,2,6,,3,1,2,35,15,4,3,2,2,2,0.7811349154,15,3
55430,2,2,4,1930,,3,4,5,5,,4,2,2,3,,9,,2,65,15,4,3,2,4,2,0.7811349154,15,3
55433,1,2,1,1959,,1,3,3,,,4,2,2,12,8,8,1,2,36,15,4,3,2,2,1,0.7972926755,15,3
55433,2,2,3,1980,,2,2,3,,,4,2,2,17,,,,2,15,15,4,3,2,1,1,0.7972926755,1,1
55439,1,1,1,1934,,1,2,1,,,3,2,2,15,1,3,1,1,61,15,4,3,0,4,1,2.405527424,15,3
55519,1,2,1,1931,,2,4,1,,,3,1,2,16,,,1,2,64,15,4,3,2,4,1,0.3484325525,15,3
55519,2,2,3,1972,,3,2,3,,,5,2,2,13,,,,2,23,15,4,3,2,1,1,0.3484325525,15,3
55538,1,2,1,1948,,1,4,1,,,4,2,2,16,,,1,4,47,15,4,3,2,3,1,0.2946345423,15,3
55538,2,2,3,1970,,2,2,3,,,4,2,2,11,,,,4,25,15,4,3,2,1,1,0.2946345423,15,3
55538,3,2,3,1974,,3,2,5,5,,4,2,2,11,,,,4,21,15,4,3,2,1,1,0.2946345423,15,3
55538,4,1,3,1975,,4,2,3,,,4,2,2,11,,,,4,20,15,4,3,2,1,1,0.2946345423,15,3
55542,1,2,1,1910,,1,2,2,,,3,2,2,15,8,1,1,2,85,15,4,3,2,5,2,0.2919839456,15,3
55542,2,2,5,1913,,2,2,2,,,3,2,1,15,8,1,2,2,82,15,4,3,2,5,2,0.2919839456,15,3
55547,1,2,1,1962,,2,1,1,,,5,2,2,13,,,1,7,33,15,4,3,2,2,2,0.4114926567,15,3
55547,2,1,2,1959,,1,1,1,,,5,2,2,1,,3,,7,36,15,4,3,2,2,2,0.4114926567,15,3
55547,3,1,3,1981,,3,2,2,,,5,2,2,11,,,,7,14,15,4,3,2,1,2,0.4114926567,15,3
55547,4,1,3,1982,,4,2,2,,,5,2,2,11,,,,7,13,15,4,3,2,1,2,0.4114926567,15,3
55547,5,1,3,1987,,5,2,1,,,5,2,2,17,,,,7,8,15,4,3,2,1,2,0.4114926567,15,3
55547,6,2,3,1988,,6,2,1,,,5,2,2,17,,,,7,7,15,4,3,2,1,2,0.4114926567,15,3
55547,7,2,3,1995,1,,2,1,,,5,2,2,18,,,,7,0,15,4,3,2,1,2,0.4114926567,15,3
55548,1,2,1,1947,,1,1,1,,,3,2,2,13,,,1,8,48,15,4,3,2,3,3,0.3585882407,15,3
55548,2,1,2,1948,,2,1,2,,,1,1,2,1,,3,,8,47,15,4,3,2,3,3,0.3585882407,15,3
55548,3,1,3,1974,,3,1,2,,,5,2,2,1,,4,,8,21,15,4,3,2,1,3,0.3585882407,15,3
55548,4,2,5,1973,2,,1,5,1,,5,2,2,12,1,2,,8,22,15,4,3,2,1,3,0.3585882407,,
55548,5,2,3,1979,,5,2,3,,,5,2,2,11,,,,8,16,15,4,3,2,1,3,0.3585882407,15,3
55548,6,2,3,1976,,4,1,3,,,5,2,2,11,,,,8,19,15,4,3,2,1,3,0.3585882407,15,3
55548,7,1,5,1976,2,,1,2,,,5,2,2,12,1,3,,8,19,15,4,3,2,1,3,0.3585882407,15,3
55548,8,1,3,1981,,6,2,2,,,5,2,2,17,,,,8,14,15,4,3,2,1,3,0.3585882407,15,3
55549,1,2,1,1934,,1,4,2,,,3,1,2,16,,,1,4,61,15,4,3,2,4,3,0.3648671295,15,3
55549,2,2,3,1972,,2,2,5,5,,5,2,2,1,,8,,4,23,15,4,3,2,1,3,0.3648671295,15,3
55549,3,1,3,1973,,3,2,5,2,,5,2,2,17,,,,4,22,15,4,3,2,1,3,0.3648671295,15,3
55549,4,1,3,1975,,4,2,5,2,,5,2,2,2,,3,,4,20,15,4,3,2,1,3,0.3648671295,15,3
55552,1,2,1,1968,,1,1,2,,,4,2,2,13,,,1,4,27,15,4,3,1,1,2,1.1664036211,15,3
55552,2,1,2,1967,,2,1,2,,,4,2,2,1,,3,,4,28,15,4,3,1,1,2,1.1664036211,15,3
55552,3,2,3,1987,,3,2,1,,,4,2,2,17,,,,4,8,15,4,3,1,1,2,1.1664036211,15,3
55552,4,2,3,1993,,4,2,1,,,4,2,2,18,,,,4,2,15,4,3,1,1,2,1.1664036211,15,3
55555,1,2,1,1949,,1,2,3,,,4,2,2,2,,9,1,3,46,15,4,3,1,3,3,0.9380560748,15,3
55555,2,2,4,1917,,2,4,2,,,4,2,2,16,,,2,3,78,15,4,3,1,5,3,0.9380560748,15,3
55555,3,2,5,1947,,3,2,5,5,,4,2,2,2,,9,,3,48,15,4,3,1,3,3,0.9380560748,15,3
55559,1,1,1,1961,,1,1,3,,,5,2,2,1,,3,1,6,34,15,4,3,2,2,1,0.3911889415,15,3
55559,2,2,2,1971,,2,1,1,,,5,2,2,13,,,,6,24,15,4,3,2,1,1,0.3911889415,15,3
55559,3,1,3,1989,,3,2,1,,,5,2,2,17,,,,6,6,15,4,3,2,1,1,0.3911889415,15,3
55559,4,1,3,1992,,4,2,1,,,5,2,2,18,,,,6,3,15,4,3,2,1,1,0.3911889415,15,3
55559,5,1,3,1992,,5,2,1,,,5,2,2,18,,,,6,3,15,4,3,2,1,1,0.3911889415,15,3
55559,6,2,3,1995,1,,2,1,,,5,2,2,18,,,,6,0,15,4,3,2,1,1,0.3911889415,15,3
55562,1,1,1,1954,,1,1,1,,,4,2,2,1,,2,1,4,41,15,4,3,2,3,1,0.4269859281,15,3
55562,2,2,2,1955,,2,1,2,,,4,2,2,13,,,,4,40,15,4,3,2,2,1,0.4269859281,15,3
55562,3,2,3,1979,,3,2,3,,,4,2,2,17,,,,4,16,15,4,3,2,1,1,0.4269859281,15,3
55562,4,1,3,1983,,4,2,2,,,4,2,2,17,,,,4,12,15,4,3,2,1,1,0.4269859281,15,3
55572,1,1,1,1934,,1,1,1,,,4,2,2,15,1,2,1,2,61,15,4,3,2,4,1,0.2669161661,15,3
55572,2,2,2,1929,,2,1,2,,,4,2,2,13,,,,2,66,15,4,3,2,5,1,0.2669161661,15,3
55576,1,1,1,1913,,1,1,1,,,3,1,2,15,1,1,1,2,82,10,3,2,0,5,2,0.2613733709,10,2
55576,2,2,2,1917,,2,1,1,,,2,1,1,15,1,1,,2,78,10,3,2,0,5,2,0.2613733709,10,2
55586,1,2,1,1922,,1,4,2,,,2,1,1,15,1,1,1,1,73,10,3,2,0,5,1,0.2695953236,10,2
55591,1,1,1,1951,,1,1,5,1,,3,2,2,2,,9,1,4,44,10,3,2,0,3,1,0.2947670238,10,2
55591,2,2,2,1951,,2,1,3,,,3,2,2,12,1,2,,4,44,10,3,2,0,3,1,0.2947670238,10,2
55591,3,1,3,1982,,3,2,3,,,4,1,2,17,,,,4,13,10,3,2,0,1,1,0.2947670238,10,2
55591,4,2,3,1986,,4,2,1,,,4,1,2,17,,,,4,9,10,3,2,0,1,1,0.2947670238,10,2
55594,1,1,1,1956,,1,1,3,,,3,2,2,1,,2,1,4,39,10,3,2,0,2,2,0.2947670238,10,2
55594,2,2,2,1955,,2,1,5,5,,4,2,2,12,1,9,,4,40,10,3,2,0,2,2,0.2947670238,10,2
55594,3,2,3,1989,,4,2,1,,,4,2,2,17,,,,4,6,10,3,2,0,1,2,0.2947670238,10,2
55594,4,1,3,1983,,3,2,2,,,4,2,2,17,,,,4,12,10,3,2,0,1,2,0.2947670238,10,2
55597,1,1,1,1952,,1,1,7,,4,4,2,2,3,,9,1,4,43,10,3,2,0,3,2,0.2469247878,9,2
55597,2,2,2,1947,,2,1,7,,9,4,2,2,3,,9,,4,48,10,3,2,0,3,2,0.2469247878,10,2
55597,3,1,3,1985,,3,2,1,,,4,2,2,17,,,,4,10,10,3,2,0,1,2,0.2469247878,10,2
55597,4,2,3,1988,,4,2,1,,,4,2,2,17,,,,4,7,10,3,2,0,1,2,0.2469247878,10,2
55602,1,2,1,1948,,1,3,3,,,2,1,1,16,,,1,2,47,15,4,3,2,3,2,0.6340187403,15,3
55602,2,2,3,1971,,2,1,2,,,4,2,2,13,,,2,2,24,15,4,3,2,1,2,0.6340187403,15,3
55611,1,2,1,1956,,1,3,5,5,,4,2,2,3,,9,1,3,39,15,4,3,2,2,2,0.7009378198,15,3
55611,2,2,4,1925,,2,4,2,,,4,2,2,16,,,2,3,70,15,4,3,2,5,2,0.7009378198,15,3
55611,3,1,3,1976,,3,2,5,3,,5,2,2,17,,,,3,19,15,4,3,2,1,2,0.7009378198,15,3
55615,1,1,1,1953,,1,1,2,,,3,2,2,1,,4,1,4,42,15,4,3,2,3,2,0.7385444751,15,3
55615,2,2,2,1956,,2,1,2,,,4,2,2,12,1,4,,4,39,15,4,3,2,2,2,0.7385444751,15,3
55615,3,1,3,1982,,3,2,2,,,4,2,2,17,,,,4,13,15,4,3,2,1,2,0.7385444751,15,3
55615,4,2,3,1988,,4,2,1,,,4,2,2,17,,,,4,7,15,4,3,2,1,2,0.7385444751,15,3
55617,1,2,1,1944,2,,2,2,,,4,2,2,13,,,1,2,51,15,4,3,2,4,2,0.6319073524,15,3
55617,2,2,4,1912,,2,4,1,,,2,1,2,16,,,,2,83,15,4,3,2,5,2,0.6319073524,15,3
55620,1,1,1,1952,,1,1,5,3,,4,2,2,4,,2,1,4,43,15,4,3,2,3,1,0.7421533223,15,3
55620,2,2,2,1953,,2,1,3,,,4,2,2,13,,,,4,42,15,4,3,2,3,1,0.7421533223,15,3
55620,3,1,3,1980,,3,2,3,,,4,2,2,17,,,,4,15,15,4,3,2,1,1,0.7421533223,15,3
55620,4,2,3,1985,,4,2,2,,,4,2,2,17,,,,4,10,15,4,3,2,1,1,0.7421533223,15,3
55622,1,1,1,1938,,1,1,3,,,4,1,2,1,,5,1,3,57,15,4,3,2,4,3,0.6256004974,15,3
55622,2,2,2,1941,,2,1,2,,,4,2,2,1,,4,2,3,54,15,4,3,2,4,3,0.6256004974,15,3
55622,3,1,3,1971,,3,2,3,,,5,2,2,1,,7,3,3,24,15,4,3,2,1,3,0.6256004974,15,3
55629,1,1,1,1959,,1,1,3,,,3,1,2,1,,3,1,4,36,15,4,3,2,2,1,0.459380013,15,3
55629,2,2,2,1968,,2,1,2,,,4,2,2,13,,,,4,27,15,4,3,2,1,1,0.459380013,15,3
55629,3,2,3,1988,,3,2,1,,,4,2,2,17,,,,4,7,15,4,3,2,1,1,0.459380013,15,3
55629,4,1,3,1990,,4,2,1,,,4,2,2,18,,,,4,5,15,4,3,2,1,1,0.459380013,15,3
55636,1,2,1,1924,,1,4,1,,,3,2,2,16,,,1,1,71,15,4,3,0,5,1,2.5867673184,15,3
55639,1,2,1,1923,,1,4,1,,,2,1,1,16,,,1,1,72,15,4,3,0,5,1,2.5420078572,15,3
55642,1,1,1,1959,,1,1,3,,,5,2,2,1,,4,1,5,36,15,4,3,1,2,1,0.9540338256,15,3
55642,2,2,2,1964,,2,1,3,,,5,2,2,13,,,,5,31,15,4,3,1,2,1,0.9540338256,15,3
55642,3,1,3,1988,,3,2,1,,,5,2,2,17,,,,5,7,15,4,3,1,1,1,0.9540338256,15,3
55642,4,2,3,1989,,4,2,1,,,5,2,2,17,,,,5,6,15,4,3,1,1,1,0.9540338256,15,3
55642,5,2,3,1994,1,,2,1,,,5,2,2,18,,,,5,1,15,4,3,1,1,1,0.9540338256,15,3
55644,1,1,1,1965,,1,1,5,1,,4,2,2,2,,2,1,4,30,15,4,3,2,1,1,0.4465285927,15,3
55644,2,2,2,1965,,2,1,7,,7,4,2,2,13,,,,4,30,15,4,3,2,1,1,0.4465285927,15,3
55644,3,2,3,1993,,3,2,1,,,4,2,2,18,,,,4,2,15,4,3,2,1,1,0.4465285927,15,3
55644,4,1,3,1994,1,,2,1,,,4,2,2,18,,,,4,1,15,4,3,2,1,1,0.4465285927,15,3
55649,1,1,1,1959,,1,1,5,2,,5,2,2,9,,4,1,4,36,15,4,3,1,2,2,1.0772344682,15,3
55649,2,2,2,1973,,2,1,3,,,4,2,2,9,,4,,4,22,15,4,3,1,1,2,1.0772344682,15,3
55649,3,2,3,1992,,3,2,1,,,5,2,2,18,,,,4,3,15,4,3,1,1,2,1.0772344682,15,3
55649,4,2,3,1994,1,,2,1,,,5,2,2,18,,,,4,1,15,4,3,1,1,2,1.0772344682,15,3
55650,1,1,1,1929,,1,1,3,,,3,1,2,15,1,9,1,4,66,15,4,3,2,5,2,0.3999375098,15,3
55650,2,2,2,1931,,2,1,2,,,3,1,2,16,,,,4,64,15,4,3,2,4,2,0.3999375098,15,3
55650,3,1,3,1968,,3,2,3,,,4,2,2,11,,,,4,27,15,4,3,2,1,2,0.3999375098,15,3
55650,4,1,3,1962,,5,2,3,,,5,2,2,11,,,,4,33,15,4,3,2,2,2,0.3999375098,15,3
55654,1,1,1,1963,,1,1,5,2,,5,2,2,1,,2,1,3,32,15,4,3,2,2,1,0.4444036757,15,3
55654,2,2,2,1968,,2,1,5,5,,5,2,2,13,,,,3,27,15,4,3,2,1,1,0.4444036757,15,3
55654,3,2,3,1992,,3,2,1,,,5,2,2,18,,,,3,3,15,4,3,2,1,1,0.4444036757,15,3
55660,1,1,1,1935,,1,1,2,,,4,2,2,15,1,2,1,3,60,15,4,3,2,4,1,0.3482406396,15,3
55660,2,2,2,1940,,2,1,3,,,4,1,2,13,,,,3,55,15,4,3,2,4,1,0.3482406396,15,3
55660,3,2,3,1972,,3,2,5,2,,5,2,2,17,,,,3,23,15,4,3,2,1,1,0.3482406396,15,3
55690,1,1,1,1930,,1,4,2,,,2,1,1,15,1,2,1,1,65,15,4,3,1,4,1,0.9024260229,15,3
55692,1,1,1,1959,,1,1,3,,,4,2,2,8,,4,1,4,36,15,4,3,1,2,2,1.0725459773,15,3
55692,2,2,2,1961,,2,1,3,,,4,2,2,8,,4,,4,34,15,4,3,1,2,2,1.0725459773,15,3
55692,3,2,3,1988,,3,2,1,,,5,2,2,17,,,,4,7,15,4,3,1,1,2,1.0725459773,15,3
55692,4,1,3,1994,1,,2,1,,,5,2,2,18,,,,4,1,15,4,3,1,1,2,1.0725459773,15,3
55694,1,1,1,1945,,1,1,2,,,3,2,2,12,8,4,1,5,50,15,4,3,1,3,2,1.0742399069,15,3
55694,2,2,2,1952,,2,1,2,,,4,2,2,13,,,,5,43,15,4,3,1,3,2,1.0742399069,15,3
55694,3,1,3,1977,,3,2,3,,,5,2,2,1,,2,,5,18,15,4,3,1,1,2,1.0742399069,15,3
55694,4,2,3,1978,,4,2,3,,,5,2,2,17,,,,5,17,15,4,3,1,1,2,1.0742399069,15,3
55694,5,2,3,1984,,5,2,2,,,5,2,2,17,,,,5,11,15,4,3,1,1,2,1.0742399069,15,3
55695,1,1,1,1945,,1,1,5,3,,4,2,2,8,,7,1,3,50,15,4,3,1,3,2,1.0666617624,15,3
55695,2,2,2,1951,,2,1,4,,,3,1,2,2,,9,,3,44,15,4,3,1,3,2,1.0666617624,15,3
55695,3,1,3,1972,,3,2,5,3,,5,2,2,17,,,,3,23,15,4,3,1,1,2,1.0666617624,1,1
55726,1,1,1,1955,,1,1,3,,,3,1,2,12,1,4,1,5,40,15,4,3,2,2,2,0.6053244595,15,3
55726,2,2,2,1955,,2,1,2,,,2,1,2,12,1,1,,5,40,15,4,3,2,2,2,0.6053244595,15,3
55726,3,1,3,1977,,3,2,3,,,5,2,2,17,,,,5,18,15,4,3,2,1,2,0.6053244595,15,3
55726,4,1,3,1980,,4,2,3,,,5,2,2,17,,,,5,15,15,4,3,2,1,2,0.6053244595,15,3
55726,5,2,3,1990,,5,2,1,,,5,2,2,17,,,,5,5,15,4,3,2,1,2,0.6053244595,15,3
55740,1,1,1,1945,,1,1,3,,,4,2,2,12,1,2,1,5,50,15,4,3,2,3,3,0.5541931443,15,3
55740,2,2,2,1947,,2,1,3,,,3,1,2,13,,,,5,48,15,4,3,2,3,3,0.5541931443,15,3
55740,3,2,3,1970,,3,2,5,2,,4,2,2,13,,,,5,25,15,4,3,2,1,3,0.5541931443,15,3
55740,4,2,3,1973,,4,2,5,2,,4,2,2,2,,7,,5,22,15,4,3,2,1,3,0.5541931443,15,3
55740,5,2,3,1977,,5,2,5,2,,4,2,2,2,,7,,5,18,15,4,3,2,1,3,0.5541931443,15,3
55743,1,1,1,1950,,1,1,2,,,4,1,2,1,,1,1,4,45,15,4,3,2,3,3,0.5711832418,15,3
55743,2,2,2,1956,,2,1,2,,,4,2,2,1,,1,,4,39,15,4,3,2,2,3,0.5711832418,15,3
55743,3,1,3,1980,,3,2,2,,,5,2,2,1,,4,,4,15,15,4,3,2,1,3,0.5711832418,15,3
55743,4,2,3,1983,,4,2,2,,,5,2,2,17,,,,4,12,15,4,3,2,1,3,0.5711832418,15,3
55745,1,1,1,1920,,1,4,2,,,3,2,2,15,1,1,1,1,75,15,4,3,0,5,1,2.0482929728,15,3
55749,1,2,1,1929,,1,4,2,,,3,2,2,16,,,1,2,66,15,4,3,0,5,2,2.2721427847,15,3
55749,2,1,3,1960,,2,2,3,,,4,2,2,1,,3,,2,35,15,4,3,0,2,2,2.2721427847,15,3
55751,1,2,1,1955,,2,1,2,,,4,2,2,13,,,1,5,40,15,4,3,0,2,2,2.3226645799,15,3
55751,2,1,2,1957,,1,1,2,,,4,2,2,12,1,1,,5,38,15,4,3,0,2,2,2.3226645799,15,3
55751,3,2,3,1976,,3,2,3,,,4,2,2,13,,,,5,19,15,4,3,0,1,2,2.3226645799,15,3
55751,4,1,3,1981,,4,2,3,,,4,2,2,1,,2,,5,14,15,4,3,0,1,2,2.3226645799,,
55751,5,1,3,1989,,5,2,1,,,4,2,2,17,,,,5,6,15,4,3,0,1,2,2.3226645799,15,3
55756,1,1,1,1938,,1,1,2,,,4,2,2,7,,3,1,4,57,15,4,3,0,4,1,1.9751465788,15,3
55756,2,2,2,1938,,2,1,2,,,4,2,2,13,,,,4,57,15,4,3,0,4,1,1.9751465788,15,3
55756,3,1,3,1977,,3,2,4,,,4,2,2,17,,,,4,18,15,4,3,0,1,1,1.9751465788,15,3
55756,4,2,5,1933,,4,2,2,,,3,2,2,13,,,,4,62,15,4,3,0,4,1,1.9751465788,15,3
55757,1,1,1,1945,,1,1,2,,,4,2,2,8,,2,1,4,50,15,4,3,0,3,1,2.2488946449,15,3
55757,2,2,2,1949,,2,1,1,,,3,2,2,13,,,,4,46,15,4,3,0,3,1,2.2488946449,15,3
55757,3,2,3,1976,,3,2,3,,,4,2,2,11,,,,4,19,15,4,3,0,1,1,2.2488946449,15,3
55757,4,1,3,1979,,4,2,3,,,5,2,2,11,,,,4,16,15,4,3,0,1,1,2.2488946449,15,3
55773,1,1,1,1942,,1,1,3,,,5,2,2,15,1,2,1,3,53,15,4,3,2,4,1,0.4625148036,15,3
55773,2,2,2,1943,,2,1,2,,,5,2,2,13,,,,3,52,15,4,3,2,4,1,0.4625148036,15,3
55773,3,2,3,1969,,3,2,5,4,,5,2,2,11,,,,3,26,15,4,3,2,1,1,0.4625148036,15,3
55774,1,2,1,1953,,2,4,2,,,4,2,2,16,,,1,4,42,17,4,3,0,3,1,2.2995277063,17,3
55774,2,1,3,1974,,3,2,5,2,,5,2,2,19,,,,4,21,17,4,3,0,1,1,2.2995277063,9,2
55774,3,1,3,1977,,4,2,3,,,5,2,2,17,,,,4,18,17,4,3,0,1,1,2.2995277063,17,3
55774,4,1,3,1981,,5,2,3,,,5,2,2,17,,,,4,14,17,4,3,0,1,1,2.2995277063,17,3
55777,1,1,1,1951,,1,1,2,,,4,2,2,1,,9,1,4,44,15,4,3,2,3,1,0.5805426475,15,3
55777,2,2,2,1955,,2,1,2,,,4,2,2,13,,,,4,40,15,4,3,2,2,1,0.5805426475,15,3
55777,3,2,3,1976,,3,2,3,,,4,2,2,11,,,,4,19,15,4,3,2,1,1,0.5805426475,3,1
55777,4,1,3,1979,,4,2,3,,,4,2,2,11,,,,4,16,15,4,3,2,1,1,0.5805426475,3,1
55783,1,1,1,1926,,1,1,2,,,3,2,2,15,1,3,1,3,69,15,4,3,2,5,2,0.5590707199,15,3
55783,2,2,2,1922,,2,1,2,,,3,2,2,13,,,2,3,73,15,4,3,2,5,2,0.5590707199,15,3
55783,3,2,3,1960,,3,2,3,,,4,2,2,12,1,8,,3,35,15,4,3,2,2,2,0.5590707199,15,3
55788,1,1,1,1915,,1,4,1,,,4,2,1,15,1,2,1,1,80,17,4,3,0,5,1,2.2107480669,17,3
55799,1,1,1,1951,,1,1,5,2,,3,2,2,6,,7,1,4,44,17,4,3,0,3,2,2.9639384691,17,3
55799,2,2,2,1956,,2,1,5,2,,3,2,2,2,,9,,4,39,17,4,3,0,2,2,2.9639384691,17,3
55799,3,2,3,1980,,3,2,3,,,4,2,2,17,,,,4,15,17,4,3,0,1,2,2.9639384691,17,3
55799,4,2,3,1981,,4,2,3,,,4,2,2,17,,,,4,14,17,4,3,0,1,2,2.9639384691,17,3
55825,1,1,1,1964,,1,2,3,,,5,2,2,12,1,4,1,3,31,15,4,3,3,2,2,1.5062024302,15,3
