NQUEST,NORD,SITUAT,PENSVOL,PROBLAV,MINLAV,MAXLAV,PROBTEL,PROBLTX
254047,2,1,2,80,16000,20000,,60
254081,1,1,1,,,,,
254088,1,1,2,100,9000,15000,,70
254089,1,1,2,100,50000,60000,,70
254089,2,1,2,100,25000,30000,,40
255016,1,1,2,100,65000,70000,,50
255016,3,1,2,100,25000,30000,,50
255031,1,1,2,100,30000,60000,,20
255031,2,1,2,100,35000,35000,,
255032,1,1,2,100,30000,30000,,0
255035,1,1,2,100,11000,11000,,
255035,2,1,2,100,30000,40000,,50
255038,1,1,2,100,26000,26000,,
255038,2,1,2,100,26000,26000,,
255063,1,1,2,100,17000,20000,,100
255063,2,1,2,100,17000,20000,,100
255078,1,1,2,100,6000,8400,,0
255089,1,1,2,100,25000,27500,,50
255089,2,1,2,100,25000,26000,,50
256014,1,2,,10,12000,15000,,50
256015,1,1,2,60,16000,17000,,80
256015,2,2,,50,15000,16000,,100
256024,1,1,2,50,14000,16000,,60
256024,2,1,2,50,8000,12000,,90
256024,3,2,,10,15000,17000,,80
256031,1,1,2,100,10000,15000,,50
256090,1,1,2,100,25000,28000,,80
257063,1,1,2,100,20000,22000,,10
257063,2,1,2,100,40000,45000,,20
257078,1,1,2,100,18000,20000,,50
257078,2,1,2,80,20000,24000,,40
257078,3,2,,60,18000,20000,,60
257078,4,1,2,80,18000,20000,,50
257095,2,1,2,,,,,
257099,1,1,2,50,32500,36000,,100
257110,1,1,2,90,22000,23000,,90
257130,1,3,,60,15000,25000,,40
257136,1,1,2,100,30000,32000,,50
257136,2,1,2,100,23000,25000,,50
257157,1,1,2,100,30000,50000,,10
257170,2,1,1,,,,,
257193,1,1,2,100,23000,24000,,50
257193,2,1,2,100,50000,52000,2,50
257237,1,1,2,100,35000,35000,,0
257237,2,1,2,100,20000,21000,,50
257284,3,1,2,,,,,
257312,1,1,2,80,30000,35000,,50
257319,1,1,2,100,20000,22000,,50
257319,2,1,2,90,22000,23000,,50
257320,1,1,2,100,30000,32000,,50
257320,2,1,2,100,16000,18000,2,50
257332,1,1,2,50,36000,60000,,80
257355,1,1,1,,,,,
257378,1,1,2,90,9000,12000,,70
257394,1,4,,,,,,
257395,1,1,2,90,22000,25000,,50
257453,1,1,2,100,15000,19000,,50
257491,1,1,2,0,23000,25000,,50
257491,2,1,1,,,,,
257491,3,2,,80,18000,20000,,100
257491,4,1,2,100,25000,27000,,100
257511,1,1,2,50,22000,24000,,0
257519,1,1,2,50,9000,11000,,60
257519,2,1,2,60,11000,14000,,70
257519,3,1,2,50,9000,11000,3,60
257528,1,1,2,100,90000,120000,,50
257528,2,1,2,50,30000,50000,,50
257576,1,1,2,90,40000,55000,,30
257652,1,1,1,,,,,
257653,1,1,2,100,17000,19000,,60
257656,1,1,2,100,35000,95000,,50
257707,1,1,2,90,25000,25000,,100
257707,2,1,2,90,20000,26000,,90
257707,3,1,2,90,18000,20000,,50
257716,1,1,2,100,42000,47000,,20
258040,2,1,2,100,8000,12000,,30
258040,3,1,2,100,20000,24000,,50
258087,1,1,2,100,10000,14000,,40
258087,2,1,2,100,30000,34000,,40
258088,1,2,,100,18000,22000,,40
258088,3,1,2,100,18000,22000,,40
259043,3,1,2,50,17000,18000,,70
259061,1,1,2,100,18000,20000,,50
259061,2,1,2,100,18000,20000,,50
259061,3,2,,50,10000,12000,,50
259062,1,1,2,80,25000,30000,,30
259062,2,1,2,80,25000,30000,,50
260001,1,1,2,100,19500,20000,,10
260002,1,1,2,50,8000,22000,,50
261025,1,1,2,50,17000,30000,,80
261025,2,1,2,80,18000,22000,,70
261030,1,1,2,90,22000,25000,,30
261030,2,1,2,90,10000,12000,,50
261048,1,1,2,40,18000,20000,,80
261051,1,1,2,90,35000,37000,,40
261061,1,1,2,90,26000,28000,,70
262011,1,1,2,100,21000,22000,,60
262015,1,1,1,,,,,
262015,2,1,2,100,12000,15000,2,60
262015,3,1,2,50,12000,18000,,50
262055,1,1,1,,,,,
262055,2,1,2,100,25000,26000,,50
262058,1,1,2,100,45000,50000,,70
262058,3,1,2,100,22000,24000,,50
262060,1,1,2,60,30000,35000,,70
262072,3,1,2,100,27000,28000,,50
262087,1,1,2,100,12000,24000,,50
262087,2,1,2,100,12000,24000,,50
263026,3,1,2,100,23000,25000,,80
263061,1,1,2,100,21000,24000,,90
263061,2,1,2,90,17000,21000,,100
263084,3,1,2,100,10000,12000,,50
264002,1,1,2,100,20000,20000,,50
264002,2,1,2,100,14000,14000,,50
264025,1,1,2,90,65000,65000,,90
264048,2,3,,10,,,,
264071,3,1,2,100,25000,26000,,50
265002,1,1,2,100,15000,17000,,50
265002,2,1,2,100,15000,17000,,50
265005,1,1,2,100,22000,22000,,50
265015,3,1,2,90,16500,16500,,50
265078,1,1,1,,,,,
265078,3,1,2,,,,,
265082,1,1,2,100,20000,40000,,50
265082,2,1,2,100,21000,25000,,50
266026,1,2,,70,20000,30000,,60
266027,1,1,2,100,20000,22000,,10
266033,1,1,2,100,20000,30000,,50
266090,1,1,2,90,25000,30000,,50
266090,2,2,,50,6000,7000,,80
266090,3,2,,50,5000,6000,,60
266090,4,3,,40,5000,6000,,70
267011,1,2,,0,12000,24000,,90
267012,1,1,2,60,20000,24000,,70
267012,2,1,2,100,18000,22000,,50
267013,1,1,2,40,14000,16000,,80
267016,1,1,2,100,12000,18000,,30
267016,3,1,2,100,18000,20000,,40
267016,4,1,2,100,25000,30000,,80
267016,5,1,2,100,5000,7000,,40
267023,1,2,,0,12000,15000,,90
267023,2,2,,0,12000,15000,,90
267023,3,1,2,100,20000,25000,,40
267041,2,1,2,100,24000,28000,,80
267055,1,1,2,0,24000,25000,,90
267056,1,2,,50,10000,18000,,100
267056,2,1,2,100,10000,20000,,10
267067,3,1,2,100,20000,24000,,60
267067,4,2,,20,15000,18000,,90
268001,1,1,2,90,20000,25000,,80
268002,2,1,2,50,9000,9000,,50
268021,1,1,2,90,15000,16000,,50
268021,2,1,2,50,15000,16000,,60
268028,2,1,2,100,12000,12000,,80
268047,1,1,2,100,33000,33000,,50
268047,3,1,2,50,17000,17000,,50
268047,4,1,2,100,17000,17000,,50
268055,1,1,1,,,,,
268056,3,1,2,100,5000,5000,,50
268060,3,1,2,50,15000,20000,,50
269002,1,1,2,100,23000,25000,,50
269002,2,1,2,100,23000,24000,,40
269019,1,1,1,,,,,
269089,1,1,1,,,,,
269089,4,1,2,100,14400,18000,,90
270020,1,1,2,100,22000,23000,,20
270020,2,1,1,,,,,
270026,1,1,2,90,45000,60000,,20
270031,1,1,2,90,30000,50000,,50
270031,2,1,2,100,28000,40000,,40
270032,1,1,2,80,23000,26000,,50
270072,1,1,2,100,20000,28000,,90
270072,2,1,2,100,15000,20000,,50
270074,1,1,2,70,24000,30000,,60
270079,1,1,2,100,18000,22000,,20
270079,2,2,,10,8000,12000,2,70
270089,1,1,2,90,21000,26000,,50
270089,2,1,2,100,23800,23800,,50
271006,2,1,2,70,16000,18000,,40
271006,3,1,2,80,18000,20000,,50
271006,4,1,2,90,30000,50000,,60
271038,3,1,2,100,18000,22000,,50
271068,1,1,2,90,15000,20000,,70
271068,2,1,2,100,20000,30000,,80
271071,1,1,2,80,20000,30000,,60
271073,1,1,2,100,20000,30000,,50
271073,2,1,2,100,10000,20000,,50
272003,1,1,2,100,20000,21000,,50
272003,3,3,,30,15000,20000,,80
272014,1,1,2,100,20000,23000,,10
272014,2,1,2,50,14000,15000,,50
272023,1,1,2,100,16000,17000,,50
272023,2,1,2,100,18000,19000,,50
272064,1,1,2,50,15000,18000,,10
272064,3,1,2,50,15000,18000,,10
273030,3,1,2,100,2400,2800,,60
273049,1,1,2,100,25000,27000,,40
273052,1,1,2,100,36000,40000,,60
273052,2,1,2,100,24000,27000,,50
274005,1,1,2,90,20000,21000,,10
274005,2,1,2,90,8000,9000,,10
274005,3,1,2,90,15000,16000,,10
274029,1,1,2,90,10000,13000,,10
274029,3,1,2,90,10000,13000,,10
274034,1,1,2,40,20000,22000,,10
274034,2,1,2,40,6000,7000,,10
274037,1,1,2,90,25000,26000,,10
274037,2,1,2,90,15000,16000,,10
274087,1,1,2,90,18000,18000,,
276003,1,1,1,,,,,
276006,1,1,2,100,38000,40000,,0
276006,3,1,2,90,16000,20000,,40
276010,1,1,2,40,20000,25000,,50
276010,2,1,2,60,11000,15000,,60
276030,1,1,2,90,33000,39000,,70
276030,2,1,2,90,25000,30000,,40
276032,2,1,2,90,28000,32000,2,60
276032,3,1,2,90,19000,21000,3,40
276032,4,1,2,80,19000,21000,4,30
276042,1,1,2,100,45000,50000,,0
276042,2,1,2,100,10000,15000,,40
276053,3,1,2,70,20000,25000,3,30
276055,3,1,2,70,20000,25000,3,60
276055,4,1,2,80,18000,22000,4,70
276071,1,1,2,90,25000,35000,,40
276071,2,1,2,90,8000,12000,,50
276074,3,1,2,90,22000,26000,3,40
276083,3,1,2,100,23000,28000,3,70
276083,4,1,2,80,22000,26000,4,50
277024,1,1,2,,,,,
277026,1,1,1,,,,,
278003,1,1,1,,,,,
278003,3,1,2,100,18000,20000,,50
278006,1,2,,0,,,,
278010,1,1,2,90,30000,40000,,50
278011,1,1,2,80,25000,25000,,50
278011,2,1,2,80,20000,20000,,50
278023,3,1,2,100,35000,40000,,50
278060,1,1,2,100,18000,20000,,50
278076,1,1,2,100,,,,
278076,2,1,2,100,,,,
279002,1,1,2,80,15000,17000,,80
279002,3,3,,50,6000,16000,,50
279006,1,1,2,100,25000,25000,,100
279024,1,1,2,70,18000,20000,,70
279049,1,1,2,90,18000,20000,,60
279049,2,1,2,90,9000,11000,,60
279054,1,1,2,,,,,
279054,2,1,2,100,8400,12000,,10
279057,1,2,,80,7000,9000,,70
279057,2,2,,70,5000,10000,,70
279078,1,1,2,100,9600,9600,,100
279078,2,1,2,100,4000,4000,,100
279084,1,1,2,10,11000,18000,,10
280029,1,1,2,100,20000,30000,,70
280029,2,1,2,50,7000,10000,,70
280035,1,1,2,100,25000,30000,,
280075,1,1,2,100,,,,
282052,3,3,,20,10000,12000,,70
282054,3,3,,30,12000,15000,,50
282054,4,3,,30,12000,15000,,50
282073,1,2,,70,15000,17000,,50
282073,2,2,,30,12000,13000,,70
282074,1,2,,30,12000,18000,,80
283031,1,1,2,100,37000,39000,,30
283031,2,1,2,100,28000,30000,2,30
283031,3,1,2,100,12000,15000,,50
283035,1,1,2,100,22000,25000,,20
283035,2,2,,50,15000,20000,,50
283040,1,1,2,100,70000,80000,,50
283040,2,1,2,100,60000,70000,,50
283040,3,1,2,100,50000,60000,3,40
283050,1,1,2,100,50000,52000,,40
283050,2,1,2,100,24000,26000,,50
283058,3,1,2,100,18000,22000,3,50
283060,1,1,2,100,26000,32000,,30
283060,2,1,2,100,20000,25000,,30
283075,1,1,2,70,13000,17000,,50
283075,2,1,2,100,15000,20000,2,40
283086,1,1,2,100,30000,35000,,60
283086,2,1,2,100,21000,23000,,50
284009,1,1,2,50,15000,20000,,60
284014,1,1,2,100,26000,27000,,50
284014,2,1,2,100,26000,27000,,50
284016,1,1,2,60,50000,55000,,50
284025,1,1,2,100,23500,25000,,50
284025,2,3,,70,18000,20000,,70
284048,3,2,,30,15000,17000,,70
284055,2,1,2,60,30000,32000,,50
284055,3,3,,40,12000,15000,,50
285054,2,1,1,,,,,
285085,1,1,2,50,12000,22000,,90
286008,1,1,2,100,40000,45000,,100
286011,2,1,1,,,,,
286011,3,1,2,100,8000,12000,,100
286011,4,1,2,,,,,
286038,1,1,2,100,20000,22000,,100
286038,2,1,2,100,25000,28000,,100
286060,1,1,2,100,26000,28000,,90
286078,1,1,2,100,10000,12000,,50
286078,4,1,2,100,10000,12000,,50
287057,1,1,2,100,18000,22000,,60
287059,1,1,2,100,9000,10000,,60
287059,2,1,2,80,12000,20000,,50
288001,1,2,,40,25000,26000,,40
288015,1,1,1,,,,,
288018,1,1,2,70,7000,10000,,70
288023,1,1,2,100,10000,20000,,60
288023,2,1,2,100,10000,20000,,70
288028,1,1,2,90,20000,25000,,80
288028,3,1,2,90,10000,15000,,70
288028,4,3,,30,10000,15000,,50
288031,2,3,,80,5000,15000,,40
288031,3,3,,80,5000,15000,,40
288051,1,1,1,,,,,
288051,4,1,2,90,16000,18000,,70
288051,5,3,,60,15000,20000,,50
288052,1,1,2,100,15000,25000,,80
288052,2,1,2,100,12000,20000,,90
288057,1,1,2,100,18000,21000,,70
288057,2,1,2,100,10000,13000,,70
288057,3,3,,50,7000,10000,,60
288057,4,3,,50,10000,13000,,60
288074,1,1,2,90,15000,20000,,70
288074,3,3,,10,5000,7000,,50
288074,4,3,,10,5000,7000,,50
289011,3,3,,10,6000,8000,,20
289019,1,1,2,50,7000,10000,,50
289028,5,2,,10,15000,20000,,60
289030,1,1,2,90,25000,28000,,100
289032,1,1,2,100,40000,60000,,50
289032,2,1,2,100,40000,60000,,50
289057,1,1,2,100,20000,35000,,50
289077,1,2,,0,15000,30000,,100
289077,2,3,,20,15000,20000,,100
289084,1,1,2,10,20000,25000,,10
289084,3,1,2,40,18000,20000,,10
289084,4,3,,0,10000,15000,,0
289084,5,3,,0,10000,15000,,0
289084,6,3,,0,15000,15000,,0
289084,7,3,,0,10000,15000,,0
290001,1,1,2,100,25000,40000,,50
290039,1,1,1,,,,,
291008,1,1,2,100,28000,28000,,50
292008,1,1,1,,,,,
292008,2,1,2,30,30000,50000,,50
292008,3,3,,30,10000,22000,,40
292008,4,3,,10,6000,10000,,10
292015,1,2,,30,7000,12000,,40
292015,4,3,,,,,,
292016,1,1,2,30,6000,8000,,50
292016,3,3,,10,23000,26000,,50
292016,4,1,2,10,7000,19000,,50
292016,5,3,,,,,,
292017,1,1,2,60,20000,30000,,40
292017,2,1,2,100,21000,22000,,90
292020,1,1,2,50,12000,30000,,10
292020,4,3,,10,4800,20000,,10
292025,1,2,,70,18000,20000,,50
292058,1,2,,30,18000,24000,,30
292074,1,4,,,,,,
292074,3,1,2,100,25000,28000,,80
292074,4,1,2,100,25000,26000,,90
293026,1,1,2,60,17000,18000,,50
293026,3,1,2,80,14200,15000,,40
293058,1,1,2,100,25000,30000,,30
293058,2,2,,100,10000,30000,,50
293078,2,1,2,90,50000,70000,,50
293121,1,2,,0,12000,18000,,50
293121,2,2,,0,12000,18000,,50
293155,3,1,2,50,2000,8000,,20
293155,4,1,2,20,2000,8000,,20
293155,5,3,,,,,,
293174,1,1,2,100,30000,30000,,100
293197,1,1,2,100,20000,20500,,90
293207,1,1,2,100,37000,45000,,70
293213,1,1,2,100,14000,14000,,
293237,1,2,,50,15000,20000,,0
293238,1,1,2,100,18000,22000,,80
293238,3,1,2,,18000,22000,,80
293241,1,1,2,100,24000,34000,,50
293250,1,1,2,100,48000,50000,,50
293250,2,1,2,100,45000,52000,,60
293265,1,1,2,100,90000,110000,,90
293273,1,1,2,50,18500,18500,,50
293285,1,1,2,100,30000,30000,,50
293334,1,1,2,60,18000,24000,,70
293334,2,2,,60,12000,15000,,60
293337,1,2,,0,12000,24000,,100
293340,3,2,,20,18000,18000,,50
293345,1,2,,10,15000,20000,,50
293360,1,2,,0,,,,
293360,2,3,,0,,,,
293389,3,1,2,100,1560,1560,,100
293395,1,1,2,100,9600,9600,,50
293414,1,2,,70,7000,9000,,50
293414,3,3,,20,6000,6000,,50
293425,2,3,,0,,,,
293432,1,1,2,100,24000,25000,,100
293432,2,1,2,100,25000,25000,,100
293434,1,2,,50,12000,12000,,100
293434,3,3,,0,12000,12000,,100
293434,4,3,,0,12000,12000,,100
293435,1,1,2,100,27000,27000,,40
293435,7,2,,30,12000,14400,7,70
293469,3,2,,10,12000,30000,,10
293469,5,2,,10,12000,30000,,10
293469,6,2,,10,9000,18000,,100
293469,7,2,,,,,,
293475,1,4,,,,,,
293475,3,1,2,,,,,
293477,1,1,2,100,40000,42000,,80
293477,2,1,2,80,12000,12000,,50
293527,1,1,2,90,15000,17000,,40
293533,1,2,,30,15000,15000,,50
293533,3,1,2,100,24000,24000,,50
293549,2,1,2,100,3600,3600,,
293554,2,2,,,10000,10000,,0
293579,1,1,2,100,60000,80000,,30
293579,2,1,2,100,20000,30000,,50
293592,1,1,2,100,35000,40000,,90
293592,2,1,2,100,18000,18600,,90
293602,1,1,2,100,55000,60000,,90
293640,1,1,2,80,12000,20000,,50
293640,2,2,,10,10000,20000,,50
293655,1,1,2,100,3500,37000,,100
294001,2,1,2,,,,,
294021,1,1,2,90,13000,23000,,10
294021,2,1,2,50,20000,22000,,80
294021,3,1,2,,,,,
294033,3,1,2,,,,,
294033,4,1,2,,,,,
294038,3,1,2,50,,,,
294038,4,1,2,100,,,,
294079,1,4,,,,,,
294088,2,1,2,70,22000,26000,2,30
295026,1,1,2,100,22100,23400,,50
295026,2,1,2,100,11000,12000,,50
295027,1,1,2,100,15000,16000,,50
295027,2,1,2,100,21000,22000,,100
295040,1,1,2,100,40000,45000,,50
295040,2,1,1,,,,,
295043,1,1,2,100,33000,35000,,60
295043,2,1,2,100,13000,13000,,50
295052,1,1,2,100,10000,12000,,50
295055,1,1,2,80,19500,20150,,40
295062,1,1,2,100,15000,30000,,10
295062,2,1,2,100,15000,30000,,
296046,1,1,2,100,32000,42000,,50
296046,2,1,2,100,24000,28000,,50
296047,3,1,2,100,24000,28000,,50
296065,1,1,2,100,24000,28000,,50
296065,2,1,2,100,16000,20000,,50
296067,3,1,2,100,22000,26000,,50
297007,1,1,2,100,30000,32000,,10
297007,3,1,2,50,18000,20000,,30
299005,2,1,2,90,24000,26000,2,20
299032,1,1,2,100,40000,41000,,50
299059,4,1,2,100,7000,75000,4,50
299059,5,3,,30,12000,16000,5,80
300003,1,1,2,100,30000,31000,,50
300003,2,1,2,100,25000,26000,,50
300007,2,1,1,,,,,
300007,3,1,2,100,20000,21000,,50
300073,1,1,2,100,27000,28000,,50
302001,4,1,2,50,32000,32000,,50
302001,5,2,,30,13000,15000,,70
302003,1,1,2,100,20000,30000,,60
302003,2,1,2,100,20000,30000,,60
302007,1,1,1,,,,,
302007,3,3,,50,7000,12000,,10
302024,1,1,2,100,18000,30000,,50
302054,2,1,2,,30000,30000,,50
303012,1,1,2,100,30000,31000,,90
303012,2,1,2,100,30000,34000,,80
303027,1,2,,50,5000,10000,,50
303027,2,1,2,100,10000,15000,,100
303057,2,1,2,,,,,
303057,3,1,2,,,,,
304027,1,1,2,80,25000,25000,,80
304027,2,1,2,80,9000,9000,,80
304048,3,1,2,100,20000,24000,,50
304053,1,1,2,100,23000,25000,,90
304057,1,1,2,100,20000,30000,,40
304057,2,1,2,100,15000,18000,,40
304058,1,1,2,90,24000,28000,,0
304058,2,1,2,50,8000,10000,,0
304067,1,1,2,50,18000,20000,,100
304067,2,1,2,50,18000,20000,,100
304081,1,1,2,100,25000,25000,,50
304081,2,1,2,100,22000,22000,,50
305001,1,1,2,90,30000,50000,,50
305018,1,1,2,100,4000,7000,,10
305018,2,1,2,90,15000,18000,,10
305019,1,1,2,100,15000,30000,,50
305019,3,1,2,100,17000,17000,,50
305028,1,1,2,80,26000,27000,,10
305028,2,1,2,90,22500,23500,,10
305041,1,2,,50,21000,24000,,30
305041,3,2,,50,10000,15000,,30
305042,1,1,2,100,27000,27000,,0
305042,2,1,2,100,25000,25000,,0
305044,1,2,,100,15600,15600,,90
305044,2,2,,100,15600,15600,,90
305055,1,1,1,,,,,
305055,2,1,2,100,12000,18000,,0
305082,1,1,2,100,28000,28000,,10
305082,2,2,,10,18000,18000,,100
305087,1,1,1,,,,,
305087,3,1,2,100,15000,18000,,40
305087,4,1,2,100,18000,20000,,40
306005,1,1,2,60,15000,20000,,60
306007,2,1,2,70,10000,18000,,50
306008,1,1,2,100,24000,30000,,80
306074,1,1,2,100,28000,32000,,50
306074,3,2,,20,8400,13400,,20
306074,4,2,,60,17400,24000,,50
306074,5,2,,10,9600,12000,,10
307003,1,1,2,50,18000,22000,,60
307003,3,1,2,80,19000,20000,,80
307003,4,1,2,80,16000,18000,,80
307026,1,1,2,100,30000,32000,,100
307026,2,1,2,100,6000,8000,,90
307026,3,3,,30,12000,14000,,50
308022,1,1,2,90,25000,30000,,80
308022,2,1,2,,,,,
309017,2,3,,10,20000,30000,,90
309024,1,1,2,50,15000,20000,,0
309028,1,1,2,100,24000,35000,,40
309077,1,1,2,60,22000,25000,,70
309079,1,1,2,100,16000,20000,,50
309080,2,3,,10,12000,20000,,100
309084,2,2,,20,12000,20000,,100
310009,1,2,,10,,,,
310013,1,1,2,,27000,28000,,70
310040,3,1,2,,,,,
310040,4,1,2,,,,,
310040,5,3,,30,,,,
310077,1,1,2,10,11000,,,
310077,2,1,2,90,23500,24000,,50
311002,1,1,2,60,5000,10000,,80
311002,3,3,,50,5000,10000,,80
311002,4,3,,50,5000,10000,,80
311012,4,1,2,90,12000,15000,,60
311013,1,1,2,100,27000,30000,,60
311013,2,1,2,100,20000,30000,,40
311019,1,3,,40,20000,30000,,40
311032,1,1,2,100,20000,30000,,80
311032,2,1,2,100,24000,25000,,60
311032,3,3,,60,20000,25000,,60
311032,4,3,,50,20000,25000,,50
311032,5,3,,50,20000,25000,,50
311040,3,3,,50,20000,30000,,50
311046,2,1,2,100,12000,15000,,50
311046,3,3,,60,10000,15000,,40
311046,4,3,,20,5000,10000,,50
311046,5,3,,20,5000,10000,,50
311069,1,1,2,100,22000,30000,,50
312053,1,1,2,100,24000,25000,,80
312064,1,1,2,30,10000,12000,,60
312064,2,1,2,100,18000,20000,,50
313006,1,1,2,70,20100,22100,,50
313060,1,1,2,90,18000,30000,,70
314001,1,1,2,90,24000,26000,,70
314009,1,1,1,,,,,
314019,1,1,2,100,40000,45000,,50
314019,2,2,,60,20000,30000,2,50
314060,1,1,2,70,36000,40000,,60
314060,2,1,2,70,10000,18000,,30
314071,1,1,2,100,22000,26000,,100
314071,2,1,2,100,3000,5000,2,100
314072,1,1,2,100,26000,26000,,90
314072,2,1,2,50,10000,12000,2,40
315090,2,1,2,100,15500,15500,,20
316079,1,1,2,100,10000,16000,,80
316079,2,1,2,100,12000,14000,,30
317001,1,1,2,100,20000,30000,,80
317002,2,2,,20,14000,18000,,60
318067,1,1,2,100,18000,22000,,50
318067,2,1,2,100,18000,22000,,50
319016,1,1,2,100,70000,70000,,50
319016,2,1,2,70,10000,10000,2,50
319022,3,1,2,80,21000,25000,,50
319028,1,1,2,100,30000,40000,,30
319052,1,1,2,100,22000,30000,,50
319052,2,1,2,100,12000,15000,,50
319052,3,1,2,100,10000,13000,,50
319055,2,2,,50,24000,26000,,50
319064,1,1,2,100,48000,100000,,50
319064,2,1,2,100,24000,50000,,50
319076,1,1,2,100,26000,30000,,50
319076,2,1,2,100,26000,30000,,50
319078,3,1,2,100,,,,
320005,1,1,2,90,70000,90000,,90
320005,2,1,2,90,29000,30000,,90
320009,2,1,1,,,,,
320009,3,1,2,90,12000,13000,,10
320012,1,1,2,90,18000,20000,,40
320015,1,1,2,90,20000,25000,,40
320015,2,1,2,90,20000,25000,,40
320015,3,1,2,40,8000,10000,,60
320022,1,1,2,90,10000,20000,,50
320022,2,2,,50,15000,20000,2,30
320026,1,1,2,90,28000,30000,,50
320029,1,1,1,,,,,
320029,2,1,2,90,10000,18000,,60
320029,3,1,2,90,8000,10000,,50
320031,2,1,2,90,10000,14000,,80
320054,1,1,2,100,12000,20000,,50
320054,3,3,,10,18000,20000,,20
321053,1,1,1,,,,,
321053,3,1,2,70,5000,15000,,40
321053,4,2,,50,10000,20000,,70
322005,3,1,2,100,20000,40000,,10
322037,1,1,2,100,40000,48000,,20
322040,3,1,2,60,5000,8000,,20
322063,1,1,2,100,25000,30000,,20
322063,2,1,2,100,24000,26000,,10
322070,1,1,2,90,30000,60000,,10
322071,1,1,2,80,12000,13000,,10
322071,2,1,2,80,10000,11000,,10
323025,1,1,2,70,20000,24000,,60
323025,2,1,2,90,18000,22000,,40
323025,3,1,2,60,18000,20000,,70
323051,1,1,2,80,22000,24000,,80
323051,2,1,2,90,20000,30000,,80
323068,1,1,2,80,30000,50000,,70
324151,4,1,2,80,17000,20000,,20
324243,1,1,2,100,30000,40000,,70
324243,2,2,,100,10000,15000,,50
324244,1,1,2,100,25000,30000,,50
324244,2,1,2,100,18000,20000,,50
324364,1,1,1,,,,,
324364,3,1,2,80,12000,14000,,50
324410,1,1,2,100,17000,22000,,70
324410,2,1,2,100,23000,25000,,30
324434,3,1,2,100,18000,20000,,50
324459,1,1,2,100,30000,31000,,100
324459,2,1,2,100,20000,22000,,50
324462,1,1,2,100,27000,28000,,100
324462,3,1,2,100,27000,30000,,50
324480,3,1,2,100,30000,32000,,80
324492,1,1,2,100,40000,45000,,50
324492,2,1,2,100,20000,25000,,50
324610,1,1,2,40,10000,20000,,80
324610,2,1,2,100,13000,14000,,80
324633,1,1,2,50,5000,6000,,50
324633,2,1,2,10,3500,4000,,50
324634,1,1,2,70,17000,23000,,50
324634,2,1,2,60,6000,7000,,50
324639,1,1,1,,,,,
324639,4,1,2,100,20000,25000,,60
324639,5,1,2,100,20000,25000,,70
324639,6,3,,30,10000,20000,,10
324710,1,1,2,100,22000,26000,,10
324712,2,1,2,100,30000,50000,,50
324759,2,3,,20,6000,12000,,90
324759,3,3,,20,6000,12000,,90
325002,1,1,2,100,25000,40000,,50
325004,1,1,2,100,35000,36000,,50
325004,2,1,2,100,20000,23000,,50
325009,1,1,2,80,30000,50000,,50
325009,3,3,,,,,,
325066,1,1,1,,,,,
325078,1,1,2,90,23000,24000,,50
325078,2,1,2,100,20000,22000,2,70
325087,1,1,2,90,10000,15000,,30
325089,2,1,2,80,16000,18000,,70
326017,1,2,,60,15000,17000,,20
326017,4,1,2,90,17000,18000,,20
326017,5,1,2,90,17000,18000,,20
326044,3,1,2,80,18000,19000,,20
326050,1,1,2,90,13000,15000,,10
326063,1,1,2,100,5000,6000,,20
327016,3,1,2,100,15000,16000,,40
327016,4,1,2,100,15000,16000,,40
328009,2,1,2,90,14500,15500,2,90
328009,3,1,2,50,16000,20000,,80
328027,3,1,2,90,16000,17000,,30
328027,4,1,2,80,17500,19000,,60
328062,1,1,2,90,18000,20000,,30
328062,2,1,2,80,16000,17000,2,80
328068,1,1,2,70,17000,18000,,50
328068,2,1,2,90,15500,17000,2,70
328071,3,3,,30,20000,24000,3,70
329001,1,1,2,100,20000,35000,,50
329001,2,1,2,100,22000,23000,,50
329015,1,1,2,100,24000,24000,,
330001,1,1,2,80,15000,25000,,80
330006,1,1,2,70,20000,27000,,30
330006,2,1,2,70,20000,27000,,30
330014,2,1,2,70,15000,30000,,70
330016,1,1,2,60,26000,30000,,30
330016,2,1,2,60,17000,25000,,20
330036,1,1,2,70,20000,35000,,50
330036,3,1,2,70,20000,30000,,80
330040,1,1,2,60,10000,30000,,50
330040,3,1,2,60,15000,25000,,70
330041,1,1,1,,,,,
330041,2,1,2,80,20000,30000,,80
330043,1,1,2,80,15000,30000,,50
330057,3,1,2,70,18000,25000,,80
330073,1,1,2,60,10000,50000,,90
331026,1,1,2,100,33000,33000,,50
331037,1,1,2,100,21000,21000,,50
331037,2,1,2,100,9750,9750,,50
332018,1,1,2,100,15000,17000,,70
332018,2,1,2,100,6000,10000,,60
332018,3,1,2,100,11000,12000,,50
332061,1,1,2,100,20000,30000,,50
332074,3,1,2,,,,,
332074,4,1,2,100,12000,13000,,50
332084,1,1,2,90,,,,
332084,2,1,2,100,3000,8000,,40
333001,1,1,2,100,33000,35000,,90
333011,2,1,2,100,26000,26000,,100
333017,1,1,1,,,,,
333017,3,1,1,,,,,
333017,4,1,2,90,22100,24700,4,50
333017,6,1,2,,,,,
333028,2,1,2,100,35000,40000,2,50
333039,1,2,,0,10000,20000,,100
333039,2,1,2,100,23000,25000,2,50
333057,1,1,2,100,100000,150000,,50
333081,3,3,,,,,,
