NQUEST,NORD,SITUAT,PENSVOL,PROBLAV,MINLAV,MAXLAV,PROBTEL,PROBLTX
57363,3,1,2,100,21000,21000,,50
57469,1,1,2,100,30000,60000,,50
57469,2,2,,0,,,,
57499,3,1,2,100,18000,18000,,50
57499,4,3,,0,,,,
57544,1,1,2,100,32000,33000,,100
57544,3,1,2,90,10000,11000,,50
57546,1,1,2,90,19000,20000,,80
57546,2,1,2,90,15000,18000,,90
57609,2,1,2,100,22000,24000,,
57616,1,1,2,100,20000,22000,,30
57616,2,1,2,100,20000,22000,,30
57617,1,1,1,,,,,
57624,1,1,2,100,18000,20000,,20
57626,1,1,2,100,24000,26000,,30
57627,1,1,2,100,30000,100000,,50
57627,2,1,2,100,30000,50000,,30
57664,1,1,2,100,24000,28000,,50
57667,1,1,2,100,22000,24000,,50
57670,1,1,2,100,28000,29000,,90
57673,1,1,2,70,18000,20000,,80
57677,1,2,,50,8000,10000,,90
57683,1,1,2,100,30000,40000,,10
57764,3,1,2,100,20000,40000,,50
57788,3,2,,,,,,
57820,1,1,2,60,20000,35000,,90
57820,2,1,1,,,,,
57820,3,1,2,60,15000,22000,,90
57864,1,1,2,90,95000,105000,,50
57869,1,1,2,30,18000,24000,,50
57869,2,1,2,30,18000,24000,,50
57869,3,2,,50,12000,22000,,70
57869,4,1,2,100,18000,22000,,70
57911,1,1,2,100,30000,40000,,0
57911,2,1,2,100,15000,20000,,0
58032,1,1,2,100,36000,40000,,50
58032,2,1,2,100,25000,26000,,20
58042,2,1,2,80,40000,50000,,50
58043,1,1,2,100,40000,50000,,80
58043,2,1,2,100,30000,35000,,80
58060,1,1,2,100,6000,7000,,0
58064,1,1,2,100,20000,30000,,60
58064,2,2,,20,,,,
58071,1,2,,10,12000,18000,,100
58077,1,1,2,100,6000,20000,,50
58077,2,1,2,100,6000,20000,,50
58126,2,1,2,100,24000,36000,,50
58231,1,1,2,100,15000,25000,,50
58252,1,1,2,100,27000,30000,,70
58252,2,1,2,50,12000,15000,,90
60016,1,1,2,100,20000,25000,,90
60016,3,1,2,100,15000,25000,,80
60019,1,1,2,100,32000,34000,,10
60019,2,1,2,50,13000,14000,,30
60022,2,1,1,,,,,
60046,1,1,2,70,20000,21000,,50
60046,3,2,,,,,,
60046,4,2,,,,,,
60054,1,1,2,50,12000,18000,,50
60054,2,1,2,50,12000,18000,,50
60068,3,1,2,70,12000,20000,,50
60078,1,1,2,100,18000,24000,,50
60110,3,3,,50,20000,25000,,80
60112,1,1,2,100,70000,90000,,50
60116,1,1,2,90,18000,20000,,80
60116,3,3,,10,18000,25000,,10
60116,4,3,,10,13000,30000,,10
60122,3,3,,0,20000,24000,,60
60122,4,3,,0,20000,24000,,60
60152,1,1,2,80,14000,24000,,70
90002,3,1,2,80,18000,20000,,0
90002,4,1,2,80,20000,25000,,0
90002,5,1,2,70,18000,25000,,0
90005,1,1,2,100,16000,18000,,30
90005,4,3,,10,10000,15000,,100
90006,1,4,,,,,,
91005,1,1,2,90,25000,28000,,100
91007,1,1,2,0,50000,80000,,30
91007,2,1,2,0,28000,35000,,
91012,1,1,2,100,26000,26000,,0
91013,1,1,2,100,28000,28000,,50
91015,1,1,2,70,20000,25000,,10
91019,1,1,2,100,26000,30000,,50
91022,1,1,2,100,40000,70000,,50
91022,2,1,2,100,25000,25000,,50
91023,1,1,2,100,18000,22000,,0
91023,2,1,2,100,18000,24000,2,30
91026,1,1,2,100,20000,25000,,0
91026,2,1,2,100,15000,20000,,50
91029,1,1,2,100,25000,25000,,0
91033,1,1,2,100,28000,30000,,50
91038,1,1,2,100,18000,24000,,0
91039,1,1,2,80,24000,24000,,50
91039,2,2,,60,24000,24000,,20
91041,1,1,2,100,14000,15000,,50
91042,1,1,2,100,19000,21000,,10
91042,2,1,2,100,24000,26000,,0
91044,1,1,2,100,19500,21000,,40
91044,2,1,2,100,20000,22000,,40
91045,1,1,2,100,19000,20000,,50
91045,2,1,2,100,9000,10000,,30
91051,1,1,2,100,22000,24000,,30
91055,1,1,2,60,22000,22000,,60
91055,2,1,2,60,20000,20000,,60
91056,1,1,2,100,20000,25000,,40
91056,2,1,2,100,20000,25000,,90
91060,1,1,2,80,30000,50000,,90
91060,2,2,,50,26000,30000,,100
91064,1,1,2,100,33400,35000,,90
91064,2,1,2,100,21000,23000,,90
91066,1,1,2,70,17000,21000,,80
91066,2,1,2,70,17000,18000,,100
91070,1,1,2,50,10000,15000,,50
91071,1,1,2,100,21000,26000,,50
91071,2,1,2,100,21000,28000,,50
91073,1,1,2,100,30000,30000,,50
91073,2,1,2,100,15000,18000,,50
91081,1,1,2,100,20000,40000,,100
91081,2,1,2,100,9000,20000,,100
91083,1,1,2,60,10000,15000,,50
91083,2,2,,20,10000,12000,,50
91085,1,1,2,50,,,,
91086,1,1,2,100,40000,40000,,100
91086,2,3,,50,10000,15000,,80
91088,1,1,2,100,12000,24000,,80
91088,2,1,2,100,12000,24000,,
91090,1,1,2,20,20000,30000,,60
91090,2,3,,50,20000,25000,,30
91092,1,1,2,100,20000,24000,,100
91092,2,1,2,100,2000,12000,,90
91093,1,1,2,90,23000,30000,,30
91093,2,1,2,90,23000,32000,,50
91097,1,1,2,,,,,
91098,1,1,2,100,24000,28000,,50
91098,2,1,2,100,24000,26000,,50
91100,1,1,2,90,15000,25000,,70
91100,2,1,2,100,22000,22000,,50
91102,1,1,2,100,20000,22000,,50
100006,1,2,,0,,,,
100006,3,2,,20,7200,12000,,10
100008,4,3,,0,,,,
100014,1,1,2,,,,,
100014,3,1,2,,,,,
100031,1,3,,10,12000,15000,,10
100065,1,1,2,90,14000,15500,,90
101004,1,1,2,100,35000,40000,,10
101004,2,2,,60,18000,20000,,100
101017,1,1,2,40,10000,20000,,100
101017,3,1,2,70,12000,20000,,80
101018,1,1,2,100,35000,40000,,50
101035,1,1,2,100,27000,30000,,80
101037,1,1,2,100,200000,500000,,50
101043,1,1,2,60,10000,16000,,50
101043,2,1,2,50,5000,10000,,90
101044,1,1,2,100,10000,12500,,50
101061,1,1,2,100,25000,35000,,70
102003,1,1,2,100,36000,38000,,20
102006,3,2,,50,10000,14000,,90
102015,1,2,,50,23000,26000,,70
102034,1,2,,40,15000,16000,,80
102043,3,1,2,,,,,
102046,1,1,2,100,20000,24000,,30
102074,1,1,2,100,22000,26000,,50
102074,2,1,2,100,20000,26000,,50
102089,1,1,2,100,35000,50000,,40
102089,2,1,2,100,10000,15000,,50
103002,1,1,2,80,18000,18000,,80
103004,1,1,2,100,24000,24000,,10
103004,2,1,2,100,23000,23000,,10
103008,1,1,1,,,,,
103008,3,3,,50,13000,13000,,50
103008,4,3,,50,13000,13000,,50
103011,1,1,1,,,,,
103011,2,1,1,,,,,
103011,3,1,2,100,12400,20000,,100
103026,1,1,1,,,,,
103026,2,1,1,,,,,
103053,1,1,2,100,10000,10000,,10
103055,1,2,,10,12000,15000,,50
103055,3,3,,50,12000,15000,,50
103055,4,3,,0,12000,15000,,50
104006,1,1,1,,,,,
104007,1,1,2,100,24000,36000,,80
104033,1,2,,10,,,,
104033,3,3,,,,,,
104033,4,3,,,,,,
104042,1,1,2,100,42000,48000,,70
104042,2,1,2,100,26000,26000,,100
104052,2,1,2,100,21000,21000,,50
104087,1,1,2,60,6000,8000,,70
104087,2,1,2,60,7200,9600,,50
104089,1,1,2,100,40000,40000,,0
105007,1,1,2,90,23000,26000,,20
105007,3,3,,10,12000,18000,,20
105029,1,1,2,50,18000,30000,,50
105029,2,1,2,100,4000,8000,,20
106006,1,1,2,70,22000,25000,,50
106029,1,2,,0,18000,20000,,90
106030,3,3,,0,10000,12000,,100
106034,3,1,2,100,45000,50000,,50
106066,1,1,2,100,37000,40000,,50
106066,2,1,2,100,25000,30000,,50
106067,1,1,2,100,29000,32000,,50
106072,1,1,2,80,22000,25000,,50
107023,1,1,1,,,,,
107046,3,1,2,50,20000,25000,,60
107054,1,1,2,80,22000,30000,,50
107054,3,1,2,80,26000,30000,,60
107054,4,1,2,30,12000,15000,,40
107054,5,1,2,50,12000,15000,,40
107066,1,1,2,100,20000,26000,,50
107068,1,1,2,90,38000,42000,,50
107068,3,1,2,90,20000,22000,,50
107085,1,1,2,100,30000,40000,,50
107085,2,1,2,90,20000,30000,,70
108004,1,1,2,100,26000,30000,,50
108004,2,1,2,60,4800,5200,,50
108005,1,2,,50,8000,10000,,70
108005,2,1,2,,,,,
108009,1,1,2,50,4000,10000,,90
108009,3,2,,,,,,
108009,4,1,2,,,,,
108035,1,1,1,,,,,
108035,2,1,2,100,20000,28000,,30
108066,1,1,2,50,,,,
108082,1,1,2,100,18000,20000,,50
108082,3,1,1,,,,,
108084,1,1,2,50,10000,20000,,80
108084,2,1,2,,,,,
109001,1,4,,,,,,
109029,2,2,,50,3900,7800,,90
109031,1,1,2,100,30000,50000,,50
109054,1,1,2,70,9000,10400,,50
109054,2,1,2,100,32000,50000,,80
109070,1,1,2,100,35000,60000,,80
109089,1,2,,50,5000,10000,,50
110034,1,1,1,,,,,
111004,1,1,2,70,10000,10000,,60
111028,1,1,2,100,30000,42000,,60
111028,4,1,2,100,15000,24000,,100
111040,1,1,2,60,26000,28000,,50
111042,1,2,,50,15000,25000,,40
111042,2,2,,40,10000,20000,,30
111052,2,1,2,100,17000,17000,,20
111067,1,1,2,100,15000,30000,,40
111067,2,1,2,60,8500,13000,,60
111074,1,1,2,100,30000,50000,,100
111074,2,1,2,100,22000,23000,,50
112004,1,1,2,100,22000,24000,,20
112004,2,1,2,100,20000,24000,2,30
113010,2,1,2,0,20000,25000,2,20
113026,1,1,2,0,30000,40000,,20
113026,2,1,2,0,30000,40000,,30
113030,1,1,2,0,25000,35000,,20
113030,2,1,2,0,30000,36000,,20
113078,3,1,2,0,25000,35000,,20
113078,4,1,2,30,20000,25000,,30
113084,1,1,2,0,25000,35000,,10
113084,2,1,2,80,22000,30000,,10
114077,1,1,2,100,25000,32000,,80
114077,2,1,2,100,25000,32000,,80
115007,1,1,2,60,20000,23000,,50
115064,1,1,2,100,18000,20000,,70
115064,2,1,2,100,12000,16000,,50
115064,3,3,,70,10000,14000,3,40
115064,4,3,,60,8000,16000,4,30
116006,1,1,2,100,18000,22000,,40
116006,2,1,2,100,22000,26000,,40
116006,3,1,2,100,30000,50000,,40
116006,4,1,2,90,12000,17000,,40
116022,1,1,2,,20000,30000,,50
116022,2,1,2,,20000,30000,,50
116022,3,1,2,,20000,30000,,50
116027,1,1,2,100,25000,30000,,100
116027,2,1,2,100,,,,
116088,1,1,2,50,40000,60000,,50
116088,2,1,2,40,30000,50000,,40
117007,1,4,,,,,,
117017,1,1,2,70,30000,36000,,60
117027,1,1,2,100,35000,38000,,80
117027,2,1,2,,,,,
117037,1,1,2,80,30000,35000,,40
117049,1,1,2,90,20000,24000,,50
117049,2,1,2,90,16000,18000,,50
117057,1,1,1,,,,,
118003,1,1,2,100,30000,45000,,50
118008,1,1,2,100,20000,30000,,10
118008,3,1,2,100,16000,18000,,20
118009,1,1,2,50,30000,40000,,60
118012,1,1,2,100,20000,30000,,10
118012,3,1,2,100,20000,30000,,10
118034,1,1,2,80,20000,25000,,10
118034,3,1,2,100,12000,15000,,90
118034,4,1,2,60,12000,16000,,80
118058,1,1,2,100,35000,40000,,50
118070,1,1,1,,,,,
118082,3,1,2,100,6000,10000,,20
118082,4,1,2,100,3600,6000,,90
118082,5,3,,,,,,
118082,6,3,,50,12000,21600,,80
119003,2,1,2,70,12000,13000,2,80
119007,2,4,,,,,,
119007,3,1,2,100,15000,30000,,50
119015,1,1,2,90,27000,30000,,50
119020,1,1,2,100,28000,30000,,50
119032,3,1,2,10,15600,20000,,20
119037,1,4,,,,,,
119037,4,2,,100,12000,14000,,50
119037,5,1,2,100,22000,24000,,70
119037,6,3,,,,,,
119066,1,1,2,100,35000,37500,,10
120001,1,2,,30,20000,30000,,80
120002,1,1,2,100,18000,25000,,50
120037,1,1,2,30,15000,30000,,90
120055,3,3,,50,10000,15000,,100
120057,1,1,2,100,34000,36000,,20
120060,1,1,2,10,19000,24000,,20
120063,1,1,2,100,30000,35000,,20
120071,1,1,2,100,10000,15000,,0
120071,3,3,,80,5000,7000,,30
120071,4,3,,80,5000,7000,,30
120077,1,2,,50,20000,25000,,50
120077,2,1,2,100,,,,
121013,1,4,,,,,,
121013,4,1,2,80,12000,20000,,80
121018,1,1,2,90,20000,21000,,40
121021,1,1,2,100,30000,32000,,0
121021,2,1,2,100,18500,18500,,0
121035,1,4,,,,,,
121035,3,1,2,100,19000,19000,,50
121035,4,1,2,100,16000,16000,,50
121040,1,1,2,10,10000,15000,,90
121059,1,1,2,100,25000,25000,,50
121062,1,1,2,100,19000,19000,,50
121064,3,1,2,100,35000,40000,,50
121064,4,1,2,90,19500,21500,,20
121075,1,1,1,,,,,
121075,2,1,2,50,5000,20000,,80
121075,3,1,2,100,25000,25000,,50
122065,1,1,2,100,35000,45000,,50
122065,2,1,2,100,18000,21000,,50
123018,3,3,,,,,,
123019,1,1,2,100,28000,30000,,50
123019,2,1,2,100,28000,30000,,50
123019,3,3,,60,12000,18000,,70
123037,3,3,,10,14000,18000,,50
123037,4,3,,10,16000,20000,,60
123037,5,3,,10,16000,20000,,40
123037,6,3,,10,15000,20000,,40
123039,2,1,2,100,20000,24000,,70
123042,1,1,1,,,,,
123068,2,1,2,70,14000,15000,,80
123068,3,3,,20,18000,20000,,50
123068,4,3,,20,15000,16000,,50
123068,5,3,,20,15000,16000,,50
123068,6,3,,20,15000,16000,,50
123070,1,1,2,70,3000,6000,,40
123070,2,1,2,60,12000,15000,,70
123076,2,2,,10,16000,22000,,30
123079,2,1,2,80,10000,12000,,30
123083,1,1,2,50,10000,14000,,0
123083,2,2,,40,10000,12000,,100
124015,1,1,2,100,26000,30000,,30
124015,2,1,2,100,25000,30000,,10
124016,3,3,,,,,,
124016,4,1,2,,,,,
124017,1,1,2,100,20000,30000,,30
124050,1,1,2,100,22000,30000,,30
124050,2,1,2,100,10000,14000,,90
125002,1,1,2,100,18000,20000,,100
125014,3,3,,10,10000,12000,,10
125014,4,3,,10,8000,10000,,10
125021,1,1,2,100,22000,24000,,90
125022,1,1,2,100,35000,40000,,90
125022,2,3,,10,5000,7000,,10
125029,1,1,2,90,27000,28000,,100
125042,1,1,2,100,24000,24500,,100
125058,1,1,2,60,12000,15000,,50
125058,3,3,,30,10000,12000,,30
125064,1,1,2,50,12000,15000,,50
125064,2,1,2,50,10000,15000,,60
125065,1,1,2,100,24000,26000,,90
125065,2,1,1,,,,,
125065,3,3,,10,10000,12000,,10
125084,1,1,1,,,,,
125084,3,1,2,50,10000,15000,,80
126007,1,1,2,90,20000,23000,,50
126009,1,1,2,60,5000,15000,,80
126012,1,1,2,100,40000,40000,,50
126012,2,1,2,100,20000,20000,,50
126025,1,1,2,90,18000,22000,,50
126037,1,2,,40,25000,25000,,50
126090,3,2,,20,15000,20000,,100
127008,2,1,2,,,,,
127010,3,1,2,90,18000,20000,3,20
127022,1,1,2,100,29000,32000,,50
127061,3,2,,,,,,
127062,3,1,2,,,,,
127082,1,1,2,100,,,,
127082,2,1,2,100,,,,
129042,1,1,1,,,,,
129042,3,1,2,80,18000,18000,,50
129042,4,2,,20,,,,
130003,1,1,2,100,20000,25000,,50
130003,2,1,2,50,8000,10000,,50
130008,1,2,,0,15000,18000,,100
130008,2,1,2,50,8000,10000,,100
130046,1,2,,0,30000,35000,,100
130046,2,2,,0,15000,20000,,100
130066,2,1,2,100,22000,25000,,50
130078,1,2,,0,8000,15000,,50
130079,1,1,2,100,18000,20000,,50
131021,3,1,2,80,,,,
131021,4,1,2,80,,,,
131021,5,1,2,80,,,,
131033,2,1,2,50,18000,18000,,100
131048,1,1,2,70,12000,15000,,50
131076,1,1,2,50,5000,15000,,100
131076,2,1,2,50,500,5000,2,100
131081,1,1,2,100,,,,
131081,4,1,2,60,,,,
131085,1,1,1,,,,,
131085,3,1,2,100,10000,18000,,40
131085,4,1,2,100,13000,15000,,30
131090,1,1,2,100,27000,35000,,50
132028,1,1,2,0,20000,30000,,20
133017,1,1,2,80,40000,44000,,90
134016,1,1,2,70,21000,22000,,80
134053,1,1,2,70,18000,19000,,100
134053,2,1,2,70,18000,20000,2,90
134053,3,1,2,80,17000,17500,3,70
134053,4,3,,100,,,,
134071,2,1,2,100,20000,22000,2,80
135004,1,1,2,100,20000,30000,,80
135014,3,3,,20,15000,20000,,90
135014,4,3,,30,15000,20000,,90
135020,2,1,2,100,22000,24000,2,50
135048,1,1,2,50,12000,25000,,80
135048,2,2,,10,6000,14000,,80
136005,1,2,,0,19000,28000,,20
136009,1,1,2,100,52000,55000,,70
136009,2,1,2,100,21000,22000,,90
136009,3,3,,50,26000,65000,,50
136011,1,2,,0,,,,
136036,1,1,2,90,30000,35000,,0
136036,2,1,2,100,20000,25000,,0
136061,1,1,2,30,17000,19000,,30
137007,2,1,2,100,28000,32000,,10
137008,1,1,2,100,20000,25000,,10
137008,2,1,2,100,12000,15000,,10
137011,1,1,2,100,13000,17000,,50
137011,2,1,2,100,18000,20000,,20
137089,1,1,2,100,35000,40000,,10
137089,2,1,2,100,35000,40000,,10
138072,1,1,2,100,40000,45000,,20
138094,1,1,2,100,40000,43000,,50
138102,1,1,2,100,10000,12000,,20
138102,2,1,2,100,20000,30000,,20
138148,1,1,2,100,35000,35000,,80
138148,2,1,2,100,33000,35000,,90
138277,1,1,2,100,21000,23000,,50
138277,2,1,2,100,21000,23000,,50
138277,3,1,2,10,18000,19000,,50
138296,1,1,2,100,30000,36000,,50
138296,2,1,2,100,20000,30000,,50
138320,1,1,2,100,28000,30000,,50
138320,2,2,,50,18000,22000,,30
138359,1,1,2,100,26000,26000,,50
138359,2,1,2,100,55000,60000,,50
138399,1,1,2,90,26000,27000,,50
138399,2,1,2,100,26000,27000,,50
138421,1,1,2,90,40000,40000,,10
138455,2,1,2,100,18000,24000,,50
138455,3,1,2,100,18000,24000,,50
138466,1,1,2,100,30000,35000,,0
138466,2,1,2,100,30000,35000,,0
138466,3,1,2,100,30000,35000,,0
138494,1,1,2,100,20000,30000,,50
138494,2,1,2,100,20000,30000,,60
138538,2,1,2,100,20000,26000,,30
138571,1,1,2,100,30000,35000,,80
138571,3,3,,90,12000,13000,,
138597,1,1,2,100,8000,10000,,50
138597,2,1,2,100,15000,16000,,50
138621,1,1,2,100,35000,50000,,50
138621,2,1,2,60,8000,10000,,50
138624,1,1,2,100,25000,26000,,50
138630,1,1,2,90,30000,40000,,60
138630,2,1,2,100,28000,30000,,20
138633,1,2,,20,8000,12000,,50
138651,1,1,2,100,24000,28000,,30
138651,2,1,2,100,24000,28000,,50
138723,1,1,2,100,17000,19000,,50
138723,2,1,2,100,10000,11000,,50
139004,2,1,2,,,,,
139006,1,1,2,100,26000,28000,,60
139010,1,1,2,80,6000,10000,,90
139010,2,1,2,,,,,
139015,2,1,2,100,20000,23000,,50
139015,3,2,,10,6000,8000,3,100
139019,1,1,2,100,18000,20000,,50
139019,2,2,,60,18000,21000,,70
139030,1,2,,30,15000,18000,,90
139030,2,2,,0,12000,15000,,100
139032,1,1,2,100,26000,29000,,50
139073,1,1,2,100,16000,19000,,50
139073,3,3,,20,7200,9000,,80
139073,4,3,,,,,,
140065,1,1,2,80,18000,25000,,40
140065,2,1,2,90,10000,20000,,80
141012,1,1,2,100,12000,12000,,50
141012,2,1,2,100,15600,18000,,50
141013,1,1,2,100,40000,45000,,
141013,2,1,2,100,,,,
141018,1,1,2,90,21000,22000,,60
141028,1,1,2,100,24000,26000,,50
141028,3,1,2,90,16000,18000,,50
141031,1,1,2,100,30000,32000,,30
141031,2,1,2,100,29000,32000,,30
141033,1,1,2,100,18000,19000,,50
141033,2,1,2,100,10000,10000,,0
141047,1,1,2,100,22400,22400,,50
141056,1,1,1,,,,,
141056,3,2,,10,15000,18000,,100
141066,1,1,2,100,15000,16000,,
141071,2,1,2,50,14300,15600,,50
142035,1,2,,80,25000,30000,,90
142059,1,2,,100,10000,15000,,50
142059,2,1,2,100,2500,3000,,50
142081,1,1,1,,,,,
142082,1,1,2,30,24000,48000,,100
142082,2,1,2,30,24000,48000,,100
143083,1,1,2,50,16000,18000,,70
143086,1,1,2,100,28000,30000,,30
144027,1,1,2,40,11000,21000,,40
146032,1,1,2,100,65000,75000,,70
146047,1,1,2,100,18000,20000,,40
146047,2,1,2,100,6000,8000,,40
146052,2,1,2,100,80000,95000,,30
146056,2,1,2,100,25000,30000,,80
146056,4,1,2,100,10000,18000,,40
146058,1,2,,50,12000,15000,,50
146059,3,1,2,80,17000,17000,,50
146074,1,1,2,100,24000,26000,,40
146074,2,1,2,100,24000,26000,,40
148001,1,1,2,90,20000,22000,,30
148001,2,2,,10,8000,12000,,90
148043,1,1,2,90,40000,45000,,30
148087,2,1,2,90,60000,70000,,20
148087,3,1,2,90,9600,11600,,60
148087,4,3,,90,,,,
149004,2,1,2,100,20000,30000,,50
149004,3,1,2,100,20000,30000,,50
149021,1,1,1,,,,,
149021,2,1,2,90,20000,25000,,50
149021,3,1,2,90,20000,25000,,50
149027,2,1,2,100,15000,20000,,50
149027,3,1,2,80,15000,18000,,50
149027,4,1,2,70,12000,15000,,50
149038,2,1,2,100,16000,20000,,50
149043,1,1,1,,,,,
149043,2,1,1,,,,,
149062,2,1,2,100,40000,50000,,30
149071,4,3,,,,,,
149075,1,1,2,100,15000,25000,,60
149075,2,1,2,100,20000,25000,,40
149083,1,1,2,100,60000,70000,,60
149090,2,1,2,100,15000,20000,,70
150016,3,1,2,100,25000,26000,,40
150016,4,1,2,50,8500,8500,,50
150019,1,1,2,100,16000,16000,,50
150019,2,1,2,100,16000,16000,,50
150033,1,1,2,90,19500,19500,,50
150033,2,1,2,90,15000,15000,,50
150033,3,1,2,90,17000,17000,,50
151003,2,1,2,100,23000,25000,2,10
151003,3,2,,20,20000,22000,,70
151004,1,1,2,100,28000,30000,,50
151004,2,1,2,,,,,
151008,2,1,2,100,12000,13000,2,10
151011,1,1,2,100,22000,23000,,10
151015,2,1,2,100,9000,10000,,20
151017,1,1,2,50,100000,110000,,50
151019,2,1,2,,,,,
151020,1,1,1,,,,,
151020,2,1,2,100,21000,22000,2,50
151052,1,1,1,,,,,
151052,3,3,,10,15000,20000,,50
151052,4,3,,10,15000,20000,,50
151077,1,1,2,100,40000,42000,,10
152026,1,1,1,,,,,
152045,1,1,2,100,30000,40000,,50
152045,2,1,2,100,20000,30000,,50
152048,1,4,,,,,,
152048,2,1,2,100,10000,20000,,50
152054,1,1,2,100,30000,50000,,50
152054,2,1,2,100,23000,30000,,70
152069,1,1,2,100,15000,18000,,50
152083,1,1,2,100,24000,28000,,50
152083,2,1,2,100,28000,34000,,50
153049,1,1,1,,,,,
153049,3,1,2,,,,,
153049,4,1,2,90,20000,25000,,20
154025,1,1,2,100,22000,24000,,70
154025,3,3,,40,20000,24000,,50
154060,3,1,2,80,15000,16000,,50
154060,4,3,,10,14000,14000,,80
155007,1,1,2,100,13000,14000,,50
155050,1,1,2,90,32000,34000,,90
155067,1,1,2,100,30000,34000,,80
155067,2,1,2,100,24000,26000,,90
155069,1,1,2,100,19000,21000,,90
155069,2,1,2,100,15000,20000,,50
156023,1,1,2,60,21000,30000,,50
156023,2,3,,10,12000,22000,,100
156031,1,2,,10,25000,28000,,100
156048,1,1,2,90,12000,14000,,90
156048,3,1,2,50,9600,18000,,90
156048,4,3,,30,9000,10000,,90
156051,1,1,2,100,24000,28000,,70
156051,3,2,,50,10000,12000,3,70
156051,4,3,,0,14000,16000,4,50
156055,1,1,2,70,25000,40000,,80
156055,3,1,2,100,22000,30000,,80
156084,1,1,2,100,25000,28000,,90
157002,1,1,2,100,27000,35000,,80
157002,4,1,2,70,18000,20000,4,70
157014,3,1,2,,,,,
157014,4,1,2,,,,,
157019,1,2,,50,,,,
157023,1,1,2,100,28000,29000,,70
157023,2,1,2,100,23000,25000,2,80
157029,1,1,2,100,10000,11000,,70
157029,2,1,2,100,20800,22000,,70
157054,1,1,2,100,35000,50000,,50
157054,2,1,2,100,22000,23000,2,60
157084,1,1,2,100,23000,25000,,50
157084,2,1,2,90,20000,25000,2,10
157089,1,1,2,100,20000,25000,,70
157089,3,1,2,100,16000,17000,,40
157089,4,1,2,100,10000,12000,,70
158047,1,1,2,100,30000,32000,,60
158047,2,1,2,100,30000,32000,,60
158060,2,3,,100,20000,30000,,50
159007,1,1,2,80,27000,28000,,50
159007,2,1,2,50,20000,21000,,40
159007,3,1,2,50,17000,18000,,50
159008,1,1,2,100,20000,25000,,80
159008,2,1,2,100,11000,12000,,50
159015,1,1,2,60,38000,38000,,50
159020,3,1,2,90,22000,23000,,40
159028,1,2,,0,,,,
159031,1,1,2,100,30000,30000,,100
159031,2,1,2,100,22000,23000,,50
159031,4,1,2,100,15000,16000,,50
159064,1,1,2,100,40000,42000,,40
159064,2,1,2,100,16000,18000,,40
159075,1,1,2,100,30000,31000,,60
159075,2,1,2,100,16000,17000,,50
160002,1,1,2,90,23000,27000,,0
160003,3,1,2,100,30000,40000,,0
160028,2,1,2,100,35000,40000,,0
160040,1,4,,,,,,
160087,2,1,2,,,,,
161049,2,2,,20,12000,18000,,10
161056,1,1,2,90,20000,25000,,90
161060,3,1,2,100,18000,20000,,50
161060,5,1,2,90,14000,18000,,50
161068,1,1,2,100,20000,24000,,50
161068,4,1,2,90,21000,22000,,50
161079,1,1,2,100,40000,50000,,90
161079,2,1,2,100,30000,40000,,90
161082,1,1,2,90,25000,30000,,80
162007,3,1,2,30,18000,25000,,30
162007,4,1,2,30,18000,25000,,30
162022,2,1,2,0,40000,60000,,30
162022,3,3,,20,15000,18000,,30
162042,1,1,2,0,25000,35000,,10
162042,2,1,2,0,20000,25000,,10
162058,1,1,2,0,20000,30000,,20
162067,1,1,2,10,20000,25000,,10
162079,2,1,2,30,18000,22000,,0
163009,2,1,2,100,20000,22000,,50
163011,1,1,2,100,15000,20000,,40
163019,3,1,2,100,,,,
163019,4,1,2,100,13000,14000,,50
163022,3,1,2,80,10000,12000,,60
163022,5,3,,30,5000,6000,,50
163053,1,1,2,90,10000,11000,,50
163053,3,1,2,80,10000,11000,,50
163053,4,1,2,70,10000,12000,,50
163062,1,1,2,100,25000,26000,,50
163062,3,4,,,,,,
163083,1,1,2,100,40000,50000,,50
163083,2,1,2,100,18000,19000,,50
164061,1,1,2,100,8000,20000,,30
164087,1,1,2,80,15000,18000,,50
165022,3,1,2,100,12000,17000,,60
165037,3,1,2,100,21000,23000,,60
165037,4,1,2,100,21000,23000,,60
165048,3,2,,20,15000,20000,,60
165048,4,2,,40,15000,20000,,40
165061,1,1,2,100,33000,35000,,60
165061,2,1,2,100,24000,25000,,60
165063,1,1,2,100,22000,22000,,50
165063,2,1,2,30,8000,8000,,50
165063,3,1,2,80,17000,17000,,50
165063,4,2,,0,8000,9000,,50
166007,1,1,2,60,18000,20000,,80
166007,2,1,2,90,18000,20000,,50
166030,1,1,2,90,30000,50000,,50
166030,3,1,2,90,20000,30000,,60
166036,1,1,2,90,17000,22000,,60
166036,2,1,2,60,15000,20000,2,80
166047,1,1,2,100,20000,22000,,10
166072,1,1,2,90,50000,60000,,50
166072,4,3,,10,18000,20000,,70
167004,1,1,2,100,18000,18000,,50
167004,2,1,2,100,23000,23000,,40
167038,1,1,2,100,98000,100000,,50
167038,2,1,2,100,,,2,
168005,1,1,2,100,20800,20800,,50
168034,1,1,2,100,30000,31000,,50
168034,2,1,2,100,24000,25000,,50
168036,1,1,2,100,27000,27000,,50
168036,2,2,,0,,,,
168037,2,1,2,70,12000,12000,,50
168037,3,1,2,70,10500,10500,,50
168051,1,1,2,70,10000,20000,,80
168051,2,1,2,100,25000,30000,,50
168055,1,1,2,100,18850,18850,,50
