NQUEST,Y,YL,YL1,YL2,YT,YTP,YTP1,YTP2,YTA,YTA1,YTA2,YTA3,YM,YM1,YM2,YC,YCR,YCR1,YCR2,YCR3,YCF,YCF1,YCF2,YCF3,YCF4
176040,50315.434245,50000,50000,0,0,0,0,0,0,0,0,0,0,0,0,315.43424494,0,0,0,0,315.43424494,315.43424494,0,0,0
176044,28139.385212,28000,28000,0,0,0,0,0,0,0,0,0,0,0,0,139.3852122,0,0,0,0,139.3852122,139.3852122,0,0,0
176046,35406.967807,31500,31500,0,0,0,0,0,0,0,0,0,0,0,0,3906.9678066,3590.3776095,0,0,3590.3776095,316.59019708,316.59019708,0,0,0
176054,41163.192838,0,0,0,29900,29900,29900,0,0,0,0,0,0,0,0,11263.192838,9045.8978886,0,0,9045.8978886,2217.2949489,160.98633707,2056.3086118,0,0
176057,31014.344004,0,0,0,24050,24050,24050,0,0,0,0,0,0,0,0,6964.344004,3600,0,0,3600,3364.344004,146.89618844,3217.4478155,0,0
176058,11011,0,0,0,11011,11011,11011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176060,26892.765202,0,0,0,20800,20800,20800,0,0,0,0,0,0,0,0,6092.7652021,5366.57235,0,0,5366.57235,726.19285215,726.19285215,0,0,0
176061,35793.915096,21200,21200,0,7930,7930,7930,0,0,0,0,0,0,0,0,6663.9150964,5400,0,0,5400,1263.9150964,84.306047077,1179.6090494,0,0
176068,60346.88212,25000,25000,0,0,0,0,0,0,0,0,0,0,0,0,35346.88212,36500,0,24000,12500,-1153.11788,390.11909481,0,10156.763025,11700
176069,14400,9600,9600,0,0,0,0,0,0,0,0,0,0,0,0,4800,4800,0,0,4800,0,0,0,0,0
176071,40918.052558,40000,40000,0,0,0,0,0,0,0,0,0,0,0,0,918.05255776,0,0,0,0,918.05255776,86.728927459,831.3236303,0,0
176073,16102.04182,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,502.04182045,0,0,0,0,502.04182045,502.04182045,0,0,0
176080,22672.03271,23400,23400,0,0,0,0,0,0,0,0,0,0,0,0,-727.9672896,7200,0,0,7200,-7927.96729,522.03271041,0,0,8450
176082,68716.089182,20000,20000,0,31200,31200,31200,0,0,0,0,0,0,0,0,17516.089182,7800,0,0,7800,9716.0891818,17.983672702,0,9698.1055091,0
176089,20144.550897,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,144.55089699,0,0,0,0,144.55089699,144.55089699,0,0,0
177002,64492.729215,4000,4000,0,48100,48100,35100,13000,0,0,0,0,0,0,0,12392.729215,7800,0,2400,5400,4592.7292147,1509.5941478,3083.1350669,0,0
177008,35255.701981,29000,29000,0,2000,0,0,0,2000,0,0,2000,0,0,0,4255.7019811,4800,0,0,4800,-544.2980189,105.70198109,0,0,650
177011,69837.697509,60000,60000,0,0,0,0,0,0,0,0,0,0,0,0,9837.6975094,9003.4011228,0,0,9003.4011228,834.29638663,834.29638663,0,0,0
177014,60596.932392,42000,42000,0,0,0,0,0,0,0,0,0,0,0,0,18596.932392,18000,0,0,18000,596.9323921,596.9323921,0,0,0
177021,26000,0,0,0,0,0,0,0,0,0,0,0,18800,18800,0,7200,7200,0,0,7200,0,0,0,0,0
177022,54602.147601,43400,43400,0,2975,975,975,0,2000,2000,0,0,0,0,0,8227.1476012,8200,0,0,8200,27.147601185,27.147601185,0,0,0
177023,30125.27813,0,0,0,7800,7800,7800,0,0,0,0,0,19782.503404,20000,217.49659604,2542.7747263,2400,0,0,2400,142.77472629,142.77472629,0,0,0
177024,26204.641098,22000,22000,0,0,0,0,0,0,0,0,0,0,0,0,4204.6410984,3600,0,0,3600,604.64109836,604.64109836,0,0,0
177025,24184.256602,18000,18000,0,0,0,0,0,0,0,0,0,0,0,0,6184.2566017,6042.4942129,0,0,6042.4942129,141.76238879,141.76238879,0,0,0
177028,29736.307795,23000,23000,0,1100,0,0,0,1100,1100,0,0,0,0,0,5636.3077953,4800,0,0,4800,836.30779529,836.30779529,0,0,0
177029,11197.842336,0,0,0,11150,7800,7800,0,3350,0,0,3350,0,0,0,47.842336282,0,0,0,0,47.842336282,47.842336282,0,0,0
177030,18186.032531,0,0,0,0,0,0,0,0,0,0,0,18000,18000,0,186.0325309,0,0,0,0,186.0325309,186.0325309,0,0,0
177039,39933.627562,0,0,0,37230,37230,35230,2000,0,0,0,0,0,0,0,2703.627562,2400,0,0,2400,303.62756199,303.62756199,0,0,0
177040,22709.707577,18200,18200,0,0,0,0,0,0,0,0,0,0,0,0,4509.7075767,4200,0,0,4200,309.7075767,309.7075767,0,0,0
177047,39689.739015,39500,39500,0,0,0,0,0,0,0,0,0,0,0,0,189.73901504,0,0,0,0,189.73901504,189.73901504,0,0,0
177048,23800,19000,19000,0,0,0,0,0,0,0,0,0,0,0,0,4800,4800,0,0,4800,0,0,0,0,0
177052,78154.866905,0,0,0,0,0,0,0,0,0,0,0,55000,70000,15000,23154.866905,4800,0,0,4800,18354.866905,541.43614682,14470.312451,3343.1183077,0
177070,38204.277617,33000,33000,0,0,0,0,0,0,0,0,0,0,0,0,5204.2776173,3600,0,0,3600,1604.2776173,1604.2776173,0,0,0
177071,35465.199436,0,0,0,25350,25350,25350,0,0,0,0,0,0,0,0,10115.199436,2112.6373217,0,0,2112.6373217,8002.5621146,8002.5621146,0,0,0
178001,33284.417681,33000,33000,0,0,0,0,0,0,0,0,0,0,0,0,284.4176813,0,0,0,0,284.4176813,284.4176813,0,0,0
178006,10200,0,0,0,7800,7800,7800,0,0,0,0,0,0,0,0,2400,2400,0,0,2400,0,0,0,0,0
178042,29433.357143,0,0,0,21650,21650,21650,0,0,0,0,0,0,0,0,7783.357143,8620,0,70,8550,-836.642857,463.35714302,0,0,1300
178051,31672,0,0,0,23272,23272,23272,0,0,0,0,0,0,0,0,8400,8400,0,0,8400,0,0,0,0,0
178058,21179.331496,15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,6179.3314964,6000,0,0,6000,179.33149637,179.33149637,0,0,0
178064,15000,0,0,0,7800,7800,7800,0,0,0,0,0,0,0,0,7200,7200,0,0,7200,0,0,0,0,0
178078,30505.000443,8000,8000,0,12800,0,0,0,12800,1800,0,11000,0,0,0,9705.0004428,9600,0,0,9600,105.00044278,300.00044278,0,0,195
178087,80591.751536,61000,61000,0,0,0,0,0,0,0,0,0,0,0,0,19591.751536,18700,0,0,18700,891.75153632,728.63386903,0,2243.1176673,2080
179001,53395.787427,44000,44000,0,0,0,0,0,0,0,0,0,0,0,0,9395.7874266,8400,0,0,8400,995.78742662,276.12269496,719.66473166,0,0
179004,31150.675195,21000,21000,0,0,0,0,0,0,0,0,0,10000,10000,0,150.67519519,0,0,0,0,150.67519519,150.67519519,0,0,0
179011,30954.465285,25000,25000,0,0,0,0,0,0,0,0,0,0,0,0,5954.4652847,4800,0,0,4800,1154.4652847,268.80514798,885.66013675,0,0
179013,24457.435864,0,0,0,0,0,0,0,0,0,0,0,17000,17000,0,7457.4358645,7200,0,0,7200,257.43586448,257.43586448,0,0,0
179020,31167.870528,0,0,0,24336,24336,24336,0,0,0,0,0,0,0,0,6831.8705283,6000,0,0,6000,831.87052825,831.87052825,0,0,0
179031,79210.235492,56800,56800,0,15028,15028,15028,0,0,0,0,0,0,0,0,7382.2354923,7000,0,0,7000,382.23549227,382.23549227,0,0,0
179033,4301.5588048,0,0,0,4290,4290,4290,0,0,0,0,0,0,0,0,11.558804815,0,0,0,0,11.558804815,11.558804815,0,0,0
179066,8700,0,0,0,3900,3900,3900,0,0,0,0,0,0,0,0,4800,4800,0,0,4800,0,0,0,0,0
179073,44731.865172,44000,44000,0,0,0,0,0,0,0,0,0,0,0,0,731.86517172,0,0,0,0,731.86517172,731.86517172,0,0,0
179079,32105.81774,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,12105.81774,12000,0,0,12000,105.81773964,105.81773964,0,0,0
179084,64362.233536,69000,69000,0,0,0,0,0,0,0,0,0,0,0,0,-4637.766464,7200,0,0,7200,-11837.76646,122.23353615,0,0,11960
179085,27914.8771,27000,27000,0,0,0,0,0,0,0,0,0,0,0,0,914.87710019,0,0,0,0,914.87710019,526.63754525,388.23955494,0,0
180001,47141.921302,35000,35000,0,0,0,0,0,0,0,0,0,0,0,0,12141.921302,7500,0,0,7500,4641.9213022,451.0924022,4190.8289,0,0
180003,11996.25752,0,0,0,3900,3900,3900,0,0,0,0,0,0,0,0,8096.2575205,3000,0,0,3000,5096.2575205,1376.1169979,3720.1405225,0,0
180004,5027.9646924,0,0,0,3180,3180,3180,0,0,0,0,0,0,0,0,1847.9646924,1800,0,0,1800,47.964692449,47.964692449,0,0,0
180010,19350,0,0,0,17550,17550,17550,0,0,0,0,0,0,0,0,1800,1800,0,0,1800,0,0,0,0,0
180012,9000,0,0,0,7800,7800,7800,0,0,0,0,0,0,0,0,1200,1200,0,0,1200,0,0,0,0,0
180013,15928.468187,0,0,0,14300,14300,14300,0,0,0,0,0,0,0,0,1628.4681871,1200,0,0,1200,428.46818705,428.46818705,0,0,0
180016,11800,0,0,0,0,0,0,0,0,0,0,0,10000,15000,5000,1800,1800,0,0,1800,0,0,0,0,0
180031,10997.534457,6000,6000,0,0,0,0,0,0,0,0,0,0,0,0,4997.5344571,4560,0,0,4560,437.53445709,11.893133862,425.64132323,0,0
180037,9000,0,0,0,7800,7800,7800,0,0,0,0,0,0,0,0,1200,1200,0,0,1200,0,0,0,0,0
180039,23950.290389,17000,17000,0,0,0,0,0,0,0,0,0,0,0,0,6950.290389,6900,0,0,6900,50.290389047,50.290389047,0,0,0
180046,21301.244559,0,0,0,0,0,0,0,0,0,0,0,18000,20000,2000,3301.2445591,3000,0,0,3000,301.24455906,301.24455906,0,0,0
180051,10257.627488,0,0,0,7800,7800,7800,0,0,0,0,0,0,0,0,2457.6274884,2400,0,0,2400,57.627488364,57.627488364,0,0,0
180052,9000,0,0,0,7800,7800,7800,0,0,0,0,0,0,0,0,1200,1200,0,0,1200,0,0,0,0,0
180055,9000,0,0,0,7800,7800,7800,0,0,0,0,0,0,0,0,1200,1200,0,0,1200,0,0,0,0,0
180065,32490.458735,0,0,0,9600,9600,9600,0,0,0,0,0,0,0,0,22890.458735,20219.667091,0,200,20019.667091,2670.7916439,2670.7916439,0,0,0
180067,57119.180612,32000,30000,2000,13650,13650,13650,0,0,0,0,0,0,0,0,11469.180612,14000,0,0,14000,-2530.819388,69.180611777,0,0,2600
180069,11563.507952,0,0,0,10100,10100,10100,0,0,0,0,0,0,0,0,1463.5079517,1200,0,0,1200,263.5079517,263.5079517,0,0,0
180084,92442.251857,72641.804297,70000,2641.8042969,13000,13000,13000,0,0,0,0,0,0,0,0,6800.4475597,6600,0,0,6600,200.44755967,200.44755967,0,0,0
180089,86625.826164,65000,65000,0,0,0,0,0,0,0,0,0,0,0,0,21625.826164,21000,0,0,21000,625.8261644,625.8261644,0,0,0
182010,53992.45436,0,0,0,39000,39000,39000,0,0,0,0,0,0,0,0,14992.45436,13000,0,0,13000,1992.4543599,580.42060045,1412.0337594,0,0
182017,42287.287194,0,0,0,29900,29900,29900,0,0,0,0,0,0,0,0,12387.287194,12000,0,0,12000,387.28719402,387.28719402,0,0,0
182018,43124.780794,36500,36500,0,0,0,0,0,0,0,0,0,0,0,0,6624.7807939,4522.2524537,0,0,4522.2524537,2102.5283402,668.44365851,0,1434.0846816,0
182028,19636.402522,0,0,0,18720,18720,18720,0,0,0,0,0,0,0,0,916.40252163,0,0,0,0,916.40252163,916.40252163,0,0,0
182036,45352.220174,0,0,0,30550,30550,30550,0,0,0,0,0,0,0,0,14802.220174,12000,0,0,12000,2802.2201741,346.17854231,2456.0416318,0,0
182038,34153.284005,19000,19000,0,0,0,0,0,0,0,0,0,15000,15000,0,153.28400496,0,0,0,0,153.28400496,153.28400496,0,0,0
182045,34799.838405,0,0,0,0,0,0,0,0,0,0,0,25000,25000,0,9799.838405,9600,0,0,9600,199.83840505,199.83840505,0,0,0
182046,8500,8500,8500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182049,8190,0,0,0,8190,8190,8190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183004,19511.39308,0,0,0,14300,14300,14300,0,0,0,0,0,0,0,0,5211.3930802,0,0,0,0,5211.3930802,1212.2068613,3999.1862188,0,0
183005,85365.733041,0,0,0,14040,14040,14040,0,0,0,0,0,44183.890835,60000,15816.109165,27141.842205,27000,0,0,27000,141.84220518,141.84220518,0,0,0
183009,45689.031001,17000,17000,0,0,0,0,0,0,0,0,0,20000,20000,0,8689.0310014,8400,0,0,8400,289.03100139,289.03100139,0,0,0
183012,43669.238524,24000,24000,0,0,0,0,0,0,0,0,0,7000,7000,0,12669.238524,12392.159875,0,3600,8792.1598754,277.07864884,751.94437017,2515.1342787,0,2990
183014,37103.701942,26000,26000,0,3000,3000,3000,0,0,0,0,0,0,0,0,8103.7019421,7200,0,0,7200,903.70194205,495.72167103,0,407.98027102,0
183017,14408.224185,0,0,0,13910,13910,13910,0,0,0,0,0,0,0,0,498.22418515,0,0,0,0,498.22418515,34.851354042,463.37283111,0,0
183018,62961.695168,26000,26000,0,9490,9490,9490,0,0,0,0,0,0,0,0,27471.695168,21000,0,6000,15000,6471.6951681,881.46266822,5133.5798125,456.6526874,0
183021,45757.965489,0,0,0,35750,35750,35750,0,0,0,0,0,0,0,0,10007.965489,7200,0,0,7200,2807.9654892,520.3769605,2287.5885287,0,0
183023,23520,0,0,0,9120,9120,9120,0,0,0,0,0,0,0,0,14400,14400,0,0,14400,0,0,0,0,0
183024,28260.087863,0,0,0,14404,14404,14404,0,0,0,0,0,0,0,0,13856.087863,9000,0,0,9000,4856.087863,273.71401941,4582.3738436,0,0
183025,29009.413813,0,0,0,21710,21710,21710,0,0,0,0,0,0,0,0,7299.4138125,7200,0,0,7200,99.413812505,99.413812505,0,0,0
183026,57366.077229,15000,15000,0,0,0,0,0,0,0,0,0,30000,30000,0,12366.077229,12000,0,0,12000,366.07722918,366.07722918,0,0,0
183027,82668.155859,0,0,0,64500,39000,39000,0,25500,19500,0,6000,0,0,0,18168.155859,8400,0,0,8400,9768.1558592,1603.0397891,3817.006371,4348.1096991,0
183031,50289.770746,49700,49700,0,0,0,0,0,0,0,0,0,0,0,0,589.7707456,8400,0,0,8400,-7810.229254,249.7707456,0,0,8060
183035,52059.092263,40000,40000,0,0,0,0,0,0,0,0,0,0,0,0,12059.092263,12000,0,0,12000,59.092262713,59.092262713,0,0,0
183043,47431.817609,28400,28400,0,0,0,0,0,0,0,0,0,0,0,0,19031.817609,8082.5193289,0,3282.5193289,4800,10949.29828,274.20680953,10675.09147,0,0
183056,51287.596061,0,0,0,37050,37050,37050,0,0,0,0,0,0,0,0,14237.596061,13723.647979,0,0,13723.647979,513.94808273,1813.9480827,0,0,1300
183064,34137.821103,16000,16000,0,8190,8190,8190,0,0,0,0,0,0,0,0,9947.8211029,3600,0,0,3600,6347.8211029,182.99258494,6164.8285179,0,0
183068,170343.04091,23500,23500,0,85800,85800,85800,0,0,0,0,0,21000,21000,0,40043.040909,27000,0,0,27000,13043.040909,3623.1201176,5468.997263,3950.9235278,0
183072,46793.295445,37000,37000,0,0,0,0,0,0,0,0,0,0,0,0,9793.2954448,9600,0,0,9600,193.29544479,193.29544479,0,0,0
184003,16781.078814,6000,6000,0,0,0,0,0,0,0,0,0,0,0,0,10781.078814,12323.210184,0,0,12323.210184,-1542.13137,407.86862981,0,0,1950
184005,29000,29000,29000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184006,21637.930049,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,6037.9300492,6000,0,0,6000,37.930049169,37.930049169,0,0,0
184010,28800,0,0,0,0,0,0,0,0,0,0,0,26800,27000,200,2000,8500,0,2500,6000,-6500,0,0,0,6500
184011,16600,0,0,0,13000,13000,13000,0,0,0,0,0,0,0,0,3600,3600,0,0,3600,0,0,0,0,0
184013,14000,0,0,0,0,0,0,0,0,0,0,0,14000,14000,0,0,0,0,0,0,0,0,0,0,0
184016,24617.199248,0,0,0,17550,17550,17550,0,0,0,0,0,0,0,0,7067.1992477,6800,0,1700,5100,267.19924768,267.19924768,0,0,0
184019,11500,0,0,0,9100,9100,9100,0,0,0,0,0,0,0,0,2400,2400,0,0,2400,0,0,0,0,0
184026,12595.254514,0,0,0,11700,11700,11700,0,0,0,0,0,0,0,0,895.25451389,718.20523028,0,0,718.20523028,177.04928362,177.04928362,0,0,0
184046,32669.270881,7200,7200,0,3000,0,0,0,3000,3000,0,0,16000,16000,0,6469.2708808,6000,0,0,6000,469.27088081,469.27088081,0,0,0
184078,14371.002437,5400,5400,0,0,0,0,0,0,0,0,0,3800,8800,5000,5171.0024368,4800,0,0,4800,371.00243675,371.00243675,0,0,0
185012,22120,0,0,0,16120,16120,16120,0,0,0,0,0,0,0,0,6000,6000,0,0,6000,0,0,0,0,0
185013,12510,0,0,0,11310,11310,11310,0,0,0,0,0,0,0,0,1200,1200,0,0,1200,0,0,0,0,0
185014,23660,4500,4500,0,9360,9360,9360,0,0,0,0,0,5000,5000,0,4800,4800,0,0,4800,0,0,0,0,0
185028,34171.97296,34000,34000,0,0,0,0,0,0,0,0,0,0,0,0,171.97296046,0,0,0,0,171.97296046,171.97296046,0,0,0
185035,39305.313409,0,0,0,0,0,0,0,0,0,0,0,15000,35000,20000,24305.313409,24000,0,0,24000,305.31340922,305.31340922,0,0,0
185038,36142.005646,30000,30000,0,0,0,0,0,0,0,0,0,0,0,0,6142.005646,4200,0,0,4200,1942.005646,233.5326441,1708.4730019,0,0
185039,57203.198362,0,0,0,0,0,0,0,0,0,0,0,57000,57000,0,203.19836179,0,0,0,0,203.19836179,203.19836179,0,0,0
185040,31092.58043,0,0,0,9360,9360,9360,0,0,0,0,0,10000,10000,0,11732.58043,12600,0,4200,8400,-867.4195703,42.580429745,0,0,910
185041,55305.486147,28000,28000,0,9360,9360,9360,0,0,0,0,0,0,0,0,17945.486147,17649.846665,0,6600,11049.846665,295.63948157,295.63948157,0,0,0
185050,33383.877496,0,0,0,28600,28600,28600,0,0,0,0,0,0,0,0,4783.8774957,6030,0,0,6030,-1246.122504,313.87749575,0,0,1560
185055,29297.963981,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,9297.9639806,8400,0,0,8400,897.96398056,897.96398056,0,0,0
185056,10879.458281,0,0,0,0,0,0,0,0,0,0,0,8632.0857596,10000,1367.9142404,2247.3725216,2191.2285,0,0,2191.2285,56.144021552,56.144021552,0,0,0
185058,11400,0,0,0,7800,7800,7800,0,0,0,0,0,0,0,0,3600,3600,0,0,3600,0,0,0,0,0
185059,18240,0,0,0,14040,14040,14040,0,0,0,0,0,0,0,0,4200,4200,0,0,4200,0,0,0,0,0
185067,64428.825123,56550.971764,54000,2550.9717638,0,0,0,0,0,0,0,0,0,0,0,7877.8533592,7800,0,600,7200,77.853359169,77.853359169,0,0,0
185072,15129.907246,0,0,0,0,0,0,0,0,0,0,0,10929.907246,15000,4070.0927538,4200,4200,0,0,4200,0,0,0,0,0
185089,69400,43000,43000,0,26000,26000,26000,0,0,0,0,0,0,0,0,400,400,0,0,400,0,0,0,0,0
186001,43372.81411,42900,42900,0,0,0,0,0,0,0,0,0,0,0,0,472.81410999,0,0,0,0,472.81410999,472.81410999,0,0,0
186006,18824.137858,0,0,0,0,0,0,0,0,0,0,0,15000,25000,10000,3824.1378579,3600,0,0,3600,224.13785788,224.13785788,0,0,0
186015,18883.473354,0,0,0,13000,13000,13000,0,0,0,0,0,0,0,0,5883.4733541,4800,0,0,4800,1083.4733541,1083.4733541,0,0,0
186023,20361.218576,0,0,0,11700,11700,11700,0,0,0,0,0,0,0,0,8661.2185765,8400,0,0,8400,261.21857648,261.21857648,0,0,0
186025,34186.118923,0,0,0,26390,26390,26390,0,0,0,0,0,0,0,0,7796.1189227,7200,0,0,7200,596.11892266,596.11892266,0,0,0
186029,56523.356101,55900,55900,0,0,0,0,0,0,0,0,0,0,0,0,623.35610069,0,0,0,0,623.35610069,237.6466823,0,385.70941839,0
186048,251127.85137,50450,50450,0,17550,17550,17550,0,0,0,0,0,110000,110000,0,73127.851368,43500,0,13500,30000,29627.851368,6374.3855458,15156.921868,8096.5439544,0
186051,103799.35714,39000,39000,0,0,0,0,0,0,0,0,0,42000,42000,0,22799.357144,18000,0,0,18000,4799.3571444,1400.7197944,3398.63735,0,0
186054,44205.319956,0,0,0,0,0,0,0,0,0,0,0,30000,30000,0,14205.319956,8000,0,800,7200,6205.3199562,521.7220174,2861.8443043,2821.7536345,0
186057,25050.975357,0,0,0,18200,18200,18200,0,0,0,0,0,0,0,0,6850.9753572,6000,0,0,6000,850.97535724,850.97535724,0,0,0
186059,84334.487578,61000,61000,0,0,0,0,0,0,0,0,0,0,0,0,23334.487578,12000,0,0,12000,11334.487578,664.31195305,0,10670.175625,0
186060,27708.625899,0,0,0,12075,10075,10075,0,2000,0,0,2000,0,0,0,15633.625899,7800,0,0,7800,7833.6258994,96.634494223,2671.9944463,5064.9969589,0
186068,26059.018399,25000,25000,0,0,0,0,0,0,0,0,0,0,0,0,1059.018399,0,0,0,0,1059.018399,870.70457693,0,188.31382209,0
186073,68905.217403,52000,50000,2000,0,0,0,0,0,0,0,0,0,0,0,16905.217403,15000,0,0,15000,1905.2174026,1434.8880415,470.32936118,0,0
186079,415754.25646,0,0,0,20800,20800,20800,0,0,0,0,0,350000,550000,200000,44954.256457,37100,0,0,37100,7854.2564571,2202.6803616,0,5651.5760955,0
186084,73999.337604,59700,59700,0,0,0,0,0,0,0,0,0,0,0,0,14299.337604,12000,0,0,12000,2299.3376037,336.32497527,0,1963.0126284,0
186086,24200,20800,20800,0,0,0,0,0,0,0,0,0,0,0,0,3400,6000,0,0,6000,-2600,0,0,0,2600
187010,32478.541073,0,0,0,21775,21775,21775,0,0,0,0,0,0,0,0,10703.541073,10600,0,0,10600,103.54107258,103.54107258,0,0,0
187015,54559.255364,0,0,0,16900,16900,16900,0,0,0,0,0,22833.347888,25000,2166.6521124,14825.907477,13200,0,0,13200,1625.9074769,1148.5193069,477.38816999,0,0
187018,86254.573902,0,0,0,58500,58500,58500,0,0,0,0,0,18000,18000,0,9754.5739019,8700,0,0,8700,1054.5739019,382.92140077,671.65250109,0,0
187019,9100,0,0,0,9100,9100,9100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187021,28100,24500,24500,0,0,0,0,0,0,0,0,0,0,0,0,3600,3600,0,0,3600,0,0,0,0,0
187031,9253.3608369,0,0,0,9100,9100,9100,0,0,0,0,0,0,0,0,153.36083695,0,0,0,0,153.36083695,153.36083695,0,0,0
187037,40686.018755,20000,20000,0,0,0,0,0,0,0,0,0,20000,20000,0,686.01875546,8400,0,0,8400,-7713.981245,320.00886828,602.67247601,723.33741117,9360
187043,50719.466775,20000,20000,0,0,0,0,0,0,0,0,0,23000,30000,7000,7719.4667747,7200,0,0,7200,519.46677471,519.46677471,0,0,0
187044,62074.907216,47000,47000,0,0,0,0,0,0,0,0,0,0,0,0,15074.907216,8400,0,0,8400,6674.907216,464.63574215,6210.2714739,0,0
187047,71472.564608,0,0,0,58500,58500,58500,0,0,0,0,0,0,0,0,12972.564608,12000,0,0,12000,972.56460764,182.22046227,790.34414537,0,0
187050,51077.677576,0,0,0,0,0,0,0,0,0,0,0,43161.42945,50000,6838.5705499,7916.2481264,7200,0,0,7200,716.24812636,265.86444338,450.38368298,0,0
187051,34393.481649,0,0,0,26000,26000,26000,0,0,0,0,0,0,0,0,8393.4816491,7200,0,0,7200,1193.4816491,210.48332284,982.99832628,0,0
187053,12839.70883,0,0,0,9100,9100,9100,0,0,0,0,0,0,0,0,3739.70883,3600,0,0,3600,139.70883,139.70883,0,0,0
187088,56923.232195,22000,22000,0,0,0,0,0,0,0,0,0,25000,25000,0,9923.2321948,9600,0,0,9600,323.23219478,323.23219478,0,0,0
187090,46342.929685,36500,36500,0,0,0,0,0,0,0,0,0,0,0,0,9842.9296847,9600,0,0,9600,242.92968471,242.92968471,0,0,0
188003,40615.401443,0,0,0,36300,36300,36300,0,0,0,0,0,0,0,0,4315.4014432,0,0,0,0,4315.4014432,276.34274838,4039.0586948,0,0
188005,46707.51365,21000,21000,0,19500,19500,19500,0,0,0,0,0,0,0,0,6207.5136498,6000,0,0,6000,207.51364978,207.51364978,0,0,0
188014,23225.142965,0,0,0,18850,18850,18850,0,0,0,0,0,0,0,0,4375.1429647,3600,0,0,3600,775.14296471,775.14296471,0,0,0
188018,60561.42146,30500,30500,0,21645,21645,21645,0,0,0,0,0,0,0,0,8416.4214603,2400,0,2400,0,6016.4214603,362.18945915,5654.2320011,0,0
188019,80249.643118,49000,49000,0,24700,24700,24700,0,0,0,0,0,0,0,0,6549.643118,4800,0,0,4800,1749.643118,431.41995301,1318.223165,0,0
188022,57685.540582,19000,19000,0,31850,31850,31850,0,0,0,0,0,0,0,0,6835.540582,8400,0,0,8400,-1564.459418,307.54058204,0,0,1872
188026,16987.388031,0,0,0,14521,14521,14521,0,0,0,0,0,0,0,0,2466.3880312,2400,0,0,2400,66.388031238,66.388031238,0,0,0
188027,21865.301915,3000,3000,0,16042,16042,16042,0,0,0,0,0,0,0,0,2823.3019149,2400,0,0,2400,423.3019149,423.3019149,0,0,0
188029,47851.986927,0,0,0,23556,23556,23556,0,0,0,0,0,8000,10000,2000,16295.986927,16000,0,0,16000,295.98692722,295.98692722,0,0,0
188034,23720.362852,21000,21000,0,2500,0,0,0,2500,2500,0,0,0,0,0,220.36285224,0,0,0,0,220.36285224,220.36285224,0,0,0
188035,28033.457354,28000,28000,0,0,0,0,0,0,0,0,0,0,0,0,33.457354211,0,0,0,0,33.457354211,33.457354211,0,0,0
188037,30293.020254,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,10293.020254,10000,0,4000,6000,293.02025406,293.02025406,0,0,0
188039,51537.66901,43000,43000,0,0,0,0,0,0,0,0,0,0,0,0,8537.6690103,7200,0,0,7200,1337.6690103,662.6550419,675.01396836,0,0
188041,48686.171039,40000,40000,0,0,0,0,0,0,0,0,0,0,0,0,8686.1710387,7200,0,0,7200,1486.1710387,133.66830787,1352.5027308,0,0
188043,30501.894218,0,0,0,25350,25350,25350,0,0,0,0,0,0,0,0,5151.8942178,3600,0,0,3600,1551.8942178,436.25835223,1115.6358656,0,0
188051,41208.861324,20000,20000,0,0,0,0,0,0,0,0,0,20000,20000,0,1208.8613242,0,0,0,0,1208.8613242,428.59682818,780.26449597,0,0
188054,36796.659974,0,0,0,0,0,0,0,0,0,0,0,30000,40000,10000,6796.6599735,0,0,0,0,6796.6599735,6796.6599735,0,0,0
188055,30527.164745,0,0,0,29900,29900,29900,0,0,0,0,0,0,0,0,627.1647451,0,0,0,0,627.1647451,627.1647451,0,0,0
188056,25252.586152,0,0,0,24050,24050,24050,0,0,0,0,0,0,0,0,1202.5861515,0,0,0,0,1202.5861515,210.41309091,992.17306064,0,0
189019,19453.586616,19000,19000,0,0,0,0,0,0,0,0,0,0,0,0,453.58661583,0,0,0,0,453.58661583,453.58661583,0,0,0
189041,41756.387177,7000,7000,0,34244,34244,34244,0,0,0,0,0,0,0,0,512.38717669,0,0,0,0,512.38717669,512.38717669,0,0,0
189045,58606.792598,0,0,0,0,0,0,0,0,0,0,0,35018.689445,48000,12981.310555,23588.103153,20700,0,0,20700,2888.1031529,2888.1031529,0,0,0
189078,40090.569194,27000,27000,0,12000,0,0,0,12000,0,0,12000,0,0,0,1090.5691939,0,0,0,0,1090.5691939,1090.5691939,0,0,0
