NQUEST,DEPBANC,DEPBANR,DEPPOSC,DEPPOSR,NDEPBANC,NDEPBANR,NDEPPOSC,NDEPPOSR,IDEPBANC,IDEPBANR,IDEPPOSC,IDEPPOSR,UNABAN,BANCHE,ANNIBAN,PREFBA1,PREFBA2,PREFBA3,PREFBA4,PREFBA5,PREFBA6,PREFBA7,PREFBA8,PREFBA9,PREFBA10,TAXCC,TAXCC2,SCOPER,TSCOPER,ASSBAN,NASSBAN,ASSBANE1,ASSBANE2,ASSBANE3,PAGAM3U,PAGAM2U,PAGAM5U,PAGAM6U,MOTNAD1,MOTNAD2,MOTNAD3,MOTNAD4,MOTNAD5,MOTNAD6,MOTNAD7,MOTNAD8,MOTNAD9,PAGAM1U,PAGAM1,BONIFIE1,BONIFIE2,BONIFIE3,BANCOMAT,NBANCOMA,NPREL1,PRELMED1,BANCOME1,BANCOME2,BANCOME3,PAGAM4U,PAGAM4,POSE1,POSE2,POSE3,CARTA,CARTE,PCARTE,NPAGCART,CARTEE1,CARTEE2,CARTEE3,MINCON,NPREL2,PRELMED2,PRELE1,PRELE2,PRELE3,VERSAM,NVERS,VERSMED,VERSE1,VERSE2,VERSE3,PAGENT1,PAGENT2,PAGENT3,PAGENT4,PAGENT5,QPAGENT1,QPAGENT2,QPAGENT3,QPAGENT4,QPAGENT5,SCORTA,SPESECON
32850,1,1,2,2,1,2,,,2,2,,,1,1,3,1,,,,,,,,,,,4,1,5000,1,3,,,,1,2,2,2,,,,,,,,,,1,2,,,,2,0,,,,,,,,,,,2,0,0,,,,,50,2,1500,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,500,2500
32861,1,2,2,2,1,,,,2,,,,1,1,4,,,,,,,1,,,,6,,1,2000,1,0.5,,,,1,2,2,2,,,,,,,,,,2,0,,,,1,1,3,1000,2,,,1,0.3333333333,,,,2,0,0,,,,,100,0,,,,,2,0,,,,,2,1,1,2,2,0,99,1,0,0,1000,3600
32866,2,1,2,2,,2,,,,3,,,1,1,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,,,,,1,2,500,,,,2,2,1,2,2,0,0,100,0,0,1000,2000
32867,1,1,2,2,1,2,,,1,2,,,1,1,4,,1,,,,,,,,,5,,1,20000,2,0,,,,2,2,2,2,0,0,0,0,0,0,1,0,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,100,2,1500,,,,2,0,,,,,2,2,1,2,2,0,0,100,0,0,2000,3000
32871,1,1,2,2,1,2,,,2,3,,,1,1,4,,,,,,,1,,,,,3,1,10000,1,3,,,,1,2,1,1,,,,,,,,,,1,1,,,,1,2,8,500,,,,1,2,,,,1,4,2,1,,,,0,0,,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,250,4000
32874,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,300,630
32875,1,2,2,2,1,,,,2,,,,1,1,3,,1,,,,,1,,,,6,,2,0,1,1,,,,2,2,2,2,0,0,0,0,0,0,1,0,0,2,0,,,,1,1,2,500,,,,2,0,,,,2,0,0,,,,,0,0,,,,,2,0,,,,,1,1,2,2,2,15,85,0,0,0,500,1500
32878,1,2,2,2,1,,,,1,,,,1,1,4,1,,,1,,,,,,,,3,2,0,1,4,,,,1,2,2,2,,,,,,,,,,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,100,3,500,,,,1,6,2000,,,,1,1,2,2,2,30,70,0,0,0,1500,2200
32880,2,2,2,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2,500,,,,1,6,3000,,,,1,2,2,2,2,100,0,0,0,0,1000,2500
32882,1,2,2,1,1,,,1,2,,,2,1,1,3,,,,1,,,,,,,,2,1,5000,1,10,,,,1,1,2,1,,,,,,,,,,1,10,,,,2,0,,,,,,,,,,,2,0,0,,,,,270,0,,,,,1,50,200,,,,1,1,2,2,2,10,90,0,0,0,400,1500
32883,2,1,2,2,,1,,,,1,,,1,1,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,,,,,1,8,200,,,,1,2,2,2,2,100,0,0,0,0,100,300
32887,1,2,2,2,1,,,,2,,,,1,1,4,,,,,,,1,,,,,3,1,50000,1,0.4166666667,,,,1,2,1,1,,,,,,,,,,1,2,,,,2,0,,,,,,,,,,,1,1,1,1,,,,500,0,,,,,1,3,2000,,,,1,2,2,2,2,100,0,0,0,0,1000,3000
32890,2,1,2,2,,2,,,,1,,,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,1,2,200,,,,1,2,2,2,2,100,0,0,0,0,500,2000
32891,1,2,2,2,1,,,,1,,,,1,1,4,1,,,,,,,,,,4.25,,1,2000,2,0,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,0,2,400,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,400,1000
32893,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,1000,1800
32895,2,1,2,2,,1,,,,1,,,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,200,400
32900,1,1,2,2,1,1,,,1,1,,,1,1,4,1,1,,,,,,,,,,2,2,0,2,0,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,1,1,1,500,,,,2,0,,,,2,0,0,,,,,500,3,300,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,500,1500
32901,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,1500,1500
32902,1,1,2,2,1,1,,,2,1,,,1,1,4,1,,,,,,,,,,6.5,,1,5000,1,0.5833333333,,,,1,2,2,2,,,,,,,,,,2,0,,,,1,1,0,,,,,2,0,,,,2,0,0,,,,,500,1,1000,,,,1,9,1600,,,,1,1,2,2,2,65,35,0,0,0,1500,1800
32907,1,2,2,2,1,,,,2,,,,1,1,4,,,,,,1,,,,,6.5,,1,2000,1,,,,,1,2,2,2,,,,,,,,,,2,0,,,,1,1,2,500,,,,2,0,,,,2,0,0,,,,,100,0,,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,500,1000
32913,2,1,2,2,,1,,,,1,,,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,1,300,,,,1,6,500,,,,1,2,2,2,2,100,0,0,0,0,500,1450
32919,2,1,2,2,,1,,,,1,,,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,1,500,,,,1,1,2000,,,,1,2,1,2,2,30,0,70,0,0,1000,500
32921,1,1,2,2,1,1,,,1,1,,,1,1,4,1,,,,,,,,,,,3,2,0,2,0,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,500,0,,,,,1,3,1000,,,,1,2,1,2,2,80,0,20,0,0,1000,550
32925,1,2,2,1,1,,,1,1,,,2,1,1,3,,,,,,1,,,,,6.5,,3,,1,3,,,,1,2,2,2,,,,,,,,,,2,0,,,,1,1,1,200,,,,2,0,,,,2,0,0,,,,,200,0,,,,,1,26,2000,,,,2,2,1,2,2,0,0,100,0,0,1600,1400
32930,1,2,2,2,1,,,,2,,,,1,1,3,,,1,1,,,,,,,,2,2,0,2,0,,,,2,2,2,2,0,0,1,0,0,0,0,0,0,2,0,,,,1,1,6,200,,,,2,0,,,,1,1,1,1,,,,600,12,100,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,600,2000
32936,1,2,2,2,2,,,,2,,,,2,2,3,1,,,,,1,,,,,,2,1,5000,1,,,,,2,2,2,2,0,0,0,1,0,0,0,0,0,2,0,,,,1,2,4,300,,,,1,4,,,,1,2,2,15,,,,300,0.1666666667,500,,,,1,12,1500,,,,1,2,1,2,2,40,0,60,0,0,300,1000
32937,1,2,2,2,1,,,,2,,,,1,1,3,,,,,,,,1,,,,6,2,0,1,0.3333333333,,,,2,2,2,2,0,0,0,1,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,0,0,,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,800,2000
32946,2,1,2,2,,1,,,,2,,,1,1,3,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,3000,4000
32958,1,2,2,1,1,,,1,2,,,2,1,1,4,1,,1,,,,,,,,,2,3,,1,1,2,,,2,2,2,2,0,0,0,0,0,0,1,0,0,1,1,2,,,1,1,4,200,2,,,2,0,,,,2,0,0,,,,,50,1,200,2,,,2,0,,,,,2,2,1,2,2,0,0,100,0,0,200,900
32962,1,2,2,1,2,,,1,2,,,2,2,2,4,1,,,,,,,,,,,2,1,2000,1,1,2,,,1,2,2,2,,,,,,,,,,2,0,,,,1,3,4,500,2,,,1,2,,,,2,0,0,,,,,100,1,500,,,,1,5,700,3,4,,1,1,2,2,2,10,90,0,0,0,400,2000
32973,1,2,2,2,2,,,,2,,,,1,1,2,1,,,,,,,,,,,2,3,,1,0.1666666667,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,150,1,1000,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,500,1000
32978,2,1,2,2,,2,,,,2,,,1,1,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,1,500,,,,1,6,500,,,,1,2,1,2,2,60,0,40,0,0,600,1400
32979,1,2,2,2,1,,,,2,,,,1,1,4,1,,,,,,,,,,3,,3,,2,0,,,,2,2,2,2,0,0,0,0,0,0,1,0,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,0,0,,,,,1,3,400,,,,1,2,2,2,2,100,0,0,0,0,500,1400
32981,1,2,2,1,2,,,1,3,,,1,2,2,4,,,,,,,,1,,,,2,3,,1,7,,,,2,2,2,2,0,0,0,0,0,0,1,0,0,2,0,,,,1,1,2,300,,,,1,2,,,,2,0,0,,,,,200,0,,,,,1,12,800,,,,1,1,1,2,2,25,25,50,0,0,500,600
32982,1,2,2,2,1,,,,1,,,,1,1,4,1,,,,,1,,,,,,6,2,0,1,2,,,,2,2,2,2,0,0,0,1,0,0,0,0,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,0,0,,,,,1,1,2000,,,,1,2,1,2,2,45,0,55,0,0,1000,2500
32986,1,1,2,2,1,1,,,2,2,,,1,1,3,,,,,,1,,,,,4,,2,0,1,4,,,,2,2,2,2,0,0,0,0,0,0,1,0,0,2,0,,,,1,2,2,500,,,,1,1,,,,2,0,0,,,,,0,0,,,,,2,0,,,,,1,2,1,2,2,80,0,20,0,0,800,2000
32987,2,1,2,2,,1,,,,1,,,1,1,4,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,1,10,600,,,,1,2,2,2,2,100,0,0,0,0,2000,1600
32998,2,2,2,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,1,3,300,,,,1,2,2,2,2,100,0,0,0,0,1500,2000
33010,1,2,2,2,3,,,,3,,,,1,1,4,,,,,,,1,,,,,6,1,500,2,0,,,,1,2,1,1,,,,,,,,,,2,0,,,,1,1,3,300,,,,1,0.25,,,,2,0,0,,,,,50,2,200,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,1000,2000
33027,1,2,2,2,2,,,,1,,,,1,1,4,,,,,,1,,,,,,6,3,,1,1,,,,2,2,2,2,0,0,0,1,0,0,0,0,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,500,3,600,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,1000,2000
33031,2,1,2,1,,1,,1,,2,,2,1,1,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,2,600,,,,1,2,600,,,,2,2,1,2,2,0,0,100,0,0,600,1200
33032,1,1,2,2,1,1,,,2,2,,,1,1,3,,,,,,1,,,,,,2,3,,2,0,,,,2,2,2,2,0,0,0,0,0,0,1,0,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,200,2,600,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,500,1500
33036,2,2,2,1,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,4,300,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,150,1200
33038,2,1,2,2,,1,,,,2,,,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0.25,500,,,,1,10,200,,,,1,2,2,2,2,100,0,0,0,0,500,1300
33073,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,800,1500
33172,1,2,2,2,1,,,,2,,,,1,1,4,1,,,,,,,,,,,1,2,0,1,0.25,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,100,0.25,1500,,,,1,3,400,,,,1,2,2,2,2,100,0,0,0,0,1200,1000
33187,1,2,2,2,1,,,,2,,,,1,1,1,1,,,,,,,,,,,3,2,0,1,0.0833333333,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,1000,1,2000,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,1000,2000
33203,1,2,2,2,2,,,,2,,,,1,1,4,1,,,,,,,,,,6,,1,10000,1,1,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,100,4,1000,,,,2,0,,,,,2,1,1,2,2,0,60,40,0,0,800,2000
33205,1,2,2,2,2,,,,4,,,,1,1,4,,1,,,,,,,,,5,,1,120000,1,15,,,,1,2,2,1,,,,,,,,,,1,10,,,,2,0,,,,,,,,,,,2,0,0,,,,,300,6,1000,,,,1,36,6000,,,,1,1,2,2,2,90,10,0,0,0,1000,1500
33206,1,2,2,2,1,,,,2,,,,1,1,4,,,,,,1,1,,,,6,,1,5000,1,1,,,,1,2,2,1,,,,,,,,,,1,1,,,,2,0,,,,,,,,,,,2,0,0,,,,,150,3,1000,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,800,2800
33207,2,1,2,2,,1,,,,2,,,1,1,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,2,600,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,600,1200
33208,1,2,2,2,1,,,,1,,,,1,1,3,,,,,,1,,,,,,6,2,0,1,0.25,,,,1,1,2,2,,,,,,,,,,2,0,,,,1,1,1,250,,,,2,0,,,,2,0,0,,,,,160,1,1300,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,800,1300
33209,1,2,2,2,1,,,,2,,,,1,1,4,,,,,,1,,,,,5.5,,2,0,1,2,,,,1,2,2,1,,,,,,,,,,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,400,1,1500,,,,2,0,,,,,1,1,2,2,2,30,70,0,0,0,1000,1700
33211,1,1,2,2,1,1,,,2,2,,,1,1,5,1,,,,1,,,,,,7.5,,1,20000,1,15,,,,1,2,2,2,,,,,,,,,,2,0,,,,1,1,2,300,,,,2,0,,,,1,1,1,0.0833333333,,,,100,0.3333333333,1000,,,,1,10,2000,,,,1,1,2,2,2,40,60,0,0,0,1000,1800
33214,1,2,2,2,1,,,,2,,,,1,1,5,1,,,,,1,,,,,,3,2,0,1,1,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,50,1,1400,,,,2,0,,,,,2,2,1,2,2,0,0,100,0,0,800,1400
33219,1,1,2,1,2,2,,1,2,2,,1,2,2,3,,,,1,,,,,,,7.8,,1,10000,1,0.5,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,1,2,3,500,,,,1,3,,,,2,0,0,,,,,100,1,1000,,,,1,20,1000,,,,1,1,1,2,2,35,50,15,0,0,1000,2000
33220,2,1,2,2,,2,,,,3,,,1,1,4,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,3,1300,,,,2,0,,,,,1,2,1,2,2,65,0,35,0,0,1000,3800
33221,1,2,2,2,1,,,,2,,,,1,1,4,,,,,,,1,,,,6,,1,3000,1,0.4166666667,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,1,3,,,,1,1,0.5,500,,,,2,0,,,,2,0,0,,,,,100,2,1250,,,,2,0,,,,,1,2,1,2,2,35,0,65,0,0,800,2500
33222,1,2,2,2,1,,,,1,,,,1,1,1,1,,,,,,,,,,,6,2,0,1,1,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,0,0.5,300,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,300,800
33225,1,2,2,2,1,,,,2,,,,1,1,3,,,,,,1,,,,,,1,2,0,2,0,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,1,1,3,300,,,,2,0,,,,2,0,0,,,,,100,1,500,,,,1,6,500,,,,1,2,2,2,2,100,0,0,0,0,500,2000
33227,1,2,2,2,1,,,,1,,,,1,1,3,1,,,,,,,,,,,6,2,0,2,0,,,,2,2,2,2,0,0,0,1,0,0,0,0,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,200,1,600,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,250,500
33228,1,1,2,2,4,1,,,3,1,,,2,3,4,1,,,,,,,1,,,,4,2,0,1,3,,,,1,2,2,2,,,,,,,,,,1,3,,,,1,2,0,,,,,1,1,,,,1,2,1,0.4166666667,,,,1000,1,1500,,,,1,3,3000,,,,1,1,1,2,2,40,30,30,0,0,2000,3000
33230,2,2,2,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,1,800,,,,1,10,1000,,,,1,2,2,2,2,100,0,0,0,0,200,800
33235,2,1,2,2,,1,,,,1,,,1,1,4,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,300,650
33236,1,2,2,2,3,,,,3,,,,2,2,4,,,,,,,,1,,,5.5,,2,0,1,1,,,,1,2,1,2,,,,,,,,,,2,0,,,,1,2,4,500,,,,1,2,3,,,1,2,2,2,3,,,500,0,,,,,2,0,,,,,2,1,1,2,2,0,30,70,0,0,400,1500
33238,1,2,2,2,1,,,,1,,,,1,1,4,1,,,,,,,,,,,6,2,0,2,0,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,300,1,500,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,300,500
33239,1,2,2,2,2,,,,2,,,,1,1,4,,,,1,,,,,,,,6,3,,1,0.25,,,,2,2,2,2,0,0,0,0,0,0,0,0,4,1,3,,,,1,2,4,500,,,,1,0.25,,,,2,0,0,,,,,150,0.4166666667,1000,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,500,2000
33240,1,2,2,2,2,,,,2,,,,2,2,4,,,,,,,1,,,,,6,3,,1,0.5,,,,2,2,2,2,0,0,0,0,0,0,1,0,0,2,0,,,,1,2,2,200,,,,2,0,,,,2,0,0,,,,,200,2,500,,,,2,0,,,,,1,1,1,2,2,25,50,25,0,0,300,2000
33241,1,2,2,2,1,,,,2,,,,1,1,4,1,,,,,1,,,,,,3,1,5000,1,1,,,,1,1,2,2,,,,,,,,,,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,20,2,300,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,200,1000
33245,1,2,2,2,2,,,,2,,,,1,1,4,1,,,,,,,,,,,2,3,,1,1,,,,1,2,2,2,,,,,,,,,,1,3,,,,1,2,8,500,,,,1,,,,,2,0,0,,,,,200,0,,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,1500,2500
33247,1,1,2,2,1,1,,,2,1,,,1,1,4,,,,,,1,,,,,,2,1,5000,1,1,,,,1,2,1,2,,,,,,,,,,2,0,,,,1,2,4,500,,,,1,5,,,,1,2,1,1,,,,1000,1,2000,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,1500,2800
33250,1,1,2,2,2,1,,,2,2,,,1,1,4,,,,,1,,,,,,5,,2,0,1,3,,,,1,2,2,2,,,,,,,,,,2,0,,,,1,2,2,300,,,,2,0,,,,2,0,0,,,,,200,1,500,,,,2,0,,,,,2,1,1,2,2,0,80,20,0,0,1000,1200
33252,1,2,2,2,1,,,,2,,,,1,1,4,1,,,,,,,,,,,2,1,5000,2,0,,,,2,2,2,2,0,0,0,1,0,0,0,0,0,2,0,,,,1,1,6,500,,,,2,0,,,,2,0,0,,,,,100,0.25,1500,,,,1,12,3000,,,,1,2,2,2,2,100,0,0,0,0,300,3000
33268,1,2,2,2,4,,,,3,,,,1,1,3,,1,,,,1,,,,,,2,1,10000,1,2,,,,1,2,2,2,,,,,,,,,,2,0,,,,1,3,3,300,3,4,,2,0,,,,2,0,0,,,,,0,0,,,,,1,12,2000,,,,1,2,2,2,2,100,0,0,0,0,200,2000
33273,1,2,2,1,1,,,1,1,,,1,1,1,4,,,,,,,,,2,,,1,2,0,1,0.75,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,1,1,6,100,,,,1,0.5,,,,2,0,0,,,,,10,0,,,,,1,12,1400,,,,1,2,2,2,2,100,0,0,0,0,80,1000
33275,1,2,2,2,2,,,,2,,,,1,1,3,,,,,,1,,,,,7,,1,8000,2,0,,,,1,2,2,2,,,,,,,,,,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,0,3,1000,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,500,3500
33301,1,2,2,2,1,,,,1,,,,1,1,1,,,,,1,,,,,,,6,2,0,2,0,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,200,1,1700,,,,1,12,150,,,,2,2,1,2,2,0,0,100,0,0,500,1300
33303,1,2,2,2,3,,,,3,,,,2,3,2,1,,,,,,,,,,6,,1,16000,1,10,,,,1,2,2,2,,,,,,,,,,2,0,,,,1,1,9,200,3,4,,2,0,,,,2,0,0,,,,,100,0.1666666667,1000,,,,2,0,,,,,1,1,2,2,2,20,80,0,0,0,500,2000
33313,1,2,2,2,1,,,,1,,,,1,1,4,,,,1,,1,,,,,,3,2,0,1,10,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,300,4,400,,,,1,3,1500,,,,1,2,2,2,2,100,0,0,0,0,300,700
33314,1,1,2,2,1,1,,,2,2,,,2,2,2,,1,,1,,,,,,,,3,2,0,1,1,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,1,1,0,,,,,2,0,,,,2,0,0,,,,,500,0.3333333333,1000,,,,1,12,1000,,,,1,2,1,2,2,70,0,30,0,0,2500,2500
33325,1,2,2,2,3,,,,4,,,,2,2,4,,,,,,1,1,,,,,3,1,6000,1,0.4166666667,,,,1,2,2,2,,,,,,,,,,2,0,,,,1,3,4,500,,,,1,0.25,,,,2,0,0,,,,,50,0.4166666667,1500,,,,1,10,500,,,,1,1,1,2,2,15,70,15,0,0,500,1800
33328,1,1,2,2,1,2,,,2,2,,,1,1,4,1,,,,,,,,,,,2,2,0,1,0.4166666667,,,,1,2,2,2,,,,,,,,,,2,0,,,,1,1,0,,,,,2,0,,,,2,0,0,,,,,0,0,,2,3,,1,4,500,2,3,,1,2,1,2,2,60,0,40,0,0,2500,2500
33333,2,1,2,2,,1,,,,1,,,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,1,3,1000,,,,1,2,2,2,2,100,0,0,0,0,1000,2000
33335,1,1,2,2,1,2,,,1,2,,,1,1,4,1,,,,,,,,,,8,,1,1000,1,,,,,2,2,2,1,0,0,0,0,0,0,1,0,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,100,2,800,,,,2,0,,,,,2,1,1,2,2,0,60,40,0,0,1000,1600
33336,1,2,2,2,2,,,,2,,,,1,1,4,1,,,,,,,,,,,6,1,5000,1,0.5,,,,1,2,2,2,,,,,,,,,,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,0,1,700,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,1600,1600
33340,2,1,2,2,,2,,,,2,,,1,1,4,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0.25,500,,,,1,4,300,,,,1,2,1,2,2,70,0,30,0,0,2000,2000
33346,1,1,2,2,1,1,,,2,1,,,2,2,2,,1,,,,,,,,,5,,1,5000,2,0,,,,2,2,1,1,0,0,0,1,0,0,0,0,0,2,0,,,,1,1,3,500,,,,1,0.3333333333,,,,1,1,1,0.3333333333,,,,0,0.5,500,,,,2,0,,,,,2,1,1,2,2,0,15,85,0,0,500,1500
33347,1,2,2,2,1,,,,1,,,,1,1,4,1,,,,,,,,,,,3,2,0,1,0.5,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,100,0.25,500,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,800,1600
33348,1,2,2,2,2,,,,2,,,,1,1,4,1,,,,,,,,,,,3,3,,1,,,,,2,2,2,2,0,0,0,0,0,0,1,0,0,2,0,,,,1,1,0,,,,,2,0,,,,2,0,0,,,,,100,3,500,3,,,2,0,,,,,2,2,1,2,2,0,0,100,0,0,2000,2000
33350,1,1,2,2,1,1,,,1,1,,,1,1,4,,,,,,,1,,,,,3,2,0,1,0.0833333333,,,,2,2,2,2,0,1,0,0,0,0,0,0,0,1,2,,,,2,0,,,,,,,,,,,2,0,0,,,,,0,1,1300,,,,2,0,,,,,1,1,2,2,2,60,40,0,0,0,2500,2500
