NQUEST,DEPBANC,DEPBANR,DEPPOSC,DEPPOSR,NDEPBANC,NDEPBANR,NDEPPOSC,NDEPPOSR,IDEPBANC,IDEPBANR,IDEPPOSC,IDEPPOSR,UNABAN,BANCHE,ANNIBAN,PREFBA1,PREFBA2,PREFBA3,PREFBA4,PREFBA5,PREFBA6,PREFBA7,PREFBA8,PREFBA9,PREFBA10,TAXCC,TAXCC2,SCOPER,TSCOPER,ASSBAN,NASSBAN,ASSBANE1,ASSBANE2,ASSBANE3,PAGAM3U,PAGAM2U,PAGAM5U,PAGAM6U,MOTNAD1,MOTNAD2,MOTNAD3,MOTNAD4,MOTNAD5,MOTNAD6,MOTNAD7,MOTNAD8,MOTNAD9,PAGAM1U,PAGAM1,BONIFIE1,BONIFIE2,BONIFIE3,BANCOMAT,NBANCOMA,NPREL1,PRELMED1,BANCOME1,BANCOME2,BANCOME3,PAGAM4U,PAGAM4,POSE1,POSE2,POSE3,CARTA,CARTE,PCARTE,NPAGCART,CARTEE1,CARTEE2,CARTEE3,MINCON,NPREL2,PRELMED2,PRELE1,PRELE2,PRELE3,VERSAM,NVERS,VERSMED,VERSE1,VERSE2,VERSE3,PAGENT1,PAGENT2,PAGENT3,PAGENT4,PAGENT5,QPAGENT1,QPAGENT2,QPAGENT3,QPAGENT4,QPAGENT5,SCORTA,SPESECON
54811,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,500,1000
54819,1,2,2,2,1,,,,2,,,,1,1,4,,,,,,,1,,,,,2,1,2000,1,0.1666666667,,,,2,2,2,2,0,0,0,1,0,0,0,0,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,300,2,1000,,,,1,2,1000,,,,2,1,2,2,2,0,100,0,0,0,600,2000
54821,1,2,2,2,1,,,,2,,,,1,1,2,1,,,,,,,,,,,6,3,,1,0.1666666667,,,,2,2,2,2,0,0,0,1,0,0,0,0,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,100,1,1500,,,,2,0,,,,,2,2,1,2,2,0,0,100,0,0,500,1600
54826,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,500,1000
54831,1,2,2,2,1,,,,2,,,,1,1,4,1,,,1,,,,,,,,6,1,10000,1,2,,,,2,2,2,2,0,0,1,0,0,0,0,0,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,200,1,1500,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,1500,2000
54908,1,2,2,2,2,,,,3,,,,1,1,4,1,,,,,,,,,,,2,3,,2,0,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,1200,0.1666666667,700,,,,1,2,1000,,,,1,2,2,2,2,100,0,0,0,0,2000,2700
54934,1,2,2,2,2,,,,2,,,,2,2,4,1,,,,,,,,,,4.5,,1,3000,1,2,,,,1,2,1,1,,,,,,,,,,1,2,2,,,1,1,3,500,,,,1,0.4166666667,,,,1,2,1,0.25,2,,,500,2,1000,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,700,500
54936,1,2,2,2,4,,,,1,,,,1,1,4,,,,1,,1,,,,,2.5,,1,5000,1,6,,,,1,2,1,2,,,,,,,,,,2,0,,,,1,1,3,500,1,2,3,2,0,,,,1,2,2,0.4166666667,3,,,300,1,500,3,4,,1,30,1000,,,,1,2,2,2,2,100,0,0,0,0,750,1500
54949,1,2,2,2,1,,,,2,,,,1,1,4,,,,,,1,,1,,,,6,3,,2,0,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,0,0,,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,650,1000
54963,1,2,2,2,1,,,,2,,,,1,1,4,,,,,,,,,,1,,6,2,0,1,0.4166666667,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,1,1,1,0,,,,50,2,400,,,,1,1,5000,,,,1,1,2,2,2,50,50,0,0,0,400,1000
54987,1,2,2,2,1,,,,2,,,,1,1,3,,1,,,,,,,,,,3,3,,1,0.1666666667,,,,1,2,2,2,,,,,,,,,,1,1,,,,1,1,2,300,,,,2,0,,,,2,0,0,,,,,200,1,1500,,,,1,6,600,,,,1,1,2,2,2,50,50,0,0,0,2000,2500
55006,1,2,2,2,2,,,,2,,,,1,1,4,1,,,,,,,,,,,3,3,,1,3,,,,2,1,1,1,0,0,0,0,0,0,0,0,1,2,0,,,,1,1,2,500,,,,1,0.1666666667,,,,1,1,1,0.25,,,,200,2,2000,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,800,3500
55007,1,2,2,2,2,,,,2,,,,1,1,4,,,,,,,1,,,,,4,1,3000,1,2,,,,1,2,1,1,,,,,,,,,,1,,,,,1,1,4,300,,,,1,5,,,,1,1,1,3,,,,0,0,,,,,1,2,,,,,2,1,2,2,2,0,100,0,0,0,300,700
55078,1,2,2,2,1,,,,2,,,,1,1,3,1,,,,,,,,,,6,,1,2000,1,2,,,,1,2,2,2,,,,,,,,,,2,0,,,,1,1,1,300,,,,2,0,,,,2,0,0,,,,,100,0.3333333333,300,,,,1,1,1800,,,,2,2,1,2,2,0,0,100,0,0,1200,1200
55079,1,1,2,2,1,2,,,1,3,,,2,2,3,1,,,,,,,,,,5,,3,,2,0,,,,2,2,2,2,0,0,0,0,1,0,0,0,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,500,3,500,,,,1,40,1000,,,,1,2,1,2,2,20,0,80,0,0,1000,1500
55084,1,2,2,2,2,,,,1,,,,2,2,4,,,,,,,,,,1,,2,1,15000,1,10,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,1,2,,,,1,2,7,100,,,,1,2,,,,1,2,1,30,,,,0,0,,,,,1,2,2000,2,3,4,1,2,1,2,2,50,0,50,0,0,100,1800
55093,1,2,2,2,1,,,,2,,,,1,1,4,1,,,,,,,,,,,3,3,,1,0.25,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,1,1,2,500,,,,2,0,,,,2,0,0,,,,,200,0,,,,,2,0,,,,,1,1,2,2,2,50,50,0,0,0,500,2000
55094,1,2,2,1,1,,,1,2,,,1,1,1,2,,,,,,,1,,,,7,,2,0,1,3,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,200,2,1500,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,1500,2500
55099,1,1,2,2,1,1,,,1,2,,,1,1,3,,1,,,,,,,,,5.5,,2,0,1,,,,,2,2,2,2,0,0,0,0,0,0,1,0,0,2,0,,,,1,1,1,500,,,,2,0,,,,1,1,1,0.1666666667,,,,100,0,,,,,2,0,,,,,2,1,1,2,2,0,80,20,0,0,2000,2000
55104,2,2,2,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1666666667,500,,,,2,0,,,,,2,2,1,2,2,0,0,100,0,0,1000,1000
55118,1,2,2,2,1,,,,2,,,,1,1,2,,1,,,,,,,,,6.25,,1,3000,1,1,,,,2,2,1,2,0,0,0,0,0,0,0,0,3,2,0,,,,1,1,10,200,,,,1,0.3333333333,,,,1,1,1,6,2,,,0,0,,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,100,700
55131,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,300,600
55147,1,2,2,2,1,,,,2,,,,1,1,4,1,,,,,,,,,,,2,2,0,1,0.1666666667,,,,2,2,2,2,0,0,0,0,0,0,1,0,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,0,0,,,,,1,3,1000,,,,1,2,1,2,2,60,0,40,0,0,2000,2000
55196,1,1,2,2,3,6,,,2,1,,,2,2,4,,,,,,,,,,1,7,,3,,1,10,2,,,2,2,2,2,0,0,0,0,0,0,1,0,0,2,0,,,,1,2,5,500,3,,,2,0,,,,1,3,2,3,2,,,0,,,,,,1,30,2000,2,,,1,2,1,2,2,45,0,55,0,0,500,4000
55201,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,600,1300
55203,2,1,2,2,,1,,,,2,,,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1500,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,700,1500
55205,1,2,1,2,1,,1,,1,,1,,1,1,4,,,,,,,,,,1,,3,1,,2,0,,,,2,2,2,2,0,1,0,0,0,0,0,0,0,2,0,,,,2,0,,,,,,,,,,,1,1,1,1,,,,0,0,,,,,1,12,20000,,,,1,1,2,2,1,20,40,0,0,40,1000,2000
55206,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,600,1100
55209,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,400,800
55212,2,1,2,2,,1,,,,1,,,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,0.0833333333,500,,,,1,4,700,,,,1,2,2,2,2,100,0,0,0,0,300,600
55219,1,2,2,2,1,,,,1,,,,1,1,4,1,,,1,,,,,,,5,,1,4000,1,2,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,400,0.3333333333,300,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,1000,1200
55221,1,2,2,2,1,,,,1,,,,1,1,2,,,,,,,1,,,,,6,2,0,1,0.1666666667,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,1,1,3,300,,,,2,0,,,,2,0,0,,,,,50,0,,,,,2,0,,,,,1,1,2,2,2,40,60,0,0,0,500,1500
55254,1,1,2,2,1,2,,,1,2,,,1,1,2,1,1,,,,,,,,,,3,1,5000,1,0.3333333333,,,,2,2,2,2,0,0,0,0,0,0,1,0,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,600,0.3333333333,500,,,,2,0,,,,,1,2,1,2,2,50,0,50,0,0,1000,1500
55267,2,1,2,2,,1,,,,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,2,300,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,200,600
55272,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,500,1000
55273,2,2,2,1,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,0.1666666667,1500,,,,1,8,1000,,,,1,2,2,2,2,100,0,0,0,0,500,700
55275,2,2,2,1,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,1,500,,,,1,4,1200,,,,1,2,2,2,2,100,0,0,0,0,800,1200
55278,2,2,2,1,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,1,500,,,,1,3,1500,,,,1,2,2,2,2,100,0,0,0,0,1000,1500
55295,1,1,2,2,1,1,,,1,1,,,1,1,4,1,,,,,,,,,,,3,3,,1,,,,,2,2,2,2,0,0,0,1,0,0,0,1,0,2,0,,,,1,1,3,300,,,,2,0,,,,2,0,0,,,,,50,0,,,,,2,0,,,,,1,1,2,2,2,35,65,0,0,0,500,1000
55298,1,2,2,2,4,,,,2,,,,1,1,4,,,,,,,1,,,,8,,1,10000,1,3,,,,1,2,1,1,,,,,,,,,,2,0,,,,1,2,2,500,,,,2,0,,,,1,2,1,0.25,,,,200,3,300,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,400,3000
55300,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,500,650
55308,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,650,1300
55322,1,2,2,2,1,,,,2,,,,1,1,4,,,,,,,1,,,,6.5,,1,10000,1,10,,,,2,2,2,2,0,1,0,0,0,0,0,1,0,1,10,,,,1,1,3,500,2,,,2,0,,,,1,1,1,4,,,,100,5,500,2,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,300,2000
55332,1,1,2,2,1,1,,,1,1,,,1,1,5,1,,,,,,,,,,,6,3,,2,0,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,100,2,500,,,,2,0,,,,,1,1,2,2,2,50,50,0,0,0,900,500
55333,1,2,2,2,1,,,,2,,,,1,1,4,,,,,,1,,,,,,2,2,0,1,0.3333333333,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,1,1,3,500,,,,2,0,,,,2,0,0,,,,,100,5,300,,,,2,0,,,,,1,1,2,2,2,95,5,0,0,0,2000,2000
55338,1,2,2,2,2,,,,2,,,,2,2,4,,1,,1,,,,,,,,3,2,0,1,10,,,,1,1,2,2,,,,,,,,,,2,0,,,,2,0,,,,,,,,,,,1,1,1,1,,,,100,1,2000,,,,2,0,,,,,2,2,1,2,2,0,0,100,0,0,1000,2000
55341,1,2,2,2,1,,,,2,,,,1,1,2,1,,,,,1,,,,,,3,2,0,1,3,,,,2,2,2,2,0,0,0,0,0,0,1,0,0,2,0,,,,1,1,3,500,,,,2,0,,,,1,1,1,0,,,,200,1,500,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,500,2500
55342,1,2,2,1,1,,,1,2,,,1,1,1,4,1,,,,,1,,,,,,6,3,,1,1,,,,2,2,2,2,0,1,0,0,0,0,0,0,0,2,0,,,,1,1,3,500,,,,2,0,,,,2,0,0,,,,,0,0,,,,,2,0,,,,,1,1,1,2,2,20,60,20,0,0,200,1500
55349,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,1000,1500
55351,1,2,2,2,2,,,,2,,,,2,2,3,,1,,,,,,,,,,3,1,10000,1,1,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,1,2,3,500,,,,1,1,,,,1,1,1,0,,,,100,0,,,,,1,3,2000,,,,1,1,1,1,2,10,80,5,5,0,400,1300
55353,1,2,2,2,1,,,,2,,,,1,1,4,,,,,,1,,,,,,2,2,0,1,1,,,,2,2,2,2,0,0,0,0,0,0,1,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,550,1,500,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,600,1200
55358,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,0,0,100,0,0,1600,1400
55362,1,1,2,2,2,1,,,2,1,,,2,2,4,1,,,,,,,1,,,5,,1,5000,1,2,,,,2,2,1,2,0,0,0,0,0,0,0,1,0,2,0,,,,1,1,2,500,,,,2,0,,,,1,1,1,1,,,,100,1,700,,,,1,10,1000,,,,1,1,1,2,2,40,10,50,0,0,1000,1000
55363,1,1,2,2,1,2,,,2,3,,,1,1,4,1,,,,,,,,,,,6,1,4000,2,0,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,100,1,1000,,,,2,0,,,,,2,1,1,2,2,0,55,45,0,0,1000,2500
55367,1,2,2,2,2,,,,2,,,,1,1,4,1,,,,,,,,,,,3,2,0,1,0.25,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,1,1,0,,,,,2,0,,,,2,0,0,,,,,1000,0.25,3000,,,,1,5,5000,,,,1,2,2,2,2,100,0,0,0,0,2000,2000
55372,2,2,2,1,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0.1666666667,1000,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,2000,2000
55375,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,1000,1000
55376,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,1500,1500
55379,1,2,2,2,2,,,,2,,,,1,1,4,,,,,1,,,,,,,3,2,0,1,5,2,,,1,2,1,1,,,,,,,,,,1,3,2,,,1,1,5,400,2,,,2,0,,,,1,1,1,5,2,,,1000,2,1000,,,,2,0,,,,,1,1,2,2,2,20,80,0,0,0,1500,2000
55380,1,2,2,2,1,,,,2,,,,1,1,4,1,,,,,,,,,,,3,1,10000,1,2,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,1,3,,,,1,1,0,,,,,2,0,,,,1,1,1,6,2,,,1000,2,,2,,,1,5,1500,,,,1,2,2,2,2,100,0,0,0,0,2000,3000
55386,1,1,2,2,1,1,,,2,1,,,1,1,3,,,,,,,,1,,,,6,3,,2,0,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,0,0,,,,,1,3,500,,,,1,2,2,2,2,100,0,0,0,0,1600,900
55387,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,200,600
55393,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,250,600
55399,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,500,1000
55406,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,300,600
55425,2,2,2,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,0.1666666667,500,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,600,1200
55430,1,2,2,2,2,,,,2,,,,1,1,3,,,,1,,,,,,,,3,2,0,1,2,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,1,2,,,,1,1,8,500,,,,2,0,,,,2,0,0,,,,,600,2,500,,,,2,0,,,,,1,1,2,2,2,40,60,0,0,0,1000,1500
55433,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,200,600
55439,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,500,700
55519,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,600,1000
55538,2,1,2,2,,1,,,,1,,,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,600,1200
55542,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,700,600
55547,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,1000,1500
55548,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,2,40,0,60,0,0,1000,2200
55549,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,500,1200
55552,2,1,2,2,,1,,,,1,,,1,1,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1666666667,500,,,,1,2,700,,,,1,2,2,2,2,100,0,0,0,0,1200,1200
55555,1,2,2,2,1,,,,2,,,,1,1,3,1,,,,,1,,,,,,6,2,0,1,1,,,,2,2,2,2,0,0,0,1,0,0,1,0,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,500,2,1000,,,,2,0,,,,,1,1,2,2,2,30,70,0,0,0,2500,2500
55559,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,500,1200
55562,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,0,0,100,0,0,2000,2000
55572,2,2,2,1,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,500,1000
55576,1,2,2,2,1,,,,2,,,,1,1,4,1,,,,,,,,,,3,,2,0,2,0,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,0,0,,,,,2,0,,,,,1,2,1,2,2,50,0,50,0,0,500,1500
55586,1,2,2,2,1,,,,1,,,,1,1,4,1,,,,,,,,,,,3,2,0,1,1,,,,1,2,2,2,,,,,,,,,,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,0,0,,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,600,600
55591,1,1,2,2,1,1,,,1,1,,,1,1,4,,,,,,,,1,,,,3,2,0,1,0.25,,,,1,2,2,2,,,,,,,,,,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,0,0.3333333333,500,,,,1,15,500,,,,1,2,2,2,2,100,0,0,0,0,1500,1500
55594,1,2,2,2,1,,,,2,,,,1,1,4,1,,,,,,,,,,,2,2,0,1,0.25,,,,2,2,2,2,0,1,0,0,0,0,0,0,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,100,1,500,,,,2,0,,,,,2,1,2,1,2,0,70,0,30,0,200,1500
55597,1,2,2,2,3,,,,2,,,,2,2,4,,,,,,,,,2,,6.5,,2,0,1,1,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,1,2,1,500,,,,2,0,,,,2,0,0,,,,,200,1,750,,,,1,10,1000,,,,1,1,1,2,2,10,70,20,0,0,500,1000
55602,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,600,1100
55611,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,2500,2800
55615,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,1300,2500
55617,2,2,2,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0.1666666667,500,,,,1,1,1000,,,,1,2,2,2,2,100,0,0,0,0,600,1150
55620,1,2,2,2,1,,,,1,,,,1,1,3,,,,,,1,,,,,4.5,,2,0,1,1,,,,2,2,2,2,0,0,0,0,0,0,1,1,0,2,0,,,,1,1,2,500,,,,2,0,,,,2,0,0,,,,,200,1,1000,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,2200,2200
55622,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,2300,2300
55629,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,500,1000
55636,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,100,0,0,0,0,500,600
55639,2,2,2,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,0.1666666667,500,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,500,500
55642,1,2,2,1,1,,,1,1,,,1,1,1,3,1,,,,,,,,,,,2,2,0,2,0,,,,2,2,2,2,0,0,0,0,0,0,0,1,0,2,0,,,,2,0,,,,,,,,,,,2,0,0,,,,,500,0.25,1000,,,,2,0,,,,,1,2,2,2,2,100,0,0,0,0,600,1000
55644,1,2,2,2,1,,,,2,,,,1,1,3,,,,,,,1,,,,4,,1,2500,1,0.5,,,,2,2,2,2,0,1,0,0,0,0,0,0,0,2,0,,,,1,1,4,300,,,,2,0,,,,1,1,1,0.1666666667,,,,100,0,,,,,2,0,,,,,2,1,2,2,2,0,100,0,0,0,1000,1500
